,+/1,3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,minutes,name,opp_score,result,started,team_score
643,+3,0,0,2,2,10/28/2016,4,7,7,11,10/28/2016_LA Lakers_Utah,4,LA Lakers,3,15,2,5,8,Utah,20:04,Derrick Favors,89,winner,False,96
644,-16,1,4,0,0,10/28/2016,2,8,1,1,10/28/2016_LA Lakers_Utah,0,LA Lakers,0,6,0,1,2,Utah,17:50,Trey Lyles,89,winner,False,96
645,+1,0,0,0,0,10/28/2016,0,1,0,0,10/28/2016_LA Lakers_Utah,0,LA Lakers,1,0,0,1,1,Utah,8:16,Joe Ingles,89,winner,False,96
646,,,,,,10/28/2016,,,,,10/28/2016_LA Lakers_Utah,,LA Lakers,,,,,,Utah,DNP,Joel Bolomboy,89,winner,False,96
647,,,,,,10/28/2016,,,,,10/28/2016_LA Lakers_Utah,,LA Lakers,,,,,,Utah,DNP,Jeff Withey,89,winner,False,96
648,,,,,,10/28/2016,,,,,10/28/2016_LA Lakers_Utah,,LA Lakers,,,,,,Utah,DNP,Raul Neto,89,winner,False,96
649,-12,0,1,8,0,10/29/2016,0,7,0,0,10/29/2016_Chicago_Indiana,1,Chicago,1,0,2,2,4,Indiana,28:00,Jeff Teague,118,loser,True,101
650,-15,0,1,5,0,10/29/2016,1,6,0,0,10/29/2016_Chicago_Indiana,0,Chicago,0,2,0,3,2,Indiana,27:36,Monta Ellis,118,loser,True,101
651,-10,0,2,3,0,10/29/2016,5,8,0,0,10/29/2016_Chicago_Indiana,1,Chicago,0,10,2,1,5,Indiana,26:31,Thaddeus Young,118,loser,True,101
652,-6,4,5,3,0,10/29/2016,8,12,0,0,10/29/2016_Chicago_Indiana,0,Chicago,4,20,1,3,1,Indiana,23:37,Paul George,118,loser,True,101
653,-12,0,0,2,3,10/29/2016,8,12,4,5,10/29/2016_Chicago_Indiana,1,Chicago,2,20,0,1,4,Indiana,21:42,Myles Turner,118,loser,True,101
654,-5,2,3,3,0,10/29/2016,4,7,1,1,10/29/2016_Chicago_Indiana,0,Chicago,0,11,0,0,2,Indiana,20:00,Joe Young,118,loser,False,101
655,-13,1,2,2,2,10/29/2016,4,11,0,0,10/29/2016_Chicago_Indiana,0,Chicago,2,9,1,0,1,Indiana,19:58,C.J. Miles,118,loser,False,101
656,-7,0,2,0,0,10/29/2016,4,7,3,3,10/29/2016_Chicago_Indiana,2,Chicago,0,11,0,1,3,Indiana,18:06,Glenn Robinson,118,loser,False,101
657,+8,0,2,1,0,10/29/2016,2,5,0,0,10/29/2016_Chicago_Indiana,1,Chicago,0,4,0,2,2,Indiana,15:50,Georges Niang,118,loser,False,101
658,-10,0,0,2,0,10/29/2016,3,5,0,0,10/29/2016_Chicago_Indiana,1,Chicago,2,6,0,0,3,Indiana,14:31,Al Jefferson,118,loser,False,101
659,+5,0,0,2,1,10/29/2016,4,6,0,0,10/29/2016_Chicago_Indiana,1,Chicago,2,8,2,0,4,Indiana,11:47,Kevin Seraphin,118,loser,False,101
660,+7,0,0,1,0,10/29/2016,0,1,0,0,10/29/2016_Chicago_Indiana,0,Chicago,1,0,0,0,1,Indiana,6:43,Rakeem Christmas,118,loser,False,101
661,-15,0,0,2,1,10/29/2016,0,1,0,0,10/29/2016_Chicago_Indiana,0,Chicago,2,0,0,0,1,Indiana,5:39,Lavoy Allen,118,loser,False,101
662,+11,0,2,3,0,10/29/2016,6,9,4,4,10/29/2016_Indiana_Chicago,2,Indiana,2,16,1,0,5,Chicago,25:56,Jimmy Butler,101,winner,True,118
663,+12,0,0,1,0,10/29/2016,6,11,0,0,10/29/2016_Indiana_Chicago,0,Indiana,1,12,1,0,8,Chicago,25:07,Taj Gibson,101,winner,True,118
664,+12,0,2,13,0,10/29/2016,2,5,2,2,10/29/2016_Indiana_Chicago,1,Indiana,0,6,1,4,3,Chicago,25:07,Rajon Rondo,101,winner,True,118
665,+16,0,0,2,0,10/29/2016,4,7,6,6,10/29/2016_Indiana_Chicago,2,Indiana,1,14,2,0,5,Chicago,21:04,Dwyane Wade,101,winner,True,118
666,+6,0,0,2,2,10/29/2016,5,7,2,2,10/29/2016_Indiana_Chicago,2,Indiana,3,12,0,0,6,Chicago,18:44,Robin Lopez,101,winner,True,118
667,+8,5,6,3,1,10/29/2016,9,14,0,0,10/29/2016_Indiana_Chicago,0,Indiana,2,23,1,1,4,Chicago,26:36,Doug McDermott,101,winner,False,118
668,+18,1,4,2,1,10/29/2016,3,9,1,1,10/29/2016_Indiana_Chicago,1,Indiana,0,8,0,0,3,Chicago,25:56,Nikola Mirotic,101,winner,False,118
669,+5,0,1,5,2,10/29/2016,2,8,3,4,10/29/2016_Indiana_Chicago,0,Indiana,2,7,1,4,1,Chicago,22:53,Michael Carter-Williams,101,winner,False,118
670,+5,0,0,0,0,10/29/2016,3,5,1,2,10/29/2016_Indiana_Chicago,3,Indiana,2,7,0,1,8,Chicago,19:30,Cristiano Felicio,101,winner,False,118
671,+3,3,5,2,0,10/29/2016,4,6,0,0,10/29/2016_Indiana_Chicago,0,Indiana,1,11,1,0,0,Chicago,14:11,Isaiah Canaan,101,winner,False,118
672,-7,0,0,1,0,10/29/2016,1,4,0,0,10/29/2016_Indiana_Chicago,2,Indiana,0,2,0,0,2,Chicago,6:43,Bobby Portis,101,winner,False,118
673,-4,0,1,0,0,10/29/2016,0,1,0,0,10/29/2016_Indiana_Chicago,0,Indiana,0,0,0,2,1,Chicago,4:47,Denzel Valentine,101,winner,False,118
674,0,0,0,0,0,10/29/2016,0,0,0,0,10/29/2016_Indiana_Chicago,0,Indiana,0,0,0,0,1,Chicago,3:26,Paul Zipser,101,winner,False,118
675,+11,8,11,4,0,10/29/2016,11,19,1,2,10/29/2016_Charlotte_Boston,1,Charlotte,4,31,1,1,11,Boston,35:35,Avery Bradley,98,winner,True,104
676,+14,2,7,7,0,10/29/2016,9,20,4,7,10/29/2016_Charlotte_Boston,0,Charlotte,2,24,0,2,1,Boston,35:11,Isaiah Thomas,98,winner,True,104
677,+10,3,7,4,3,10/29/2016,3,9,0,0,10/29/2016_Charlotte_Boston,0,Charlotte,5,9,3,3,9,Boston,33:32,Jae Crowder,98,winner,True,104
678,+11,1,1,3,2,10/29/2016,6,10,1,2,10/29/2016_Charlotte_Boston,0,Charlotte,2,14,0,1,4,Boston,31:11,Al Horford,98,winner,True,104
679,+15,0,1,1,0,10/29/2016,1,4,0,0,10/29/2016_Charlotte_Boston,1,Charlotte,4,2,0,1,5,Boston,20:59,Amir Johnson,98,winner,True,104
680,-10,0,1,2,0,10/29/2016,2,4,1,1,10/29/2016_Charlotte_Boston,0,Charlotte,1,5,0,2,3,Boston,21:16,Terry Rozier,98,winner,False,104
681,-5,1,1,1,0,10/29/2016,1,1,0,0,10/29/2016_Charlotte_Boston,0,Charlotte,3,3,0,2,2,Boston,18:31,Jonas Jerebko,98,winner,False,104
682,-1,0,0,0,0,10/29/2016,3,6,1,1,10/29/2016_Charlotte_Boston,1,Charlotte,1,7,0,0,1,Boston,12:36,Jaylen Brown,98,winner,False,104
683,-4,0,0,1,1,10/29/2016,1,1,0,0,10/29/2016_Charlotte_Boston,0,Charlotte,3,2,0,0,4,Boston,12:04,Tyler Zeller,98,winner,False,104
684,-6,0,2,1,0,10/29/2016,1,4,2,2,10/29/2016_Charlotte_Boston,0,Charlotte,1,4,0,1,0,Boston,11:21,Gerald Green,98,winner,False,104
685,-5,0,0,1,0,10/29/2016,1,3,1,2,10/29/2016_Charlotte_Boston,1,Charlotte,0,3,0,0,2,Boston,7:44,Jordan Mickey,98,winner,False,104
686,,,,,,10/29/2016,,,,,10/29/2016_Charlotte_Boston,,Charlotte,,,,,,Boston,DNP,Demetrius Jackson,98,winner,False,104
687,,,,,,10/29/2016,,,,,10/29/2016_Charlotte_Boston,,Charlotte,,,,,,Boston,DNP,James Young,98,winner,False,104
688,-18,4,8,3,0,10/29/2016,10,16,5,6,10/29/2016_Boston_Charlotte,0,Boston,2,29,3,4,2,Charlotte,35:58,Kemba Walker,104,loser,True,98
689,-7,1,5,6,2,10/29/2016,3,10,5,6,10/29/2016_Boston_Charlotte,0,Boston,2,12,0,1,4,Charlotte,32:48,Nicolas Batum,104,loser,True,98
690,-11,2,9,1,1,10/29/2016,3,10,1,2,10/29/2016_Boston_Charlotte,0,Boston,2,9,0,0,3,Charlotte,30:10,Marvin Williams,104,loser,True,98
691,-11,0,0,0,0,10/29/2016,2,5,3,4,10/29/2016_Boston_Charlotte,1,Boston,1,7,1,0,4,Charlotte,24:37,Michael Kidd-Gilchrist,104,loser,True,98
692,-13,0,0,1,2,10/29/2016,2,4,3,6,10/29/2016_Boston_Charlotte,1,Boston,3,7,0,1,9,Charlotte,21:10,Cody Zeller,104,loser,True,98
693,+7,1,2,3,0,10/29/2016,4,8,2,2,10/29/2016_Boston_Charlotte,1,Boston,2,11,0,1,4,Charlotte,24:18,Frank Kaminsky,104,loser,False,98
694,+5,0,3,1,0,10/29/2016,1,6,3,3,10/29/2016_Boston_Charlotte,0,Boston,2,5,1,0,1,Charlotte,23:23,Marco Belinelli,104,loser,False,98
695,+5,0,0,4,1,10/29/2016,3,9,0,0,10/29/2016_Boston_Charlotte,3,Boston,0,6,1,1,5,Charlotte,20:22,Spencer Hawes,104,loser,False,98
696,+3,1,1,3,0,10/29/2016,2,4,2,2,10/29/2016_Boston_Charlotte,0,Boston,3,7,1,0,3,Charlotte,18:04,Ramon Sessions,104,loser,False,98
697,+10,0,4,0,0,10/29/2016,2,7,1,2,10/29/2016_Boston_Charlotte,0,Boston,0,5,1,0,3,Charlotte,9:10,Jeremy Lamb,104,loser,False,98
698,,,,,,10/29/2016,,,,,10/29/2016_Boston_Charlotte,,Boston,,,,,,Charlotte,DNP,Treveon Graham,104,loser,False,98
699,,,,,,10/29/2016,,,,,10/29/2016_Boston_Charlotte,,Boston,,,,,,Charlotte,DNP,Christian Wood,104,loser,False,98
700,,,,,,10/29/2016,,,,,10/29/2016_Boston_Charlotte,,Boston,,,,,,Charlotte,DNP,Brian Roberts,104,loser,False,98
701,-5,2,6,6,0,10/29/2016,9,16,2,2,10/29/2016_Cleveland_Orlando,0,Cleveland,5,22,0,3,2,Orlando,37:43,Evan Fournier,105,loser,True,99
702,-9,0,2,5,1,10/29/2016,5,11,0,2,10/29/2016_Cleveland_Orlando,0,Cleveland,3,10,0,0,4,Orlando,34:17,Elfrid Payton,105,loser,True,99
703,-6,0,0,1,0,10/29/2016,7,12,5,7,10/29/2016_Cleveland_Orlando,3,Cleveland,4,19,1,1,7,Orlando,30:43,Serge Ibaka,105,loser,True,99
704,-21,1,3,2,1,10/29/2016,3,7,1,2,10/29/2016_Cleveland_Orlando,0,Cleveland,3,8,3,2,3,Orlando,25:34,Aaron Gordon,105,loser,True,99
705,-10,0,0,1,0,10/29/2016,5,8,1,2,10/29/2016_Cleveland_Orlando,2,Cleveland,2,11,0,4,9,Orlando,24:41,Nikola Vucevic,105,loser,True,99
706,+2,2,6,2,1,10/29/2016,2,9,4,6,10/29/2016_Cleveland_Orlando,1,Cleveland,0,10,1,3,10,Orlando,27:59,Jeff Green,105,loser,False,99
707,+11,2,6,3,0,10/29/2016,5,12,1,1,10/29/2016_Cleveland_Orlando,0,Cleveland,2,13,1,1,2,Orlando,20:56,D.J. Augustin,105,loser,False,99
708,+5,0,0,0,1,10/29/2016,1,3,1,4,10/29/2016_Cleveland_Orlando,7,Cleveland,3,3,0,3,9,Orlando,19:04,Bismack Biyombo,105,loser,False,99
709,-1,1,3,0,1,10/29/2016,1,4,0,0,10/29/2016_Cleveland_Orlando,0,Cleveland,1,3,0,3,4,Orlando,10:20,Mario Hezonja,105,loser,False,99
710,+4,0,2,1,0,10/29/2016,0,2,0,0,10/29/2016_Cleveland_Orlando,0,Cleveland,0,0,0,0,0,Orlando,8:44,C.J. Wilcox,105,loser,False,99
711,,,,,,10/29/2016,,,,,10/29/2016_Cleveland_Orlando,,Cleveland,,,,,,Orlando,DNP,Arinze Onuaku,105,loser,False,99
712,,,,,,10/29/2016,,,,,10/29/2016_Cleveland_Orlando,,Cleveland,,,,,,Orlando,DNP,C.J. Watson,105,loser,False,99
713,,,,,,10/29/2016,,,,,10/29/2016_Cleveland_Orlando,,Cleveland,,,,,,Orlando,DNP,Damjan Rudez,105,loser,False,99
714,+1,2,6,9,1,10/29/2016,7,16,7,11,10/29/2016_Orlando_Cleveland,1,Orlando,2,23,1,2,6,Cleveland,39:00,LeBron James,99,winner,True,105
715,+7,2,6,2,2,10/29/2016,7,18,4,4,10/29/2016_Orlando_Cleveland,0,Orlando,2,20,0,1,4,Cleveland,36:52,Kyrie Irving,99,winner,True,105
716,-4,0,5,0,1,10/29/2016,6,17,7,7,10/29/2016_Orlando_Cleveland,3,Orlando,6,19,0,4,5,Cleveland,32:48,Kevin Love,99,winner,True,105
717,+5,4,10,1,1,10/29/2016,5,11,2,2,10/29/2016_Orlando_Cleveland,3,Orlando,4,16,1,0,5,Cleveland,28:22,J.R. Smith,99,winner,True,105
718,+11,0,0,1,1,10/29/2016,1,4,0,2,10/29/2016_Orlando_Cleveland,4,Orlando,1,2,1,0,12,Cleveland,27:14,Tristan Thompson,99,winner,True,105
719,+4,0,2,0,0,10/29/2016,3,6,0,0,10/29/2016_Orlando_Cleveland,0,Orlando,4,6,1,1,3,Cleveland,23:07,Richard Jefferson,99,winner,False,105
720,-4,2,6,1,0,10/29/2016,2,8,0,0,10/29/2016_Orlando_Cleveland,0,Orlando,1,6,0,0,2,Cleveland,19:47,Mike Dunleavy,99,winner,False,105
721,-3,1,1,1,0,10/29/2016,2,3,0,0,10/29/2016_Orlando_Cleveland,0,Orlando,5,5,3,1,0,Cleveland,18:49,Iman Shumpert,99,winner,False,105
722,+3,0,0,1,0,10/29/2016,2,2,2,4,10/29/2016_Orlando_Cleveland,1,Orlando,2,6,1,0,2,Cleveland,8:55,Chris Andersen,99,winner,False,105
723,+10,0,1,1,0,10/29/2016,1,3,0,0,10/29/2016_Orlando_Cleveland,1,Orlando,0,2,0,0,1,Cleveland,5:06,Kay Felder,99,winner,False,105
724,,,,,,10/29/2016,,,,,10/29/2016_Orlando_Cleveland,,Orlando,,,,,,Cleveland,DNP,James Jones,99,winner,False,105
725,,,,,,10/29/2016,,,,,10/29/2016_Orlando_Cleveland,,Orlando,,,,,,Cleveland,DNP,Jordan McRae,99,winner,False,105
726,,,,,,10/29/2016,,,,,10/29/2016_Orlando_Cleveland,,Orlando,,,,,,Cleveland,DNP,DeAndre Liggins,99,winner,False,105
727,+2,2,8,7,1,10/29/2016,15,28,5,5,10/29/2016_Denver_Portland,1,Denver,2,37,2,5,5,Portland,41:22,Damian Lillard,113,winner,True,115
728,-2,2,5,3,3,10/29/2016,10,24,1,1,10/29/2016_Denver_Portland,3,Denver,4,23,3,2,10,Portland,41:17,C.J. McCollum,113,winner,True,115
729,-6,0,0,5,0,10/29/2016,5,8,3,6,10/29/2016_Denver_Portland,0,Denver,5,13,1,2,2,Portland,32:23,Mason Plumlee,113,winner,True,115
730,+8,2,3,0,0,10/29/2016,2,6,1,2,10/29/2016_Denver_Portland,0,Denver,6,7,0,1,3,Portland,32:12,Maurice Harkless,113,winner,True,115
731,-3,1,6,1,3,10/29/2016,1,6,2,4,10/29/2016_Denver_Portland,1,Denver,4,5,2,1,12,Portland,31:47,Al-Farouq Aminu,113,winner,True,115
732,+18,1,4,4,0,10/29/2016,4,10,3,3,10/29/2016_Denver_Portland,0,Denver,3,12,1,1,3,Portland,28:53,Allen Crabbe,113,winner,False,115
733,-10,1,2,2,0,10/29/2016,5,9,0,0,10/29/2016_Denver_Portland,0,Denver,1,11,0,2,3,Portland,25:12,Evan Turner,113,winner,False,115
734,-3,0,0,1,0,10/29/2016,2,2,0,0,10/29/2016_Denver_Portland,0,Denver,4,4,1,1,2,Portland,13:16,Ed Davis,113,winner,False,115
735,+6,1,4,0,1,10/29/2016,1,5,0,0,10/29/2016_Denver_Portland,0,Denver,1,3,0,0,1,Portland,11:11,Meyers Leonard,113,winner,False,115
736,0,0,0,0,0,10/29/2016,0,0,0,0,10/29/2016_Denver_Portland,0,Denver,0,0,0,0,4,Portland,7:24,Noah Vonleh,113,winner,False,115
737,0,0,0,0,0,10/29/2016,0,0,0,0,10/29/2016_Denver_Portland,0,Denver,0,0,0,0,0,Portland,0:03,Shabazz Napier,113,winner,False,115
738,,,,,,10/29/2016,,,,,10/29/2016_Denver_Portland,,Denver,,,,,,Portland,DNP,Pat Connaughton,113,winner,False,115
739,,,,,,10/29/2016,,,,,10/29/2016_Denver_Portland,,Denver,,,,,,Portland,DNP,Jake Layman,113,winner,False,115
740,0,0,5,2,0,10/29/2016,4,16,9,10,10/29/2016_Portland_Denver,1,Portland,0,17,0,2,5,Denver,41:33,Danilo Gallinari,115,loser,True,113
741,+1,0,2,3,1,10/29/2016,4,13,8,8,10/29/2016_Portland_Denver,1,Portland,3,16,0,1,6,Denver,40:57,Will Barton,115,loser,True,113
742,+3,2,4,4,0,10/29/2016,7,20,5,6,10/29/2016_Portland_Denver,0,Portland,3,21,3,5,7,Denver,38:19,Emmanuel Mudiay,115,loser,True,113
743,-1,1,5,2,1,10/29/2016,10,20,2,3,10/29/2016_Portland_Denver,6,Portland,5,23,4,1,17,Denver,34:06,Nikola Jokic,115,loser,True,113
744,+3,0,0,1,1,10/29/2016,4,9,4,6,10/29/2016_Portland_Denver,4,Portland,2,12,0,2,9,Denver,22:32,Jusuf Nurkic,115,loser,True,113
745,-5,0,0,2,2,10/29/2016,2,4,3,4,10/29/2016_Portland_Denver,3,Portland,3,7,2,2,9,Denver,30:23,Kenneth Faried,115,loser,False,113
746,-1,1,3,1,0,10/29/2016,5,11,0,2,10/29/2016_Portland_Denver,1,Portland,1,11,0,3,7,Denver,30:16,Wilson Chandler,115,loser,False,113
747,-5,2,4,2,0,10/29/2016,2,5,0,0,10/29/2016_Portland_Denver,0,Portland,3,6,0,1,0,Denver,15:06,Jameer Nelson,115,loser,False,113
748,-5,0,0,2,0,10/29/2016,0,2,0,0,10/29/2016_Portland_Denver,0,Portland,1,0,1,0,1,Denver,11:48,Jamal Murray,115,loser,False,113
749,,,,,,10/29/2016,,,,,10/29/2016_Portland_Denver,,Portland,,,,,,Denver,DNP,Jarnell Stokes,115,loser,False,113
750,,,,,,10/29/2016,,,,,10/29/2016_Portland_Denver,,Portland,,,,,,Denver,DNP,Malik Beasley,115,loser,False,113
751,,,,,,10/29/2016,,,,,10/29/2016_Portland_Denver,,Portland,,,,,,Denver,DNP,Mike Miller,115,loser,False,113
752,,,,,,10/29/2016,,,,,10/29/2016_Portland_Denver,,Portland,,,,,,Denver,DNP,Juan Hernangomez,115,loser,False,113
753,+12,1,7,11,1,10/29/2016,4,16,3,5,10/29/2016_Milwaukee_Brooklyn,1,Milwaukee,0,12,3,4,3,Brooklyn,32:51,Jeremy Lin,110,loser,True,108
754,+9,2,6,1,0,10/29/2016,9,15,6,6,10/29/2016_Milwaukee_Brooklyn,2,Milwaukee,2,26,0,2,8,Brooklyn,31:20,Bojan Bogdanovic,110,loser,True,108
755,+13,0,2,1,2,10/29/2016,4,8,6,6,10/29/2016_Milwaukee_Brooklyn,1,Milwaukee,2,14,1,0,14,Brooklyn,30:30,Trevor Booker,110,loser,True,108
756,-12,2,4,1,2,10/29/2016,2,6,0,0,10/29/2016_Milwaukee_Brooklyn,1,Milwaukee,3,6,3,1,3,Brooklyn,29:54,Justin Hamilton,110,loser,True,108
757,-16,0,1,1,1,10/29/2016,1,4,0,0,10/29/2016_Milwaukee_Brooklyn,1,Milwaukee,3,2,0,4,5,Brooklyn,22:38,Rondae Hollis-Jefferson,110,loser,True,108
758,+5,1,2,1,0,10/29/2016,5,9,4,5,10/29/2016_Milwaukee_Brooklyn,0,Milwaukee,3,15,1,1,0,Brooklyn,23:49,Sean Kilpatrick,110,loser,False,108
759,-2,1,4,1,0,10/29/2016,2,7,0,0,10/29/2016_Milwaukee_Brooklyn,0,Milwaukee,1,5,1,2,2,Brooklyn,18:13,Joe Harris,110,loser,False,108
760,+10,2,2,2,0,10/29/2016,5,5,2,2,10/29/2016_Milwaukee_Brooklyn,5,Milwaukee,2,14,1,1,8,Brooklyn,18:06,Luis Scola,110,loser,False,108
761,-16,2,5,3,0,10/29/2016,3,9,1,2,10/29/2016_Milwaukee_Brooklyn,0,Milwaukee,3,9,1,1,1,Brooklyn,17:30,Anthony Bennett,110,loser,False,108
762,-4,0,0,1,0,10/29/2016,1,1,1,2,10/29/2016_Milwaukee_Brooklyn,0,Milwaukee,3,3,1,2,0,Brooklyn,8:22,Isaiah Whitehead,110,loser,False,108
763,-9,0,1,0,0,10/29/2016,1,4,0,0,10/29/2016_Milwaukee_Brooklyn,0,Milwaukee,0,2,0,0,1,Brooklyn,6:47,Greivis Vasquez,110,loser,False,108
764,,,,,,10/29/2016,,,,,10/29/2016_Milwaukee_Brooklyn,,Milwaukee,,,,,,Brooklyn,DNP,Brook Lopez,110,loser,False,108
765,,,,,,10/29/2016,,,,,10/29/2016_Milwaukee_Brooklyn,,Milwaukee,,,,,,Brooklyn,DNP,Chris McCullough,110,loser,False,108
766,+11,0,1,9,0,10/29/2016,5,10,4,4,10/29/2016_Brooklyn_Milwaukee,1,Brooklyn,4,14,3,1,3,Milwaukee,36:09,Matthew Dellavedova,108,winner,True,110
767,+16,0,1,3,2,10/29/2016,10,18,1,1,10/29/2016_Brooklyn_Milwaukee,1,Brooklyn,2,21,2,4,10,Milwaukee,35:29,Giannis Antetokounmpo,108,winner,True,110
768,+15,0,1,4,0,10/29/2016,5,11,4,6,10/29/2016_Brooklyn_Milwaukee,2,Brooklyn,1,14,2,2,8,Milwaukee,34:45,Jabari Parker,108,winner,True,110
769,-10,0,3,0,0,10/29/2016,3,7,0,0,10/29/2016_Brooklyn_Milwaukee,1,Brooklyn,4,6,0,1,2,Milwaukee,20:37,Tony Snell,108,winner,True,110
770,-13,0,0,1,0,10/29/2016,0,1,1,2,10/29/2016_Brooklyn_Milwaukee,0,Brooklyn,2,1,0,1,1,Milwaukee,8:05,Miles Plumlee,108,winner,True,110
771,+15,6,12,0,1,10/29/2016,8,17,0,0,10/29/2016_Brooklyn_Milwaukee,0,Brooklyn,2,22,0,0,2,Milwaukee,27:03,Rashad Vaughn,108,winner,False,110
772,+1,0,0,3,2,10/29/2016,3,6,1,2,10/29/2016_Brooklyn_Milwaukee,2,Brooklyn,3,7,2,1,12,Milwaukee,20:56,John Henson,108,winner,False,110
773,+14,0,0,3,0,10/29/2016,3,7,5,5,10/29/2016_Brooklyn_Milwaukee,1,Brooklyn,0,11,4,2,3,Milwaukee,18:59,Greg Monroe,108,winner,False,110
774,-12,2,3,2,0,10/29/2016,2,4,2,2,10/29/2016_Brooklyn_Milwaukee,0,Brooklyn,3,8,0,0,2,Milwaukee,16:01,Mirza Teletovic,108,winner,False,110
775,-11,0,1,0,0,10/29/2016,0,5,2,2,10/29/2016_Brooklyn_Milwaukee,0,Brooklyn,1,2,1,1,1,Milwaukee,12:50,Malcolm Brogdon,108,winner,False,110
776,-16,0,0,0,0,10/29/2016,2,2,0,0,10/29/2016_Brooklyn_Milwaukee,0,Brooklyn,1,4,0,1,0,Milwaukee,9:06,Michael Beasley,108,winner,False,110
777,,,,,,10/29/2016,,,,,10/29/2016_Brooklyn_Milwaukee,,Brooklyn,,,,,,Milwaukee,DNP,Thon Maker,108,winner,False,110
778,,,,,,10/29/2016,,,,,10/29/2016_Brooklyn_Milwaukee,,Brooklyn,,,,,,Milwaukee,DNP,Steve Novak,108,winner,False,110
779,-10,1,4,3,1,10/29/2016,5,15,9,9,10/29/2016_New York_Memphis,2,New York,3,20,0,1,6,Memphis,30:55,Marc Gasol,111,loser,True,104
780,-14,0,3,0,1,10/29/2016,5,12,0,0,10/29/2016_New York_Memphis,1,New York,6,10,0,0,8,Memphis,30:27,JaMychal Green,111,loser,True,104
781,+8,2,3,1,0,10/29/2016,5,7,4,5,10/29/2016_New York_Memphis,1,New York,3,16,0,1,4,Memphis,27:07,James Ennis,111,loser,True,104
782,0,0,2,2,0,10/29/2016,2,5,0,0,10/29/2016_New York_Memphis,0,New York,2,4,0,2,0,Memphis,24:39,Andrew Harrison,111,loser,True,104
783,-18,0,1,5,0,10/29/2016,4,9,3,4,10/29/2016_New York_Memphis,2,New York,2,11,0,4,5,Memphis,23:36,Mike Conley,111,loser,True,104
784,-10,1,3,1,0,10/29/2016,2,4,0,0,10/29/2016_New York_Memphis,1,New York,2,5,0,0,3,Memphis,25:28,Vince Carter,111,loser,False,104
785,-10,1,1,3,0,10/29/2016,2,4,0,0,10/29/2016_New York_Memphis,0,New York,1,5,0,2,2,Memphis,21:43,Wade Baldwin,111,loser,False,104
786,+8,1,1,2,0,10/29/2016,5,14,2,2,10/29/2016_New York_Memphis,2,New York,3,13,0,1,9,Memphis,21:07,Zach Randolph,111,loser,False,104
787,0,2,2,0,0,10/29/2016,5,9,1,2,10/29/2016_New York_Memphis,2,New York,5,13,1,1,3,Memphis,12:40,Jarell Martin,111,loser,False,104
788,-2,0,3,1,0,10/29/2016,1,5,2,2,10/29/2016_New York_Memphis,0,New York,2,4,0,0,0,Memphis,12:06,Troy Daniels,111,loser,False,104
789,+10,1,2,1,0,10/29/2016,1,2,0,2,10/29/2016_New York_Memphis,0,New York,1,3,2,0,0,Memphis,9:16,Troy Williams,111,loser,False,104
790,+3,0,0,0,0,10/29/2016,0,0,0,0,10/29/2016_New York_Memphis,0,New York,0,0,0,0,0,Memphis,0:56,Deyonta Davis,111,loser,False,104
791,,,,,,10/29/2016,,,,,10/29/2016_New York_Memphis,,New York,,,,,,Memphis,DNP,Tony Allen,111,loser,False,104
792,+14,1,4,2,1,10/29/2016,7,11,6,8,10/29/2016_Memphis_New York,0,Memphis,5,21,0,0,5,New York,36:22,Kristaps Porzingis,104,winner,True,111
793,+13,1,5,5,0,10/29/2016,5,15,9,12,10/29/2016_Memphis_New York,0,Memphis,2,20,0,3,6,New York,35:31,Carmelo Anthony,104,winner,True,111
794,+4,2,4,1,0,10/29/2016,6,11,2,2,10/29/2016_Memphis_New York,0,Memphis,1,16,1,0,3,New York,33:37,Courtney Lee,104,winner,True,111
795,+7,0,1,3,1,10/29/2016,6,13,1,2,10/29/2016_Memphis_New York,1,Memphis,2,13,2,0,4,New York,32:16,Derrick Rose,104,winner,True,111
796,+17,0,0,7,1,10/29/2016,2,2,2,6,10/29/2016_Memphis_New York,1,Memphis,6,6,0,4,10,New York,21:50,Joakim Noah,104,winner,True,111
797,+1,0,2,1,1,10/29/2016,4,7,0,0,10/29/2016_Memphis_New York,0,Memphis,3,8,0,0,0,New York,19:24,Justin Holiday,104,winner,False,111
798,-1,0,0,2,0,10/29/2016,3,5,5,7,10/29/2016_Memphis_New York,2,Memphis,4,11,0,1,6,New York,18:48,Kyle O'Quinn,104,winner,False,111
799,-10,0,1,0,0,10/29/2016,3,5,0,0,10/29/2016_Memphis_New York,1,Memphis,1,6,0,0,3,New York,18:38,Lance Thomas,104,winner,False,111
800,0,2,4,3,0,10/29/2016,2,4,0,0,10/29/2016_Memphis_New York,0,Memphis,1,6,1,2,2,New York,15:44,Brandon Jennings,104,winner,False,111
801,-10,0,0,0,0,10/29/2016,2,3,0,2,10/29/2016_Memphis_New York,1,Memphis,0,4,0,2,2,New York,7:51,Willy Hernangomez,104,winner,False,111
802,,,,,,10/29/2016,,,,,10/29/2016_Memphis_New York,,Memphis,,,,,,New York,DNP,Mindaugas Kuzminskas,104,winner,False,111
