,3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,Team,opp_TRB,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,opponent,Game_Id
996,11.0,20.0,23.0,10.0,38.0,75.0,14.0,21.0,11.0,16.0,101.0,6.0,12.0,47.0,0,1,Minnesota,37.0,6.0,19.0,17.0,5.0,34.0,86.0,15.0,18.0,89.0,14.0,8.0,15.0,8.0,Utah,1/3/2015_Minnesota_Utah
997,6.0,19.0,17.0,5.0,34.0,86.0,15.0,18.0,14.0,15.0,89.0,8.0,8.0,37.0,1,0,Utah,47.0,11.0,20.0,23.0,10.0,38.0,75.0,14.0,21.0,101.0,11.0,6.0,16.0,12.0,Minnesota,1/3/2015_Minnesota_Utah
998,4.0,16.0,16.0,4.0,35.0,78.0,24.0,32.0,16.0,15.0,98.0,4.0,14.0,53.0,0,1,Orlando,44.0,4.0,19.0,18.0,3.0,33.0,87.0,20.0,21.0,90.0,12.0,9.0,24.0,7.0,Charlotte,1/3/2015_Orlando_Charlotte
999,4.0,19.0,18.0,3.0,33.0,87.0,20.0,21.0,12.0,24.0,90.0,9.0,7.0,44.0,1,0,Charlotte,53.0,4.0,16.0,16.0,4.0,35.0,78.0,24.0,32.0,98.0,16.0,4.0,15.0,14.0,Orlando,1/3/2015_Orlando_Charlotte
1000,6.0,17.0,17.0,5.0,43.0,84.0,23.0,31.0,10.0,15.0,115.0,9.0,14.0,46.0,0,1,Portland,44.0,13.0,33.0,24.0,7.0,42.0,93.0,10.0,12.0,107.0,11.0,6.0,23.0,18.0,Atlanta,1/3/2015_Portland_Atlanta
1001,13.0,33.0,24.0,7.0,42.0,93.0,10.0,12.0,11.0,23.0,107.0,6.0,18.0,44.0,1,0,Atlanta,46.0,6.0,17.0,17.0,5.0,43.0,84.0,23.0,31.0,115.0,10.0,9.0,15.0,14.0,Portland,1/3/2015_Portland_Atlanta
1002,4.0,14.0,23.0,6.0,40.0,82.0,8.0,13.0,9.0,18.0,92.0,6.0,6.0,31.0,0,0,San Antonio,38.0,4.0,16.0,27.0,5.0,43.0,78.0,11.0,18.0,101.0,9.0,4.0,16.0,10.0,Washington,1/3/2015_San Antonio_Washington
1003,4.0,16.0,27.0,5.0,43.0,78.0,11.0,18.0,9.0,16.0,101.0,4.0,10.0,38.0,1,1,Washington,31.0,4.0,14.0,23.0,6.0,40.0,82.0,8.0,13.0,92.0,9.0,6.0,18.0,6.0,San Antonio,1/3/2015_San Antonio_Washington
1004,12.0,26.0,30.0,8.0,44.0,78.0,9.0,11.0,4.0,20.0,109.0,7.0,10.0,36.0,0,1,Cleveland,38.0,8.0,25.0,26.0,3.0,35.0,86.0,12.0,17.0,90.0,12.0,6.0,14.0,12.0,Dallas,1/4/2015_Cleveland_Dallas
1005,8.0,25.0,26.0,3.0,35.0,86.0,12.0,17.0,12.0,14.0,90.0,6.0,12.0,38.0,1,0,Dallas,36.0,12.0,26.0,30.0,8.0,44.0,78.0,9.0,11.0,109.0,4.0,7.0,20.0,10.0,Cleveland,1/4/2015_Cleveland_Dallas
1006,3.0,15.0,18.0,4.0,32.0,75.0,28.0,36.0,5.0,15.0,95.0,9.0,15.0,41.0,0,0,Detroit,49.0,12.0,31.0,21.0,3.0,45.0,91.0,12.0,16.0,114.0,8.0,8.0,27.0,13.0,Sacramento,1/4/2015_Detroit_Sacramento
1007,12.0,31.0,21.0,3.0,45.0,91.0,12.0,16.0,8.0,27.0,114.0,8.0,13.0,49.0,1,1,Sacramento,41.0,3.0,15.0,18.0,4.0,32.0,75.0,28.0,36.0,95.0,5.0,9.0,15.0,15.0,Detroit,1/4/2015_Detroit_Sacramento
1008,8.0,28.0,21.0,2.0,33.0,90.0,13.0,18.0,16.0,21.0,87.0,5.0,14.0,50.0,0,0,LA Lakers,37.0,6.0,18.0,14.0,3.0,27.0,71.0,28.0,30.0,88.0,5.0,8.0,20.0,11.0,Indiana,1/4/2015_LA Lakers_Indiana
1009,6.0,18.0,14.0,3.0,27.0,71.0,28.0,30.0,5.0,20.0,88.0,8.0,11.0,37.0,1,1,Indiana,50.0,8.0,28.0,21.0,2.0,33.0,90.0,13.0,18.0,87.0,16.0,5.0,21.0,14.0,LA Lakers,1/4/2015_LA Lakers_Indiana
1010,7.0,24.0,18.0,6.0,34.0,86.0,9.0,13.0,10.0,23.0,84.0,9.0,11.0,38.0,0,0,Miami,42.0,5.0,14.0,21.0,9.0,31.0,67.0,21.0,28.0,88.0,8.0,8.0,20.0,14.0,Brooklyn,1/4/2015_Miami_Brooklyn
1011,5.0,14.0,21.0,9.0,31.0,67.0,21.0,28.0,8.0,20.0,88.0,8.0,14.0,42.0,1,1,Brooklyn,38.0,7.0,24.0,18.0,6.0,34.0,86.0,9.0,13.0,84.0,10.0,9.0,23.0,11.0,Miami,1/4/2015_Miami_Brooklyn
1012,4.0,16.0,23.0,4.0,35.0,77.0,21.0,27.0,14.0,20.0,95.0,10.0,18.0,48.0,0,1,New York,36.0,9.0,25.0,23.0,2.0,31.0,76.0,11.0,14.0,82.0,7.0,8.0,20.0,16.0,Milwaukee,1/4/2015_New York_Milwaukee
1013,9.0,25.0,23.0,2.0,31.0,76.0,11.0,14.0,7.0,20.0,82.0,8.0,16.0,36.0,1,0,Milwaukee,48.0,4.0,16.0,23.0,4.0,35.0,77.0,21.0,27.0,95.0,14.0,10.0,20.0,18.0,New York,1/4/2015_New York_Milwaukee
1014,9.0,26.0,22.0,4.0,38.0,83.0,24.0,29.0,9.0,24.0,109.0,9.0,20.0,43.0,0,0,Phoenix,41.0,8.0,23.0,26.0,2.0,48.0,89.0,21.0,28.0,125.0,8.0,15.0,29.0,16.0,Toronto,1/4/2015_Phoenix_Toronto
1015,8.0,23.0,26.0,2.0,48.0,89.0,21.0,28.0,8.0,29.0,125.0,15.0,16.0,41.0,1,1,Toronto,43.0,9.0,26.0,22.0,4.0,38.0,83.0,24.0,29.0,109.0,9.0,9.0,24.0,20.0,Phoenix,1/4/2015_Phoenix_Toronto
1016,6.0,19.0,22.0,10.0,38.0,78.0,22.0,23.0,12.0,22.0,104.0,2.0,15.0,48.0,0,1,Boston,33.0,7.0,18.0,22.0,7.0,36.0,91.0,16.0,23.0,95.0,10.0,8.0,23.0,6.0,Charlotte,1/5/2015_Boston_Charlotte
1017,7.0,18.0,22.0,7.0,36.0,91.0,16.0,23.0,10.0,23.0,95.0,8.0,6.0,33.0,1,0,Charlotte,48.0,6.0,19.0,22.0,10.0,38.0,78.0,22.0,23.0,104.0,12.0,2.0,22.0,15.0,Boston,1/5/2015_Boston_Charlotte
1018,10.0,27.0,24.0,6.0,37.0,94.0,12.0,19.0,14.0,17.0,96.0,8.0,10.0,51.0,0,1,Brooklyn,52.0,3.0,25.0,20.0,7.0,33.0,84.0,19.0,23.0,88.0,7.0,5.0,21.0,14.0,Dallas,1/5/2015_Brooklyn_Dallas
1019,3.0,25.0,20.0,7.0,33.0,84.0,19.0,23.0,7.0,21.0,88.0,5.0,14.0,52.0,1,0,Dallas,51.0,10.0,27.0,24.0,6.0,37.0,94.0,12.0,19.0,96.0,14.0,8.0,17.0,10.0,Brooklyn,1/5/2015_Brooklyn_Dallas
1020,8.0,25.0,25.0,8.0,47.0,102.0,3.0,5.0,16.0,27.0,105.0,9.0,16.0,41.0,0,0,Chicago,47.0,5.0,17.0,27.0,12.0,41.0,85.0,27.0,30.0,114.0,17.0,10.0,13.0,17.0,Houston,1/5/2015_Chicago_Houston
1021,5.0,17.0,27.0,12.0,41.0,85.0,27.0,30.0,17.0,13.0,114.0,10.0,17.0,47.0,1,1,Houston,41.0,8.0,25.0,25.0,8.0,47.0,102.0,3.0,5.0,105.0,16.0,9.0,27.0,16.0,Chicago,1/5/2015_Chicago_Houston
1022,5.0,28.0,19.0,5.0,30.0,98.0,26.0,34.0,20.0,25.0,91.0,10.0,11.0,59.0,0,0,Golden State,54.0,15.0,28.0,27.0,4.0,41.0,88.0,20.0,32.0,117.0,10.0,8.0,22.0,12.0,Oklahoma City,1/5/2015_Golden State_Oklahoma City
1023,15.0,28.0,27.0,4.0,41.0,88.0,20.0,32.0,10.0,22.0,117.0,8.0,12.0,54.0,1,1,Oklahoma City,59.0,5.0,28.0,19.0,5.0,30.0,98.0,26.0,34.0,91.0,20.0,10.0,25.0,11.0,Golden State,1/5/2015_Golden State_Oklahoma City
1024,13.0,27.0,25.0,2.0,36.0,81.0,22.0,33.0,7.0,23.0,107.0,13.0,12.0,41.0,0,1,LA Clippers,45.0,7.0,25.0,23.0,5.0,33.0,74.0,25.0,33.0,98.0,8.0,5.0,25.0,21.0,Atlanta,1/5/2015_LA Clippers_Atlanta
1025,7.0,25.0,23.0,5.0,33.0,74.0,25.0,33.0,8.0,25.0,98.0,5.0,21.0,45.0,1,0,Atlanta,41.0,13.0,27.0,25.0,2.0,36.0,81.0,22.0,33.0,107.0,7.0,13.0,23.0,12.0,LA Clippers,1/5/2015_LA Clippers_Atlanta
1026,8.0,26.0,25.0,5.0,33.0,76.0,9.0,13.0,7.0,17.0,83.0,9.0,20.0,37.0,0,0,Memphis,45.0,7.0,15.0,25.0,5.0,43.0,82.0,12.0,19.0,105.0,11.0,14.0,15.0,17.0,New York,1/5/2015_Memphis_New York
1027,7.0,15.0,25.0,5.0,43.0,82.0,12.0,19.0,11.0,15.0,105.0,14.0,17.0,45.0,1,1,New York,37.0,8.0,26.0,25.0,5.0,33.0,76.0,9.0,13.0,83.0,7.0,9.0,17.0,20.0,Memphis,1/5/2015_Memphis_New York
1028,7.0,19.0,26.0,6.0,46.0,84.0,11.0,16.0,9.0,22.0,110.0,8.0,12.0,41.0,0,1,Minnesota,42.0,10.0,24.0,21.0,4.0,38.0,89.0,15.0,18.0,101.0,15.0,7.0,17.0,12.0,Denver,1/5/2015_Minnesota_Denver
1029,10.0,24.0,21.0,4.0,38.0,89.0,15.0,18.0,15.0,17.0,101.0,7.0,12.0,42.0,1,0,Denver,41.0,7.0,19.0,26.0,6.0,46.0,84.0,11.0,16.0,110.0,9.0,8.0,22.0,12.0,Minnesota,1/5/2015_Minnesota_Denver
1030,2.0,10.0,23.0,7.0,38.0,79.0,14.0,17.0,11.0,15.0,92.0,10.0,10.0,40.0,0,1,New Orleans,39.0,6.0,19.0,19.0,5.0,33.0,74.0,13.0,17.0,85.0,10.0,8.0,18.0,18.0,Washington,1/5/2015_New Orleans_Washington
1031,6.0,19.0,19.0,5.0,33.0,74.0,13.0,17.0,10.0,18.0,85.0,8.0,18.0,39.0,1,0,Washington,40.0,2.0,10.0,23.0,7.0,38.0,79.0,14.0,17.0,92.0,11.0,10.0,15.0,10.0,New Orleans,1/5/2015_New Orleans_Washington
1032,11.0,30.0,23.0,1.0,33.0,85.0,15.0,22.0,13.0,13.0,92.0,8.0,11.0,43.0,0,0,Philadelphia,43.0,7.0,23.0,31.0,8.0,38.0,79.0,12.0,15.0,95.0,8.0,5.0,24.0,17.0,Cleveland,1/5/2015_Philadelphia_Cleveland
1033,7.0,23.0,31.0,8.0,38.0,79.0,12.0,15.0,8.0,24.0,95.0,5.0,17.0,43.0,1,1,Cleveland,43.0,11.0,30.0,23.0,1.0,33.0,85.0,15.0,22.0,92.0,13.0,8.0,13.0,11.0,Philadelphia,1/5/2015_Philadelphia_Cleveland
1034,4.0,14.0,20.0,0.0,37.0,88.0,16.0,20.0,11.0,20.0,94.0,5.0,10.0,49.0,0,0,Portland,45.0,11.0,26.0,18.0,4.0,33.0,83.0,21.0,24.0,98.0,10.0,7.0,12.0,9.0,LA Lakers,1/5/2015_Portland_LA Lakers
1035,11.0,26.0,18.0,4.0,33.0,83.0,21.0,24.0,10.0,12.0,98.0,7.0,9.0,45.0,1,1,LA Lakers,49.0,4.0,14.0,20.0,0.0,37.0,88.0,16.0,20.0,94.0,11.0,5.0,20.0,10.0,Portland,1/5/2015_Portland_LA Lakers
1036,7.0,13.0,20.0,3.0,35.0,74.0,28.0,30.0,8.0,24.0,105.0,8.0,10.0,35.0,0,1,Utah,41.0,4.0,23.0,16.0,6.0,35.0,81.0,27.0,34.0,101.0,14.0,6.0,24.0,10.0,Indiana,1/5/2015_Utah_Indiana
1037,4.0,23.0,16.0,6.0,35.0,81.0,27.0,34.0,14.0,24.0,101.0,6.0,10.0,41.0,1,0,Indiana,35.0,7.0,13.0,20.0,3.0,35.0,74.0,28.0,30.0,105.0,8.0,8.0,24.0,10.0,Utah,1/5/2015_Utah_Indiana
1038,7.0,25.0,19.0,6.0,37.0,81.0,21.0,27.0,12.0,16.0,102.0,7.0,19.0,46.0,0,1,Milwaukee,44.0,3.0,20.0,22.0,5.0,37.0,88.0,19.0,22.0,96.0,13.0,9.0,21.0,17.0,Phoenix,1/6/2015_Milwaukee_Phoenix
1039,3.0,20.0,22.0,5.0,37.0,88.0,19.0,22.0,13.0,21.0,96.0,9.0,17.0,44.0,1,0,Phoenix,46.0,7.0,25.0,19.0,6.0,37.0,81.0,21.0,27.0,102.0,12.0,7.0,16.0,19.0,Milwaukee,1/6/2015_Milwaukee_Phoenix
1040,3.0,19.0,19.0,3.0,41.0,87.0,20.0,28.0,15.0,28.0,105.0,10.0,14.0,45.0,0,1,San Antonio,41.0,9.0,21.0,24.0,6.0,36.0,79.0,23.0,34.0,104.0,13.0,6.0,21.0,17.0,Detroit,1/6/2015_San Antonio_Detroit
1041,9.0,21.0,24.0,6.0,36.0,79.0,23.0,34.0,13.0,21.0,104.0,6.0,17.0,41.0,1,0,Detroit,45.0,3.0,19.0,19.0,3.0,41.0,87.0,20.0,28.0,105.0,15.0,10.0,28.0,14.0,San Antonio,1/6/2015_San Antonio_Detroit
1042,5.0,17.0,20.0,4.0,35.0,79.0,11.0,11.0,8.0,21.0,86.0,10.0,21.0,39.0,0,0,Atlanta,37.0,13.0,25.0,21.0,4.0,32.0,72.0,19.0,23.0,96.0,8.0,17.0,15.0,17.0,Memphis,1/7/2015_Atlanta_Memphis
1043,13.0,25.0,21.0,4.0,32.0,72.0,19.0,23.0,8.0,15.0,96.0,17.0,17.0,37.0,1,1,Memphis,39.0,5.0,17.0,20.0,4.0,35.0,79.0,11.0,11.0,86.0,8.0,10.0,21.0,21.0,Atlanta,1/7/2015_Atlanta_Memphis
1044,5.0,18.0,22.0,2.0,35.0,88.0,14.0,17.0,11.0,26.0,89.0,8.0,6.0,41.0,0,1,Brooklyn,50.0,3.0,14.0,18.0,6.0,30.0,74.0,18.0,26.0,81.0,11.0,3.0,18.0,17.0,Boston,1/7/2015_Brooklyn_Boston
1045,3.0,14.0,18.0,6.0,30.0,74.0,18.0,26.0,11.0,18.0,81.0,3.0,17.0,50.0,1,0,Boston,41.0,5.0,18.0,22.0,2.0,35.0,88.0,14.0,17.0,89.0,11.0,8.0,26.0,6.0,Brooklyn,1/7/2015_Brooklyn_Boston
1046,5.0,16.0,21.0,8.0,37.0,78.0,18.0,24.0,14.0,20.0,97.0,8.0,15.0,48.0,0,1,Chicago,43.0,6.0,20.0,17.0,5.0,28.0,84.0,15.0,20.0,77.0,16.0,5.0,20.0,15.0,Utah,1/7/2015_Chicago_Utah
1047,6.0,20.0,17.0,5.0,28.0,84.0,15.0,20.0,16.0,20.0,77.0,5.0,15.0,43.0,1,0,Utah,48.0,5.0,16.0,21.0,8.0,37.0,78.0,18.0,24.0,97.0,14.0,8.0,20.0,15.0,Chicago,1/7/2015_Chicago_Utah
1048,6.0,18.0,19.0,8.0,36.0,80.0,16.0,24.0,9.0,20.0,94.0,6.0,14.0,43.0,0,0,Charlotte,43.0,4.0,14.0,18.0,4.0,37.0,86.0,20.0,26.0,98.0,9.0,9.0,18.0,10.0,New Orleans,1/7/2015_Charlotte_New Orleans
1049,4.0,14.0,18.0,4.0,37.0,86.0,20.0,26.0,9.0,18.0,98.0,9.0,10.0,43.0,1,1,New Orleans,43.0,6.0,18.0,19.0,8.0,36.0,80.0,16.0,24.0,94.0,9.0,6.0,20.0,14.0,Charlotte,1/7/2015_Charlotte_New Orleans
1050,12.0,34.0,26.0,3.0,39.0,86.0,15.0,24.0,19.0,22.0,105.0,9.0,17.0,50.0,0,1,Cleveland,37.0,10.0,29.0,16.0,4.0,34.0,82.0,15.0,19.0,93.0,13.0,9.0,18.0,15.0,Houston,1/7/2015_Cleveland_Houston
1051,10.0,29.0,16.0,4.0,34.0,82.0,15.0,19.0,13.0,18.0,93.0,9.0,15.0,37.0,1,0,Houston,50.0,12.0,34.0,26.0,3.0,39.0,86.0,15.0,24.0,105.0,19.0,9.0,22.0,17.0,Cleveland,1/7/2015_Cleveland_Houston
1052,10.0,21.0,22.0,2.0,43.0,97.0,12.0,14.0,18.0,17.0,108.0,9.0,15.0,60.0,0,1,Dallas,43.0,6.0,22.0,24.0,4.0,38.0,87.0,13.0,18.0,95.0,9.0,9.0,15.0,14.0,Detroit,1/7/2015_Dallas_Detroit
1053,6.0,22.0,24.0,4.0,38.0,87.0,13.0,18.0,9.0,15.0,95.0,9.0,14.0,43.0,1,0,Detroit,60.0,10.0,21.0,22.0,2.0,43.0,97.0,12.0,14.0,108.0,18.0,9.0,17.0,15.0,Dallas,1/7/2015_Dallas_Detroit
1054,8.0,22.0,21.0,2.0,35.0,88.0,12.0,16.0,10.0,24.0,90.0,11.0,14.0,42.0,0,0,Denver,47.0,7.0,17.0,22.0,4.0,33.0,74.0,20.0,26.0,93.0,6.0,5.0,17.0,21.0,Orlando,1/7/2015_Denver_Orlando
1055,7.0,17.0,22.0,4.0,33.0,74.0,20.0,26.0,6.0,17.0,93.0,5.0,21.0,47.0,1,1,Orlando,42.0,8.0,22.0,21.0,2.0,35.0,88.0,12.0,16.0,90.0,10.0,11.0,24.0,14.0,Denver,1/7/2015_Denver_Orlando
1056,6.0,26.0,24.0,2.0,37.0,81.0,22.0,23.0,5.0,19.0,102.0,4.0,17.0,41.0,0,0,Golden State,39.0,12.0,28.0,30.0,3.0,45.0,91.0,15.0,20.0,117.0,10.0,11.0,23.0,11.0,Indiana,1/7/2015_Golden State_Indiana
1057,12.0,28.0,30.0,3.0,45.0,91.0,15.0,20.0,10.0,23.0,117.0,11.0,11.0,39.0,1,1,Indiana,41.0,6.0,26.0,24.0,2.0,37.0,81.0,22.0,23.0,102.0,5.0,4.0,19.0,17.0,Golden State,1/7/2015_Golden State_Indiana
1058,5.0,20.0,21.0,1.0,37.0,85.0,10.0,17.0,9.0,20.0,89.0,3.0,12.0,46.0,0,0,LA Clippers,42.0,12.0,33.0,29.0,5.0,40.0,85.0,22.0,30.0,114.0,8.0,9.0,16.0,6.0,LA Lakers,1/7/2015_LA Clippers_LA Lakers
1059,12.0,33.0,29.0,5.0,40.0,85.0,22.0,30.0,8.0,16.0,114.0,9.0,6.0,42.0,1,1,LA Lakers,46.0,5.0,20.0,21.0,1.0,37.0,85.0,10.0,17.0,89.0,9.0,3.0,20.0,12.0,LA Clippers,1/7/2015_LA Clippers_LA Lakers
1060,5.0,26.0,12.0,8.0,46.0,96.0,16.0,19.0,14.0,20.0,113.0,14.0,13.0,41.0,0,1,Minnesota,46.0,7.0,17.0,30.0,3.0,44.0,92.0,16.0,19.0,111.0,16.0,8.0,17.0,19.0,Phoenix,1/7/2015_Minnesota_Phoenix
1061,7.0,17.0,30.0,3.0,44.0,92.0,16.0,19.0,16.0,17.0,111.0,8.0,19.0,46.0,1,0,Phoenix,41.0,5.0,26.0,12.0,8.0,46.0,96.0,16.0,19.0,113.0,14.0,14.0,20.0,13.0,Minnesota,1/7/2015_Minnesota_Phoenix
1062,8.0,17.0,32.0,4.0,41.0,76.0,7.0,11.0,7.0,26.0,97.0,14.0,24.0,43.0,0,1,Philadelphia,44.0,2.0,25.0,14.0,6.0,25.0,83.0,25.0,29.0,77.0,15.0,11.0,19.0,24.0,Milwaukee,1/7/2015_Philadelphia_Milwaukee
1063,2.0,25.0,14.0,6.0,25.0,83.0,25.0,29.0,15.0,19.0,77.0,11.0,24.0,44.0,1,0,Milwaukee,43.0,8.0,17.0,32.0,4.0,41.0,76.0,7.0,11.0,97.0,7.0,14.0,26.0,24.0,Philadelphia,1/7/2015_Philadelphia_Milwaukee
1064,9.0,30.0,16.0,13.0,29.0,89.0,16.0,23.0,15.0,25.0,83.0,7.0,24.0,54.0,0,0,Sacramento,52.0,10.0,19.0,18.0,4.0,36.0,92.0,22.0,28.0,104.0,13.0,12.0,17.0,16.0,Oklahoma City,1/7/2015_Sacramento_Oklahoma City
1065,10.0,19.0,18.0,4.0,36.0,92.0,22.0,28.0,13.0,17.0,104.0,12.0,16.0,52.0,1,1,Oklahoma City,54.0,9.0,30.0,16.0,13.0,29.0,89.0,16.0,23.0,83.0,15.0,7.0,25.0,24.0,Sacramento,1/7/2015_Sacramento_Oklahoma City
1066,11.0,26.0,18.0,0.0,34.0,82.0,12.0,16.0,10.0,22.0,91.0,11.0,15.0,41.0,0,0,Washington,44.0,8.0,16.0,28.0,4.0,39.0,76.0,15.0,21.0,101.0,9.0,9.0,13.0,16.0,New York,1/7/2015_Washington_New York
1067,8.0,16.0,28.0,4.0,39.0,76.0,15.0,21.0,9.0,13.0,101.0,9.0,16.0,44.0,1,1,New York,41.0,11.0,26.0,18.0,0.0,34.0,82.0,12.0,16.0,91.0,10.0,11.0,22.0,15.0,Washington,1/7/2015_Washington_New York
1068,16.0,36.0,25.0,5.0,41.0,77.0,22.0,32.0,7.0,23.0,120.0,14.0,19.0,36.0,0,1,New York,38.0,11.0,26.0,22.0,1.0,37.0,80.0,11.0,21.0,96.0,10.0,12.0,22.0,21.0,Houston,1/8/2015_New York_Houston
1069,11.0,26.0,22.0,1.0,37.0,80.0,11.0,21.0,10.0,22.0,96.0,12.0,21.0,38.0,1,0,Houston,36.0,16.0,36.0,25.0,5.0,41.0,77.0,22.0,32.0,120.0,7.0,14.0,23.0,19.0,New York,1/8/2015_New York_Houston
1070,3.0,14.0,15.0,7.0,29.0,77.0,22.0,30.0,10.0,13.0,83.0,6.0,9.0,42.0,0,0,Portland,50.0,8.0,27.0,19.0,6.0,40.0,95.0,11.0,15.0,99.0,15.0,5.0,21.0,7.0,Miami,1/8/2015_Portland_Miami
1071,8.0,27.0,19.0,6.0,40.0,95.0,11.0,15.0,15.0,21.0,99.0,5.0,7.0,50.0,1,1,Miami,42.0,3.0,14.0,15.0,7.0,29.0,77.0,22.0,30.0,83.0,10.0,6.0,13.0,9.0,Portland,1/8/2015_Portland_Miami
1072,4.0,16.0,21.0,3.0,42.0,88.0,15.0,22.0,9.0,18.0,103.0,5.0,8.0,46.0,0,1,Toronto,42.0,10.0,31.0,20.0,7.0,33.0,83.0,19.0,25.0,95.0,8.0,2.0,21.0,14.0,Charlotte,1/8/2015_Toronto_Charlotte
1073,10.0,31.0,20.0,7.0,33.0,83.0,19.0,25.0,8.0,21.0,95.0,2.0,14.0,42.0,1,0,Charlotte,46.0,4.0,16.0,21.0,3.0,42.0,88.0,15.0,22.0,103.0,9.0,5.0,18.0,8.0,Toronto,1/8/2015_Toronto_Charlotte
1074,8.0,17.0,22.0,4.0,36.0,79.0,10.0,17.0,11.0,22.0,90.0,15.0,14.0,38.0,0,1,Brooklyn,42.0,3.0,16.0,21.0,3.0,33.0,73.0,19.0,27.0,88.0,9.0,8.0,19.0,17.0,Philadelphia,1/9/2015_Brooklyn_Philadelphia
1075,3.0,16.0,21.0,3.0,33.0,73.0,19.0,27.0,9.0,19.0,88.0,8.0,17.0,42.0,1,0,Philadelphia,38.0,8.0,17.0,22.0,4.0,36.0,79.0,10.0,17.0,90.0,11.0,15.0,22.0,14.0,Brooklyn,1/9/2015_Brooklyn_Philadelphia
1076,10.0,23.0,27.0,3.0,40.0,82.0,16.0,24.0,6.0,13.0,106.0,3.0,14.0,49.0,0,1,Detroit,46.0,13.0,43.0,24.0,3.0,38.0,96.0,14.0,18.0,103.0,11.0,9.0,19.0,7.0,Atlanta,1/9/2015_Detroit_Atlanta
1077,13.0,43.0,24.0,3.0,38.0,96.0,14.0,18.0,11.0,19.0,103.0,9.0,7.0,46.0,1,0,Atlanta,49.0,10.0,23.0,27.0,3.0,40.0,82.0,16.0,24.0,106.0,6.0,3.0,13.0,14.0,Detroit,1/9/2015_Detroit_Atlanta
1078,7.0,23.0,13.0,1.0,35.0,86.0,17.0,23.0,14.0,14.0,94.0,8.0,14.0,45.0,0,0,Golden State,44.0,10.0,30.0,35.0,8.0,43.0,86.0,16.0,17.0,112.0,9.0,9.0,20.0,13.0,Cleveland,1/9/2015_Golden State_Cleveland
1079,10.0,30.0,35.0,8.0,43.0,86.0,16.0,17.0,9.0,20.0,112.0,9.0,13.0,44.0,1,1,Cleveland,45.0,7.0,23.0,13.0,1.0,35.0,86.0,17.0,23.0,94.0,14.0,8.0,14.0,14.0,Golden State,1/9/2015_Golden State_Cleveland
1080,10.0,34.0,25.0,7.0,41.0,103.0,11.0,16.0,13.0,27.0,103.0,10.0,10.0,50.0,0,0,Indiana,56.0,9.0,23.0,21.0,9.0,34.0,92.0,30.0,34.0,107.0,16.0,5.0,18.0,16.0,Boston,1/9/2015_Indiana_Boston
1081,9.0,23.0,21.0,9.0,34.0,92.0,30.0,34.0,16.0,18.0,107.0,5.0,16.0,56.0,1,1,Boston,50.0,10.0,34.0,25.0,7.0,41.0,103.0,11.0,16.0,103.0,13.0,10.0,27.0,10.0,Indiana,1/9/2015_Indiana_Boston
1082,6.0,14.0,19.0,7.0,30.0,76.0,18.0,23.0,4.0,27.0,84.0,8.0,15.0,36.0,0,0,LA Lakers,60.0,7.0,21.0,16.0,7.0,36.0,90.0,22.0,31.0,101.0,18.0,8.0,21.0,12.0,Orlando,1/9/2015_LA Lakers_Orlando
1083,7.0,21.0,16.0,7.0,36.0,90.0,22.0,31.0,18.0,21.0,101.0,8.0,12.0,60.0,1,1,Orlando,36.0,6.0,14.0,19.0,7.0,30.0,76.0,18.0,23.0,84.0,4.0,8.0,27.0,15.0,LA Lakers,1/9/2015_LA Lakers_Orlando
1084,6.0,22.0,22.0,3.0,32.0,79.0,14.0,17.0,13.0,14.0,84.0,13.0,19.0,40.0,0,0,Milwaukee,39.0,12.0,19.0,30.0,4.0,39.0,75.0,8.0,10.0,98.0,9.0,13.0,21.0,22.0,Minnesota,1/9/2015_Milwaukee_Minnesota
1085,12.0,19.0,30.0,4.0,39.0,75.0,8.0,10.0,9.0,21.0,98.0,13.0,22.0,39.0,1,1,Minnesota,40.0,6.0,22.0,22.0,3.0,32.0,79.0,14.0,17.0,84.0,13.0,13.0,14.0,19.0,Milwaukee,1/9/2015_Milwaukee_Minnesota
1086,6.0,17.0,17.0,4.0,36.0,82.0,17.0,22.0,13.0,18.0,95.0,7.0,10.0,44.0,0,0,New Orleans,47.0,10.0,20.0,21.0,10.0,37.0,81.0,22.0,26.0,106.0,13.0,3.0,20.0,10.0,Memphis,1/9/2015_New Orleans_Memphis
1087,10.0,20.0,21.0,10.0,37.0,81.0,22.0,26.0,13.0,20.0,106.0,3.0,10.0,47.0,1,1,Memphis,44.0,6.0,17.0,17.0,4.0,36.0,82.0,17.0,22.0,95.0,13.0,7.0,18.0,10.0,New Orleans,1/9/2015_New Orleans_Memphis
1088,7.0,21.0,22.0,11.0,36.0,74.0,15.0,22.0,9.0,14.0,94.0,12.0,20.0,44.0,0,0,Oklahoma City,38.0,7.0,21.0,25.0,5.0,42.0,91.0,8.0,9.0,99.0,9.0,12.0,18.0,14.0,Utah,1/9/2015_Oklahoma City_Utah
