,+/1,3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,minutes,name,opp_score,result,started,team_score
0,+18,1,1,2,3,1/1/2017,12,17,2,2,1/1/2017_Atlanta_San Antonio,3,Atlanta,0,27,0,2,13,San Antonio,43:27,LaMarcus Aldridge,114,loser,True,112
1,+7,1,1,2,1,1/1/2017,6,10,5,6,1/1/2017_Atlanta_San Antonio,1,Atlanta,3,18,1,3,9,San Antonio,37:50,Pau Gasol,114,loser,True,112
2,+4,1,2,7,0,1/1/2017,10,18,1,2,1/1/2017_Atlanta_San Antonio,1,Atlanta,1,22,0,1,3,San Antonio,31:35,Tony Parker,114,loser,True,112
3,0,3,8,2,0,1/1/2017,3,8,0,0,1/1/2017_Atlanta_San Antonio,0,Atlanta,4,9,0,0,6,San Antonio,31:21,Danny Green,114,loser,True,112
4,-7,1,6,2,1,1/1/2017,3,12,6,7,1/1/2017_Atlanta_San Antonio,2,Atlanta,3,13,1,1,4,San Antonio,28:09,Kawhi Leonard,114,loser,True,112
5,-3,1,4,3,0,1/1/2017,2,8,0,0,1/1/2017_Atlanta_San Antonio,0,Atlanta,1,5,0,0,0,San Antonio,21:14,Patty Mills,114,loser,False,112
6,+5,1,3,3,0,1/1/2017,2,5,5,5,1/1/2017_Atlanta_San Antonio,0,Atlanta,2,10,3,1,3,San Antonio,20:45,Manu Ginobili,114,loser,False,112
7,+3,0,2,3,1,1/1/2017,0,2,0,0,1/1/2017_Atlanta_San Antonio,1,Atlanta,1,0,0,0,3,San Antonio,18:46,Jonathon Simmons,114,loser,False,112
8,-15,0,0,2,0,1/1/2017,4,9,0,0,1/1/2017_Atlanta_San Antonio,1,Atlanta,3,8,0,2,3,San Antonio,18:22,David Lee,114,loser,False,112
9,-10,0,0,1,0,1/1/2017,0,0,0,0,1/1/2017_Atlanta_San Antonio,0,Atlanta,1,0,0,1,1,San Antonio,7:48,Kyle Anderson,114,loser,False,112
10,-12,0,0,0,0,1/1/2017,0,1,0,0,1/1/2017_Atlanta_San Antonio,0,Atlanta,2,0,0,1,2,San Antonio,5:43,Dewayne Dedmon,114,loser,False,112
11,,,,,,1/1/2017,,,,,1/1/2017_Atlanta_San Antonio,,Atlanta,,,,,,San Antonio,DNP,Davis Bertans,114,loser,False,112
12,,,,,,1/1/2017,,,,,1/1/2017_Atlanta_San Antonio,,Atlanta,,,,,,San Antonio,DNP,Dejounte Murray,114,loser,False,112
13,-5,3,6,3,1,1/1/2017,11,23,7,10,1/1/2017_San Antonio_Atlanta,3,San Antonio,5,32,0,2,13,Atlanta,46:45,Paul Millsap,112,winner,True,114
14,-7,0,0,1,1,1/1/2017,2,4,2,4,1/1/2017_San Antonio_Atlanta,4,San Antonio,4,6,0,2,8,Atlanta,34:17,Dwight Howard,112,winner,True,114
15,-7,0,2,10,1,1/1/2017,7,17,2,3,1/1/2017_San Antonio_Atlanta,1,San Antonio,1,16,0,3,1,Atlanta,33:25,Dennis Schroder,112,winner,True,114
16,-16,1,2,0,0,1/1/2017,3,10,1,4,1/1/2017_San Antonio_Atlanta,1,San Antonio,3,8,2,0,2,Atlanta,19:06,Kent Bazemore,112,winner,True,114
17,-9,0,1,1,1,1/1/2017,0,3,3,4,1/1/2017_San Antonio_Atlanta,1,San Antonio,3,3,1,0,2,Atlanta,16:19,Thabo Sefolosha,112,winner,True,114
18,+13,4,9,4,1,1/1/2017,5,12,0,0,1/1/2017_San Antonio_Atlanta,0,San Antonio,0,14,1,0,8,Atlanta,39:25,Kyle Korver,112,winner,False,114
19,+14,6,7,1,0,1/1/2017,11,13,1,2,1/1/2017_San Antonio_Atlanta,1,San Antonio,2,29,0,1,5,Atlanta,31:18,Tim Hardaway,112,winner,False,114
20,+9,0,0,4,0,1/1/2017,2,5,0,0,1/1/2017_San Antonio_Atlanta,0,San Antonio,1,4,0,3,4,Atlanta,19:35,Malcolm Delaney,112,winner,False,114
21,+11,0,1,1,1,1/1/2017,1,4,0,0,1/1/2017_San Antonio_Atlanta,0,San Antonio,2,2,1,0,1,Atlanta,18:35,Mike Muscala,112,winner,False,114
22,+7,0,0,0,0,1/1/2017,0,1,0,0,1/1/2017_San Antonio_Atlanta,0,San Antonio,0,0,1,0,2,Atlanta,6:15,Kris Humphries,112,winner,False,114
23,,,,,,1/1/2017,,,,,1/1/2017_San Antonio_Atlanta,,San Antonio,,,,,,Atlanta,DNP,Ryan Kelly,112,winner,False,114
24,,,,,,1/1/2017,,,,,1/1/2017_San Antonio_Atlanta,,San Antonio,,,,,,Atlanta,DNP,DeAndre' Bembry,112,winner,False,114
25,-21,0,5,1,2,1/1/2017,8,17,1,2,1/1/2017_Indiana_Orlando,2,Indiana,2,17,1,0,6,Orlando,31:37,Serge Ibaka,117,loser,True,104
26,-14,3,8,2,0,1/1/2017,3,9,2,2,1/1/2017_Indiana_Orlando,0,Indiana,1,11,0,1,3,Orlando,29:46,Jodie Meeks,117,loser,True,104
27,-4,1,5,0,1,1/1/2017,4,10,4,4,1/1/2017_Indiana_Orlando,2,Indiana,4,13,2,2,6,Orlando,27:40,Aaron Gordon,117,loser,True,104
28,-16,0,0,1,0,1/1/2017,4,6,1,1,1/1/2017_Indiana_Orlando,2,Indiana,3,9,0,1,6,Orlando,22:54,Bismack Biyombo,117,loser,True,104
29,-3,1,4,3,0,1/1/2017,2,6,0,0,1/1/2017_Indiana_Orlando,0,Indiana,1,5,1,1,0,Orlando,14:42,D.J. Augustin,117,loser,True,104
30,-4,0,2,1,2,1/1/2017,9,18,0,0,1/1/2017_Indiana_Orlando,1,Indiana,4,18,1,1,11,Orlando,29:32,Nikola Vucevic,117,loser,False,104
31,-17,0,2,7,1,1/1/2017,1,8,0,0,1/1/2017_Indiana_Orlando,1,Indiana,3,2,0,3,3,Orlando,28:54,Elfrid Payton,117,loser,False,104
32,-3,3,6,2,0,1/1/2017,7,12,0,0,1/1/2017_Indiana_Orlando,1,Indiana,2,17,0,1,2,Orlando,22:58,Jeff Green,117,loser,False,104
33,-4,1,5,5,0,1/1/2017,1,6,0,0,1/1/2017_Indiana_Orlando,0,Indiana,2,3,1,0,4,Orlando,18:45,C.J. Watson,117,loser,False,104
34,+7,1,1,0,1,1/1/2017,1,2,2,2,1/1/2017_Indiana_Orlando,0,Indiana,0,5,0,0,0,Orlando,4:24,Mario Hezonja,117,loser,False,104
35,+7,0,0,1,0,1/1/2017,2,3,0,0,1/1/2017_Indiana_Orlando,0,Indiana,0,4,0,0,0,Orlando,4:24,C.J. Wilcox,117,loser,False,104
36,+7,0,0,2,0,1/1/2017,0,0,0,0,1/1/2017_Indiana_Orlando,1,Indiana,0,0,0,0,1,Orlando,4:24,Arinze Onuaku,117,loser,False,104
37,,,,,,1/1/2017,,,,,1/1/2017_Indiana_Orlando,,Indiana,,,,,,Orlando,DNP,Damjan Rudez,117,loser,False,104
38,+9,1,3,1,0,1/1/2017,2,6,4,4,1/1/2017_Orlando_Indiana,0,Orlando,0,9,0,1,8,Indiana,32:16,Glenn Robinson,104,winner,True,117
39,+10,2,4,1,0,1/1/2017,4,12,0,0,1/1/2017_Orlando_Indiana,1,Orlando,2,10,2,3,3,Indiana,31:57,Thaddeus Young,104,winner,True,117
40,+7,1,1,3,1,1/1/2017,7,13,8,9,1/1/2017_Orlando_Indiana,4,Orlando,2,23,1,1,12,Indiana,31:14,Myles Turner,104,winner,True,117
41,+13,3,5,3,0,1/1/2017,5,13,6,7,1/1/2017_Orlando_Indiana,1,Orlando,3,19,0,1,5,Indiana,30:54,Paul George,104,winner,True,117
42,+5,0,2,9,1,1/1/2017,5,9,2,2,1/1/2017_Orlando_Indiana,1,Orlando,2,12,1,3,3,Indiana,27:12,Jeff Teague,104,winner,True,117
43,+11,2,3,2,1,1/1/2017,6,9,0,0,1/1/2017_Orlando_Indiana,0,Orlando,2,14,0,0,2,Indiana,17:53,Aaron Brooks,104,winner,False,117
44,+3,0,0,0,0,1/1/2017,3,3,0,0,1/1/2017_Orlando_Indiana,1,Orlando,0,6,0,1,6,Indiana,16:03,Kevin Seraphin,104,winner,False,117
45,0,0,4,2,0,1/1/2017,4,8,0,0,1/1/2017_Orlando_Indiana,0,Orlando,2,8,0,0,0,Indiana,15:58,C.J. Miles,104,winner,False,117
46,+4,0,0,4,1,1/1/2017,2,3,0,0,1/1/2017_Orlando_Indiana,0,Orlando,0,4,1,0,4,Indiana,15:44,Monta Ellis,104,winner,False,117
47,+9,0,0,1,1,1/1/2017,5,9,2,2,1/1/2017_Orlando_Indiana,0,Orlando,2,12,0,1,3,Indiana,13:51,Al Jefferson,104,winner,False,117
48,-3,0,0,2,0,1/1/2017,0,0,0,0,1/1/2017_Orlando_Indiana,0,Orlando,0,0,0,0,0,Indiana,2:55,Lavoy Allen,104,winner,False,117
49,-3,0,0,0,0,1/1/2017,0,0,0,0,1/1/2017_Orlando_Indiana,0,Orlando,0,0,0,0,0,Indiana,2:55,Joe Young,104,winner,False,117
50,0,0,0,0,0,1/1/2017,0,1,0,0,1/1/2017_Orlando_Indiana,0,Orlando,1,0,0,0,0,Indiana,1:08,Georges Niang,104,winner,False,117
51,+12,6,7,7,0,1/1/2017,12,16,11,11,1/1/2017_LA Lakers_Toronto,1,LA Lakers,3,41,0,4,9,Toronto,39:02,Kyle Lowry,114,winner,True,123
52,-9,0,0,3,1,1/1/2017,10,25,11,13,1/1/2017_LA Lakers_Toronto,0,LA Lakers,3,31,1,1,1,Toronto,35:18,DeMar DeRozan,114,winner,True,123
53,-2,0,0,0,4,1/1/2017,1,4,1,2,1/1/2017_LA Lakers_Toronto,1,LA Lakers,5,3,0,2,10,Toronto,30:55,Pascal Siakam,114,winner,True,123
54,+1,0,0,0,0,1/1/2017,6,7,2,2,1/1/2017_LA Lakers_Toronto,1,LA Lakers,3,14,2,3,9,Toronto,30:48,Jonas Valanciunas,114,winner,True,123
55,-6,1,2,0,1,1/1/2017,1,2,2,2,1/1/2017_LA Lakers_Toronto,0,LA Lakers,4,5,0,2,0,Toronto,16:33,DeMarre Carroll,114,winner,True,123
56,+8,0,1,7,1,1/1/2017,4,6,0,0,1/1/2017_LA Lakers_Toronto,0,LA Lakers,1,8,0,3,1,Toronto,27:03,Cory Joseph,114,winner,False,123
57,+12,3,6,0,0,1/1/2017,4,9,0,0,1/1/2017_LA Lakers_Toronto,0,LA Lakers,2,11,0,1,5,Toronto,23:46,Terrence Ross,114,winner,False,123
58,+12,0,0,1,2,1/1/2017,2,3,0,0,1/1/2017_LA Lakers_Toronto,1,LA Lakers,2,4,0,0,3,Toronto,19:50,Lucas Nogueira,114,winner,False,123
59,+15,0,0,0,0,1/1/2017,1,1,2,2,1/1/2017_LA Lakers_Toronto,1,LA Lakers,2,4,0,0,2,Toronto,8:47,Jakob Poeltl,114,winner,False,123
60,+2,0,1,0,0,1/1/2017,1,2,0,0,1/1/2017_LA Lakers_Toronto,0,LA Lakers,0,2,2,0,0,Toronto,7:58,Norman Powell,114,winner,False,123
61,,,,,,1/1/2017,,,,,1/1/2017_LA Lakers_Toronto,,LA Lakers,,,,,,Toronto,DNP,Fred VanVleet,114,winner,False,123
62,,,,,,1/1/2017,,,,,1/1/2017_LA Lakers_Toronto,,LA Lakers,,,,,,Toronto,DNP,Bruno Caboclo,114,winner,False,123
63,,,,,,1/1/2017,,,,,1/1/2017_LA Lakers_Toronto,,LA Lakers,,,,,,Toronto,DNP,Patrick Patterson,114,winner,False,123
64,-7,0,0,6,2,1/1/2017,3,10,9,10,1/1/2017_Toronto_LA Lakers,3,Toronto,4,15,3,2,9,LA Lakers,35:53,Julius Randle,123,loser,True,114
65,-3,6,12,5,0,1/1/2017,9,18,4,6,1/1/2017_Toronto_LA Lakers,1,Toronto,2,28,1,0,4,LA Lakers,30:58,D'Angelo Russell,123,loser,True,114
66,+1,7,9,0,0,1/1/2017,8,14,3,3,1/1/2017_Toronto_LA Lakers,0,Toronto,3,26,2,2,2,LA Lakers,30:20,Nick Young,123,loser,True,114
67,+1,0,2,2,0,1/1/2017,1,6,0,0,1/1/2017_Toronto_LA Lakers,1,Toronto,1,2,0,0,3,LA Lakers,30:05,Luol Deng,123,loser,True,114
68,-7,0,0,0,1,1/1/2017,2,6,2,2,1/1/2017_Toronto_LA Lakers,0,Toronto,3,6,1,1,3,LA Lakers,21:07,Timofey Mozgov,123,loser,True,114
69,0,0,3,2,0,1/1/2017,2,7,2,2,1/1/2017_Toronto_LA Lakers,1,Toronto,2,6,0,0,3,LA Lakers,25:30,Brandon Ingram,123,loser,False,114
70,-5,0,0,2,0,1/1/2017,6,9,0,0,1/1/2017_Toronto_LA Lakers,7,Toronto,2,12,1,1,9,LA Lakers,17:25,Thomas Robinson,123,loser,False,114
71,-12,0,2,1,0,1/1/2017,1,5,0,1,1/1/2017_Toronto_LA Lakers,0,Toronto,0,2,0,1,1,LA Lakers,17:16,Jordan Clarkson,123,loser,False,114
72,-6,2,4,1,0,1/1/2017,3,11,0,2,1/1/2017_Toronto_LA Lakers,0,Toronto,1,8,0,0,0,LA Lakers,17:02,Lou Williams,123,loser,False,114
73,-7,0,0,0,0,1/1/2017,2,6,5,5,1/1/2017_Toronto_LA Lakers,3,Toronto,3,9,0,0,9,LA Lakers,14:24,Tarik Black,123,loser,False,114
74,,,,,,1/1/2017,,,,,1/1/2017_Toronto_LA Lakers,,Toronto,,,,,,LA Lakers,DNP,Ivica Zubac,123,loser,False,114
75,,,,,,1/1/2017,,,,,1/1/2017_Toronto_LA Lakers,,Toronto,,,,,,LA Lakers,DNP,Jose Calderon,123,loser,False,114
76,,,,,,1/1/2017,,,,,1/1/2017_Toronto_LA Lakers,,Toronto,,,,,,LA Lakers,DNP,Marcelo Huertas,123,loser,False,114
77,+14,4,7,5,0,1/1/2017,9,15,1,2,1/1/2017_Miami_Detroit,0,Miami,1,23,2,2,6,Detroit,39:36,Kentavious Caldwell-Pope,98,winner,True,107
78,0,0,0,0,2,1/1/2017,12,19,1,6,1/1/2017_Miami_Detroit,6,Miami,4,25,2,3,18,Detroit,36:06,Andre Drummond,98,winner,True,107
79,+1,2,5,4,0,1/1/2017,10,17,5,5,1/1/2017_Miami_Detroit,0,Miami,1,27,1,3,2,Detroit,32:39,Reggie Jackson,98,winner,True,107
80,-5,2,3,1,0,1/1/2017,4,9,1,2,1/1/2017_Miami_Detroit,0,Miami,3,11,0,1,1,Detroit,31:20,Marcus Morris,98,winner,True,107
81,+1,0,0,3,0,1/1/2017,1,4,0,0,1/1/2017_Miami_Detroit,2,Miami,1,2,0,1,3,Detroit,27:56,Jon Leuer,98,winner,True,107
82,+13,1,4,0,2,1/1/2017,5,13,6,7,1/1/2017_Miami_Detroit,1,Miami,2,17,2,1,7,Detroit,34:52,Tobias Harris,98,winner,False,107
83,+8,0,2,2,1,1/1/2017,0,7,0,0,1/1/2017_Miami_Detroit,0,Miami,3,0,0,0,4,Detroit,15:21,Ish Smith,98,winner,False,107
84,+4,0,1,1,0,1/1/2017,0,1,0,0,1/1/2017_Miami_Detroit,0,Miami,1,0,0,0,3,Detroit,12:46,Stanley Johnson,98,winner,False,107
85,+9,0,0,0,0,1/1/2017,1,1,0,0,1/1/2017_Miami_Detroit,1,Miami,2,2,0,1,4,Detroit,9:24,Aron Baynes,98,winner,False,107
86,,,,,,1/1/2017,,,,,1/1/2017_Miami_Detroit,,Miami,,,,,,Detroit,DNP,Beno Udrih,98,winner,False,107
87,,,,,,1/1/2017,,,,,1/1/2017_Miami_Detroit,,Miami,,,,,,Detroit,DNP,Henry Ellenson,98,winner,False,107
88,,,,,,1/1/2017,,,,,1/1/2017_Miami_Detroit,,Miami,,,,,,Detroit,DNP,Boban Marjanovic,98,winner,False,107
89,,,,,,1/1/2017,,,,,1/1/2017_Miami_Detroit,,Miami,,,,,,Detroit,DNP,Darrun Hilliard,98,winner,False,107
90,-6,2,5,8,0,1/1/2017,5,13,2,4,1/1/2017_Detroit_Miami,0,Detroit,4,14,2,2,1,Miami,37:46,Josh Richardson,107,loser,True,98
91,0,4,8,3,0,1/1/2017,7,15,0,0,1/1/2017_Detroit_Miami,0,Detroit,0,18,0,0,4,Miami,37:15,Wayne Ellington,107,loser,True,98
92,-14,1,3,1,0,1/1/2017,3,8,1,1,1/1/2017_Detroit_Miami,1,Detroit,2,8,1,2,4,Miami,33:07,Rodney McGruder,107,loser,True,98
93,-3,0,0,2,1,1/1/2017,2,3,0,0,1/1/2017_Detroit_Miami,0,Detroit,3,4,0,0,2,Miami,17:58,Willie Reed,107,loser,True,98
94,+2,1,1,1,0,1/1/2017,3,5,0,0,1/1/2017_Detroit_Miami,0,Detroit,5,7,0,0,3,Miami,17:29,Luke Babbitt,107,loser,True,98
95,-4,4,5,3,1,1/1/2017,6,13,4,4,1/1/2017_Detroit_Miami,1,Detroit,2,20,1,3,7,Miami,33:54,James Johnson,107,loser,False,98
96,-9,1,2,5,2,1/1/2017,3,10,4,5,1/1/2017_Detroit_Miami,0,Detroit,2,11,1,1,1,Miami,28:58,Tyler Johnson,107,loser,False,98
97,-9,0,0,0,0,1/1/2017,2,4,2,2,1/1/2017_Detroit_Miami,1,Detroit,3,6,1,2,6,Miami,20:43,Udonis Haslem,107,loser,False,98
98,-2,1,2,2,0,1/1/2017,4,6,1,2,1/1/2017_Detroit_Miami,0,Detroit,1,10,0,0,6,Miami,12:50,Derrick Williams,107,loser,False,98
99,,,,,,1/1/2017,,,,,1/1/2017_Detroit_Miami,,Detroit,,,,,,Miami,DNP,Justise Winslow,107,loser,False,98
100,,,,,,1/1/2017,,,,,1/1/2017_Detroit_Miami,,Detroit,,,,,,Miami,DNP,Goran Dragic,107,loser,False,98
101,,,,,,1/1/2017,,,,,1/1/2017_Detroit_Miami,,Detroit,,,,,,Miami,DNP,Hassan Whiteside,107,loser,False,98
102,,,,,,1/1/2017,,,,,1/1/2017_Detroit_Miami,,Detroit,,,,,,Miami,DNP,Josh McRoberts,107,loser,False,98
103,+14,1,5,1,1,1/1/2017,4,10,1,2,1/1/2017_Minnesota_Portland,0,Minnesota,3,10,0,2,8,Portland,40:04,Allen Crabbe,89,winner,True,95
104,+7,3,6,3,1,1/1/2017,16,25,8,9,1/1/2017_Minnesota_Portland,1,Minnesota,3,43,3,3,5,Portland,39:14,C.J. McCollum,89,winner,True,95
105,+10,0,2,3,0,1/1/2017,1,7,0,0,1/1/2017_Minnesota_Portland,0,Minnesota,3,2,2,0,6,Portland,35:39,Al-Farouq Aminu,89,winner,True,95
106,+10,0,2,1,2,1/1/2017,3,7,2,3,1/1/2017_Minnesota_Portland,1,Minnesota,2,8,2,0,5,Portland,32:37,Maurice Harkless,89,winner,True,95
107,+11,0,0,3,0,1/1/2017,6,9,6,10,1/1/2017_Minnesota_Portland,2,Minnesota,2,18,1,2,8,Portland,29:00,Mason Plumlee,89,winner,True,95
108,-10,1,1,1,4,1/1/2017,5,7,0,2,1/1/2017_Minnesota_Portland,0,Minnesota,2,11,2,4,3,Portland,29:44,Evan Turner,89,winner,False,95
109,-2,0,4,0,0,1/1/2017,0,6,0,0,1/1/2017_Minnesota_Portland,0,Minnesota,1,0,0,0,2,Portland,10:26,Meyers Leonard,89,winner,False,95
110,-1,1,2,1,0,1/1/2017,1,2,0,0,1/1/2017_Minnesota_Portland,0,Minnesota,0,3,0,2,1,Portland,8:46,Shabazz Napier,89,winner,False,95
111,-3,0,0,0,0,1/1/2017,0,0,0,2,1/1/2017_Minnesota_Portland,0,Minnesota,1,0,0,1,2,Portland,8:00,Ed Davis,89,winner,False,95
112,-6,0,0,0,0,1/1/2017,0,0,0,0,1/1/2017_Minnesota_Portland,0,Minnesota,2,0,0,0,1,Portland,6:30,Noah Vonleh,89,winner,False,95
113,,,,,,1/1/2017,,,,,1/1/2017_Minnesota_Portland,,Minnesota,,,,,,Portland,DNP,Pat Connaughton,89,winner,False,95
114,,,,,,1/1/2017,,,,,1/1/2017_Minnesota_Portland,,Minnesota,,,,,,Portland,DNP,Tim Quarterman,89,winner,False,95
115,,,,,,1/1/2017,,,,,1/1/2017_Minnesota_Portland,,Minnesota,,,,,,Portland,DNP,Jake Layman,89,winner,False,95
116,-14,0,0,2,0,1/1/2017,5,13,2,2,1/1/2017_Portland_Minnesota,2,Portland,5,12,2,1,9,Minnesota,37:37,Gorgui Dieng,95,loser,True,89
117,-17,1,3,1,0,1/1/2017,10,20,3,7,1/1/2017_Portland_Minnesota,3,Portland,1,24,1,5,5,Minnesota,37:34,Andrew Wiggins,95,loser,True,89
118,-1,2,5,1,0,1/1/2017,5,12,1,3,1/1/2017_Portland_Minnesota,1,Portland,3,13,1,2,3,Minnesota,35:40,Zach LaVine,95,loser,True,89
119,-8,0,6,6,1,1/1/2017,3,15,5,5,1/1/2017_Portland_Minnesota,4,Portland,2,11,1,3,13,Minnesota,33:37,Karl-Anthony Towns,95,loser,True,89
120,-18,0,2,6,0,1/1/2017,0,5,1,1,1/1/2017_Portland_Minnesota,0,Portland,3,1,2,0,0,Minnesota,26:45,Ricky Rubio,95,loser,True,89
121,+6,2,4,0,0,1/1/2017,5,11,0,0,1/1/2017_Portland_Minnesota,1,Portland,3,12,1,2,6,Minnesota,22:42,Shabazz Muhammad,95,loser,False,89
122,+12,1,1,4,3,1/1/2017,5,7,0,0,1/1/2017_Portland_Minnesota,0,Portland,3,11,1,2,3,Minnesota,21:15,Kris Dunn,95,loser,False,89
123,+2,1,2,1,0,1/1/2017,2,3,0,0,1/1/2017_Portland_Minnesota,0,Portland,4,5,1,1,2,Minnesota,14:57,Nemanja Bjelica,95,loser,False,89
124,+8,0,0,0,1,1/1/2017,0,1,0,0,1/1/2017_Portland_Minnesota,2,Portland,1,0,1,0,6,Minnesota,9:48,Cole Aldrich,95,loser,False,89
125,0,0,0,0,0,1/1/2017,0,0,0,0,1/1/2017_Portland_Minnesota,0,Portland,0,0,0,0,0,Minnesota,0:04,Tyus Jones,95,loser,False,89
126,,,,,,1/1/2017,,,,,1/1/2017_Portland_Minnesota,,Portland,,,,,,Minnesota,DNP,Jordan Hill,95,loser,False,89
127,,,,,,1/1/2017,,,,,1/1/2017_Portland_Minnesota,,Portland,,,,,,Minnesota,DNP,Brandon Rush,95,loser,False,89
128,,,,,,1/1/2017,,,,,1/1/2017_Portland_Minnesota,,Portland,,,,,,Minnesota,DNP,Adreian Payne,95,loser,False,89
129,+17,0,0,2,3,1/2/2017,5,10,5,9,1/2/2017_Brooklyn_Utah,7,Brooklyn,4,15,1,2,16,Utah,37:38,Rudy Gobert,89,winner,True,101
130,+11,3,4,3,1,1/2/2017,9,18,9,9,1/2/2017_Brooklyn_Utah,0,Brooklyn,1,30,2,2,4,Utah,34:33,Gordon Hayward,89,winner,True,101
131,+2,1,5,2,0,1/2/2017,7,14,0,0,1/2/2017_Brooklyn_Utah,1,Brooklyn,1,15,3,1,2,Utah,31:57,Shelvin Mack,89,winner,True,101
132,-3,1,4,1,0,1/2/2017,6,19,2,2,1/2/2017_Brooklyn_Utah,1,Brooklyn,4,15,0,0,3,Utah,27:44,Rodney Hood,89,winner,True,101
133,-2,0,0,0,0,1/2/2017,3,7,0,0,1/2/2017_Brooklyn_Utah,1,Brooklyn,3,6,0,0,3,Utah,18:19,Derrick Favors,89,winner,True,101
134,+21,1,4,2,1,1/2/2017,2,6,0,0,1/2/2017_Brooklyn_Utah,1,Brooklyn,1,5,1,1,9,Utah,27:39,Joe Ingles,89,winner,False,101
135,+12,1,3,0,0,1/2/2017,3,6,0,0,1/2/2017_Brooklyn_Utah,0,Brooklyn,1,7,0,0,4,Utah,20:40,Joe Johnson,89,winner,False,101
136,-4,0,1,0,0,1/2/2017,3,7,0,0,1/2/2017_Brooklyn_Utah,1,Brooklyn,1,6,0,1,2,Utah,12:58,Boris Diaw,89,winner,False,101
137,+12,0,0,1,0,1/2/2017,1,1,0,0,1/2/2017_Brooklyn_Utah,0,Brooklyn,2,2,2,1,1,Utah,12:56,Raul Neto,89,winner,False,101
138,-4,0,2,0,0,1/2/2017,0,4,0,0,1/2/2017_Brooklyn_Utah,0,Brooklyn,1,0,0,0,2,Utah,12:29,Trey Lyles,89,winner,False,101
139,-2,0,1,0,0,1/2/2017,0,1,0,0,1/2/2017_Brooklyn_Utah,0,Brooklyn,0,0,0,1,0,Utah,3:07,Alec Burks,89,winner,False,101
140,,,,,,1/2/2017,,,,,1/2/2017_Brooklyn_Utah,,Brooklyn,,,,,,Utah,DNP,George Hill,89,winner,False,101
141,,,,,,1/2/2017,,,,,1/2/2017_Brooklyn_Utah,,Brooklyn,,,,,,Utah,DNP,Jeff Withey,89,winner,False,101
142,-12,1,4,2,1,1/2/2017,6,14,4,4,1/2/2017_Utah_Brooklyn,4,Utah,3,17,0,1,15,Brooklyn,34:08,Trevor Booker,101,loser,True,89
143,-16,1,6,0,2,1/2/2017,6,16,1,2,1/2/2017_Utah_Brooklyn,1,Utah,5,14,2,2,6,Brooklyn,31:18,Brook Lopez,101,loser,True,89
144,-6,1,3,1,1,1/2/2017,4,11,3,4,1/2/2017_Utah_Brooklyn,1,Utah,3,12,0,3,6,Brooklyn,30:50,Isaiah Whitehead,101,loser,True,89
145,-7,1,3,1,0,1/2/2017,2,7,3,3,1/2/2017_Utah_Brooklyn,0,Utah,2,8,0,2,4,Brooklyn,28:15,Sean Kilpatrick,101,loser,True,89
146,-1,0,1,1,0,1/2/2017,4,7,0,0,1/2/2017_Utah_Brooklyn,0,Utah,2,8,0,0,3,Brooklyn,25:13,Bojan Bogdanovic,101,loser,True,89
147,-10,1,3,1,0,1/2/2017,3,5,0,0,1/2/2017_Utah_Brooklyn,1,Utah,2,7,0,2,1,Brooklyn,21:51,Joe Harris,101,loser,False,89
148,+4,1,2,0,1,1/2/2017,2,4,0,0,1/2/2017_Utah_Brooklyn,1,Utah,1,5,0,2,6,Brooklyn,16:15,Justin Hamilton,101,loser,False,89
149,0,0,0,1,0,1/2/2017,3,5,5,7,1/2/2017_Utah_Brooklyn,0,Utah,0,11,0,1,1,Brooklyn,14:19,Rondae Hollis-Jefferson,101,loser,False,89
150,-7,0,2,0,0,1/2/2017,0,2,0,0,1/2/2017_Utah_Brooklyn,0,Utah,2,0,0,0,0,Brooklyn,14:02,Caris LeVert,101,loser,False,89
151,-1,0,2,4,0,1/2/2017,3,6,1,3,1/2/2017_Utah_Brooklyn,0,Utah,0,7,1,1,1,Brooklyn,12:55,Spencer Dinwiddie,101,loser,False,89
152,-4,0,1,2,0,1/2/2017,0,1,0,0,1/2/2017_Utah_Brooklyn,0,Utah,0,0,2,1,1,Brooklyn,10:54,Randy Foye,101,loser,False,89
153,,,,,,1/2/2017,,,,,1/2/2017_Utah_Brooklyn,,Utah,,,,,,Brooklyn,DNP,Anthony Bennett,101,loser,False,89
154,,,,,,1/2/2017,,,,,1/2/2017_Utah_Brooklyn,,Utah,,,,,,Brooklyn,DNP,Luis Scola,101,loser,False,89
155,-10,6,8,4,1,1/2/2017,13,20,2,2,1/2/2017_Chicago_Charlotte,0,Chicago,2,34,1,1,9,Charlotte,38:03,Kemba Walker,118,loser,True,111
156,-9,1,3,5,0,1/2/2017,7,16,4,4,1/2/2017_Chicago_Charlotte,2,Chicago,2,19,1,2,6,Charlotte,36:26,Nicolas Batum,118,loser,True,111
157,-13,1,3,1,0,1/2/2017,3,9,2,2,1/2/2017_Chicago_Charlotte,1,Chicago,0,9,0,1,2,Charlotte,27:54,Marvin Williams,118,loser,True,111
158,-16,0,0,3,0,1/2/2017,3,10,0,0,1/2/2017_Chicago_Charlotte,2,Chicago,6,6,2,1,3,Charlotte,26:39,Michael Kidd-Gilchrist,118,loser,True,111
