3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,opponent,opp_TRB,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,Team,Game_Id
6.0,19.0,26.0,9.0,34.0,82.0,14.0,17.0,11.0,19.0,88.0,8.0,16.0,43.0,0,0,Milwaukee,42.0,4.0,13.0,24.0,6.0,36.0,79.0,15.0,20.0,91.0,9.0,6.0,13.0,14.0,Boston,12/1/2012_Milwaukee_Boston
4.0,13.0,24.0,6.0,36.0,79.0,15.0,20.0,9.0,13.0,91.0,6.0,14.0,42.0,1,1,Boston,43.0,6.0,19.0,26.0,9.0,34.0,82.0,14.0,17.0,88.0,11.0,8.0,19.0,16.0,Milwaukee,12/1/2012_Milwaukee_Boston
7.0,16.0,21.0,12.0,40.0,79.0,13.0,17.0,11.0,17.0,100.0,10.0,14.0,45.0,0,1,New Orleans,43.0,6.0,24.0,18.0,5.0,30.0,81.0,13.0,18.0,79.0,16.0,7.0,16.0,15.0,Oklahoma City,12/1/2012_New Orleans_Oklahoma City
6.0,24.0,18.0,5.0,30.0,81.0,13.0,18.0,16.0,16.0,79.0,7.0,15.0,43.0,1,0,Oklahoma City,45.0,7.0,16.0,21.0,12.0,40.0,79.0,13.0,17.0,100.0,11.0,10.0,17.0,14.0,New Orleans,12/1/2012_New Orleans_Oklahoma City
4.0,15.0,25.0,4.0,36.0,99.0,19.0,22.0,18.0,24.0,95.0,10.0,19.0,52.0,0,0,San Antonio,48.0,7.0,29.0,21.0,5.0,37.0,89.0,18.0,24.0,99.0,13.0,12.0,22.0,16.0,Memphis,12/1/2012_San Antonio_Memphis
7.0,29.0,21.0,5.0,37.0,89.0,18.0,24.0,13.0,22.0,99.0,12.0,16.0,48.0,1,1,Memphis,52.0,4.0,15.0,25.0,4.0,36.0,99.0,19.0,22.0,95.0,18.0,10.0,24.0,19.0,San Antonio,12/1/2012_San Antonio_Memphis
8.0,23.0,34.0,10.0,43.0,86.0,19.0,20.0,5.0,28.0,113.0,5.0,12.0,44.0,0,1,LA Lakers,46.0,6.0,17.0,20.0,2.0,36.0,86.0,25.0,39.0,103.0,12.0,5.0,16.0,11.0,Orlando,12/2/2012_LA Lakers_Orlando
6.0,17.0,20.0,2.0,36.0,86.0,25.0,39.0,12.0,16.0,103.0,5.0,11.0,46.0,1,0,Orlando,44.0,8.0,23.0,34.0,10.0,43.0,86.0,19.0,20.0,113.0,5.0,5.0,28.0,12.0,LA Lakers,12/2/2012_LA Lakers_Orlando
8.0,23.0,21.0,0.0,39.0,80.0,13.0,19.0,11.0,23.0,99.0,5.0,17.0,45.0,0,0,New York,43.0,12.0,29.0,21.0,5.0,40.0,90.0,14.0,17.0,106.0,16.0,7.0,13.0,7.0,Phoenix,12/2/2012_New York_Phoenix
12.0,29.0,21.0,5.0,40.0,90.0,14.0,17.0,16.0,13.0,106.0,7.0,7.0,43.0,1,1,Phoenix,45.0,8.0,23.0,21.0,0.0,39.0,80.0,13.0,19.0,99.0,11.0,5.0,23.0,17.0,New York,12/2/2012_New York_Phoenix
12.0,35.0,28.0,7.0,43.0,92.0,20.0,26.0,13.0,20.0,118.0,8.0,13.0,48.0,0,1,Charlotte,41.0,13.0,27.0,28.0,6.0,41.0,88.0,17.0,22.0,112.0,9.0,6.0,19.0,15.0,Portland,12/3/2012_Charlotte_Portland
13.0,27.0,28.0,6.0,41.0,88.0,17.0,22.0,9.0,19.0,112.0,6.0,15.0,41.0,1,0,Portland,48.0,12.0,35.0,28.0,7.0,43.0,92.0,20.0,26.0,118.0,13.0,8.0,20.0,13.0,Charlotte,12/3/2012_Charlotte_Portland
9.0,28.0,19.0,9.0,42.0,86.0,17.0,19.0,9.0,30.0,110.0,9.0,16.0,37.0,0,0,Denver,53.0,6.0,15.0,25.0,7.0,40.0,85.0,27.0,43.0,113.0,23.0,11.0,20.0,17.0,Toronto,12/3/2012_Denver_Toronto
6.0,15.0,25.0,7.0,40.0,85.0,27.0,43.0,23.0,20.0,113.0,11.0,17.0,53.0,1,1,Toronto,37.0,9.0,28.0,19.0,9.0,42.0,86.0,17.0,19.0,110.0,9.0,9.0,30.0,16.0,Denver,12/3/2012_Denver_Toronto
3.0,20.0,19.0,5.0,32.0,95.0,12.0,17.0,20.0,20.0,79.0,7.0,11.0,53.0,0,0,Detroit,49.0,4.0,18.0,21.0,13.0,36.0,84.0,13.0,19.0,89.0,15.0,6.0,16.0,11.0,Cleveland,12/3/2012_Detroit_Cleveland
4.0,18.0,21.0,13.0,36.0,84.0,13.0,19.0,15.0,16.0,89.0,6.0,11.0,49.0,1,1,Cleveland,53.0,3.0,20.0,19.0,5.0,32.0,95.0,12.0,17.0,79.0,20.0,7.0,20.0,11.0,Detroit,12/3/2012_Detroit_Cleveland
8.0,23.0,29.0,4.0,40.0,92.0,14.0,16.0,11.0,19.0,102.0,8.0,8.0,43.0,0,1,Golden State,43.0,7.0,17.0,23.0,5.0,37.0,81.0,13.0,18.0,94.0,9.0,5.0,20.0,13.0,Orlando,12/3/2012_Golden State_Orlando
7.0,17.0,23.0,5.0,37.0,81.0,13.0,18.0,9.0,20.0,94.0,5.0,13.0,43.0,1,0,Orlando,43.0,8.0,23.0,29.0,4.0,40.0,92.0,14.0,16.0,102.0,11.0,8.0,19.0,8.0,Golden State,12/3/2012_Golden State_Orlando
8.0,19.0,20.0,9.0,29.0,76.0,15.0,23.0,19.0,16.0,81.0,5.0,16.0,40.0,0,0,New Orleans,37.0,5.0,12.0,29.0,2.0,43.0,82.0,11.0,11.0,102.0,13.0,11.0,23.0,8.0,Milwaukee,12/3/2012_New Orleans_Milwaukee
5.0,12.0,29.0,2.0,43.0,82.0,11.0,11.0,13.0,23.0,102.0,11.0,8.0,37.0,1,1,Milwaukee,40.0,8.0,19.0,20.0,9.0,29.0,76.0,15.0,23.0,81.0,19.0,5.0,16.0,16.0,New Orleans,12/3/2012_New Orleans_Milwaukee
4.0,21.0,19.0,3.0,42.0,89.0,17.0,24.0,13.0,14.0,105.0,9.0,10.0,36.0,0,1,Utah,41.0,9.0,20.0,25.0,5.0,42.0,74.0,11.0,15.0,104.0,9.0,6.0,26.0,17.0,LA Clippers,12/3/2012_Utah_LA Clippers
9.0,20.0,25.0,5.0,42.0,74.0,11.0,15.0,9.0,26.0,104.0,6.0,17.0,41.0,1,0,LA Clippers,36.0,4.0,21.0,19.0,3.0,42.0,89.0,17.0,24.0,105.0,13.0,9.0,14.0,10.0,Utah,12/3/2012_Utah_LA Clippers
7.0,14.0,22.0,7.0,40.0,66.0,30.0,34.0,2.0,19.0,117.0,5.0,12.0,33.0,0,1,Brooklyn,40.0,14.0,34.0,22.0,1.0,39.0,91.0,19.0,23.0,111.0,16.0,7.0,25.0,12.0,Oklahoma City,12/4/2012_Brooklyn_Oklahoma City
14.0,34.0,22.0,1.0,39.0,91.0,19.0,23.0,16.0,25.0,111.0,7.0,12.0,40.0,1,0,Oklahoma City,33.0,7.0,14.0,22.0,7.0,40.0,66.0,30.0,34.0,117.0,2.0,5.0,19.0,12.0,Brooklyn,12/4/2012_Brooklyn_Oklahoma City
2.0,10.0,17.0,4.0,29.0,80.0,20.0,27.0,16.0,21.0,80.0,10.0,12.0,46.0,0,1,Chicago,46.0,4.0,12.0,18.0,7.0,28.0,73.0,16.0,20.0,76.0,13.0,3.0,21.0,19.0,Indiana,12/4/2012_Chicago_Indiana
4.0,12.0,18.0,7.0,28.0,73.0,16.0,20.0,13.0,21.0,76.0,3.0,19.0,46.0,1,0,Indiana,46.0,2.0,10.0,17.0,4.0,29.0,80.0,20.0,27.0,80.0,16.0,10.0,21.0,12.0,Chicago,12/4/2012_Chicago_Indiana
7.0,21.0,16.0,11.0,38.0,83.0,22.0,34.0,15.0,25.0,105.0,7.0,18.0,53.0,0,0,Houston,50.0,7.0,34.0,22.0,4.0,38.0,101.0,24.0,31.0,107.0,21.0,7.0,28.0,10.0,LA Lakers,12/4/2012_Houston_LA Lakers
7.0,34.0,22.0,4.0,38.0,101.0,24.0,31.0,21.0,28.0,107.0,7.0,10.0,50.0,1,1,LA Lakers,53.0,7.0,21.0,16.0,11.0,38.0,83.0,22.0,34.0,105.0,15.0,7.0,25.0,18.0,Houston,12/4/2012_Houston_LA Lakers
6.0,14.0,22.0,5.0,38.0,82.0,16.0,22.0,9.0,26.0,98.0,12.0,16.0,32.0,0,0,Memphis,50.0,4.0,19.0,13.0,9.0,40.0,85.0,24.0,31.0,108.0,15.0,11.0,22.0,19.0,Phoenix,12/4/2012_Memphis_Phoenix
4.0,19.0,13.0,9.0,40.0,85.0,24.0,31.0,15.0,22.0,108.0,11.0,19.0,50.0,1,1,Phoenix,32.0,6.0,14.0,22.0,5.0,38.0,82.0,16.0,22.0,98.0,9.0,12.0,26.0,16.0,Memphis,12/4/2012_Memphis_Phoenix
13.0,25.0,28.0,2.0,41.0,77.0,10.0,17.0,7.0,18.0,105.0,6.0,15.0,47.0,0,1,Philadelphia,40.0,5.0,20.0,24.0,2.0,35.0,83.0,13.0,23.0,88.0,13.0,9.0,15.0,13.0,Minnesota,12/4/2012_Philadelphia_Minnesota
5.0,20.0,24.0,2.0,35.0,83.0,13.0,23.0,13.0,15.0,88.0,9.0,13.0,40.0,1,0,Minnesota,47.0,13.0,25.0,28.0,2.0,41.0,77.0,10.0,17.0,105.0,7.0,6.0,18.0,15.0,Philadelphia,12/4/2012_Philadelphia_Minnesota
8.0,28.0,27.0,2.0,41.0,89.0,11.0,16.0,12.0,20.0,101.0,6.0,12.0,43.0,0,0,Washington,44.0,7.0,19.0,31.0,3.0,38.0,79.0,22.0,29.0,105.0,8.0,7.0,14.0,10.0,Miami,12/4/2012_Washington_Miami
7.0,19.0,31.0,3.0,38.0,79.0,22.0,29.0,8.0,14.0,105.0,7.0,10.0,44.0,1,1,Miami,43.0,8.0,28.0,27.0,2.0,41.0,89.0,11.0,16.0,101.0,12.0,6.0,20.0,12.0,Washington,12/4/2012_Washington_Miami
7.0,17.0,24.0,4.0,38.0,79.0,21.0,25.0,11.0,25.0,104.0,10.0,20.0,40.0,0,0,Atlanta,47.0,8.0,22.0,24.0,5.0,42.0,95.0,16.0,19.0,108.0,19.0,13.0,19.0,14.0,Denver,12/5/2012_Atlanta_Denver
8.0,22.0,24.0,5.0,42.0,95.0,16.0,19.0,19.0,19.0,108.0,13.0,14.0,47.0,1,1,Denver,40.0,7.0,17.0,24.0,4.0,38.0,79.0,21.0,25.0,104.0,11.0,10.0,25.0,20.0,Atlanta,12/5/2012_Atlanta_Denver
6.0,19.0,19.0,3.0,37.0,84.0,14.0,30.0,13.0,19.0,94.0,11.0,13.0,41.0,0,0,Boston,45.0,4.0,17.0,24.0,6.0,41.0,78.0,18.0,26.0,104.0,6.0,6.0,24.0,16.0,Minnesota,12/5/2012_Boston_Minnesota
4.0,17.0,24.0,6.0,41.0,78.0,18.0,26.0,6.0,24.0,104.0,6.0,16.0,45.0,1,1,Minnesota,41.0,6.0,19.0,19.0,3.0,37.0,84.0,14.0,30.0,94.0,13.0,11.0,19.0,13.0,Boston,12/5/2012_Boston_Minnesota
13.0,41.0,23.0,8.0,39.0,92.0,9.0,13.0,10.0,18.0,100.0,9.0,8.0,36.0,0,1,Charlotte,50.0,7.0,16.0,26.0,4.0,39.0,83.0,13.0,15.0,98.0,12.0,2.0,14.0,12.0,New York,12/5/2012_Charlotte_New York
7.0,16.0,26.0,4.0,39.0,83.0,13.0,15.0,12.0,14.0,98.0,2.0,12.0,50.0,1,0,New York,36.0,13.0,41.0,23.0,8.0,39.0,92.0,9.0,13.0,100.0,10.0,9.0,18.0,8.0,Charlotte,12/5/2012_Charlotte_New York
4.0,15.0,22.0,6.0,34.0,72.0,23.0,27.0,10.0,24.0,95.0,5.0,15.0,45.0,0,1,Cleveland,41.0,5.0,16.0,15.0,2.0,31.0,85.0,18.0,25.0,85.0,14.0,8.0,18.0,10.0,Chicago,12/5/2012_Cleveland_Chicago
5.0,16.0,15.0,2.0,31.0,85.0,18.0,25.0,14.0,18.0,85.0,8.0,10.0,41.0,1,0,Chicago,45.0,4.0,15.0,22.0,6.0,34.0,72.0,23.0,27.0,95.0,10.0,5.0,24.0,15.0,Cleveland,12/5/2012_Cleveland_Chicago
9.0,24.0,24.0,7.0,34.0,75.0,27.0,34.0,9.0,22.0,104.0,9.0,10.0,35.0,0,1,Detroit,44.0,6.0,21.0,22.0,5.0,35.0,79.0,21.0,31.0,97.0,15.0,4.0,26.0,17.0,Golden State,12/5/2012_Detroit_Golden State
6.0,21.0,22.0,5.0,35.0,79.0,21.0,31.0,15.0,26.0,97.0,4.0,17.0,44.0,1,0,Golden State,35.0,9.0,24.0,24.0,7.0,34.0,75.0,27.0,34.0,104.0,9.0,9.0,22.0,10.0,Detroit,12/5/2012_Detroit_Golden State
6.0,22.0,18.0,3.0,34.0,79.0,18.0,22.0,9.0,15.0,92.0,5.0,10.0,37.0,0,0,Indiana,46.0,9.0,26.0,20.0,7.0,36.0,80.0,18.0,19.0,99.0,13.0,6.0,12.0,13.0,Portland,12/5/2012_Indiana_Portland
9.0,26.0,20.0,7.0,36.0,80.0,18.0,19.0,13.0,12.0,99.0,6.0,13.0,46.0,1,1,Portland,37.0,6.0,22.0,18.0,3.0,34.0,79.0,18.0,22.0,92.0,9.0,5.0,15.0,10.0,Indiana,12/5/2012_Indiana_Portland
5.0,19.0,20.0,6.0,34.0,84.0,17.0,19.0,11.0,18.0,90.0,8.0,22.0,41.0,0,0,LA Clippers,49.0,6.0,20.0,30.0,6.0,45.0,90.0,16.0,21.0,112.0,12.0,18.0,17.0,17.0,Dallas,12/5/2012_LA Clippers_Dallas
6.0,20.0,30.0,6.0,45.0,90.0,16.0,21.0,12.0,17.0,112.0,18.0,17.0,49.0,1,1,Dallas,41.0,5.0,19.0,20.0,6.0,34.0,84.0,17.0,19.0,90.0,11.0,8.0,18.0,22.0,LA Clippers,12/5/2012_LA Clippers_Dallas
13.0,28.0,24.0,8.0,37.0,80.0,16.0,22.0,9.0,16.0,103.0,11.0,9.0,46.0,0,1,New Orleans,46.0,7.0,19.0,22.0,7.0,35.0,85.0,10.0,18.0,87.0,12.0,2.0,20.0,12.0,LA Lakers,12/5/2012_New Orleans_LA Lakers
7.0,19.0,22.0,7.0,35.0,85.0,10.0,18.0,12.0,20.0,87.0,2.0,12.0,46.0,1,0,LA Lakers,46.0,13.0,28.0,24.0,8.0,37.0,80.0,16.0,22.0,103.0,9.0,11.0,16.0,9.0,New Orleans,12/5/2012_New Orleans_LA Lakers
6.0,23.0,25.0,9.0,35.0,86.0,24.0,28.0,10.0,23.0,100.0,6.0,11.0,40.0,0,0,Sacramento,47.0,6.0,15.0,18.0,7.0,38.0,82.0,25.0,34.0,107.0,10.0,5.0,18.0,15.0,Toronto,12/5/2012_Sacramento_Toronto
6.0,15.0,18.0,7.0,38.0,82.0,25.0,34.0,10.0,18.0,107.0,5.0,15.0,47.0,1,1,Toronto,40.0,6.0,23.0,25.0,9.0,35.0,86.0,24.0,28.0,100.0,10.0,6.0,23.0,11.0,Sacramento,12/5/2012_Sacramento_Toronto
5.0,12.0,24.0,4.0,35.0,84.0,24.0,29.0,8.0,21.0,99.0,11.0,11.0,36.0,0,0,San Antonio,53.0,6.0,21.0,27.0,4.0,40.0,85.0,24.0,28.0,110.0,14.0,6.0,20.0,17.0,Milwaukee,12/5/2012_San Antonio_Milwaukee
6.0,21.0,27.0,4.0,40.0,85.0,24.0,28.0,14.0,20.0,110.0,6.0,17.0,53.0,1,1,Milwaukee,36.0,5.0,12.0,24.0,4.0,35.0,84.0,24.0,29.0,99.0,8.0,11.0,21.0,11.0,San Antonio,12/5/2012_San Antonio_Milwaukee
1.0,15.0,15.0,7.0,34.0,77.0,12.0,17.0,13.0,20.0,81.0,6.0,19.0,46.0,0,0,Utah,38.0,1.0,10.0,17.0,4.0,32.0,77.0,22.0,27.0,87.0,8.0,13.0,16.0,12.0,Orlando,12/5/2012_Utah_Orlando
1.0,10.0,17.0,4.0,32.0,77.0,22.0,27.0,8.0,16.0,87.0,13.0,12.0,38.0,1,1,Orlando,46.0,1.0,15.0,15.0,7.0,34.0,77.0,12.0,17.0,81.0,13.0,6.0,20.0,19.0,Utah,12/5/2012_Utah_Orlando
18.0,44.0,20.0,4.0,41.0,91.0,12.0,19.0,11.0,19.0,112.0,9.0,7.0,46.0,0,1,Miami,43.0,6.0,16.0,17.0,4.0,32.0,76.0,22.0,28.0,92.0,7.0,7.0,21.0,14.0,New York,12/6/2012_Miami_New York
6.0,16.0,17.0,4.0,32.0,76.0,22.0,28.0,7.0,21.0,92.0,7.0,14.0,43.0,1,0,New York,46.0,18.0,44.0,20.0,4.0,41.0,91.0,12.0,19.0,112.0,11.0,9.0,19.0,7.0,Miami,12/6/2012_Miami_New York
4.0,12.0,15.0,4.0,37.0,78.0,19.0,24.0,11.0,23.0,97.0,8.0,16.0,44.0,0,1,Phoenix,42.0,8.0,21.0,19.0,4.0,34.0,85.0,18.0,25.0,94.0,13.0,11.0,20.0,12.0,Dallas,12/6/2012_Phoenix_Dallas
8.0,21.0,19.0,4.0,34.0,85.0,18.0,25.0,13.0,20.0,94.0,11.0,12.0,42.0,1,0,Dallas,44.0,4.0,12.0,15.0,4.0,37.0,78.0,19.0,24.0,97.0,11.0,8.0,23.0,16.0,Phoenix,12/6/2012_Phoenix_Dallas
7.0,16.0,22.0,4.0,36.0,79.0,16.0,20.0,7.0,17.0,95.0,6.0,11.0,32.0,0,0,Atlanta,47.0,10.0,26.0,23.0,1.0,41.0,85.0,12.0,19.0,104.0,15.0,7.0,19.0,14.0,Washington,12/7/2012_Atlanta_Washington
10.0,26.0,23.0,1.0,41.0,85.0,12.0,19.0,15.0,19.0,104.0,7.0,14.0,47.0,1,1,Washington,32.0,7.0,16.0,22.0,4.0,36.0,79.0,16.0,20.0,95.0,7.0,6.0,17.0,11.0,Atlanta,12/7/2012_Atlanta_Washington
9.0,19.0,24.0,1.0,46.0,90.0,8.0,10.0,15.0,21.0,109.0,9.0,11.0,47.0,0,1,Brooklyn,44.0,11.0,33.0,23.0,4.0,37.0,87.0,17.0,23.0,102.0,15.0,5.0,13.0,13.0,Golden State,12/7/2012_Brooklyn_Golden State
11.0,33.0,23.0,4.0,37.0,87.0,17.0,23.0,15.0,13.0,102.0,5.0,13.0,44.0,1,0,Golden State,47.0,9.0,19.0,24.0,1.0,46.0,90.0,8.0,10.0,109.0,15.0,9.0,21.0,11.0,Brooklyn,12/7/2012_Brooklyn_Golden State
5.0,14.0,23.0,4.0,43.0,82.0,17.0,21.0,13.0,20.0,108.0,6.0,8.0,41.0,0,1,Detroit,28.0,8.0,14.0,14.0,1.0,36.0,70.0,24.0,31.0,104.0,5.0,6.0,19.0,8.0,Chicago,12/7/2012_Detroit_Chicago
8.0,14.0,14.0,1.0,36.0,70.0,24.0,31.0,5.0,19.0,104.0,6.0,8.0,28.0,1,0,Chicago,41.0,5.0,14.0,23.0,4.0,43.0,82.0,17.0,21.0,108.0,13.0,6.0,20.0,8.0,Detroit,12/7/2012_Detroit_Chicago
3.0,17.0,24.0,4.0,38.0,86.0,13.0,20.0,10.0,17.0,92.0,10.0,8.0,37.0,0,1,Indiana,42.0,10.0,23.0,27.0,9.0,34.0,76.0,11.0,18.0,89.0,9.0,5.0,22.0,18.0,Denver,12/7/2012_Indiana_Denver
10.0,23.0,27.0,9.0,34.0,76.0,11.0,18.0,9.0,22.0,89.0,5.0,18.0,42.0,1,0,Denver,37.0,3.0,17.0,24.0,4.0,38.0,86.0,13.0,20.0,92.0,10.0,10.0,17.0,8.0,Indiana,12/7/2012_Indiana_Denver
3.0,13.0,18.0,6.0,36.0,81.0,18.0,32.0,14.0,23.0,93.0,9.0,11.0,45.0,0,0,Milwaukee,59.0,6.0,14.0,20.0,14.0,38.0,94.0,26.0,32.0,108.0,23.0,5.0,17.0,10.0,Charlotte,12/7/2012_Milwaukee_Charlotte
6.0,14.0,20.0,14.0,38.0,94.0,26.0,32.0,23.0,17.0,108.0,5.0,10.0,59.0,1,1,Charlotte,45.0,3.0,13.0,18.0,6.0,36.0,81.0,18.0,32.0,93.0,14.0,9.0,23.0,11.0,Milwaukee,12/7/2012_Milwaukee_Charlotte
7.0,24.0,15.0,2.0,30.0,87.0,6.0,9.0,11.0,24.0,73.0,15.0,18.0,41.0,0,0,Minnesota,53.0,4.0,19.0,18.0,8.0,30.0,70.0,27.0,35.0,91.0,13.0,13.0,17.0,21.0,Cleveland,12/7/2012_Minnesota_Cleveland
4.0,19.0,18.0,8.0,30.0,70.0,27.0,35.0,13.0,17.0,91.0,13.0,21.0,53.0,1,1,Cleveland,41.0,7.0,24.0,15.0,2.0,30.0,87.0,6.0,9.0,73.0,11.0,15.0,24.0,18.0,Minnesota,12/7/2012_Minnesota_Cleveland
8.0,17.0,23.0,6.0,36.0,72.0,16.0,22.0,11.0,17.0,96.0,9.0,16.0,46.0,0,1,New Orleans,29.0,8.0,16.0,22.0,8.0,36.0,75.0,9.0,12.0,89.0,5.0,9.0,16.0,12.0,Memphis,12/7/2012_New Orleans_Memphis
8.0,16.0,22.0,8.0,36.0,75.0,9.0,12.0,5.0,16.0,89.0,9.0,12.0,29.0,1,0,Memphis,46.0,8.0,17.0,23.0,6.0,36.0,72.0,16.0,22.0,96.0,11.0,9.0,17.0,16.0,New Orleans,12/7/2012_New Orleans_Memphis
11.0,28.0,17.0,5.0,36.0,84.0,25.0,31.0,15.0,23.0,108.0,11.0,17.0,45.0,0,0,Oklahoma City,36.0,9.0,17.0,22.0,3.0,41.0,84.0,23.0,28.0,114.0,11.0,6.0,24.0,14.0,LA Lakers,12/7/2012_Oklahoma City_LA Lakers
9.0,17.0,22.0,3.0,41.0,84.0,23.0,28.0,11.0,24.0,114.0,6.0,14.0,36.0,1,1,LA Lakers,45.0,11.0,28.0,17.0,5.0,36.0,84.0,25.0,31.0,108.0,15.0,11.0,23.0,17.0,Oklahoma City,12/7/2012_Oklahoma City_LA Lakers
6.0,22.0,24.0,7.0,35.0,81.0,18.0,25.0,7.0,23.0,94.0,6.0,18.0,53.0,0,0,Philadelphia,54.0,2.0,11.0,19.0,4.0,37.0,99.0,19.0,26.0,95.0,17.0,12.0,26.0,9.0,Boston,12/7/2012_Philadelphia_Boston
2.0,11.0,19.0,4.0,37.0,99.0,19.0,26.0,17.0,26.0,95.0,12.0,9.0,54.0,1,1,Boston,53.0,6.0,22.0,24.0,7.0,35.0,81.0,18.0,25.0,94.0,7.0,6.0,23.0,18.0,Philadelphia,12/7/2012_Philadelphia_Boston
4.0,15.0,17.0,3.0,30.0,80.0,18.0,21.0,6.0,24.0,82.0,6.0,16.0,40.0,0,0,Sacramento,51.0,4.0,21.0,20.0,6.0,32.0,79.0,23.0,28.0,91.0,10.0,11.0,19.0,18.0,Orlando,12/7/2012_Sacramento_Orlando
4.0,21.0,20.0,6.0,32.0,79.0,23.0,28.0,10.0,19.0,91.0,11.0,18.0,51.0,1,1,Orlando,40.0,4.0,15.0,17.0,3.0,30.0,80.0,18.0,21.0,82.0,6.0,6.0,24.0,16.0,Sacramento,12/7/2012_Sacramento_Orlando
11.0,33.0,23.0,2.0,37.0,95.0,7.0,8.0,10.0,14.0,92.0,11.0,18.0,37.0,0,0,San Antonio,50.0,6.0,20.0,33.0,7.0,48.0,87.0,12.0,13.0,114.0,6.0,10.0,10.0,17.0,Houston,12/7/2012_San Antonio_Houston
6.0,20.0,33.0,7.0,48.0,87.0,12.0,13.0,6.0,10.0,114.0,10.0,17.0,50.0,1,1,Houston,37.0,11.0,33.0,23.0,2.0,37.0,95.0,7.0,8.0,92.0,10.0,11.0,14.0,18.0,San Antonio,12/7/2012_San Antonio_Houston
7.0,24.0,13.0,7.0,33.0,82.0,26.0,31.0,12.0,28.0,99.0,5.0,15.0,41.0,0,0,Utah,51.0,13.0,23.0,31.0,8.0,45.0,91.0,28.0,35.0,131.0,15.0,10.0,26.0,11.0,Toronto,12/7/2012_Utah_Toronto
13.0,23.0,31.0,8.0,45.0,91.0,28.0,35.0,15.0,26.0,131.0,10.0,11.0,51.0,1,1,Toronto,41.0,7.0,24.0,13.0,7.0,33.0,82.0,26.0,31.0,99.0,12.0,5.0,28.0,15.0,Utah,12/7/2012_Utah_Toronto
4.0,17.0,16.0,3.0,31.0,79.0,13.0,16.0,12.0,19.0,79.0,4.0,8.0,36.0,0,0,Boston,32.0,4.0,14.0,25.0,2.0,40.0,75.0,8.0,12.0,92.0,7.0,6.0,19.0,11.0,Philadelphia,12/8/2012_Boston_Philadelphia
4.0,14.0,25.0,2.0,40.0,75.0,8.0,12.0,7.0,19.0,92.0,6.0,11.0,32.0,1,1,Philadelphia,36.0,4.0,17.0,16.0,3.0,31.0,79.0,13.0,16.0,79.0,12.0,4.0,19.0,8.0,Boston,12/8/2012_Boston_Philadelphia
19.0,34.0,38.0,5.0,50.0,90.0,13.0,15.0,9.0,22.0,132.0,7.0,11.0,45.0,0,1,Charlotte,30.0,6.0,15.0,18.0,7.0,37.0,79.0,22.0,31.0,102.0,7.0,6.0,16.0,11.0,San Antonio,12/8/2012_Charlotte_San Antonio
6.0,15.0,18.0,7.0,37.0,79.0,22.0,31.0,7.0,16.0,102.0,6.0,11.0,30.0,1,0,San Antonio,45.0,19.0,34.0,38.0,5.0,50.0,90.0,13.0,15.0,132.0,9.0,7.0,22.0,11.0,Charlotte,12/8/2012_Charlotte_San Antonio
8.0,23.0,14.0,6.0,27.0,84.0,23.0,28.0,14.0,17.0,85.0,10.0,15.0,40.0,0,0,Chicago,47.0,7.0,13.0,18.0,6.0,34.0,78.0,18.0,18.0,93.0,10.0,10.0,20.0,19.0,New York,12/8/2012_Chicago_New York
7.0,13.0,18.0,6.0,34.0,78.0,18.0,18.0,10.0,20.0,93.0,10.0,19.0,47.0,1,1,New York,40.0,8.0,23.0,14.0,6.0,27.0,84.0,23.0,28.0,85.0,14.0,10.0,17.0,15.0,Chicago,12/8/2012_Chicago_New York
9.0,15.0,17.0,5.0,35.0,75.0,25.0,33.0,10.0,22.0,104.0,5.0,9.0,35.0,0,1,Cleveland,46.0,6.0,27.0,19.0,8.0,39.0,91.0,13.0,17.0,97.0,20.0,3.0,27.0,14.0,Detroit,12/8/2012_Cleveland_Detroit
6.0,27.0,19.0,8.0,39.0,91.0,13.0,17.0,20.0,27.0,97.0,3.0,14.0,46.0,1,0,Detroit,35.0,9.0,15.0,17.0,5.0,35.0,75.0,25.0,33.0,104.0,10.0,5.0,22.0,9.0,Cleveland,12/8/2012_Cleveland_Detroit
10.0,24.0,24.0,2.0,43.0,91.0,20.0,25.0,11.0,24.0,116.0,7.0,12.0,40.0,0,1,Houston,37.0,12.0,35.0,28.0,4.0,35.0,72.0,27.0,38.0,109.0,4.0,8.0,26.0,19.0,Dallas,12/8/2012_Houston_Dallas
12.0,35.0,28.0,4.0,35.0,72.0,27.0,38.0,4.0,26.0,109.0,8.0,19.0,37.0,1,0,Dallas,40.0,10.0,24.0,24.0,2.0,43.0,91.0,20.0,25.0,116.0,11.0,7.0,24.0,12.0,Houston,12/8/2012_Houston_Dallas
9.0,24.0,24.0,6.0,36.0,78.0,18.0,20.0,9.0,22.0,99.0,6.0,20.0,37.0,0,0,LA Clippers,41.0,7.0,23.0,30.0,5.0,48.0,93.0,14.0,24.0,117.0,17.0,12.0,16.0,11.0,Phoenix,12/8/2012_LA Clippers_Phoenix
