3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,opponent,opp_TRB,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,Team,Game_Id
7.0,17.0,18.0,5.0,29.0,77.0,19.0,23.0,12.0,20.0,84.0,6.0,18.0,48.0,0,0,San Antonio,39.0,5.0,19.0,27.0,4.0,35.0,79.0,11.0,16.0,86.0,6.0,9.0,21.0,13.0,Oklahoma City,11/1/2012_San Antonio_Oklahoma City
5.0,19.0,27.0,4.0,35.0,79.0,11.0,16.0,6.0,21.0,86.0,9.0,13.0,39.0,1,1,Oklahoma City,48.0,7.0,17.0,18.0,5.0,29.0,77.0,19.0,23.0,84.0,12.0,6.0,20.0,18.0,San Antonio,11/1/2012_San Antonio_Oklahoma City
8.0,30.0,22.0,2.0,38.0,90.0,25.0,29.0,23.0,18.0,109.0,8.0,21.0,58.0,0,1,Atlanta,36.0,7.0,22.0,23.0,4.0,40.0,85.0,15.0,17.0,102.0,7.0,12.0,26.0,13.0,Houston,11/2/2012_Atlanta_Houston
7.0,22.0,23.0,4.0,40.0,85.0,15.0,17.0,7.0,26.0,102.0,12.0,13.0,36.0,1,0,Houston,58.0,8.0,30.0,22.0,2.0,38.0,90.0,25.0,29.0,109.0,23.0,8.0,18.0,21.0,Atlanta,11/2/2012_Atlanta_Houston
8.0,18.0,26.0,5.0,40.0,86.0,11.0,12.0,11.0,17.0,99.0,12.0,18.0,46.0,0,1,Boston,36.0,5.0,14.0,22.0,4.0,33.0,74.0,17.0,21.0,88.0,6.0,9.0,18.0,18.0,Milwaukee,11/2/2012_Boston_Milwaukee
5.0,14.0,22.0,4.0,33.0,74.0,17.0,21.0,6.0,18.0,88.0,9.0,18.0,36.0,1,0,Milwaukee,46.0,8.0,18.0,26.0,5.0,40.0,86.0,11.0,12.0,99.0,11.0,12.0,17.0,18.0,Boston,11/2/2012_Boston_Milwaukee
7.0,26.0,19.0,5.0,33.0,83.0,16.0,27.0,14.0,16.0,89.0,5.0,17.0,52.0,0,0,Charlotte,41.0,7.0,19.0,18.0,9.0,31.0,85.0,21.0,24.0,90.0,10.0,10.0,22.0,10.0,Indiana,11/2/2012_Charlotte_Indiana
7.0,19.0,18.0,9.0,31.0,85.0,21.0,24.0,10.0,22.0,90.0,10.0,10.0,41.0,1,1,Indiana,52.0,7.0,26.0,19.0,5.0,33.0,83.0,16.0,27.0,89.0,14.0,5.0,16.0,17.0,Charlotte,11/2/2012_Charlotte_Indiana
4.0,10.0,34.0,4.0,44.0,69.0,23.0,30.0,5.0,21.0,115.0,7.0,17.0,41.0,0,1,Cleveland,33.0,8.0,20.0,23.0,1.0,32.0,79.0,14.0,27.0,86.0,11.0,7.0,25.0,17.0,Chicago,11/2/2012_Cleveland_Chicago
8.0,20.0,23.0,1.0,32.0,79.0,14.0,27.0,11.0,25.0,86.0,7.0,17.0,33.0,1,0,Chicago,41.0,4.0,10.0,34.0,4.0,44.0,69.0,23.0,30.0,115.0,5.0,7.0,21.0,17.0,Cleveland,11/2/2012_Cleveland_Chicago
6.0,13.0,22.0,4.0,35.0,77.0,28.0,34.0,9.0,22.0,104.0,9.0,13.0,40.0,0,1,Golden State,36.0,10.0,20.0,21.0,5.0,36.0,80.0,12.0,17.0,94.0,9.0,5.0,24.0,18.0,Memphis,11/2/2012_Golden State_Memphis
10.0,20.0,21.0,5.0,36.0,80.0,12.0,17.0,9.0,24.0,94.0,5.0,18.0,36.0,1,0,Memphis,40.0,6.0,13.0,22.0,4.0,35.0,77.0,28.0,34.0,104.0,9.0,9.0,22.0,13.0,Golden State,11/2/2012_Golden State_Memphis
8.0,22.0,24.0,4.0,38.0,84.0,21.0,27.0,9.0,26.0,105.0,12.0,11.0,37.0,0,1,LA Lakers,38.0,7.0,16.0,15.0,7.0,34.0,68.0,20.0,28.0,95.0,7.0,7.0,23.0,20.0,LA Clippers,11/2/2012_LA Lakers_LA Clippers
7.0,16.0,15.0,7.0,34.0,68.0,20.0,28.0,7.0,23.0,95.0,7.0,20.0,38.0,1,0,LA Clippers,37.0,8.0,22.0,24.0,4.0,38.0,84.0,21.0,27.0,105.0,9.0,12.0,26.0,11.0,LA Lakers,11/2/2012_LA Lakers_LA Clippers
3.0,16.0,17.0,4.0,32.0,89.0,13.0,16.0,11.0,34.0,80.0,7.0,11.0,43.0,0,0,Minnesota,53.0,2.0,17.0,17.0,10.0,32.0,87.0,26.0,36.0,92.0,17.0,4.0,17.0,11.0,Sacramento,11/2/2012_Minnesota_Sacramento
2.0,17.0,17.0,10.0,32.0,87.0,26.0,36.0,17.0,17.0,92.0,4.0,11.0,53.0,1,1,Sacramento,43.0,3.0,16.0,17.0,4.0,32.0,89.0,13.0,16.0,80.0,11.0,7.0,34.0,11.0,Minnesota,11/2/2012_Minnesota_Sacramento
10.0,28.0,19.0,6.0,35.0,85.0,6.0,12.0,16.0,21.0,86.0,7.0,14.0,44.0,0,0,New Orleans,42.0,5.0,14.0,23.0,4.0,37.0,81.0,9.0,14.0,88.0,12.0,7.0,16.0,12.0,Utah,11/2/2012_New Orleans_Utah
5.0,14.0,23.0,4.0,37.0,81.0,9.0,14.0,12.0,16.0,88.0,7.0,12.0,42.0,1,1,Utah,44.0,10.0,28.0,19.0,6.0,35.0,85.0,6.0,12.0,86.0,16.0,7.0,21.0,14.0,New Orleans,11/2/2012_New Orleans_Utah
7.0,20.0,18.0,5.0,33.0,71.0,11.0,13.0,7.0,18.0,84.0,4.0,21.0,41.0,0,0,New York,41.0,19.0,36.0,27.0,0.0,36.0,84.0,13.0,15.0,104.0,13.0,10.0,22.0,12.0,Miami,11/2/2012_New York_Miami
19.0,36.0,27.0,0.0,36.0,84.0,13.0,15.0,13.0,22.0,104.0,10.0,12.0,41.0,1,1,Miami,41.0,7.0,20.0,18.0,5.0,33.0,71.0,11.0,13.0,84.0,7.0,4.0,18.0,21.0,New York,11/2/2012_New York_Miami
9.0,26.0,17.0,0.0,32.0,89.0,19.0,24.0,11.0,25.0,92.0,4.0,11.0,44.0,0,0,Oklahoma City,47.0,5.0,9.0,18.0,10.0,39.0,76.0,23.0,32.0,106.0,8.0,2.0,22.0,12.0,Portland,11/2/2012_Oklahoma City_Portland
5.0,9.0,18.0,10.0,39.0,76.0,23.0,32.0,8.0,22.0,106.0,2.0,12.0,47.0,1,1,Portland,44.0,9.0,26.0,17.0,0.0,32.0,89.0,19.0,24.0,92.0,11.0,4.0,25.0,11.0,Oklahoma City,11/2/2012_Oklahoma City_Portland
7.0,26.0,22.0,5.0,32.0,84.0,18.0,27.0,15.0,17.0,89.0,5.0,14.0,45.0,0,0,Orlando,46.0,5.0,15.0,24.0,8.0,42.0,86.0,13.0,18.0,102.0,11.0,8.0,24.0,11.0,Denver,11/2/2012_Orlando_Denver
5.0,15.0,24.0,8.0,42.0,86.0,13.0,18.0,11.0,24.0,102.0,8.0,11.0,46.0,1,1,Denver,45.0,7.0,26.0,22.0,5.0,32.0,84.0,18.0,27.0,89.0,15.0,5.0,17.0,14.0,Orlando,11/2/2012_Orlando_Denver
4.0,13.0,20.0,5.0,37.0,90.0,11.0,19.0,10.0,19.0,89.0,2.0,9.0,39.0,0,0,Phoenix,52.0,2.0,11.0,15.0,5.0,40.0,92.0,10.0,14.0,92.0,15.0,6.0,20.0,12.0,Detroit,11/2/2012_Phoenix_Detroit
2.0,11.0,15.0,5.0,40.0,92.0,10.0,14.0,15.0,20.0,92.0,6.0,12.0,52.0,1,1,Detroit,39.0,4.0,13.0,20.0,5.0,37.0,90.0,11.0,19.0,89.0,10.0,2.0,19.0,9.0,Phoenix,11/2/2012_Phoenix_Detroit
7.0,18.0,23.0,5.0,37.0,82.0,19.0,25.0,10.0,31.0,100.0,8.0,14.0,37.0,0,0,Brooklyn,41.0,6.0,15.0,20.0,5.0,37.0,81.0,27.0,37.0,107.0,9.0,6.0,19.0,17.0,Toronto,11/3/2012_Brooklyn_Toronto
6.0,15.0,20.0,5.0,37.0,81.0,27.0,37.0,9.0,19.0,107.0,6.0,17.0,41.0,1,1,Toronto,37.0,7.0,18.0,23.0,5.0,37.0,82.0,19.0,25.0,100.0,10.0,8.0,31.0,14.0,Brooklyn,11/3/2012_Brooklyn_Toronto
5.0,18.0,13.0,9.0,32.0,75.0,20.0,23.0,9.0,21.0,89.0,7.0,16.0,44.0,0,1,Chicago,41.0,3.0,17.0,21.0,6.0,29.0,88.0,21.0,25.0,82.0,15.0,11.0,20.0,12.0,New Orleans,11/3/2012_Chicago_New Orleans
3.0,17.0,21.0,6.0,29.0,88.0,21.0,25.0,15.0,20.0,82.0,11.0,12.0,41.0,1,0,New Orleans,44.0,5.0,18.0,13.0,9.0,32.0,75.0,20.0,23.0,89.0,9.0,7.0,21.0,16.0,Chicago,11/3/2012_Chicago_New Orleans
3.0,17.0,19.0,2.0,39.0,91.0,18.0,24.0,15.0,14.0,99.0,13.0,10.0,38.0,0,0,Dallas,43.0,16.0,25.0,31.0,7.0,49.0,80.0,12.0,15.0,126.0,8.0,6.0,23.0,22.0,Charlotte,11/3/2012_Dallas_Charlotte
16.0,25.0,31.0,7.0,49.0,80.0,12.0,15.0,8.0,23.0,126.0,6.0,22.0,43.0,1,1,Charlotte,38.0,3.0,17.0,19.0,2.0,39.0,91.0,18.0,24.0,99.0,15.0,13.0,14.0,10.0,Dallas,11/3/2012_Dallas_Charlotte
10.0,24.0,28.0,8.0,39.0,93.0,7.0,12.0,10.0,18.0,95.0,11.0,16.0,53.0,0,1,Houston,56.0,5.0,26.0,19.0,4.0,34.0,96.0,12.0,18.0,85.0,16.0,12.0,16.0,18.0,Portland,11/3/2012_Houston_Portland
5.0,26.0,19.0,4.0,34.0,96.0,12.0,18.0,16.0,16.0,85.0,12.0,18.0,56.0,1,0,Portland,53.0,10.0,24.0,28.0,8.0,39.0,93.0,7.0,12.0,95.0,10.0,11.0,18.0,16.0,Houston,11/3/2012_Houston_Portland
8.0,22.0,19.0,13.0,37.0,102.0,16.0,20.0,16.0,26.0,98.0,15.0,16.0,47.0,0,0,Indiana,67.0,4.0,22.0,16.0,14.0,39.0,99.0,24.0,27.0,106.0,21.0,10.0,19.0,21.0,Sacramento,11/3/2012_Indiana_Sacramento
4.0,22.0,16.0,14.0,39.0,99.0,24.0,27.0,21.0,19.0,106.0,10.0,21.0,67.0,1,1,Sacramento,47.0,8.0,22.0,19.0,13.0,37.0,102.0,16.0,20.0,98.0,16.0,15.0,26.0,16.0,Indiana,11/3/2012_Indiana_Sacramento
4.0,16.0,22.0,2.0,41.0,84.0,28.0,39.0,16.0,34.0,114.0,7.0,13.0,48.0,0,1,LA Clippers,33.0,10.0,21.0,21.0,5.0,30.0,70.0,40.0,52.0,110.0,7.0,6.0,31.0,16.0,Golden State,11/3/2012_LA Clippers_Golden State
10.0,21.0,21.0,5.0,30.0,70.0,40.0,52.0,7.0,31.0,110.0,6.0,16.0,33.0,1,0,Golden State,48.0,4.0,16.0,22.0,2.0,41.0,84.0,28.0,39.0,114.0,16.0,7.0,34.0,13.0,LA Clippers,11/3/2012_LA Clippers_Golden State
5.0,21.0,13.0,3.0,49.0,95.0,13.0,20.0,18.0,21.0,116.0,5.0,13.0,47.0,0,0,Miami,32.0,10.0,25.0,26.0,8.0,43.0,83.0,23.0,27.0,119.0,7.0,9.0,16.0,8.0,Denver,11/3/2012_Miami_Denver
10.0,25.0,26.0,8.0,43.0,83.0,23.0,27.0,7.0,16.0,119.0,9.0,8.0,32.0,1,1,Denver,47.0,5.0,21.0,13.0,3.0,49.0,95.0,13.0,20.0,116.0,18.0,5.0,21.0,13.0,Miami,11/3/2012_Miami_Denver
6.0,16.0,19.0,0.0,39.0,83.0,18.0,29.0,9.0,21.0,102.0,9.0,15.0,42.0,0,0,Milwaukee,37.0,9.0,24.0,32.0,9.0,41.0,79.0,14.0,21.0,105.0,3.0,8.0,18.0,15.0,Cleveland,11/3/2012_Milwaukee_Cleveland
9.0,24.0,32.0,9.0,41.0,79.0,14.0,21.0,3.0,18.0,105.0,8.0,15.0,37.0,1,1,Cleveland,42.0,6.0,16.0,19.0,0.0,39.0,83.0,18.0,29.0,102.0,9.0,9.0,21.0,15.0,Milwaukee,11/3/2012_Milwaukee_Cleveland
5.0,13.0,17.0,7.0,38.0,77.0,19.0,22.0,9.0,22.0,100.0,11.0,16.0,32.0,0,0,San Antonio,33.0,7.0,13.0,29.0,6.0,42.0,74.0,19.0,23.0,110.0,7.0,8.0,18.0,18.0,Utah,11/3/2012_San Antonio_Utah
7.0,13.0,29.0,6.0,42.0,74.0,19.0,23.0,7.0,18.0,110.0,8.0,18.0,33.0,1,1,Utah,32.0,5.0,13.0,17.0,7.0,38.0,77.0,19.0,22.0,100.0,9.0,11.0,22.0,16.0,San Antonio,11/3/2012_San Antonio_Utah
8.0,21.0,24.0,4.0,36.0,84.0,9.0,13.0,6.0,12.0,89.0,8.0,9.0,35.0,0,1,Washington,46.0,6.0,20.0,20.0,4.0,34.0,78.0,12.0,17.0,86.0,7.0,7.0,14.0,15.0,Boston,11/3/2012_Washington_Boston
6.0,20.0,20.0,4.0,34.0,78.0,12.0,17.0,7.0,14.0,86.0,7.0,15.0,46.0,1,0,Boston,35.0,8.0,21.0,24.0,4.0,36.0,84.0,9.0,13.0,89.0,6.0,8.0,12.0,9.0,Washington,11/3/2012_Washington_Boston
4.0,13.0,19.0,5.0,28.0,79.0,19.0,23.0,13.0,20.0,79.0,5.0,16.0,33.0,0,0,LA Lakers,46.0,10.0,22.0,27.0,8.0,40.0,77.0,18.0,26.0,108.0,16.0,11.0,20.0,15.0,Detroit,11/4/2012_LA Lakers_Detroit
10.0,22.0,27.0,8.0,40.0,77.0,18.0,26.0,16.0,20.0,108.0,11.0,15.0,46.0,1,1,Detroit,33.0,4.0,13.0,19.0,5.0,28.0,79.0,19.0,23.0,79.0,13.0,5.0,20.0,16.0,LA Lakers,11/4/2012_LA Lakers_Detroit
8.0,17.0,14.0,2.0,34.0,79.0,8.0,10.0,10.0,18.0,84.0,8.0,18.0,41.0,0,0,New York,39.0,11.0,27.0,18.0,5.0,39.0,77.0,11.0,18.0,100.0,8.0,12.0,10.0,14.0,Philadelphia,11/4/2012_New York_Philadelphia
11.0,27.0,18.0,5.0,39.0,77.0,11.0,18.0,8.0,10.0,100.0,12.0,14.0,39.0,1,1,Philadelphia,41.0,8.0,17.0,14.0,2.0,34.0,79.0,8.0,10.0,84.0,10.0,8.0,18.0,18.0,New York,11/4/2012_New York_Philadelphia
8.0,25.0,20.0,1.0,41.0,83.0,14.0,20.0,12.0,20.0,104.0,12.0,10.0,38.0,0,1,Oklahoma City,37.0,9.0,22.0,27.0,9.0,33.0,71.0,20.0,22.0,95.0,7.0,4.0,21.0,20.0,Atlanta,11/4/2012_Oklahoma City_Atlanta
9.0,22.0,27.0,9.0,33.0,71.0,20.0,22.0,7.0,21.0,95.0,4.0,20.0,37.0,1,0,Atlanta,38.0,8.0,25.0,20.0,1.0,41.0,83.0,14.0,20.0,104.0,12.0,12.0,20.0,10.0,Oklahoma City,11/4/2012_Oklahoma City_Atlanta
5.0,19.0,19.0,10.0,39.0,91.0,11.0,18.0,17.0,17.0,94.0,3.0,16.0,45.0,0,0,Orlando,46.0,9.0,11.0,26.0,1.0,45.0,92.0,16.0,19.0,115.0,13.0,7.0,17.0,10.0,Phoenix,11/4/2012_Orlando_Phoenix
9.0,11.0,26.0,1.0,45.0,92.0,16.0,19.0,13.0,17.0,115.0,7.0,10.0,46.0,1,1,Phoenix,45.0,5.0,19.0,19.0,10.0,39.0,91.0,11.0,18.0,94.0,17.0,3.0,17.0,16.0,Orlando,11/4/2012_Orlando_Phoenix
6.0,16.0,18.0,8.0,29.0,64.0,22.0,31.0,8.0,17.0,86.0,8.0,24.0,36.0,0,0,Toronto,39.0,10.0,21.0,18.0,3.0,40.0,90.0,15.0,17.0,105.0,16.0,9.0,24.0,11.0,Minnesota,11/4/2012_Toronto_Minnesota
10.0,21.0,18.0,3.0,40.0,90.0,15.0,17.0,16.0,24.0,105.0,9.0,11.0,39.0,1,1,Minnesota,36.0,6.0,16.0,18.0,8.0,29.0,64.0,22.0,31.0,86.0,8.0,8.0,17.0,24.0,Toronto,11/4/2012_Toronto_Minnesota
7.0,20.0,30.0,7.0,44.0,88.0,12.0,15.0,16.0,18.0,107.0,9.0,11.0,45.0,0,1,Brooklyn,29.0,13.0,23.0,24.0,4.0,35.0,73.0,13.0,18.0,96.0,8.0,7.0,17.0,13.0,Minnesota,11/5/2012_Brooklyn_Minnesota
13.0,23.0,24.0,4.0,35.0,73.0,13.0,18.0,8.0,17.0,96.0,7.0,13.0,29.0,1,0,Minnesota,45.0,7.0,20.0,30.0,7.0,44.0,88.0,12.0,15.0,107.0,16.0,9.0,18.0,11.0,Brooklyn,11/5/2012_Brooklyn_Minnesota
5.0,22.0,13.0,3.0,36.0,93.0,14.0,18.0,23.0,13.0,91.0,5.0,13.0,48.0,0,0,Dallas,37.0,10.0,20.0,29.0,5.0,48.0,78.0,8.0,13.0,114.0,2.0,12.0,15.0,9.0,Portland,11/5/2012_Dallas_Portland
10.0,20.0,29.0,5.0,48.0,78.0,8.0,13.0,2.0,15.0,114.0,12.0,9.0,37.0,1,1,Portland,48.0,5.0,22.0,13.0,3.0,36.0,93.0,14.0,18.0,91.0,23.0,5.0,13.0,13.0,Dallas,11/5/2012_Dallas_Portland
14.0,29.0,24.0,2.0,40.0,92.0,14.0,22.0,18.0,18.0,108.0,12.0,17.0,43.0,0,1,LA Clippers,38.0,9.0,25.0,23.0,13.0,39.0,74.0,14.0,16.0,101.0,9.0,7.0,24.0,25.0,Cleveland,11/5/2012_LA Clippers_Cleveland
9.0,25.0,23.0,13.0,39.0,74.0,14.0,16.0,9.0,24.0,101.0,7.0,25.0,38.0,1,0,Cleveland,43.0,14.0,29.0,24.0,2.0,40.0,92.0,14.0,22.0,108.0,18.0,12.0,18.0,17.0,LA Clippers,11/5/2012_LA Clippers_Cleveland
5.0,15.0,20.0,8.0,40.0,90.0,9.0,13.0,11.0,22.0,94.0,8.0,14.0,42.0,0,0,Memphis,51.0,5.0,14.0,21.0,10.0,38.0,91.0,22.0,25.0,103.0,14.0,9.0,17.0,11.0,Utah,11/5/2012_Memphis_Utah
5.0,14.0,21.0,10.0,38.0,91.0,22.0,25.0,14.0,17.0,103.0,9.0,11.0,51.0,1,1,Utah,42.0,5.0,15.0,20.0,8.0,40.0,90.0,9.0,13.0,94.0,11.0,8.0,22.0,14.0,Memphis,11/5/2012_Memphis_Utah
7.0,21.0,22.0,7.0,35.0,88.0,22.0,29.0,10.0,19.0,99.0,11.0,11.0,38.0,0,0,Miami,49.0,15.0,26.0,33.0,4.0,47.0,86.0,15.0,19.0,124.0,7.0,7.0,22.0,15.0,Phoenix,11/5/2012_Miami_Phoenix
15.0,26.0,33.0,4.0,47.0,86.0,15.0,19.0,7.0,22.0,124.0,7.0,15.0,49.0,1,1,Phoenix,38.0,7.0,21.0,22.0,7.0,35.0,88.0,22.0,29.0,99.0,10.0,11.0,19.0,11.0,Miami,11/5/2012_Miami_Phoenix
13.0,32.0,24.0,5.0,39.0,84.0,19.0,19.0,9.0,17.0,110.0,7.0,7.0,44.0,0,1,Philadelphia,54.0,8.0,22.0,19.0,2.0,29.0,86.0,22.0,26.0,88.0,19.0,3.0,19.0,13.0,New York,11/5/2012_Philadelphia_New York
8.0,22.0,19.0,2.0,29.0,86.0,22.0,26.0,19.0,19.0,88.0,3.0,13.0,54.0,1,0,New York,44.0,13.0,32.0,24.0,5.0,39.0,84.0,19.0,19.0,110.0,9.0,7.0,17.0,7.0,Philadelphia,11/5/2012_Philadelphia_New York
6.0,21.0,21.0,2.0,31.0,78.0,24.0,28.0,7.0,17.0,92.0,5.0,13.0,38.0,0,0,Sacramento,43.0,4.0,19.0,13.0,5.0,37.0,81.0,16.0,23.0,94.0,10.0,7.0,25.0,13.0,Golden State,11/5/2012_Sacramento_Golden State
4.0,19.0,13.0,5.0,37.0,81.0,16.0,23.0,10.0,25.0,94.0,7.0,13.0,43.0,1,1,Golden State,38.0,6.0,21.0,21.0,2.0,31.0,78.0,24.0,28.0,92.0,7.0,5.0,17.0,13.0,Sacramento,11/5/2012_Sacramento_Golden State
