3P_x,3PA_x,AST_x,BLK_x,FG_x,FGA_x,FT_x,FTA_x,ORB_x,DRB_x,PF_x,PTS_x,STL_x,TOV_x,TRB_x,Team_Win_x,opp_TRB_x,opp_3P_x,opp_3PA_x,opp_AST_x,opp_BLK_x,opp_FG_x,opp_FGA_x,opp_FT_x,opp_FTA_x,opp_PTS_x,opp_ORB_x,opp_DRB_x,opp_STL_x,opp_PF_x,opp_TOV_x,total_PTS_x,is_Home_x,Team_x,Game_Id,Date_x,Days_Since_x,game_Location_x,team_location_x,distance_From_Home_x,game_time_zone_x,team_time_zone_x,game_hour (et)_x,time_zone_diff_x,last_loc_x,distance_From_Last_Game_x,last_time_zone_x,time_zone_change_x,game_number_x,result_x,played_yesterday_x,played_diff_loc_yesterday_x,back_to_back_road_games_x,first_x,3P_y,3PA_y,AST_y,BLK_y,FG_y,FGA_y,FT_y,FTA_y,ORB_y,DRB_y,PF_y,PTS_y,STL_y,TOV_y,TRB_y,Team_Win_y,opp_TRB_y,opp_3P_y,opp_3PA_y,opp_AST_y,opp_BLK_y,opp_FG_y,opp_FGA_y,opp_FT_y,opp_FTA_y,opp_PTS_y,opp_ORB_y,opp_DRB_y,opp_STL_y,opp_PF_y,opp_TOV_y,total_PTS_y,is_Home_y,Team_y,Date_y,Days_Since_y,game_Location_y,team_location_y,distance_From_Home_y,game_time_zone_y,team_time_zone_y,game_hour (et)_y,time_zone_diff_y,last_loc_y,distance_From_Last_Game_y,last_time_zone_y,time_zone_change_y,game_number_y,result_y,played_yesterday_y,played_diff_loc_yesterday_y,back_to_back_road_games_y,first_y
6.44927536232,18.8695652174,24.4202898551,6.57971014493,40.8260869565,85.4347826087,17.9710144928,25.8550724638,13.4057971014,31.7971014493,20.6376811594,106.072463768,9.23188405797,14.6376811594,45.2028985507,1,41.6086956522,8.30434782609,22.8985507246,23.231884058,6.73913043478,37.884057971,85.4782608696,17.0724637681,23.0434782609,101.144927536,12.2608695652,29.347826087,8.11594202899,21.7536231884,15.1739130435,207.217391304,0,Denver,3/19/2013_Oklahoma City_Denver,2013-03-19,2.0,Oklahoma City,Denver,1094,2,1,21,1,Chicago,1278.0,2.0,0.0,69,10.0,True,True,True,0,7.45588235294,19.4852941176,21.75,7.48529411765,38.25,79.1323529412,22.7058823529,27.3970588235,10.3235294118,33.0441176471,20.2941176471,106.661764706,8.33823529412,15.1029411765,43.3676470588,0,40.2794117647,7.42647058824,21.3088235294,20.8235294118,4.04411764706,36.4558823529,84.9411764706,17.1176470588,21.9558823529,97.4558823529,11.9264705882,28.3529411765,8.45588235294,21.1470588235,14.4558823529,204.117647059,1,Oklahoma City,2013-03-19,1.0,Oklahoma City,Oklahoma City,0,2,2,22,0,Dallas,333.0,2.0,0.0,68,-10.0,False,False,False,1
6.42253521127,18.6901408451,24.338028169,6.60563380282,40.7183098592,85.2957746479,18.0704225352,25.9577464789,13.3661971831,31.6901408451,20.5915492958,105.929577465,9.2676056338,14.7042253521,45.0563380282,1,41.4225352113,8.28169014085,22.9014084507,23.2957746479,6.76056338028,37.9718309859,85.3802816901,16.8169014085,22.7887323944,101.042253521,12.1549295775,29.2676056338,8.14084507042,21.8169014085,15.2535211268,206.971830986,1,Denver,3/23/2013_Denver_Sacramento,2013-03-23,2.0,Denver,Denver,0,1,1,20,0,Denver,0.0,1.0,0.0,71,6.0,False,False,False,0,7.31428571429,19.9571428571,20.7285714286,4.27142857143,37.3571428571,83.6428571429,17.6,22.8857142857,11.3857142857,28.9142857143,21.2714285714,99.6285714286,8.31428571429,14.1571428571,40.3,0,43.5714285714,7.62857142857,21.4428571429,24.8285714286,6.25714285714,38.9,82.8857142857,19.2142857143,24.4285714286,104.642857143,11.9142857143,31.6571428571,7.48571428571,20.1142857143,14.3714285714,204.271428571,0,Sacramento,2013-03-23,2.0,Denver,Sacramento,1879,1,0,20,1,Sacramento,1879.0,0.0,1.0,70,-6.0,False,False,False,1
6.40277777778,18.6527777778,24.1944444444,6.58333333333,40.5,85.0277777778,18.25,26.1388888889,13.3333333333,31.5416666667,20.5138888889,105.652777778,9.25,14.6805555556,44.875,0,41.4722222222,8.36111111111,22.9305555556,23.3888888889,6.80555555556,38.0138888889,85.375,16.7777777778,22.6805555556,101.166666667,12.2222222222,29.25,8.13888888889,21.8472222222,15.2083333333,206.819444444,0,Denver,3/25/2013_New Orleans_Denver,2013-03-25,3.0,New Orleans,Denver,2088,2,1,13,1,Denver,2088.0,1.0,1.0,72,-24.0,False,False,False,0,6.67605633803,18.1549295775,21.2816901408,5.6338028169,36.2676056338,80.4788732394,14.8873239437,19.1830985915,11.7746478873,29.676056338,20.3661971831,94.0985915493,6.3661971831,13.5633802817,41.4507042254,1,39.6478873239,7.52112676056,20.2816901408,23.1408450704,6.05633802817,36.5915492958,78.3943661972,16.676056338,22.0281690141,97.3802816901,10.4788732394,29.1690140845,7.83098591549,18.2676056338,12.7605633803,191.478873239,1,New Orleans,2013-03-25,2.0,New Orleans,New Orleans,0,2,2,13,0,New Orleans,0.0,2.0,0.0,71,24.0,False,False,False,1
6.31506849315,18.5342465753,24.2191780822,6.53424657534,40.5205479452,85.0684931507,18.2054794521,26.0136986301,13.3424657534,31.4794520548,20.5616438356,105.561643836,9.23287671233,14.6849315068,44.8219178082,0,41.4246575342,8.38356164384,22.8219178082,23.3424657534,6.82191780822,37.9726027397,85.2465753425,16.8219178082,22.7397260274,101.150684932,12.2054794521,29.2191780822,8.12328767123,21.7808219178,15.2465753425,206.712328767,0,Denver,3/27/2013_San Antonio_Denver,2013-03-27,3.0,San Antonio,Denver,1501,2,1,22,1,New Orleans,874.0,2.0,0.0,73,-1.0,False,False,False,0,8.30985915493,21.676056338,25.1267605634,5.3661971831,39.4788732394,81.1830985915,16.985915493,21.4929577465,8.0,33.0,17.4366197183,104.253521127,8.61971830986,14.2676056338,41.0,1,42.2957746479,6.01408450704,17.6478873239,21.1549295775,4.74647887324,37.5211267606,85.0422535211,15.3943661972,20.1549295775,96.4507042254,11.2957746479,31.0,8.0985915493,19.3943661972,14.4788732394,200.704225352,1,San Antonio,2013-03-27,2.0,San Antonio,San Antonio,0,2,2,22,0,Houston,318.0,2.0,0.0,71,1.0,False,False,False,1
6.28378378378,18.472972973,24.2027027027,6.51351351351,40.5405405405,84.9189189189,18.2432432432,26.0810810811,13.2702702703,31.3918918919,20.6621621622,105.608108108,9.27027027027,14.6486486486,44.6621621622,1,41.527027027,8.33783783784,22.7837837838,23.2702702703,6.81081081081,37.8918918919,85.1621621622,16.8378378378,22.9189189189,100.959459459,12.3648648649,29.1621621622,8.10810810811,21.7837837838,15.2972972973,206.567567568,1,Denver,3/29/2013_Denver_Brooklyn,2013-03-29,2.0,Denver,Denver,0,1,1,18,0,San Antonio,1501.0,2.0,-1.0,74,22.0,False,False,False,0,7.66666666667,21.5138888889,20.2222222222,4.72222222222,35.4583333333,79.5972222222,17.4027777778,23.7638888889,12.7777777778,30.0555555556,18.0833333333,95.9861111111,7.15277777778,13.9027777778,42.8333333333,0,39.125,6.40277777778,17.5555555556,21.5416666667,4.81944444444,37.3888888889,80.6111111111,13.5555555556,18.6527777778,94.7361111111,10.6666666667,28.4583333333,7.43055555556,21.3333333333,12.8333333333,190.722222222,0,Brooklyn,2013-03-29,2.0,Denver,Brooklyn,2869,1,3,15,-2,Portland,2003.0,0.0,1.0,72,-22.0,False,False,False,1
6.29333333333,18.4666666667,24.1733333333,6.53333333333,40.5466666667,84.76,18.32,26.16,13.2,31.4266666667,20.64,105.706666667,9.24,14.64,44.6266666667,1,41.4133333333,8.30666666667,22.7466666667,23.2933333333,6.77333333333,37.9066666667,85.1466666667,16.7733333333,22.8533333333,100.893333333,12.3066666667,29.1066666667,8.09333333333,21.7733333333,15.2133333333,206.6,0,Denver,4/3/2013_Utah_Denver,2013-04-03,2.0,Salt Lake City,Denver,838,1,1,20,0,Denver,838.0,1.0,0.0,75,17.0,False,False,False,0,6.10526315789,16.7763157895,22.6447368421,6.32894736842,37.2763157895,82.0921052632,17.9342105263,23.4868421053,12.3026315789,29.8289473684,21.5394736842,98.5921052632,8.40789473684,14.1842105263,42.1315789474,0,40.7105263158,6.94736842105,18.5657894737,20.6973684211,5.94736842105,36.8684210526,80.0131578947,18.2105263158,24.1842105263,98.8947368421,11.0394736842,29.6710526316,7.78947368421,20.4736842105,14.2631578947,197.486842105,1,Utah,2013-04-03,5.0,Salt Lake City,Salt Lake City,0,1,1,21,0,Salt Lake City,0.0,1.0,0.0,76,-17.0,False,False,False,1
6.35064935065,18.5324675325,24.3506493506,6.49350649351,40.6493506494,85.0,18.2597402597,26.1428571429,13.2597402597,31.4545454545,20.6363636364,105.909090909,9.24675324675,14.4805194805,44.7142857143,1,41.4025974026,8.32467532468,22.8311688312,23.4155844156,6.81818181818,37.961038961,85.1558441558,16.7272727273,22.8051948052,100.974025974,12.2467532468,29.1558441558,8.02597402597,21.8051948052,15.1818181818,206.883116883,1,Denver,4/6/2013_Denver_Houston,2013-04-06,1.0,Denver,Denver,0,1,1,15,0,Denver,0.0,1.0,0.0,77,18.0,False,False,False,0,10.6233766234,28.8051948052,23.3116883117,4.14285714286,38.1948051948,82.6363636364,19.2337662338,25.5064935065,11.1168831169,32.1428571429,20.1818181818,106.246753247,8.33766233766,15.7922077922,43.2597402597,0,41.3506493506,8.1038961039,21.9350649351,22.5454545455,5.97402597403,38.9350649351,85.1038961039,16.6883116883,21.4285714286,102.662337662,10.5194805195,30.8311688312,8.4025974026,20.4545454545,14.3116883117,208.909090909,0,Houston,2013-04-06,2.0,Denver,Houston,1656,1,2,21,-1,Portland,2003.0,0.0,1.0,77,-18.0,True,True,True,1
6.34615384615,18.4871794872,24.3717948718,6.52564102564,40.6282051282,85.0128205128,18.1794871795,26.0769230769,13.2948717949,31.5256410256,20.5769230769,105.782051282,9.23076923077,14.5128205128,44.8205128205,1,41.4230769231,8.26923076923,22.8076923077,23.4230769231,6.80769230769,37.9230769231,85.1794871795,16.6666666667,22.7307692308,100.782051282,12.2435897436,29.1794871795,8.05128205128,21.7435897436,15.1538461538,206.564102564,1,Denver,4/10/2013_Denver_San Antonio,2013-04-10,4.0,Denver,Denver,0,1,1,22,0,Denver,0.0,1.0,0.0,78,10.0,False,False,False,0,8.15384615385,21.6282051282,25.0641025641,5.42307692308,39.1923076923,81.1794871795,16.7051282051,21.1538461538,8.17948717949,33.1153846154,17.3076923077,103.243589744,8.44871794872,14.141025641,41.2948717949,0,42.2948717949,6.12820512821,17.6282051282,21.2820512821,4.9358974359,37.4487179487,84.7435897436,15.2179487179,19.9871794872,96.2435897436,11.1538461538,31.141025641,8.15384615385,19.2435897436,14.2435897436,199.487179487,0,San Antonio,2013-04-10,4.0,Denver,San Antonio,1501,1,2,20,-1,San Antonio,1501.0,2.0,-1.0,78,-10.0,False,False,False,1
6.3875,18.6,24.4125,6.5,40.6625,85.0625,18.2125,26.025,13.2375,31.525,20.5625,105.925,9.3625,14.65,44.7625,1,41.5,8.35,22.925,23.525,6.7875,37.9875,85.2625,16.65,22.725,100.975,12.275,29.225,8.0,21.6625,15.275,206.9,1,Denver,4/14/2013_Denver_Portland,2013-04-14,2.0,Denver,Denver,0,1,1,19,0,Dallas,1278.0,2.0,-1.0,80,9.0,False,False,False,0,8.25,23.3875,21.85,4.35,36.8,82.0,16.025,20.6375,10.7875,30.125,18.6125,97.875,6.625,14.2125,40.9125,0,42.2,6.3125,18.5375,23.6625,4.4,39.3375,82.9375,15.8,20.775,100.7875,10.9125,31.2875,8.425,18.85,12.6625,198.6625,0,Portland,2013-04-14,2.0,Denver,Portland,2003,1,0,19,1,Portland,2003.0,0.0,1.0,80,-9.0,False,False,False,1
6.38271604938,18.5432098765,24.3703703704,6.48148148148,40.6172839506,85.0617283951,18.3827160494,26.2716049383,13.2962962963,31.6296296296,20.6049382716,106.0,9.30864197531,14.6790123457,44.9259259259,1,41.5308641975,8.3950617284,23.0740740741,23.5432098765,6.77777777778,38.037037037,85.4444444444,16.6296296296,22.7283950617,101.098765432,12.3456790123,29.1851851852,8.02469135802,21.6913580247,15.2222222222,207.098765432,0,Denver,4/15/2013_Milwaukee_Denver,2013-04-15,2.0,Milwaukee,Denver,1682,2,1,19,1,Denver,1682.0,1.0,1.0,81,1.0,True,True,False,0,7.2962962963,20.2839506173,22.9382716049,6.75308641975,38.1728395062,87.8024691358,15.2839506173,20.7654320988,12.975308642,30.8765432099,19.049382716,98.9259259259,8.3950617284,13.6419753086,43.8518518519,0,46.0740740741,6.49382716049,18.4938271605,23.1728395062,4.44444444444,38.4567901235,84.6543209877,17.1111111111,22.5555555556,100.518518519,12.4197530864,33.6543209877,8.02469135802,19.1728395062,15.3703703704,199.444444444,1,Milwaukee,2013-04-15,1.0,Milwaukee,Milwaukee,0,2,2,21,0,Charlotte,1372.0,3.0,-1.0,81,-1.0,False,False,False,1
5.0,11.0,22.0,10.0,37.0,78.0,11.0,16.0,9.0,37.0,16.0,90.0,3.0,18.0,46.0,1,42.0,6.0,17.0,18.0,8.0,33.0,91.0,16.0,19.0,88.0,15.0,27.0,12.0,18.0,10.0,178.0,0,Indiana,10/31/2012_Toronto_Indiana,2012-10-31,,Toronto,Indianapolis,851,3,3,20,0,,,,,1,2.0,False,False,False,0,6.0,17.0,18.0,8.0,33.0,91.0,16.0,19.0,15.0,27.0,18.0,88.0,12.0,10.0,42.0,0,46.0,5.0,11.0,22.0,10.0,37.0,78.0,11.0,16.0,90.0,9.0,37.0,3.0,16.0,18.0,178.0,1,Toronto,2012-10-31,,Toronto,Toronto,0,3,3,21,0,,,,,1,-2.0,False,False,False,1
6.0,18.5,20.5,7.5,35.0,80.5,13.5,21.5,11.5,37.5,16.0,89.5,4.0,17.5,49.0,0,41.5,6.5,18.0,18.0,8.5,32.0,88.0,18.5,21.5,89.0,12.5,29.0,11.0,20.0,10.0,178.5,0,Indiana,11/2/2012_Charlotte_Indiana,2012-11-02,,Charlotte,Indianapolis,927,3,3,19,0,Toronto,1220.0,3.0,0.0,2,-1.0,False,False,False,0,7.0,19.0,18.0,9.0,31.0,85.0,21.0,24.0,10.0,31.0,22.0,90.0,10.0,10.0,41.0,1,52.0,7.0,26.0,19.0,5.0,33.0,83.0,16.0,27.0,89.0,14.0,38.0,5.0,16.0,17.0,179.0,1,Charlotte,2012-11-02,2.0,Charlotte,Charlotte,0,3,3,21,0,,,,,1,1.0,False,False,False,1
5.33333333333,19.6666666667,19.0,9.66666666667,36.3333333333,86.6666666667,17.0,23.3333333333,14.6666666667,40.3333333333,17.0,95.0,6.0,18.6666666667,55.0,1,43.3333333333,7.0,19.3333333333,18.3333333333,10.0,33.6666666667,92.6666666667,17.6666666667,21.0,92.0,13.6666666667,29.6666666667,12.3333333333,22.0,12.0,187.0,1,Indiana,11/3/2012_Indiana_Sacramento,2012-11-03,1.0,Indianapolis,Indianapolis,0,3,3,19,0,Charlotte,927.0,3.0,0.0,3,8.0,True,True,False,0,5.66666666667,18.3333333333,16.6666666667,7.33333333333,34.3333333333,91.6666666667,14.0,17.3333333333,12.6666666667,30.6666666667,29.6666666667,88.3333333333,10.6666666667,15.3333333333,43.3333333333,0,55.3333333333,2.66666666667,16.0,18.0,11.3333333333,34.6666666667,88.3333333333,25.0,32.0,97.0,17.3333333333,38.0,7.33333333333,18.3333333333,16.6666666667,185.333333333,0,Sacramento,2012-11-03,1.0,Indianapolis,Sacramento,3521,3,0,22,3,Minneapolis,951.0,2.0,1.0,3,-8.0,True,True,True,1
5.5,19.75,17.0,9.0,34.0,84.75,17.5,23.0,15.25,38.0,17.0,91.0,5.25,18.75,53.25,0,43.75,7.25,19.0,20.0,8.0,35.5,91.25,16.0,19.0,94.25,13.0,30.75,12.0,20.75,11.0,185.25,0,Indiana,11/5/2012_San Antonio_Indiana,2012-11-05,2.0,San Antonio,Indianapolis,1887,2,3,22,-1,Indianapolis,1887.0,3.0,-1.0,4,-22.0,False,False,False,0,6.5,17.5,25.75,5.0,39.0,80.0,14.5,19.5,8.5,31.5,19.25,99.0,9.25,13.5,40.0,1,42.75,5.5,16.75,18.0,6.25,32.25,78.25,19.5,22.5,89.5,11.75,31.0,6.75,19.75,16.5,188.5,1,San Antonio,2012-11-05,2.0,San Antonio,San Antonio,0,2,2,19,0,San Antonio,0.0,2.0,0.0,4,22.0,False,False,False,1
6.0,21.0,17.2,8.6,34.2,84.8,15.6,20.2,14.4,36.4,16.4,90.0,6.2,18.0,50.8,0,45.2,7.2,19.6,20.8,7.0,36.0,90.4,14.0,17.6,93.2,13.8,31.4,11.2,19.6,12.2,183.2,0,Indiana,11/7/2012_Atlanta_Indiana,2012-11-07,3.0,Atlanta,Indianapolis,860,3,3,19,0,San Antonio,1591.0,2.0,1.0,5,-3.0,False,False,False,0,7.33333333333,23.0,22.3333333333,2.66666666667,39.6666666667,85.0,11.6666666667,16.3333333333,12.0,29.6666666667,20.3333333333,98.3333333333,10.6666666667,13.3333333333,41.6666666667,1,45.3333333333,8.33333333333,26.0,22.3333333333,6.0,35.3333333333,82.0,17.6666666667,20.0,96.6666666667,13.6666666667,31.6666666667,7.33333333333,17.6666666667,18.6666666667,195.0,1,Atlanta,2012-11-07,2.0,Atlanta,Atlanta,0,3,3,20,0,Oklahoma City,1365.0,2.0,1.0,3,3.0,False,False,False,1
5.83333333333,20.5,17.3333333333,7.83333333333,34.6666666667,84.6666666667,15.5,19.6666666667,13.8333333333,34.6666666667,17.1666666667,90.6666666667,6.33333333333,17.1666666667,48.5,0,43.3333333333,6.33333333333,17.8333333333,21.1666666667,6.66666666667,35.8333333333,87.0,15.6666666667,19.3333333333,93.6666666667,12.3333333333,31.0,10.5,19.0,12.1666666667,184.333333333,0,Indiana,11/9/2012_Minnesota_Indiana,2012-11-09,2.0,Minneapolis,Indianapolis,951,2,3,20,-1,Atlanta,1818.0,3.0,-1.0,6,-2.0,False,False,False,0,4.8,16.4,22.0,7.8,34.8,77.0,19.8,26.4,11.8,31.0,17.2,94.2,7.8,15.4,42.8,1,37.8,6.8,18.0,18.8,4.4,34.4,83.2,14.4,17.6,90.0,11.6,26.2,7.2,23.6,13.4,184.2,1,Minnesota,2012-11-09,2.0,Minneapolis,Minneapolis,0,2,2,20,0,Minneapolis,0.0,2.0,0.0,5,2.0,False,False,False,1
6.0,19.8571428571,17.1428571429,7.28571428571,34.5714285714,84.0,15.2857142857,20.2857142857,13.8571428571,34.5714285714,16.4285714286,90.4285714286,6.0,16.4285714286,48.4285714286,1,42.8571428571,6.85714285714,18.7142857143,21.8571428571,6.42857142857,35.7142857143,85.8571428571,14.1428571429,17.5714285714,92.4285714286,11.2857142857,31.5714285714,9.71428571429,19.2857142857,12.1428571429,182.857142857,1,Indiana,11/10/2012_Indiana_Washington,2012-11-10,1.0,Indianapolis,Indianapolis,0,3,3,18,0,Minneapolis,951.0,2.0,1.0,7,4.0,True,True,False,0,7.6,24.6,24.0,5.8,34.8,84.0,10.8,14.6,10.0,31.0,21.0,88.0,8.8,15.6,41.0,0,43.8,6.4,17.0,21.8,4.8,36.0,80.4,16.2,22.4,94.6,10.0,33.8,7.8,16.6,15.6,182.6,0,Washington,2012-11-10,1.0,Indianapolis,Washington DC,928,3,3,18,0,Washington DC,928.0,3.0,0.0,5,-4.0,True,True,False,1
5.875,19.25,16.75,7.25,33.25,82.875,15.75,20.875,13.875,34.625,16.375,88.125,6.25,15.875,48.5,0,43.125,6.75,17.875,20.75,5.75,34.5,84.125,14.375,17.75,90.125,10.875,32.25,9.0,19.75,12.125,178.25,1,Indiana,11/13/2012_Indiana_Toronto,2012-11-13,1.0,Indianapolis,Indianapolis,0,3,3,20,0,Indianapolis,0.0,3.0,0.0,8,-2.0,False,False,False,0,7.625,21.25,20.0,3.625,35.375,85.875,18.5,22.75,11.75,28.875,25.0,96.875,8.75,12.625,40.625,1,44.625,7.375,17.875,21.25,7.5,35.125,77.75,23.0,30.75,100.625,10.375,34.25,7.125,19.75,16.5,197.5,0,Toronto,2012-11-13,3.0,Indianapolis,Toronto,851,3,3,19,0,Toronto,851.0,3.0,0.0,8,2.0,True,True,False,1
5.77777777778,19.3333333333,17.0,6.88888888889,32.8888888889,82.5555555556,16.2222222222,22.0,14.1111111111,34.8888888889,16.5555555556,87.7777777778,5.88888888889,16.2222222222,49.0,0,43.4444444444,6.33333333333,17.6666666667,21.1111111111,6.0,34.8888888889,84.8888888889,15.0,18.5555555556,91.1111111111,11.2222222222,32.2222222222,9.22222222222,20.0,11.4444444444,178.888888889,0,Indiana,11/14/2012_Milwaukee_Indiana,2012-11-14,2.0,Milwaukee,Indianapolis,449,2,3,20,-1,Indianapolis,449.0,3.0,-1.0,9,-14.0,True,True,False,0,6.0,18.1428571429,24.2857142857,6.71428571429,38.5714285714,84.7142857143,15.5714285714,20.2857142857,10.2857142857,32.5714285714,20.0,98.7142857143,9.57142857143,14.8571428571,42.8571428571,1,41.0,5.85714285714,17.5714285714,21.8571428571,3.42857142857,35.5714285714,79.2857142857,18.1428571429,24.5714285714,95.1428571429,9.0,32.0,8.28571428571,19.5714285714,16.4285714286,193.857142857,1,Milwaukee,2012-11-14,1.0,Milwaukee,Milwaukee,0,2,2,21,0,Philadelphia,1368.0,3.0,-1.0,7,14.0,False,False,False,1
6.0,19.0909090909,17.9090909091,6.72727272727,33.0,81.5454545455,16.0909090909,22.4545454545,13.2727272727,35.2727272727,16.5454545455,88.0909090909,6.18181818182,15.7272727273,48.5454545455,0,43.9090909091,6.0,17.9090909091,20.4545454545,5.72727272727,34.2727272727,85.0,15.5454545455,19.1818181818,90.0909090909,11.2727272727,32.6363636364,8.63636363636,19.8181818182,11.0909090909,178.181818182,0,Indiana,11/18/2012_New York_Indiana,2012-11-18,2.0,New York,Indianapolis,1140,3,3,18,0,Indianapolis,1140.0,3.0,0.0,11,-12.0,False,False,False,0,10.375,26.375,19.375,3.875,37.375,82.625,15.375,20.5,10.25,29.875,18.0,100.5,9.25,9.875,40.125,1,44.75,7.125,20.625,19.125,4.625,33.625,78.25,15.625,20.0,90.0,11.0,33.75,5.125,19.25,16.875,190.5,1,New York,2012-11-18,2.0,New York,New York,0,3,3,19,0,Memphis,1763.0,2.0,1.0,8,12.0,False,False,False,1
5.75,19.0833333333,18.0833333333,7.0,33.0833333333,80.5833333333,16.8333333333,23.0,12.8333333333,35.5,17.4166666667,88.75,6.08333333333,16.0833333333,48.3333333333,1,43.25,5.83333333333,17.8333333333,19.8333333333,5.41666666667,34.0,85.1666666667,16.1666666667,20.1666666667,90.0,11.5,31.75,8.75,20.4166666667,11.0,178.75,0,Indiana,11/19/2012_Washington_Indiana,2012-11-19,2.0,Washington DC,Indianapolis,928,3,3,19,0,New York,364.0,3.0,0.0,12,7.0,True,True,True,0,7.22222222222,23.7777777778,21.4444444444,5.66666666667,33.3333333333,84.1111111111,13.0,17.6666666667,11.8888888889,29.1111111111,22.2222222222,86.8888888889,8.55555555556,15.1111111111,41.0,0,46.1111111111,4.77777777778,15.2222222222,20.4444444444,5.66666666667,35.0,78.8888888889,19.7777777778,25.8888888889,94.5555555556,12.3333333333,33.7777777778,7.22222222222,17.5555555556,15.5555555556,181.444444444,1,Washington,2012-11-19,1.0,Washington DC,Washington DC,0,3,3,19,0,Washington DC,0.0,3.0,0.0,9,-7.0,False,False,False,1
6.46153846154,19.6923076923,18.6923076923,7.69230769231,33.6153846154,81.4615384615,17.0769230769,23.3846153846,13.1538461538,35.2307692308,17.9230769231,90.7692307692,6.07692307692,15.4615384615,48.3846153846,1,43.6153846154,5.84615384615,17.2307692308,19.6153846154,5.53846153846,34.3846153846,85.6923076923,16.6923076923,20.6923076923,91.3076923077,11.8461538462,31.7692307692,8.30769230769,20.8461538462,10.8461538462,182.076923077,1,Indiana,11/21/2012_Indiana_New Orleans,2012-11-21,1.0,Indianapolis,Indianapolis,0,3,3,21,0,Washington DC,928.0,3.0,0.0,13,8.0,False,False,False,0,6.5,17.5,21.4,5.9,34.6,78.8,17.5,21.6,10.7,30.7,19.3,93.2,5.6,13.2,41.4,0,42.7,9.6,25.4,22.1,7.2,37.3,84.2,14.5,19.9,98.7,12.5,30.2,7.0,19.8,12.1,191.9,0,New Orleans,2012-11-21,2.0,Indianapolis,New Orleans,1318,3,2,18,1,New Orleans,1318.0,2.0,1.0,10,-8.0,True,True,False,1
6.5,19.4285714286,19.2857142857,7.5,33.9285714286,82.2142857143,16.8571428571,23.2142857143,13.5714285714,34.8571428571,18.2857142857,91.2142857143,5.71428571429,15.2857142857,48.4285714286,0,43.1428571429,5.57142857143,17.2142857143,19.5714285714,5.28571428571,34.8571428571,85.5,16.9285714286,20.7857142857,92.2142857143,11.4285714286,31.7142857143,8.28571428571,20.8571428571,10.7857142857,183.428571429,1,Indiana,11/23/2012_Indiana_San Antonio,2012-11-23,2.0,Indianapolis,Indianapolis,0,3,3,22,0,Indianapolis,0.0,3.0,0.0,14,-7.0,False,False,False,0,7.15384615385,19.8461538462,24.0,4.84615384615,38.1538461538,80.1538461538,16.6923076923,21.5384615385,8.92307692308,31.0,18.6153846154,100.153846154,8.61538461538,14.3846153846,39.9230769231,1,42.3846153846,5.61538461538,16.5384615385,19.8461538462,5.76923076923,36.6923076923,82.1538461538,15.9230769231,20.9230769231,94.9230769231,11.9230769231,30.4615384615,7.76923076923,19.3846153846,14.9230769231,195.076923077,0,San Antonio,2012-11-23,2.0,Indianapolis,San Antonio,1887,3,2,20,1,Boston,1507.0,3.0,0.0,13,7.0,False,False,False,1
6.33333333333,19.4,19.1333333333,7.4,33.6,82.0,16.8666666667,23.4666666667,13.3333333333,35.2,19.2,90.4,5.93333333333,15.4,48.5333333333,1,44.0,5.6,17.9333333333,19.1333333333,5.26666666667,34.1333333333,84.8666666667,17.3333333333,22.2666666667,91.2,11.6666666667,32.3333333333,8.4,21.1333333333,11.3333333333,181.6,0,Indiana,11/27/2012_LA Lakers_Indiana,2012-11-27,3.0,Los Angeles,Indianapolis,3326,0,3,20,-3,Indianapolis,3326.0,3.0,-3.0,15,2.0,False,False,False,0,7.93333333333,22.0,20.3333333333,5.46666666667,35.0,77.1333333333,21.2,31.7333333333,12.8,33.1333333333,19.6,99.1333333333,7.66666666667,16.8,45.9333333333,0,39.7333333333,6.66666666667,19.2,21.6666666667,4.66666666667,36.8666666667,84.7333333333,15.0666666667,20.8,95.4666666667,11.0666666667,28.6666666667,9.06666666667,24.8666666667,13.6666666667,194.6,1,LA Lakers,2012-11-27,4.0,Los Angeles,Los Angeles,0,0,0,20,0,Dallas,2312.0,2.0,-2.0,15,-2.0,False,False,False,1
6.5,19.8125,19.625,7.3125,33.8125,82.1875,16.6875,23.1875,13.125,34.9375,19.1875,90.8125,6.0,15.0,48.0625,1,43.875,5.625,17.875,18.875,5.1875,34.0,84.25,17.625,22.4375,91.25,11.4375,32.4375,8.25,21.0,11.375,182.0625,0,Indiana,11/30/2012_Sacramento_Indiana,2012-11-30,3.0,Sacramento,Indianapolis,3521,0,3,22,-3,Los Angeles,618.0,0.0,0.0,16,5.0,False,False,False,0,5.86666666667,17.3333333333,18.1333333333,4.33333333333,36.8666666667,83.6666666667,14.8,20.0,11.4,28.3333333333,23.4,94.4,8.73333333333,13.7333333333,39.7333333333,0,44.0,6.86666666667,20.4666666667,22.1333333333,6.8,35.1333333333,79.1333333333,22.3333333333,28.2666666667,99.4666666667,12.2666666667,31.7333333333,7.26666666667,18.6,15.4,193.866666667,1,Sacramento,2012-11-30,3.0,Sacramento,Sacramento,0,0,0,22,0,Sacramento,0.0,0.0,0.0,15,-5.0,False,False,False,1
