,+/1,3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,minutes,name,opp_score,result,started,team_score
0,+2,2,4,1,0,4/1/2017,8,16,2,4,4/1/2017_Brooklyn_Orlando,0,Brooklyn,3,20,2,2,1,Orlando,36:50,Evan Fournier,121,loser,True,111
1,+9,4,7,5,0,4/1/2017,9,18,0,0,4/1/2017_Brooklyn_Orlando,4,Brooklyn,3,22,2,1,15,Orlando,35:26,Aaron Gordon,121,loser,True,111
2,+8,1,2,11,0,4/1/2017,6,12,7,8,4/1/2017_Brooklyn_Orlando,2,Brooklyn,0,20,1,2,11,Orlando,35:18,Elfrid Payton,121,loser,True,111
3,-2,0,3,2,0,4/1/2017,3,10,0,1,4/1/2017_Brooklyn_Orlando,0,Brooklyn,2,6,1,0,2,Orlando,33:09,Terrence Ross,121,loser,True,111
4,+10,1,2,1,1,4/1/2017,13,20,0,0,4/1/2017_Brooklyn_Orlando,4,Brooklyn,4,27,1,3,11,Orlando,32:24,Nikola Vucevic,121,loser,True,111
5,-17,1,4,0,1,4/1/2017,4,7,2,2,4/1/2017_Brooklyn_Orlando,0,Brooklyn,1,11,0,1,0,Orlando,18:29,Jodie Meeks,121,loser,False,111
6,-23,0,1,3,0,4/1/2017,0,2,0,0,4/1/2017_Brooklyn_Orlando,1,Brooklyn,1,0,1,1,1,Orlando,17:04,Mario Hezonja,121,loser,False,111
7,-17,1,2,2,0,4/1/2017,2,5,0,0,4/1/2017_Brooklyn_Orlando,0,Brooklyn,0,5,1,4,1,Orlando,15:44,D.J. Augustin,121,loser,False,111
8,-20,0,0,1,0,4/1/2017,0,1,0,0,4/1/2017_Brooklyn_Orlando,0,Brooklyn,1,0,0,0,0,Orlando,15:36,Bismack Biyombo,121,loser,False,111
9,,,,,,4/1/2017,,,,,4/1/2017_Brooklyn_Orlando,,Brooklyn,,,,,,Orlando,DNP,Stephen Zimmerman,121,loser,False,111
10,,,,,,4/1/2017,,,,,4/1/2017_Brooklyn_Orlando,,Brooklyn,,,,,,Orlando,DNP,Damjan Rudez,121,loser,False,111
11,,,,,,4/1/2017,,,,,4/1/2017_Brooklyn_Orlando,,Brooklyn,,,,,,Orlando,DNP,C.J. Wilcox,121,loser,False,111
12,,,,,,4/1/2017,,,,,4/1/2017_Brooklyn_Orlando,,Brooklyn,,,,,,Orlando,DNP,C.J. Watson,121,loser,False,111
13,-10,2,6,8,1,4/1/2017,3,14,0,0,4/1/2017_Orlando_Brooklyn,0,Orlando,4,8,2,2,4,Brooklyn,28:11,Jeremy Lin,111,winner,True,121
14,-10,2,6,1,2,4/1/2017,12,22,4,5,4/1/2017_Orlando_Brooklyn,2,Orlando,1,30,0,1,7,Brooklyn,28:02,Brook Lopez,111,winner,True,121
15,-8,0,0,3,0,4/1/2017,1,2,0,2,4/1/2017_Orlando_Brooklyn,0,Orlando,1,2,0,2,6,Brooklyn,24:36,Rondae Hollis-Jefferson,111,winner,True,121
16,-6,1,4,0,0,4/1/2017,4,8,0,0,4/1/2017_Orlando_Brooklyn,0,Orlando,1,9,0,0,3,Brooklyn,20:21,Caris LeVert,111,winner,True,121
17,-10,0,2,1,0,4/1/2017,0,2,0,0,4/1/2017_Orlando_Brooklyn,0,Orlando,1,0,1,0,2,Brooklyn,10:57,Randy Foye,111,winner,True,121
18,+16,0,1,5,0,4/1/2017,3,4,0,0,4/1/2017_Orlando_Brooklyn,1,Orlando,1,6,1,0,1,Brooklyn,26:20,Isaiah Whitehead,111,winner,False,121
19,+18,1,2,1,0,4/1/2017,11,12,0,0,4/1/2017_Orlando_Brooklyn,2,Orlando,1,23,1,1,8,Brooklyn,23:55,Trevor Booker,111,winner,False,121
20,+5,1,4,4,0,4/1/2017,6,12,2,2,4/1/2017_Orlando_Brooklyn,2,Orlando,1,15,0,3,5,Brooklyn,22:23,Sean Kilpatrick,111,winner,False,121
21,+20,0,2,1,1,4/1/2017,3,5,1,1,4/1/2017_Orlando_Brooklyn,1,Orlando,2,7,2,0,3,Brooklyn,19:49,Spencer Dinwiddie,111,winner,False,121
22,+20,1,3,0,0,4/1/2017,5,9,2,2,4/1/2017_Orlando_Brooklyn,1,Orlando,1,13,0,2,5,Brooklyn,19:27,Justin Hamilton,111,winner,False,121
23,+15,0,1,2,1,4/1/2017,2,4,4,4,4/1/2017_Orlando_Brooklyn,0,Orlando,1,8,1,0,0,Brooklyn,15:59,Archie Goodwin,111,winner,False,121
24,,,,,,4/1/2017,,,,,4/1/2017_Orlando_Brooklyn,,Orlando,,,,,,Brooklyn,DNP,K.J. McDaniels,111,winner,False,121
25,,,,,,4/1/2017,,,,,4/1/2017_Orlando_Brooklyn,,Orlando,,,,,,Brooklyn,DNP,Andrew Nicholson,111,winner,False,121
26,-8,0,0,3,1,4/1/2017,6,12,1,2,4/1/2017_Chicago_Atlanta,5,Chicago,1,13,0,2,12,Atlanta,37:16,Dwight Howard,106,loser,True,104
27,-2,1,3,6,0,4/1/2017,12,19,4,4,4/1/2017_Chicago_Atlanta,2,Chicago,3,29,1,3,7,Atlanta,36:56,Dennis Schroder,106,loser,True,104
28,-10,3,6,5,0,4/1/2017,6,16,5,5,4/1/2017_Chicago_Atlanta,1,Chicago,2,20,0,2,5,Atlanta,36:43,Tim Hardaway,106,loser,True,104
29,-11,1,3,4,0,4/1/2017,6,15,0,0,4/1/2017_Chicago_Atlanta,2,Chicago,3,13,0,1,4,Atlanta,33:30,Ersan Ilyasova,106,loser,True,104
30,-3,0,4,1,0,4/1/2017,3,9,3,6,4/1/2017_Chicago_Atlanta,0,Chicago,3,9,3,2,3,Atlanta,25:44,Taurean Waller-Prince,106,loser,True,104
31,+4,2,5,2,0,4/1/2017,2,8,0,0,4/1/2017_Chicago_Atlanta,0,Chicago,2,6,0,0,5,Atlanta,21:19,Kent Bazemore,106,loser,False,104
32,+14,3,3,2,0,4/1/2017,3,4,0,0,4/1/2017_Chicago_Atlanta,0,Chicago,2,9,0,1,1,Atlanta,18:29,Mike Muscala,106,loser,False,104
33,+3,0,1,1,0,4/1/2017,0,1,0,0,4/1/2017_Chicago_Atlanta,0,Chicago,0,0,0,0,3,Atlanta,12:23,Mike Dunleavy,106,loser,False,104
34,+2,1,2,1,0,4/1/2017,2,3,0,0,4/1/2017_Chicago_Atlanta,1,Chicago,0,5,0,2,3,Atlanta,10:55,Jose Calderon,106,loser,False,104
35,+1,0,1,0,0,4/1/2017,0,3,0,0,4/1/2017_Chicago_Atlanta,0,Chicago,0,0,0,0,2,Atlanta,6:45,Kris Humphries,106,loser,False,104
36,,,,,,4/1/2017,,,,,4/1/2017_Chicago_Atlanta,,Chicago,,,,,,Atlanta,DNP,DeAndre' Bembry,106,loser,False,104
37,,,,,,4/1/2017,,,,,4/1/2017_Chicago_Atlanta,,Chicago,,,,,,Atlanta,DNP,Ryan Kelly,106,loser,False,104
38,,,,,,4/1/2017,,,,,4/1/2017_Chicago_Atlanta,,Chicago,,,,,,Atlanta,DNP,Malcolm Delaney,106,loser,False,104
39,+1,1,2,8,1,4/1/2017,11,20,10,10,4/1/2017_Atlanta_Chicago,1,Atlanta,3,33,0,1,5,Chicago,42:32,Jimmy Butler,104,winner,True,106
40,+8,0,0,1,0,4/1/2017,4,9,0,0,4/1/2017_Atlanta_Chicago,1,Atlanta,2,8,0,2,4,Chicago,36:16,Robin Lopez,104,winner,True,106
41,+5,3,6,6,0,4/1/2017,11,18,0,0,4/1/2017_Atlanta_Chicago,2,Atlanta,3,25,3,7,11,Chicago,35:33,Rajon Rondo,104,winner,True,106
42,+17,2,3,5,0,4/1/2017,2,8,2,2,4/1/2017_Atlanta_Chicago,1,Atlanta,1,8,2,1,9,Chicago,30:46,Nikola Mirotic,104,winner,True,106
43,+2,2,4,1,2,4/1/2017,3,5,2,2,4/1/2017_Atlanta_Chicago,0,Atlanta,4,10,0,0,2,Chicago,26:31,Paul Zipser,104,winner,True,106
44,-1,3,8,1,1,4/1/2017,5,11,0,0,4/1/2017_Atlanta_Chicago,0,Atlanta,2,13,0,1,2,Chicago,28:10,Denzel Valentine,104,winner,False,106
45,-15,0,4,1,0,4/1/2017,0,4,0,0,4/1/2017_Atlanta_Chicago,0,Atlanta,1,0,1,0,4,Chicago,17:04,Bobby Portis,104,winner,False,106
46,-6,0,0,0,0,4/1/2017,2,5,0,0,4/1/2017_Atlanta_Chicago,0,Atlanta,0,4,0,0,1,Chicago,11:44,Joffrey Lauvergne,104,winner,False,106
47,-1,1,3,2,0,4/1/2017,2,5,0,0,4/1/2017_Atlanta_Chicago,1,Atlanta,1,5,0,0,2,Chicago,11:24,Michael Carter-Williams,104,winner,False,106
48,,,,,,4/1/2017,,,,,4/1/2017_Atlanta_Chicago,,Atlanta,,,,,,Chicago,DNP,Jerian Grant,104,winner,False,106
49,,,,,,4/1/2017,,,,,4/1/2017_Atlanta_Chicago,,Atlanta,,,,,,Chicago,DNP,Anthony Morrow,104,winner,False,106
50,,,,,,4/1/2017,,,,,4/1/2017_Atlanta_Chicago,,Atlanta,,,,,,Chicago,DNP,Cristiano Felicio,104,winner,False,106
51,,,,,,4/1/2017,,,,,4/1/2017_Atlanta_Chicago,,Atlanta,,,,,,Chicago,DNP,Isaiah Canaan,104,winner,False,106
52,-30,1,5,3,0,4/1/2017,3,12,0,0,4/1/2017_LA Clippers_LA Lakers,0,LA Clippers,3,7,0,0,0,LA Lakers,30:48,Jordan Clarkson,115,loser,True,104
53,-25,0,6,6,0,4/1/2017,1,9,0,0,4/1/2017_LA Clippers_LA Lakers,0,LA Clippers,1,2,2,3,0,LA Lakers,28:59,D'Angelo Russell,115,loser,True,104
54,+5,1,1,3,1,4/1/2017,7,14,3,6,4/1/2017_LA Clippers_LA Lakers,2,LA Clippers,5,18,1,1,5,LA Lakers,23:46,Brandon Ingram,115,loser,True,104
55,-20,0,0,3,0,4/1/2017,4,10,0,0,4/1/2017_LA Clippers_LA Lakers,3,LA Clippers,5,8,2,1,4,LA Lakers,22:53,Larry Nance Jr.,115,loser,True,104
56,-26,2,3,2,0,4/1/2017,5,10,2,3,4/1/2017_LA Clippers_LA Lakers,1,LA Clippers,3,14,1,2,6,LA Lakers,22:40,Julius Randle,115,loser,True,104
57,-1,0,2,1,0,4/1/2017,6,9,7,10,4/1/2017_LA Clippers_LA Lakers,3,LA Clippers,4,19,2,1,6,LA Lakers,34:33,David Nwaba,115,loser,False,104
58,+9,0,0,1,1,4/1/2017,3,3,2,2,4/1/2017_LA Clippers_LA Lakers,1,LA Clippers,3,8,1,1,5,LA Lakers,25:07,Tarik Black,115,loser,False,104
59,+10,0,1,3,0,4/1/2017,7,15,2,5,4/1/2017_LA Clippers_LA Lakers,5,LA Clippers,1,16,1,1,9,LA Lakers,22:07,Thomas Robinson,115,loser,False,104
60,+14,2,5,3,0,4/1/2017,2,5,0,0,4/1/2017_LA Clippers_LA Lakers,0,LA Clippers,0,6,1,1,3,LA Lakers,19:01,Tyler Ennis,115,loser,False,104
61,+9,0,0,1,0,4/1/2017,1,3,4,4,4/1/2017_LA Clippers_LA Lakers,0,LA Clippers,2,6,1,0,3,LA Lakers,10:06,Corey Brewer,115,loser,False,104
62,,,,,,4/1/2017,,,,,4/1/2017_LA Clippers_LA Lakers,,LA Clippers,,,,,,LA Lakers,DNP,Timofey Mozgov,115,loser,False,104
63,,,,,,4/1/2017,,,,,4/1/2017_LA Clippers_LA Lakers,,LA Clippers,,,,,,LA Lakers,DNP,Nick Young,115,loser,False,104
64,,,,,,4/1/2017,,,,,4/1/2017_LA Clippers_LA Lakers,,LA Clippers,,,,,,LA Lakers,DNP,Metta World Peace,115,loser,False,104
65,+22,4,7,5,0,4/1/2017,12,15,8,9,4/1/2017_LA Lakers_LA Clippers,2,LA Lakers,5,36,1,2,8,LA Clippers,40:02,Blake Griffin,104,winner,True,115
66,+23,0,0,1,2,4/1/2017,4,4,3,8,4/1/2017_LA Lakers_LA Clippers,1,LA Lakers,2,11,4,3,12,LA Clippers,39:09,DeAndre Jordan,104,winner,True,115
67,+24,4,6,2,0,4/1/2017,6,12,3,3,4/1/2017_LA Lakers_LA Clippers,0,LA Lakers,3,19,1,3,5,LA Clippers,37:35,J.J. Redick,104,winner,True,115
68,+21,1,3,12,0,4/1/2017,9,14,10,10,4/1/2017_LA Lakers_LA Clippers,0,LA Lakers,1,29,0,6,4,LA Clippers,37:23,Chris Paul,104,winner,True,115
69,+27,1,1,0,2,4/1/2017,3,5,0,0,4/1/2017_LA Lakers_LA Clippers,0,LA Lakers,3,7,0,0,1,LA Clippers,22:11,Luc Mbah a Moute,104,winner,True,115
70,-12,1,3,3,0,4/1/2017,2,7,2,2,4/1/2017_LA Lakers_LA Clippers,0,LA Lakers,0,7,1,2,1,LA Clippers,21:42,Jamal Crawford,104,winner,False,115
71,-15,0,3,1,1,4/1/2017,1,8,0,0,4/1/2017_LA Lakers_LA Clippers,0,LA Lakers,0,2,1,1,2,LA Clippers,19:02,Raymond Felton,104,winner,False,115
72,-12,0,1,0,0,4/1/2017,0,1,0,0,4/1/2017_LA Lakers_LA Clippers,0,LA Lakers,1,0,0,0,2,LA Clippers,8:51,Marreese Speights,104,winner,False,115
73,-11,0,0,0,0,4/1/2017,1,1,2,2,4/1/2017_LA Lakers_LA Clippers,1,LA Lakers,1,4,0,0,4,LA Clippers,7:58,Brandon Bass,104,winner,False,115
74,-12,0,1,0,0,4/1/2017,0,2,0,0,4/1/2017_LA Lakers_LA Clippers,0,LA Lakers,3,0,0,0,0,LA Clippers,6:07,Alan Anderson,104,winner,False,115
75,,,,,,4/1/2017,,,,,4/1/2017_LA Lakers_LA Clippers,,LA Lakers,,,,,,LA Clippers,DNP,Wesley Johnson,104,winner,False,115
76,,,,,,4/1/2017,,,,,4/1/2017_LA Lakers_LA Clippers,,LA Lakers,,,,,,LA Clippers,DNP,Austin Rivers,104,winner,False,115
77,,,,,,4/1/2017,,,,,4/1/2017_LA Lakers_LA Clippers,,LA Lakers,,,,,,LA Clippers,DNP,Paul Pierce,104,winner,False,115
78,-3,4,6,1,0,4/1/2017,9,15,0,0,4/1/2017_Minnesota_Sacramento,0,Minnesota,3,22,1,1,4,Sacramento,34:16,Buddy Hield,117,winner,True,123
79,-1,0,0,3,0,4/1/2017,5,9,5,7,4/1/2017_Minnesota_Sacramento,2,Minnesota,5,15,2,1,10,Sacramento,27:25,Willie Cauley-Stein,117,winner,True,123
80,-10,0,0,7,0,4/1/2017,2,7,3,4,4/1/2017_Minnesota_Sacramento,0,Minnesota,1,7,1,4,0,Sacramento,25:36,Darren Collison,117,winner,True,123
81,-7,0,0,0,0,4/1/2017,3,6,0,0,4/1/2017_Minnesota_Sacramento,1,Minnesota,2,6,0,2,6,Sacramento,19:48,Skal Labissiere,117,winner,True,123
82,-8,0,0,0,0,4/1/2017,3,4,1,2,4/1/2017_Minnesota_Sacramento,2,Minnesota,5,7,0,4,3,Sacramento,17:37,Ben McLemore,117,winner,True,123
83,+15,0,3,3,3,4/1/2017,4,10,0,1,4/1/2017_Minnesota_Sacramento,0,Minnesota,3,8,0,1,4,Sacramento,28:24,Anthony Tolliver,117,winner,False,123
84,+11,4,5,2,0,4/1/2017,5,9,2,3,4/1/2017_Minnesota_Sacramento,0,Minnesota,2,16,0,2,2,Sacramento,26:16,Arron Afflalo,117,winner,False,123
85,+17,0,1,11,0,4/1/2017,5,8,11,14,4/1/2017_Minnesota_Sacramento,0,Minnesota,3,21,1,1,2,Sacramento,25:22,Ty Lawson,117,winner,False,123
86,+5,0,0,0,1,4/1/2017,2,3,0,0,4/1/2017_Minnesota_Sacramento,1,Minnesota,3,4,0,1,6,Sacramento,20:21,Georgios Papagiannis,117,winner,False,123
87,+11,3,4,0,0,4/1/2017,6,7,2,2,4/1/2017_Minnesota_Sacramento,1,Minnesota,0,17,0,0,3,Sacramento,14:54,Langston Galloway,117,winner,False,123
88,,,,,,4/1/2017,,,,,4/1/2017_Minnesota_Sacramento,,Minnesota,,,,,,Sacramento,DNP,Tyreke Evans,117,winner,False,123
89,,,,,,4/1/2017,,,,,4/1/2017_Minnesota_Sacramento,,Minnesota,,,,,,Sacramento,DNP,Kosta Koufos,117,winner,False,123
90,,,,,,4/1/2017,,,,,4/1/2017_Minnesota_Sacramento,,Minnesota,,,,,,Sacramento,DNP,Garrett Temple,117,winner,False,123
91,-17,1,5,2,0,4/1/2017,8,17,9,10,4/1/2017_Sacramento_Minnesota,3,Sacramento,4,26,1,5,11,Minnesota,39:43,Karl-Anthony Towns,123,loser,True,117
92,+13,4,7,3,1,4/1/2017,13,20,2,6,4/1/2017_Sacramento_Minnesota,1,Sacramento,1,32,0,1,3,Minnesota,39:08,Andrew Wiggins,123,loser,True,117
93,+11,0,3,13,0,4/1/2017,1,10,9,10,4/1/2017_Sacramento_Minnesota,1,Sacramento,3,11,2,2,6,Minnesota,37:14,Ricky Rubio,123,loser,True,117
94,+7,1,2,2,1,4/1/2017,3,8,4,4,4/1/2017_Sacramento_Minnesota,2,Sacramento,3,11,3,0,8,Minnesota,36:58,Gorgui Dieng,123,loser,True,117
95,+4,3,5,1,0,4/1/2017,4,8,0,0,4/1/2017_Sacramento_Minnesota,0,Sacramento,1,11,0,0,2,Minnesota,22:04,Brandon Rush,123,loser,True,117
96,-18,0,2,3,0,4/1/2017,2,7,0,0,4/1/2017_Sacramento_Minnesota,1,Sacramento,6,4,1,0,3,Minnesota,18:33,Kris Dunn,123,loser,False,117
97,-15,0,0,0,0,4/1/2017,2,6,2,2,4/1/2017_Sacramento_Minnesota,1,Sacramento,2,6,0,1,2,Minnesota,16:02,Shabazz Muhammad,123,loser,False,117
98,-8,0,1,0,0,4/1/2017,1,2,2,2,4/1/2017_Sacramento_Minnesota,0,Sacramento,1,4,0,0,2,Minnesota,12:13,Omri Casspi,123,loser,False,117
99,-13,0,1,3,0,4/1/2017,3,5,0,0,4/1/2017_Sacramento_Minnesota,0,Sacramento,0,6,1,1,1,Minnesota,10:59,Tyus Jones,123,loser,False,117
100,+6,0,1,0,2,4/1/2017,2,4,2,4,4/1/2017_Sacramento_Minnesota,1,Sacramento,2,6,0,0,3,Minnesota,7:06,Adreian Payne,123,loser,False,117
101,,,,,,4/1/2017,,,,,4/1/2017_Sacramento_Minnesota,,Sacramento,,,,,,Minnesota,DNP,Cole Aldrich,123,loser,False,117
102,,,,,,4/1/2017,,,,,4/1/2017_Sacramento_Minnesota,,Sacramento,,,,,,Minnesota,DNP,Jordan Hill,123,loser,False,117
103,,,,,,4/1/2017,,,,,4/1/2017_Sacramento_Minnesota,,Sacramento,,,,,,Minnesota,DNP,Nemanja Bjelica,123,loser,False,117
104,+4,2,2,1,1,4/1/2017,10,17,3,4,4/1/2017_Portland_Phoenix,1,Portland,3,25,0,0,5,Phoenix,42:53,T.J. Warren,130,loser,True,117
105,-6,0,4,7,0,4/1/2017,10,25,11,14,4/1/2017_Portland_Phoenix,1,Portland,2,31,3,7,3,Phoenix,42:05,Devin Booker,130,loser,True,117
106,-13,0,1,5,0,4/1/2017,4,11,3,4,4/1/2017_Portland_Phoenix,0,Portland,4,11,0,2,3,Phoenix,37:56,Tyler Ulis,130,loser,True,117
107,0,1,2,1,2,4/1/2017,7,10,4,4,4/1/2017_Portland_Phoenix,2,Portland,1,19,1,4,13,Phoenix,34:28,Marquese Chriss,130,loser,True,117
108,-10,0,0,0,2,4/1/2017,5,6,2,2,4/1/2017_Portland_Phoenix,4,Portland,6,12,0,1,7,Phoenix,15:46,Alex Len,130,loser,True,117
109,+7,0,0,0,0,4/1/2017,2,4,0,0,4/1/2017_Portland_Phoenix,2,Portland,5,4,2,0,6,Phoenix,25:30,Derrick Jones,130,loser,False,117
110,-27,0,0,0,1,4/1/2017,4,7,1,2,4/1/2017_Portland_Phoenix,3,Portland,2,9,0,1,5,Phoenix,16:24,Alan Williams,130,loser,False,117
111,-9,0,1,2,0,4/1/2017,2,4,2,2,4/1/2017_Portland_Phoenix,0,Portland,1,6,2,2,0,Phoenix,15:49,Jared Dudley,130,loser,False,117
112,-11,0,0,1,0,4/1/2017,0,0,0,0,4/1/2017_Portland_Phoenix,0,Portland,2,0,0,0,1,Phoenix,9:09,Ronnie Price,130,loser,False,117
113,,,,,,4/1/2017,,,,,4/1/2017_Portland_Phoenix,,Portland,,,,,,Phoenix,DNP,Brandon Knight,130,loser,False,117
114,,,,,,4/1/2017,,,,,4/1/2017_Portland_Phoenix,,Portland,,,,,,Phoenix,DNP,Eric Bledsoe,130,loser,False,117
115,,,,,,4/1/2017,,,,,4/1/2017_Portland_Phoenix,,Portland,,,,,,Phoenix,DNP,Jarell Eddie,130,loser,False,117
116,,,,,,4/1/2017,,,,,4/1/2017_Portland_Phoenix,,Portland,,,,,,Phoenix,DNP,Tyson Chandler,130,loser,False,117
117,+15,0,0,2,0,4/1/2017,6,8,0,0,4/1/2017_Phoenix_Portland,5,Phoenix,5,12,2,2,13,Portland,35:16,Noah Vonleh,117,winner,True,130
118,+22,5,6,7,0,4/1/2017,10,19,4,4,4/1/2017_Phoenix_Portland,1,Phoenix,1,29,1,2,5,Portland,35:05,C.J. McCollum,117,winner,True,130
119,+9,4,11,7,0,4/1/2017,7,16,13,13,4/1/2017_Phoenix_Portland,1,Phoenix,3,31,1,4,5,Portland,34:38,Damian Lillard,117,winner,True,130
120,+21,0,1,2,1,4/1/2017,5,8,3,3,4/1/2017_Phoenix_Portland,2,Phoenix,4,13,0,2,4,Portland,26:09,Maurice Harkless,117,winner,True,130
121,+5,1,4,0,0,4/1/2017,1,5,4,4,4/1/2017_Phoenix_Portland,0,Phoenix,4,7,1,0,4,Portland,21:50,Meyers Leonard,117,winner,True,130
122,+3,2,3,2,1,4/1/2017,6,11,4,5,4/1/2017_Phoenix_Portland,0,Phoenix,0,18,2,1,1,Portland,25:52,Evan Turner,117,winner,False,130
123,+5,1,4,0,0,4/1/2017,5,11,1,2,4/1/2017_Phoenix_Portland,2,Phoenix,4,12,3,1,6,Portland,25:52,Al-Farouq Aminu,117,winner,False,130
124,-6,2,6,1,1,4/1/2017,2,8,0,0,4/1/2017_Phoenix_Portland,0,Phoenix,2,6,0,0,2,Portland,23:44,Allen Crabbe,117,winner,False,130
125,-5,0,1,0,0,4/1/2017,0,4,0,0,4/1/2017_Phoenix_Portland,0,Phoenix,0,0,1,0,1,Portland,5:57,Shabazz Napier,117,winner,False,130
126,-2,0,1,0,0,4/1/2017,1,2,0,0,4/1/2017_Phoenix_Portland,0,Phoenix,0,2,1,0,0,Portland,2:49,Pat Connaughton,117,winner,False,130
127,-2,0,0,0,0,4/1/2017,0,0,0,0,4/1/2017_Phoenix_Portland,0,Phoenix,0,0,0,0,0,Portland,2:49,Jake Layman,117,winner,False,130
128,,,,,,4/1/2017,,,,,4/1/2017_Phoenix_Portland,,Phoenix,,,,,,Portland,DNP,Tim Quarterman,117,winner,False,130
129,-8,2,5,8,1,4/2/2017,7,20,0,0,4/2/2017_Brooklyn_Atlanta,1,Brooklyn,0,16,2,5,5,Atlanta,40:52,Dennis Schroder,91,loser,True,82
130,+1,1,3,2,1,4/2/2017,5,12,2,5,4/2/2017_Brooklyn_Atlanta,1,Brooklyn,4,13,2,0,5,Atlanta,36:08,Taurean Waller-Prince,91,loser,True,82
131,-12,1,3,1,0,4/2/2017,5,10,3,4,4/2/2017_Brooklyn_Atlanta,0,Brooklyn,2,14,0,5,6,Atlanta,35:51,Tim Hardaway,91,loser,True,82
132,-1,0,0,0,1,4/2/2017,4,6,3,4,4/2/2017_Brooklyn_Atlanta,1,Brooklyn,2,11,0,5,11,Atlanta,25:25,Dwight Howard,91,loser,True,82
133,-6,1,3,2,1,4/2/2017,1,5,1,2,4/2/2017_Brooklyn_Atlanta,0,Brooklyn,3,4,1,1,0,Atlanta,20:18,Ersan Ilyasova,91,loser,True,82
134,-3,1,5,2,0,4/2/2017,4,14,5,6,4/2/2017_Brooklyn_Atlanta,0,Brooklyn,3,14,0,0,4,Atlanta,25:43,Paul Millsap,91,loser,False,82
135,+1,0,1,0,0,4/2/2017,0,2,0,0,4/2/2017_Brooklyn_Atlanta,0,Brooklyn,0,0,1,1,3,Atlanta,16:42,Jose Calderon,91,loser,False,82
136,-5,0,2,3,0,4/2/2017,1,6,1,2,4/2/2017_Brooklyn_Atlanta,4,Brooklyn,4,3,3,2,6,Atlanta,15:40,Kent Bazemore,91,loser,False,82
137,-8,1,1,0,0,4/2/2017,3,4,0,0,4/2/2017_Brooklyn_Atlanta,1,Brooklyn,0,7,0,0,3,Atlanta,11:44,Mike Muscala,91,loser,False,82
138,-4,0,1,1,0,4/2/2017,0,1,0,0,4/2/2017_Brooklyn_Atlanta,0,Brooklyn,1,0,0,0,1,Atlanta,11:37,Mike Dunleavy,91,loser,False,82
139,,,,,,4/2/2017,,,,,4/2/2017_Brooklyn_Atlanta,,Brooklyn,,,,,,Atlanta,DNP,DeAndre' Bembry,91,loser,False,82
140,,,,,,4/2/2017,,,,,4/2/2017_Brooklyn_Atlanta,,Brooklyn,,,,,,Atlanta,DNP,Kris Humphries,91,loser,False,82
141,,,,,,4/2/2017,,,,,4/2/2017_Brooklyn_Atlanta,,Brooklyn,,,,,,Atlanta,DNP,Ryan Kelly,91,loser,False,82
142,+10,2,4,6,0,4/2/2017,5,10,3,4,4/2/2017_Atlanta_Brooklyn,1,Atlanta,1,15,0,3,6,Brooklyn,31:19,Jeremy Lin,82,winner,True,91
143,+4,3,7,5,5,4/2/2017,12,20,2,2,4/2/2017_Atlanta_Brooklyn,1,Atlanta,1,29,2,5,5,Brooklyn,30:32,Brook Lopez,82,winner,True,91
144,-6,2,2,2,0,4/2/2017,4,8,1,2,4/2/2017_Atlanta_Brooklyn,1,Atlanta,0,11,3,3,5,Brooklyn,26:59,Rondae Hollis-Jefferson,82,winner,True,91
145,-4,1,4,1,0,4/2/2017,3,8,2,2,4/2/2017_Atlanta_Brooklyn,0,Atlanta,6,9,0,0,2,Brooklyn,18:13,Caris LeVert,82,winner,True,91
146,-1,0,2,3,0,4/2/2017,1,3,1,1,4/2/2017_Atlanta_Brooklyn,0,Atlanta,0,3,1,0,3,Brooklyn,14:13,Randy Foye,82,winner,True,91
147,+14,0,5,1,0,4/2/2017,1,8,2,2,4/2/2017_Atlanta_Brooklyn,1,Atlanta,0,4,0,0,11,Brooklyn,25:09,Sean Kilpatrick,82,winner,False,91
148,+14,0,1,2,0,4/2/2017,2,4,2,2,4/2/2017_Atlanta_Brooklyn,2,Atlanta,4,6,0,3,4,Brooklyn,23:16,Isaiah Whitehead,82,winner,False,91
149,+17,1,4,1,0,4/2/2017,3,10,0,0,4/2/2017_Atlanta_Brooklyn,2,Atlanta,5,7,3,1,7,Brooklyn,22:10,Trevor Booker,82,winner,False,91
150,+3,1,2,0,1,4/2/2017,1,4,4,5,4/2/2017_Atlanta_Brooklyn,0,Atlanta,1,7,2,0,2,Brooklyn,21:50,Spencer Dinwiddie,82,winner,False,91
151,+3,0,2,0,0,4/2/2017,0,4,0,0,4/2/2017_Atlanta_Brooklyn,0,Atlanta,2,0,0,1,5,Brooklyn,16:10,Quincy Acy,82,winner,False,91
152,-9,0,0,0,0,4/2/2017,0,3,0,0,4/2/2017_Atlanta_Brooklyn,0,Atlanta,2,0,0,3,1,Brooklyn,10:09,Archie Goodwin,82,winner,False,91
153,,,,,,4/2/2017,,,,,4/2/2017_Atlanta_Brooklyn,,Atlanta,,,,,,Brooklyn,DNP,Justin Hamilton,82,winner,False,91
154,,,,,,4/2/2017,,,,,4/2/2017_Atlanta_Brooklyn,,Atlanta,,,,,,Brooklyn,DNP,K.J. McDaniels,82,winner,False,91
