3P_x,3PA_x,3p%_x,DRB%_x,Date_x,EFG%_x,FT_factor_x,Game_Id,ORB%_x,TOV%_x,Team_x,is_Home,line,opp_3P_x,opp_3PA_x,opp_3p%_x,opp_EFG%_x,opp_FT_factor_x,opp_TOV%_x,opp_ppg_x,ppg_x,win%_x,T3P_x,T3PA_x,T3p%_x,TDRB%_x,TEFG%_x,TFT_factor_x,TORB%_x,TTOV%_x,Team_y,Topp_3P_x,Topp_3PA_x,Topp_3p%_x,Topp_EFG%_x,Topp_FT_factor_x,Topp_TOV%_x,Topp_ppg_x,Tppg_x,Twin%_x,played_last_night_x,played_diff_loc_last_night_x,played_road_last_night_x,days_off_x,3P_y,3PA_y,3p%_y,DRB%_y,Date_y,EFG%_y,FT_factor_y,ORB%_y,TOV%_y,opp_3P_y,opp_3PA_y,opp_3p%_y,opp_EFG%_y,opp_FT_factor_y,opp_TOV%_y,opp_ppg_y,ppg_y,win%_y,T3P_y,T3PA_y,T3p%_y,TDRB%_y,TEFG%_y,TFT_factor_y,TORB%_y,TTOV%_y,Topp_3P_y,Topp_3PA_y,Topp_3p%_y,Topp_EFG%_y,Topp_FT_factor_y,Topp_TOV%_y,Topp_ppg_y,Tppg_y,Twin%_y,played_last_night_y,played_diff_loc_last_night_y,played_road_last_night_y,days_off_y
6.52380952381,18.8095238095,0.346835443038,0.725113122172,2014-12-07,0.495649651972,0.208816705336,12/7/2014_Dallas_Milwaukee,0.275743707094,0.147598939409,Milwaukee,0,-23.0,7.71428571429,22.0476190476,0.349892008639,0.494479953515,0.214991284137,0.146419406382,98.6666666667,98.5238095238,0.52380952381,8.33333333333,27.1666666667,0.306748466258,0.692883895131,0.492753623188,0.228260869565,0.282828282828,0.10298792117,Dallas,10.3333333333,24.1666666667,0.427586206897,0.522900763359,0.211832061069,0.158596602635,109.833333333,111.666666667,0.833333333333,,,,,6.52380952381,18.8095238095,0.346835443038,0.725113122172,2014-12-07,0.495649651972,0.208816705336,0.275743707094,0.147598939409,7.71428571429,22.0476190476,0.349892008639,0.494479953515,0.214991284137,0.146419406382,98.6666666667,98.5238095238,0.52380952381,7.83333333333,18.5,0.423423423423,0.725806451613,0.547872340426,0.248936170213,0.283783783784,0.159389794845,7.5,23.5,0.31914893617,0.501033057851,0.22520661157,0.151145038168,99.0,105.333333333,0.5,,,,
6.95,20.75,0.334939759036,0.744389027431,2014-12-08,0.504789272031,0.219029374202,12/8/2014_Sacramento_Utah,0.274969173859,0.137189189189,Utah,0,-9.0,8.3,21.5,0.386046511628,0.528805336568,0.184960582171,0.109827530101,102.45,96.2,0.25,6.0,18.0,0.333333333333,0.761261261261,0.496881496881,0.193347193347,0.285140562249,0.125829001613,Utah,10.0,23.0,0.434782608696,0.576842105263,0.172631578947,0.117955439056,105.0,95.1666666667,0.0,,,,,6.95,20.75,0.334939759036,0.744389027431,2014-12-08,0.504789272031,0.219029374202,0.274969173859,0.137189189189,8.3,21.5,0.386046511628,0.528805336568,0.184960582171,0.109827530101,102.45,96.2,0.25,3.5,12.0,0.291666666667,0.764940239044,0.491169977925,0.309050772627,0.269565217391,0.153319283456,8.66666666667,24.5,0.353741496599,0.51724137931,0.180076628352,0.0853829936753,105.666666667,97.5,0.166666666667,,,,
8.3,25.5,0.325490196078,0.759389671362,2014-12-08,0.487790697674,0.226162790698,12/8/2014_Toronto_Denver,0.271317829457,0.125889790433,Denver,0,-5.0,7.95,22.3,0.356502242152,0.498805970149,0.261492537313,0.11966505963,105.45,103.35,0.45,7.16666666667,24.8333333333,0.288590604027,0.750957854406,0.476967370441,0.222648752399,0.288389513109,0.135449043023,Denver,8.33333333333,22.5,0.37037037037,0.51067961165,0.217475728155,0.126781821231,106.333333333,102.166666667,0.333333333333,,,,,8.3,25.5,0.325490196078,0.759389671362,2014-12-08,0.487790697674,0.226162790698,0.271317829457,0.125889790433,7.95,22.3,0.356502242152,0.498805970149,0.261492537313,0.11966505963,105.45,103.35,0.45,11.1666666667,27.3333333333,0.408536585366,0.726907630522,0.533018867925,0.218867924528,0.303643724696,0.104002679618,8.5,22.0,0.386363636364,0.542156862745,0.225490196078,0.103875968992,111.333333333,113.5,0.5,,,,
9.45,25.85,0.365570599613,0.772826086957,2014-12-09,0.50671728972,0.194509345794,12/9/2014_Detroit_Portland,0.266138165345,0.1223516134,Portland,0,12.0,5.0,16.9,0.295857988166,0.463157894737,0.19649122807,0.109088071581,96.0,103.4,0.8,7.33333333333,23.3333333333,0.314285714286,0.741312741313,0.429111531191,0.226843100189,0.264705882353,0.120561652679,Detroit,9.66666666667,23.5,0.41134751773,0.515873015873,0.212301587302,0.142280524723,104.5,95.6666666667,0.0,,,,,9.45,25.85,0.365570599613,0.772826086957,2014-12-09,0.50671728972,0.194509345794,0.266138165345,0.1223516134,5.0,16.9,0.295857988166,0.463157894737,0.19649122807,0.109088071581,96.0,103.4,0.8,8.5,26.5,0.320754716981,0.806818181818,0.481096408318,0.185255198488,0.232974910394,0.100968893422,5.0,15.6666666667,0.31914893617,0.49710982659,0.134874759152,0.114539748954,97.6666666667,101.166666667,0.833333333333,,,,
4.28571428571,13.7142857143,0.3125,0.770992366412,2014-12-09,0.485626911315,0.330886850153,12/9/2014_LA Lakers_Sacramento,0.287654320988,0.141303277882,Sacramento,0,-3.0,7.38095238095,23.1428571429,0.318930041152,0.486983588002,0.229202037351,0.105550862197,101.238095238,101.380952381,0.52380952381,8.5,21.0,0.404761904762,0.741312741313,0.5,0.18574108818,0.209219858156,0.105580693816,LA Lakers,7.83333333333,21.6666666667,0.361538461538,0.520408163265,0.194805194805,0.11986356992,111.0,105.333333333,0.333333333333,True,False,False,1.0,4.28571428571,13.7142857143,0.3125,0.770992366412,2014-12-09,0.485626911315,0.330886850153,0.287654320988,0.141303277882,7.38095238095,23.1428571429,0.318930041152,0.486983588002,0.229202037351,0.105550862197,101.238095238,101.380952381,0.52380952381,3.16666666667,10.6666666667,0.296875,0.768292682927,0.49451754386,0.320175438596,0.274336283186,0.146405457408,7.16666666667,21.5,0.333333333333,0.503944773176,0.222879684418,0.09902200489,104.0,99.5,0.333333333333,True,False,False,1.0
9.27272727273,27.1363636364,0.341708542714,0.711111111111,2014-12-09,0.534981588638,0.210415570752,12/9/2014_Memphis_Dallas,0.26532769556,0.103404791929,Dallas,0,-9.0,9.90909090909,24.8181818182,0.399267399267,0.517070484581,0.207599118943,0.154143646409,102.5,110.636363636,0.727272727273,4.83333333333,14.3333333333,0.337209302326,0.693726937269,0.534957627119,0.218220338983,0.232142857143,0.127127852227,Memphis,7.66666666667,21.1666666667,0.362204724409,0.491089108911,0.158415841584,0.132766400555,96.0,101.333333333,0.666666666667,False,False,False,2.0,9.27272727273,27.1363636364,0.341708542714,0.711111111111,2014-12-09,0.534981588638,0.210415570752,0.26532769556,0.103404791929,9.90909090909,24.8181818182,0.399267399267,0.517070484581,0.207599118943,0.154143646409,102.5,110.636363636,0.727272727273,9.66666666667,27.1666666667,0.355828220859,0.694117647059,0.530499075786,0.207024029575,0.264705882353,0.105934281511,8.66666666667,22.0,0.393939393939,0.527131782946,0.222868217054,0.155447941889,109.833333333,114.333333333,0.833333333333,False,False,False,2.0
6.40909090909,18.6363636364,0.343902439024,0.726281352236,2014-12-09,0.496957964602,0.20685840708,12/9/2014_Oklahoma City_Milwaukee,0.276013143483,0.14801105749,Milwaukee,0,-13.0,7.90909090909,22.4545454545,0.352226720648,0.501939058172,0.213296398892,0.14469051149,99.8636363636,98.6818181818,0.5,7.66666666667,18.3333333333,0.418181818182,0.738396624473,0.55223880597,0.240938166311,0.272321428571,0.159866338375,Milwaukee,9.0,26.3333333333,0.341772151899,0.544147843943,0.211498973306,0.141450777202,105.5,105.166666667,0.333333333333,False,False,False,2.0,6.40909090909,18.6363636364,0.343902439024,0.726281352236,2014-12-09,0.496957964602,0.20685840708,0.276013143483,0.14801105749,7.90909090909,22.4545454545,0.352226720648,0.501939058172,0.213296398892,0.14469051149,99.8636363636,98.6818181818,0.5,7.83333333333,22.5,0.348148148148,0.756013745704,0.488023952096,0.203592814371,0.286821705426,0.136923076923,5.33333333333,21.3333333333,0.25,0.440329218107,0.246913580247,0.126630061771,91.3333333333,98.5,0.666666666667,False,False,False,2.0
8.25,22.4,0.368303571429,0.741935483871,2014-12-09,0.521753908906,0.248810333107,12/9/2014_Phoenix_Miami,0.198952879581,0.139719995484,Miami,0,6.0,8.15,22.3,0.365470852018,0.534754098361,0.224262295082,0.141623108666,98.65,95.05,0.45,6.16666666667,19.6666666667,0.313559322034,0.725490196078,0.497732426304,0.235827664399,0.191666666667,0.137081609628,Miami,9.16666666667,20.8333333333,0.44,0.582039911308,0.219512195122,0.146355140187,104.0,90.5,0.166666666667,,,,,8.25,22.4,0.368303571429,0.741935483871,2014-12-09,0.521753908906,0.248810333107,0.198952879581,0.139719995484,8.15,22.3,0.365470852018,0.534754098361,0.224262295082,0.141623108666,98.65,95.05,0.45,10.5,27.5,0.381818181818,0.701886792453,0.508653846154,0.205769230769,0.216911764706,0.130347927418,6.83333333333,21.0,0.325396825397,0.49513618677,0.256809338521,0.148820035319,106.833333333,106.0,0.333333333333,,,,
8.45,22.45,0.376391982183,0.80412371134,2014-12-09,0.513786764706,0.212009803922,12/9/2014_Utah_San Antonio,0.232250300842,0.131289640592,San Antonio,0,-4.0,6.4,19.35,0.330749354005,0.471333735667,0.191913095957,0.118465049626,94.0,101.15,0.75,10.8333333333,25.1666666667,0.430463576159,0.80303030303,0.530947775629,0.20502901354,0.237735849057,0.111474281782,San Antonio,7.33333333333,17.3333333333,0.423076923077,0.482142857143,0.212301587302,0.105659716138,98.8333333333,109.166666667,0.833333333333,,,,,8.45,22.45,0.376391982183,0.80412371134,2014-12-09,0.513786764706,0.212009803922,0.232250300842,0.131289640592,6.4,19.35,0.330749354005,0.471333735667,0.191913095957,0.118465049626,94.0,101.15,0.75,6.0,19.3333333333,0.310344827586,0.744292237443,0.483122362869,0.232067510549,0.27734375,0.124822190612,9.0,21.0,0.428571428571,0.566037735849,0.197064989518,0.116429495472,105.666666667,94.6666666667,0.0,,,,
7.15,23.95,0.298538622129,0.741293532338,2014-12-10,0.457168894289,0.202916160389,12/10/2014_Atlanta_Philadelphia,0.245483528162,0.156549200461,Philadelphia,0,-16.0,8.5,24.9,0.341365461847,0.514533085962,0.257884972171,0.158522469931,104.05,91.95,0.1,7.83333333333,24.8333333333,0.315436241611,0.776470588235,0.4599609375,0.21484375,0.290969899666,0.155247460906,Philadelphia,7.16666666667,23.8333333333,0.300699300699,0.477319587629,0.280412371134,0.154603068712,99.8333333333,96.8333333333,0.333333333333,,,,,7.15,23.95,0.298538622129,0.741293532338,2014-12-10,0.457168894289,0.202916160389,0.245483528162,0.156549200461,8.5,24.9,0.341365461847,0.514533085962,0.257884972171,0.158522469931,104.05,91.95,0.1,11.1666666667,25.6666666667,0.435064935065,0.77566539924,0.561974789916,0.195378151261,0.158798283262,0.133841131665,6.83333333333,23.6666666667,0.288732394366,0.461460446247,0.158215010142,0.15447295423,88.8333333333,104.666666667,1.0,,,,
