,+/1,3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,minutes,name,opp_score,result,started,team_score
0,-2,4,11,5,0,2/1/2017,12,20,4,6,2/1/2017_Boston_Toronto,0,Boston,2,32,2,3,2,Toronto,37:54,Kyle Lowry,109,loser,True,104
1,-2,2,6,1,0,2/1/2017,2,8,0,0,2/1/2017_Boston_Toronto,1,Boston,3,6,1,1,6,Toronto,37:42,DeMarre Carroll,109,loser,True,104
2,0,0,2,2,0,2/1/2017,6,9,0,0,2/1/2017_Boston_Toronto,0,Boston,5,12,0,4,5,Toronto,32:22,Norman Powell,109,loser,True,104
3,+3,1,4,0,0,2/1/2017,3,6,3,5,2/1/2017_Boston_Toronto,1,Boston,0,10,1,0,3,Toronto,20:42,Patrick Patterson,109,loser,True,104
4,-10,0,0,1,1,2/1/2017,1,1,1,2,2/1/2017_Boston_Toronto,0,Boston,4,3,0,2,3,Toronto,11:47,Jonas Valanciunas,109,loser,True,104
5,+7,0,1,0,4,2/1/2017,3,4,4,4,2/1/2017_Boston_Toronto,1,Boston,4,10,1,1,5,Toronto,28:29,Lucas Nogueira,109,loser,False,104
6,-9,0,0,4,0,2/1/2017,4,10,0,1,2/1/2017_Boston_Toronto,0,Boston,5,8,0,1,1,Toronto,23:14,Cory Joseph,109,loser,False,104
7,0,0,4,3,0,2/1/2017,3,10,0,2,2/1/2017_Boston_Toronto,0,Boston,2,6,1,3,6,Toronto,22:45,Terrence Ross,109,loser,False,104
8,-8,1,3,1,0,2/1/2017,5,8,2,5,2/1/2017_Boston_Toronto,2,Boston,3,13,0,0,6,Toronto,15:37,Jared Sullinger,109,loser,False,104
9,-4,0,0,0,0,2/1/2017,2,2,0,0,2/1/2017_Boston_Toronto,3,Boston,1,4,0,0,4,Toronto,9:27,Jakob Poeltl,109,loser,False,104
10,,,,,,2/1/2017,,,,,2/1/2017_Boston_Toronto,,Boston,,,,,,Toronto,DNP,Pascal Siakam,109,loser,False,104
11,,,,,,2/1/2017,,,,,2/1/2017_Boston_Toronto,,Boston,,,,,,Toronto,DNP,Delon Wright,109,loser,False,104
12,,,,,,2/1/2017,,,,,2/1/2017_Boston_Toronto,,Boston,,,,,,Toronto,DNP,Fred VanVleet,109,loser,False,104
13,+16,5,12,7,0,2/1/2017,12,22,15,16,2/1/2017_Toronto_Boston,0,Toronto,3,44,0,3,4,Boston,37:56,Isaiah Thomas,104,winner,True,109
14,-4,1,4,1,0,2/1/2017,5,13,3,4,2/1/2017_Toronto_Boston,3,Toronto,1,14,1,1,8,Boston,33:55,Jae Crowder,104,winner,True,109
15,-3,1,5,6,0,2/1/2017,4,13,2,2,2/1/2017_Toronto_Boston,1,Toronto,3,11,1,1,3,Boston,31:49,Al Horford,104,winner,True,109
16,-9,0,1,0,0,2/1/2017,2,6,4,6,2/1/2017_Toronto_Boston,1,Toronto,2,8,1,0,1,Boston,22:42,Jaylen Brown,104,winner,True,109
17,-7,1,1,0,0,2/1/2017,2,2,0,0,2/1/2017_Toronto_Boston,1,Toronto,4,5,0,1,2,Boston,14:32,Amir Johnson,104,winner,True,109
18,+8,1,5,5,0,2/1/2017,4,11,1,2,2/1/2017_Toronto_Boston,2,Toronto,3,10,2,2,5,Boston,34:48,Marcus Smart,104,winner,False,109
19,+5,1,2,1,0,2/1/2017,2,7,0,0,2/1/2017_Toronto_Boston,2,Toronto,0,5,0,0,7,Boston,22:34,Terry Rozier,104,winner,False,109
20,+8,2,5,2,1,2/1/2017,2,7,0,0,2/1/2017_Toronto_Boston,0,Toronto,1,6,0,0,3,Boston,19:29,Jonas Jerebko,104,winner,False,109
21,+8,0,0,1,1,2/1/2017,2,3,0,0,2/1/2017_Toronto_Boston,2,Toronto,3,4,0,0,5,Boston,16:11,Tyler Zeller,104,winner,False,109
22,+3,0,1,1,0,2/1/2017,1,3,0,0,2/1/2017_Toronto_Boston,0,Toronto,1,2,1,1,1,Boston,6:05,Gerald Green,104,winner,False,109
23,,,,,,2/1/2017,,,,,2/1/2017_Toronto_Boston,,Toronto,,,,,,Boston,DNP,Jordan Mickey,104,winner,False,109
24,,,,,,2/1/2017,,,,,2/1/2017_Toronto_Boston,,Toronto,,,,,,Boston,DNP,James Young,104,winner,False,109
25,,,,,,2/1/2017,,,,,2/1/2017_Toronto_Boston,,Toronto,,,,,,Boston,DNP,Kelly Olynyk,104,winner,False,109
26,+7,0,4,10,0,2/1/2017,1,11,4,6,2/1/2017_Brooklyn_New York,0,Brooklyn,2,6,5,2,3,New York,42:40,Brandon Jennings,90,winner,True,95
27,-15,0,2,2,0,2/1/2017,3,7,1,2,2/1/2017_Brooklyn_New York,2,Brooklyn,2,7,2,0,4,New York,27:54,Courtney Lee,90,winner,True,95
28,-15,1,6,0,0,2/1/2017,6,22,2,3,2/1/2017_Brooklyn_New York,2,Brooklyn,1,15,1,3,3,New York,26:39,Carmelo Anthony,90,winner,True,95
29,+15,1,4,1,2,2/1/2017,7,15,4,7,2/1/2017_Brooklyn_New York,4,Brooklyn,5,19,0,2,12,New York,25:30,Kristaps Porzingis,90,winner,True,95
30,-7,0,0,0,0,2/1/2017,1,2,1,2,2/1/2017_Brooklyn_New York,1,Brooklyn,1,3,0,2,7,New York,13:19,Joakim Noah,90,winner,True,95
31,+26,1,3,4,1,2/1/2017,2,4,2,2,2/1/2017_Brooklyn_New York,0,Brooklyn,0,7,3,0,4,New York,28:02,Justin Holiday,90,winner,False,95
32,+9,0,0,2,1,2/1/2017,7,12,2,4,2/1/2017_Brooklyn_New York,7,Brooklyn,2,16,2,1,16,New York,25:08,Willy Hernangomez,90,winner,False,95
33,+13,2,5,0,1,2/1/2017,4,10,2,2,2/1/2017_Brooklyn_New York,0,Brooklyn,3,12,0,0,2,New York,22:19,Sasha Vujacic,90,winner,False,95
34,0,1,2,2,1,2/1/2017,4,10,0,0,2/1/2017_Brooklyn_New York,3,Brooklyn,1,9,2,2,5,New York,17:29,Mindaugas Kuzminskas,90,winner,False,95
35,-6,0,0,2,1,2/1/2017,0,2,0,0,2/1/2017_Brooklyn_New York,2,Brooklyn,0,0,0,0,2,New York,5:40,Kyle O'Quinn,90,winner,False,95
36,-2,0,1,0,0,2/1/2017,0,4,1,3,2/1/2017_Brooklyn_New York,0,Brooklyn,1,1,1,1,0,New York,5:20,Ron Baker,90,winner,False,95
37,,,,,,2/1/2017,,,,,2/1/2017_Brooklyn_New York,,Brooklyn,,,,,,New York,DNP,Maurice Ndour,90,winner,False,95
38,,,,,,2/1/2017,,,,,2/1/2017_Brooklyn_New York,,Brooklyn,,,,,,New York,DNP,Marshall Plumlee,90,winner,False,95
39,+4,0,2,1,1,2/1/2017,4,11,2,4,2/1/2017_New York_Brooklyn,2,New York,2,10,1,0,6,Brooklyn,31:05,Brook Lopez,95,loser,True,90
40,-10,0,1,3,1,2/1/2017,6,11,4,4,2/1/2017_New York_Brooklyn,3,New York,5,16,0,4,8,Brooklyn,29:58,Rondae Hollis-Jefferson,95,loser,True,90
41,+7,1,5,0,0,2/1/2017,6,10,2,4,2/1/2017_New York_Brooklyn,1,New York,3,15,0,3,7,Brooklyn,29:24,Bojan Bogdanovic,95,loser,True,90
42,+11,0,0,4,0,2/1/2017,2,9,0,0,2/1/2017_New York_Brooklyn,1,New York,4,4,0,2,4,Brooklyn,23:12,Isaiah Whitehead,95,loser,True,90
43,+2,0,2,0,1,2/1/2017,2,5,0,0,2/1/2017_New York_Brooklyn,0,New York,2,4,0,1,4,Brooklyn,17:23,Randy Foye,95,loser,True,90
44,0,2,4,2,0,2/1/2017,4,9,0,0,2/1/2017_New York_Brooklyn,0,New York,1,10,2,3,4,Brooklyn,26:34,Caris LeVert,95,loser,False,90
45,-11,0,3,1,1,2/1/2017,2,8,0,0,2/1/2017_New York_Brooklyn,1,New York,0,4,0,3,3,Brooklyn,19:19,Sean Kilpatrick,95,loser,False,90
46,-9,1,1,0,2,2/1/2017,3,4,2,2,2/1/2017_New York_Brooklyn,2,New York,0,9,0,1,3,Brooklyn,19:03,Justin Hamilton,95,loser,False,90
47,-11,0,2,2,0,2/1/2017,1,6,1,2,2/1/2017_New York_Brooklyn,0,New York,2,3,0,0,2,Brooklyn,18:55,Spencer Dinwiddie,95,loser,False,90
48,+2,0,2,3,1,2/1/2017,6,11,0,0,2/1/2017_New York_Brooklyn,2,New York,3,12,1,3,8,Brooklyn,16:14,Trevor Booker,95,loser,False,90
49,-10,1,3,1,0,2/1/2017,1,4,0,0,2/1/2017_New York_Brooklyn,0,New York,2,3,0,0,0,Brooklyn,8:53,Joe Harris,95,loser,False,90
50,,,,,,2/1/2017,,,,,2/1/2017_New York_Brooklyn,,New York,,,,,,Brooklyn,DNP,Quincy Acy,95,loser,False,90
51,,,,,,2/1/2017,,,,,2/1/2017_New York_Brooklyn,,New York,,,,,,Brooklyn,DNP,Luis Scola,95,loser,False,90
52,-18,2,2,4,2,2/1/2017,11,19,2,2,2/1/2017_Cleveland_Minnesota,3,Cleveland,0,26,1,1,12,Minnesota,38:32,Karl-Anthony Towns,125,loser,True,97
53,-15,1,3,13,1,2/1/2017,5,11,3,3,2/1/2017_Cleveland_Minnesota,0,Cleveland,3,14,0,4,2,Minnesota,37:40,Ricky Rubio,125,loser,True,97
54,-25,0,6,4,0,2/1/2017,4,18,0,0,2/1/2017_Cleveland_Minnesota,0,Cleveland,3,8,1,0,3,Minnesota,37:12,Zach LaVine,125,loser,True,97
55,-14,2,6,0,0,2/1/2017,9,17,3,3,2/1/2017_Cleveland_Minnesota,1,Cleveland,2,23,0,2,2,Minnesota,35:56,Andrew Wiggins,125,loser,True,97
56,-19,0,0,2,0,2/1/2017,1,4,0,0,2/1/2017_Cleveland_Minnesota,2,Cleveland,4,2,0,0,6,Minnesota,20:37,Gorgui Dieng,125,loser,True,97
57,-24,2,3,2,0,2/1/2017,7,16,0,0,2/1/2017_Cleveland_Minnesota,3,Cleveland,1,16,1,0,6,Minnesota,30:49,Shabazz Muhammad,125,loser,False,97
58,-3,0,1,0,0,2/1/2017,4,7,0,2,2/1/2017_Cleveland_Minnesota,2,Cleveland,3,8,3,2,4,Minnesota,19:41,Nemanja Bjelica,125,loser,False,97
59,-13,0,0,0,0,2/1/2017,0,0,0,0,2/1/2017_Cleveland_Minnesota,0,Cleveland,1,0,0,3,0,Minnesota,10:20,Kris Dunn,125,loser,False,97
60,-2,0,0,1,0,2/1/2017,0,0,0,0,2/1/2017_Cleveland_Minnesota,0,Cleveland,0,0,0,1,0,Minnesota,3:15,Tyus Jones,125,loser,False,97
61,-2,0,0,0,0,2/1/2017,0,1,0,0,2/1/2017_Cleveland_Minnesota,0,Cleveland,1,0,1,0,1,Minnesota,3:15,Adreian Payne,125,loser,False,97
62,-5,0,0,0,0,2/1/2017,0,1,0,0,2/1/2017_Cleveland_Minnesota,1,Cleveland,1,0,0,0,2,Minnesota,2:43,Cole Aldrich,125,loser,False,97
63,,,,,,2/1/2017,,,,,2/1/2017_Cleveland_Minnesota,,Cleveland,,,,,,Minnesota,DNP,Jordan Hill,125,loser,False,97
64,,,,,,2/1/2017,,,,,2/1/2017_Cleveland_Minnesota,,Cleveland,,,,,,Minnesota,DNP,Brandon Rush,125,loser,False,97
65,+18,0,0,1,2,2/1/2017,7,11,4,5,2/1/2017_Minnesota_Cleveland,8,Minnesota,2,18,1,1,14,Cleveland,38:42,Tristan Thompson,97,winner,True,125
66,+16,1,2,12,1,2/1/2017,11,14,4,7,2/1/2017_Minnesota_Cleveland,0,Minnesota,1,27,2,2,8,Cleveland,34:28,LeBron James,97,winner,True,125
67,+14,1,6,14,0,2/1/2017,5,18,3,4,2/1/2017_Minnesota_Cleveland,2,Minnesota,2,14,1,1,2,Cleveland,30:47,Kyrie Irving,97,winner,True,125
68,+14,3,7,1,2,2/1/2017,3,9,0,0,2/1/2017_Minnesota_Cleveland,1,Minnesota,1,9,2,1,7,Cleveland,27:35,Iman Shumpert,97,winner,True,125
69,+17,3,9,1,2,2/1/2017,7,13,1,2,2/1/2017_Minnesota_Cleveland,0,Minnesota,0,18,1,0,4,Cleveland,21:34,Channing Frye,97,winner,True,125
70,+14,0,2,1,0,2/1/2017,2,5,0,0,2/1/2017_Minnesota_Cleveland,1,Minnesota,0,4,1,0,5,Cleveland,28:15,Richard Jefferson,97,winner,False,125
71,+14,4,7,2,1,2/1/2017,8,11,0,0,2/1/2017_Minnesota_Cleveland,0,Minnesota,2,20,0,0,1,Cleveland,24:28,Kyle Korver,97,winner,False,125
72,+14,2,2,3,1,2/1/2017,3,5,1,2,2/1/2017_Minnesota_Cleveland,0,Minnesota,2,9,1,3,1,Cleveland,17:13,Kay Felder,97,winner,False,125
73,+10,0,1,1,1,2/1/2017,1,2,0,0,2/1/2017_Minnesota_Cleveland,0,Minnesota,3,2,0,1,2,Cleveland,9:28,James Jones,97,winner,False,125
74,+7,1,1,0,0,2/1/2017,1,1,1,2,2/1/2017_Minnesota_Cleveland,0,Minnesota,0,4,1,0,2,Cleveland,4:15,Jordan McRae,97,winner,False,125
75,+2,0,0,1,0,2/1/2017,0,0,0,0,2/1/2017_Minnesota_Cleveland,0,Minnesota,0,0,0,1,2,Cleveland,3:15,DeAndre Liggins,97,winner,False,125
76,,,,,,2/1/2017,,,,,2/1/2017_Minnesota_Cleveland,,Minnesota,,,,,,Cleveland,DNP,Kevin Love,97,winner,False,125
77,-28,1,4,2,0,2/1/2017,2,5,3,4,2/1/2017_Dallas_Philadelphia,0,Dallas,3,8,0,2,3,Philadelphia,35:12,Nik Stauskas,113,loser,True,95
78,-7,1,4,1,0,2/1/2017,4,9,4,4,2/1/2017_Dallas_Philadelphia,1,Dallas,2,13,0,1,10,Philadelphia,31:07,Ersan Ilyasova,113,loser,True,95
79,-9,0,0,4,0,2/1/2017,3,6,2,2,2/1/2017_Dallas_Philadelphia,0,Dallas,0,8,1,2,4,Philadelphia,28:54,T.J. McConnell,113,loser,True,95
80,-17,0,0,1,0,2/1/2017,7,16,2,5,2/1/2017_Dallas_Philadelphia,0,Dallas,3,16,0,1,1,Philadelphia,24:29,Jahlil Okafor,113,loser,True,95
81,-3,1,2,2,0,2/1/2017,3,5,0,0,2/1/2017_Dallas_Philadelphia,0,Dallas,5,7,0,2,4,Philadelphia,22:55,Timothe Luwawu-Cabarrot,113,loser,True,95
82,-18,1,4,2,0,2/1/2017,3,9,3,6,2/1/2017_Dallas_Philadelphia,2,Dallas,1,10,1,2,7,Philadelphia,24:24,Dario Saric,113,loser,False,95
83,+3,0,1,2,0,2/1/2017,3,7,4,4,2/1/2017_Dallas_Philadelphia,1,Dallas,1,10,1,1,3,Philadelphia,24:08,Gerald Henderson,113,loser,False,95
84,-2,0,0,1,0,2/1/2017,4,8,0,0,2/1/2017_Dallas_Philadelphia,1,Dallas,2,8,1,1,3,Philadelphia,17:09,Nerlens Noel,113,loser,False,95
85,-10,1,4,4,0,2/1/2017,2,6,0,0,2/1/2017_Dallas_Philadelphia,0,Dallas,1,5,0,0,2,Philadelphia,13:18,Sergio Rodriguez,113,loser,False,95
86,0,1,3,2,1,2/1/2017,3,5,1,1,2/1/2017_Dallas_Philadelphia,0,Dallas,3,8,1,1,2,Philadelphia,12:02,Chasson Randle,113,loser,False,95
87,+1,0,0,0,1,2/1/2017,1,1,0,0,2/1/2017_Dallas_Philadelphia,0,Dallas,0,2,0,0,0,Philadelphia,6:22,Richaun Holmes,113,loser,False,95
88,,,,,,2/1/2017,,,,,2/1/2017_Dallas_Philadelphia,,Dallas,,,,,,Philadelphia,DNP,Robert Covington,113,loser,False,95
89,,,,,,2/1/2017,,,,,2/1/2017_Dallas_Philadelphia,,Dallas,,,,,,Philadelphia,DNP,Joel Embiid,113,loser,False,95
90,+2,0,4,5,1,2/1/2017,3,13,5,5,2/1/2017_Philadelphia_Dallas,1,Philadelphia,2,11,1,2,3,Dallas,37:43,Yogi Ferrell,95,winner,True,113
91,+13,3,7,6,0,2/1/2017,8,14,3,4,2/1/2017_Philadelphia_Dallas,1,Philadelphia,2,22,4,3,3,Dallas,34:21,Seth Curry,95,winner,True,113
92,+16,1,3,1,0,2/1/2017,6,13,2,2,2/1/2017_Philadelphia_Dallas,2,Philadelphia,2,15,2,1,7,Dallas,31:46,Harrison Barnes,95,winner,True,113
93,+22,1,4,1,0,2/1/2017,3,9,2,2,2/1/2017_Philadelphia_Dallas,0,Philadelphia,2,9,0,1,6,Dallas,30:36,Wesley Matthews,95,winner,True,113
94,+3,0,2,3,0,2/1/2017,4,12,0,0,2/1/2017_Philadelphia_Dallas,0,Philadelphia,1,8,1,1,5,Dallas,28:14,Dirk Nowitzki,95,winner,True,113
95,+18,0,0,0,1,2/1/2017,7,9,2,4,2/1/2017_Philadelphia_Dallas,8,Philadelphia,2,16,1,1,17,Dallas,21:03,Salah Mejri,95,winner,False,113
96,+22,3,3,3,0,2/1/2017,3,5,5,5,2/1/2017_Philadelphia_Dallas,0,Philadelphia,2,14,0,0,1,Dallas,18:39,Devin Harris,95,winner,False,113
97,-6,0,0,2,1,2/1/2017,1,1,3,4,2/1/2017_Philadelphia_Dallas,0,Philadelphia,2,5,0,0,1,Dallas,18:10,Dorian Finney-Smith,95,winner,False,113
98,-2,1,1,1,1,2/1/2017,2,5,1,2,2/1/2017_Philadelphia_Dallas,1,Philadelphia,4,6,1,1,3,Dallas,10:26,Dwight Powell,95,winner,False,113
99,+1,1,2,0,0,2/1/2017,3,4,0,0,2/1/2017_Philadelphia_Dallas,1,Philadelphia,0,7,0,1,4,Dallas,4:31,Justin Anderson,95,winner,False,113
100,+1,0,0,0,0,2/1/2017,0,1,0,0,2/1/2017_Philadelphia_Dallas,1,Philadelphia,0,0,0,0,1,Dallas,4:31,Nicolas Brussino,95,winner,False,113
101,,,,,,2/1/2017,,,,,2/1/2017_Philadelphia_Dallas,,Philadelphia,,,,,,Dallas,DNP,Andrew Bogut,95,winner,False,113
102,+10,0,0,0,0,2/1/2017,2,8,0,0,2/1/2017_Denver_Memphis,2,Denver,1,4,2,0,3,Memphis,30:08,Tony Allen,99,winner,True,119
103,+5,2,7,5,0,2/1/2017,7,14,2,2,2/1/2017_Denver_Memphis,1,Denver,1,18,1,1,4,Memphis,26:41,Mike Conley,99,winner,True,119
104,+18,0,1,1,0,2/1/2017,4,9,0,0,2/1/2017_Denver_Memphis,3,Denver,4,8,0,0,8,Memphis,26:27,JaMychal Green,99,winner,True,119
105,+8,3,4,3,1,2/1/2017,9,15,3,3,2/1/2017_Denver_Memphis,0,Denver,3,24,0,0,5,Memphis,24:13,Marc Gasol,99,winner,True,119
106,+11,0,2,3,0,2/1/2017,2,7,2,2,2/1/2017_Denver_Memphis,0,Denver,2,6,0,0,6,Memphis,21:43,Chandler Parsons,99,winner,True,119
107,+16,3,3,6,1,2/1/2017,4,6,3,4,2/1/2017_Denver_Memphis,1,Denver,3,14,0,0,5,Memphis,26:18,Vince Carter,99,winner,False,119
108,+13,0,1,2,0,2/1/2017,7,12,0,0,2/1/2017_Denver_Memphis,1,Denver,2,14,0,4,5,Memphis,21:26,Zach Randolph,99,winner,False,119
109,+15,2,3,6,0,2/1/2017,2,6,2,4,2/1/2017_Denver_Memphis,0,Denver,3,8,2,0,0,Memphis,21:19,Andrew Harrison,99,winner,False,119
110,+10,2,4,1,1,2/1/2017,4,6,3,3,2/1/2017_Denver_Memphis,1,Denver,2,13,0,1,6,Memphis,19:46,James Ennis,99,winner,False,119
111,0,2,3,0,0,2/1/2017,2,3,0,0,2/1/2017_Denver_Memphis,0,Denver,0,6,0,1,0,Memphis,6:20,Troy Daniels,99,winner,False,119
112,-2,0,1,0,0,2/1/2017,1,2,0,0,2/1/2017_Denver_Memphis,1,Denver,0,2,0,0,2,Memphis,5:13,Brandan Wright,99,winner,False,119
113,-2,0,1,1,0,2/1/2017,1,2,0,0,2/1/2017_Denver_Memphis,0,Denver,2,2,1,1,0,Memphis,5:13,Toney Douglas,99,winner,False,119
114,-2,0,0,0,1,2/1/2017,0,2,0,2,2/1/2017_Denver_Memphis,1,Denver,1,0,0,0,2,Memphis,5:13,Deyonta Davis,99,winner,False,119
115,-10,0,3,2,0,2/1/2017,4,12,6,8,2/1/2017_Memphis_Denver,1,Memphis,3,14,0,2,3,Denver,29:35,Danilo Gallinari,119,loser,True,99
116,-8,0,0,1,0,2/1/2017,5,6,1,1,2/1/2017_Memphis_Denver,5,Memphis,5,11,1,3,11,Denver,27:32,Kenneth Faried,119,loser,True,99
117,-8,2,2,1,0,2/1/2017,4,4,2,2,2/1/2017_Memphis_Denver,0,Memphis,0,12,1,2,2,Denver,24:44,Gary Harris,119,loser,True,99
118,-9,0,0,3,0,2/1/2017,1,4,2,4,2/1/2017_Memphis_Denver,1,Memphis,0,4,0,1,3,Denver,18:50,Jusuf Nurkic,119,loser,True,99
119,+1,0,0,2,0,2/1/2017,0,1,0,0,2/1/2017_Memphis_Denver,0,Memphis,2,0,0,0,1,Denver,3:49,Jameer Nelson,119,loser,True,99
120,-11,1,7,2,1,2/1/2017,3,16,2,2,2/1/2017_Memphis_Denver,1,Memphis,1,9,3,1,4,Denver,32:25,Jamal Murray,119,loser,False,99
121,-19,0,1,7,0,2/1/2017,4,10,6,10,2/1/2017_Memphis_Denver,2,Memphis,2,14,0,2,6,Denver,25:39,Emmanuel Mudiay,119,loser,False,99
122,-19,0,1,4,1,2/1/2017,2,6,0,1,2/1/2017_Memphis_Denver,0,Memphis,2,4,1,3,3,Denver,25:01,Wilson Chandler,119,loser,False,99
123,-8,4,7,0,0,2/1/2017,4,9,2,2,2/1/2017_Memphis_Denver,0,Memphis,1,14,0,0,5,Denver,15:30,Darrell Arthur,119,loser,False,99
124,-5,1,1,1,0,2/1/2017,3,5,1,1,2/1/2017_Memphis_Denver,1,Memphis,1,8,0,1,4,Denver,15:03,Juan Hernangomez,119,loser,False,99
125,0,0,1,0,0,2/1/2017,0,1,0,0,2/1/2017_Memphis_Denver,0,Memphis,0,0,0,1,2,Denver,8:15,Mike Miller,119,loser,False,99
126,-4,0,1,1,0,2/1/2017,0,4,2,2,2/1/2017_Memphis_Denver,0,Memphis,0,2,0,0,1,Denver,7:17,Johnny O'Bryant,119,loser,False,99
127,0,1,1,1,0,2/1/2017,2,2,2,2,2/1/2017_Memphis_Denver,0,Memphis,0,7,1,1,0,Denver,6:20,Malik Beasley,119,loser,False,99
128,-5,0,1,2,4,2/1/2017,13,24,5,6,2/1/2017_Detroit_New Orleans,2,Detroit,3,31,2,5,12,New Orleans,40:46,Anthony Davis,118,loser,True,98
129,-6,0,3,11,1,2/1/2017,10,17,2,3,2/1/2017_Detroit_New Orleans,1,Detroit,1,22,2,4,3,New Orleans,35:18,Jrue Holiday,118,loser,True,98
130,-7,3,6,1,0,2/1/2017,3,7,0,0,2/1/2017_Detroit_New Orleans,0,Detroit,3,9,0,1,4,New Orleans,34:57,Solomon Hill,118,loser,True,98
131,-10,0,0,0,0,2/1/2017,5,9,1,1,2/1/2017_Detroit_New Orleans,0,Detroit,2,11,0,1,3,New Orleans,27:04,Terrence Jones,118,loser,True,98
132,+5,1,6,1,0,2/1/2017,2,8,0,0,2/1/2017_Detroit_New Orleans,0,Detroit,3,5,1,1,6,New Orleans,21:25,Buddy Hield,118,loser,True,98
133,-26,1,2,3,0,2/1/2017,4,8,0,0,2/1/2017_Detroit_New Orleans,0,Detroit,2,9,1,0,2,New Orleans,28:17,E'Twaun Moore,118,loser,False,98
134,-11,0,1,2,0,2/1/2017,1,2,0,0,2/1/2017_Detroit_New Orleans,0,Detroit,0,2,0,0,2,New Orleans,21:46,Dante Cunningham,118,loser,False,98
135,-22,0,2,1,0,2/1/2017,3,7,3,4,2/1/2017_Detroit_New Orleans,0,Detroit,0,9,0,1,0,New Orleans,18:20,Tyreke Evans,118,loser,False,98
136,-18,0,0,0,0,2/1/2017,0,0,0,0,2/1/2017_Detroit_New Orleans,0,Detroit,1,0,0,1,3,New Orleans,12:07,Donatas Motiejunas,118,loser,False,98
137,,,,,,2/1/2017,,,,,2/1/2017_Detroit_New Orleans,,Detroit,,,,,,New Orleans,DNP,Langston Galloway,118,loser,False,98
138,,,,,,2/1/2017,,,,,2/1/2017_Detroit_New Orleans,,Detroit,,,,,,New Orleans,DNP,Alexis Ajinca,118,loser,False,98
139,,,,,,2/1/2017,,,,,2/1/2017_Detroit_New Orleans,,Detroit,,,,,,New Orleans,DNP,Tim Frazier,118,loser,False,98
140,,,,,,2/1/2017,,,,,2/1/2017_Detroit_New Orleans,,Detroit,,,,,,New Orleans,DNP,Omer Asik,118,loser,False,98
141,+11,8,11,1,0,2/1/2017,12,18,6,8,2/1/2017_New Orleans_Detroit,0,New Orleans,2,38,4,2,4,Detroit,38:33,Kentavious Caldwell-Pope,98,winner,True,118
142,-3,1,4,4,0,2/1/2017,3,9,0,0,2/1/2017_New Orleans_Detroit,1,New Orleans,1,7,0,1,4,Detroit,34:09,Marcus Morris,98,winner,True,118
143,-8,0,0,0,0,2/1/2017,8,13,1,2,2/1/2017_New Orleans_Detroit,1,New Orleans,3,17,3,2,6,Detroit,25:49,Andre Drummond,98,winner,True,118
144,-16,0,3,3,0,2/1/2017,2,7,2,2,2/1/2017_New Orleans_Detroit,0,New Orleans,0,6,0,1,0,Detroit,20:43,Reggie Jackson,98,winner,True,118
145,-16,0,3,3,0,2/1/2017,1,7,0,0,2/1/2017_New Orleans_Detroit,0,New Orleans,1,2,0,0,4,Detroit,17:04,Jon Leuer,98,winner,True,118
146,+24,0,2,4,0,2/1/2017,9,13,1,1,2/1/2017_New Orleans_Detroit,0,New Orleans,0,19,1,1,8,Detroit,27:35,Tobias Harris,98,winner,False,118
147,+36,1,2,7,0,2/1/2017,6,7,2,4,2/1/2017_New Orleans_Detroit,0,New Orleans,0,15,0,2,3,Detroit,27:17,Ish Smith,98,winner,False,118
148,+36,0,0,6,0,2/1/2017,2,7,0,0,2/1/2017_New Orleans_Detroit,2,New Orleans,2,4,1,1,5,Detroit,24:40,Stanley Johnson,98,winner,False,118
149,+31,0,0,0,0,2/1/2017,4,5,0,0,2/1/2017_New Orleans_Detroit,1,New Orleans,3,8,0,0,7,Detroit,18:55,Aron Baynes,98,winner,False,118
150,+5,0,1,0,0,2/1/2017,1,2,0,0,2/1/2017_New Orleans_Detroit,0,New Orleans,1,2,0,0,1,Detroit,5:15,Reggie Bullock,98,winner,False,118
151,,,,,,2/1/2017,,,,,2/1/2017_New Orleans_Detroit,,New Orleans,,,,,,Detroit,DNP,Beno Udrih,98,winner,False,118
152,,,,,,2/1/2017,,,,,2/1/2017_New Orleans_Detroit,,New Orleans,,,,,,Detroit,DNP,Boban Marjanovic,98,winner,False,118
153,-26,2,6,1,0,2/1/2017,6,13,0,0,2/1/2017_Golden State_Charlotte,0,Golden State,3,14,0,1,6,Charlotte,30:49,Marvin Williams,126,loser,True,111
154,-27,0,3,5,0,2/1/2017,1,5,5,5,2/1/2017_Golden State_Charlotte,0,Golden State,1,7,0,3,1,Charlotte,25:14,Kemba Walker,126,loser,True,111
155,-24,0,1,3,2,2/1/2017,2,6,0,0,2/1/2017_Golden State_Charlotte,2,Golden State,1,4,0,1,4,Charlotte,24:30,Spencer Hawes,126,loser,True,111
156,-30,3,4,7,0,2/1/2017,4,7,2,2,2/1/2017_Golden State_Charlotte,2,Golden State,0,13,0,2,5,Charlotte,24:07,Nicolas Batum,126,loser,True,111
157,-21,0,0,1,0,2/1/2017,4,11,0,0,2/1/2017_Golden State_Charlotte,1,Golden State,1,8,0,1,9,Charlotte,22:35,Michael Kidd-Gilchrist,126,loser,True,111
