3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,name,opp_score,started,team_score,+/-,is_Home,Team_Win,time_played_(s)
0,0,0,2,2012-11-12,1,6,0,0,11/12/2012_Portland_Atlanta,3,Portland,2,2,0,0,9,Atlanta,Zaza Pachulia,87,0,95,-14,0,1,1390
0,3,1,0,2012-11-12,3,7,5,6,11/12/2012_Portland_Atlanta,1,Portland,1,11,4,1,1,Atlanta,Lou Williams,87,0,95,-4,0,1,1089
1,2,0,1,2012-11-12,2,5,0,0,11/12/2012_Portland_Atlanta,0,Portland,3,5,1,0,0,Atlanta,Anthony Morrow,87,0,95,4,0,1,774
0,2,0,0,2012-11-12,1,3,2,2,11/12/2012_Portland_Atlanta,0,Portland,1,4,1,3,1,Atlanta,Anthony Tolliver,87,0,95,-4,0,1,600
0,0,2,0,2012-11-12,2,3,0,1,11/12/2012_Portland_Atlanta,0,Portland,1,4,0,0,1,Atlanta,Devin Harris,87,0,95,-2,0,1,525
0,0,0,0,2012-11-12,0,0,0,0,11/12/2012_Portland_Atlanta,0,Portland,1,0,0,0,1,Atlanta,Ivan Johnson,87,0,95,-3,0,1,304
3,8,1,0,2012-11-12,8,17,0,0,11/12/2012_Portland_Atlanta,2,Atlanta,2,19,1,4,7,Portland,Nicolas Batum,95,1,87,-6,1,0,2410
2,7,2,1,2012-11-12,5,18,0,0,11/12/2012_Portland_Atlanta,1,Atlanta,3,12,2,4,3,Portland,Damian Lillard,95,1,87,-20,1,0,2316
1,6,1,0,2012-11-12,3,9,10,10,11/12/2012_Portland_Atlanta,1,Atlanta,2,17,3,1,4,Portland,Wesley Matthews,95,1,87,0,1,0,2307
0,0,8,0,2012-11-12,4,13,6,9,11/12/2012_Portland_Atlanta,2,Atlanta,5,14,2,5,6,Portland,LaMarcus Aldridge,95,1,87,-4,1,0,2171
0,0,0,1,2012-11-12,8,14,3,5,11/12/2012_Portland_Atlanta,7,Atlanta,1,19,2,3,18,Portland,J.J. Hickson,95,1,87,-4,1,0,1979
0,1,2,0,2012-11-12,1,3,0,0,11/12/2012_Portland_Atlanta,1,Atlanta,4,2,1,1,4,Portland,Ronnie Price,95,0,87,5,1,0,1073
0,1,0,2,2012-11-12,1,4,2,2,11/12/2012_Portland_Atlanta,1,Atlanta,2,4,1,1,2,Portland,Meyers Leonard,95,0,87,-2,1,0,895
0,0,1,1,2012-11-12,0,5,0,0,11/12/2012_Portland_Atlanta,1,Atlanta,0,0,0,0,1,Portland,Joel Freeland,95,0,87,-4,1,0,690
0,0,0,1,2012-11-12,0,0,0,0,11/12/2012_Portland_Atlanta,0,Atlanta,0,0,1,0,1,Portland,Sasha Pavlovic,95,0,87,-3,1,0,382
0,0,0,0,2012-11-12,0,0,0,0,11/12/2012_Portland_Atlanta,0,Atlanta,0,0,0,1,1,Portland,Will Barton,95,0,87,-2,1,0,177
3,7,14,2,2012-11-12,6,16,2,2,11/12/2012_Toronto_Utah,1,Toronto,4,17,4,7,3,Utah,Mo Williams,133,1,140,7,0,1,3004
1,2,3,1,2012-11-12,9,20,5,6,11/12/2012_Toronto_Utah,2,Toronto,2,24,2,2,17,Utah,Al Jefferson,133,1,140,11,0,1,2937
3,4,2,2,2012-11-12,11,16,9,10,11/12/2012_Toronto_Utah,1,Toronto,3,34,2,1,9,Utah,Paul Millsap,133,1,140,4,0,1,2620
2,6,3,1,2012-11-12,4,11,2,2,11/12/2012_Toronto_Utah,1,Toronto,4,12,0,1,3,Utah,Gordon Hayward,133,1,140,-6,0,1,2055
1,1,0,1,2012-11-12,6,9,4,6,11/12/2012_Toronto_Utah,2,Toronto,1,17,0,1,5,Utah,Marvin Williams,133,1,140,-6,0,1,1913
0,0,0,4,2012-11-12,6,12,3,6,11/12/2012_Toronto_Utah,3,Toronto,5,15,2,2,6,Utah,Derrick Favors,133,0,140,15,0,1,2697
4,6,4,0,2012-11-12,4,7,8,9,11/12/2012_Toronto_Utah,0,Toronto,6,20,0,2,0,Utah,Randy Foye,133,0,140,10,0,1,2200
0,0,4,0,2012-11-12,0,1,0,0,11/12/2012_Toronto_Utah,0,Toronto,0,0,0,2,0,Utah,Jamaal Tinsley,133,0,140,0,0,1,774
0,0,0,0,2012-11-12,0,1,1,2,11/12/2012_Toronto_Utah,1,Toronto,1,1,0,0,3,Utah,Enes Kanter,133,0,140,0,0,1,700
1,6,6,0,2012-11-12,16,33,4,7,11/12/2012_Toronto_Utah,1,Utah,4,37,2,5,8,Toronto,DeMar DeRozan,140,1,133,-9,1,0,3600
2,4,17,0,2012-11-12,8,16,2,2,11/12/2012_Toronto_Utah,1,Utah,2,20,3,5,2,Toronto,Jose Calderon,140,1,133,-8,1,0,2999
1,4,1,2,2012-11-12,5,17,8,9,11/12/2012_Toronto_Utah,2,Utah,2,19,1,2,8,Toronto,Andrea Bargnani,140,1,133,1,1,0,2924
0,0,1,1,2012-11-12,2,3,1,2,11/12/2012_Toronto_Utah,0,Utah,4,5,0,1,3,Toronto,Dominic McGuire,140,1,133,-10,1,0,1956
0,0,1,0,2012-11-12,3,3,4,4,11/12/2012_Toronto_Utah,1,Utah,4,10,1,1,1,Toronto,Jonas Valanciunas,140,1,133,-1,1,0,960
0,0,2,1,2012-11-12,5,8,1,3,11/12/2012_Toronto_Utah,7,Utah,6,11,3,2,14,Toronto,Amir Johnson,140,0,133,-4,1,0,2296
3,7,1,0,2012-11-12,7,16,3,3,11/12/2012_Toronto_Utah,2,Utah,6,20,1,0,7,Toronto,Linas Kleiza,140,0,133,0,1,0,1818
0,0,0,1,2012-11-12,2,4,0,0,11/12/2012_Toronto_Utah,6,Utah,2,4,2,1,9,Toronto,Ed Davis,140,0,133,-6,1,0,1067
1,3,2,0,2012-11-12,3,6,0,0,11/12/2012_Toronto_Utah,0,Utah,0,7,0,0,0,Toronto,John Lucas III,140,0,133,8,1,0,834
0,0,0,0,2012-11-12,0,1,0,0,11/12/2012_Toronto_Utah,0,Utah,1,0,0,0,0,Toronto,Aaron Gray,140,0,133,-8,1,0,264
0,0,0,0,2012-11-12,0,1,0,0,11/12/2012_Toronto_Utah,0,Utah,0,0,0,0,0,Toronto,Terrence Ross,140,0,133,2,1,0,182
0,1,2,0,2012-11-13,2,7,0,0,11/13/2012_Brooklyn_Cleveland,0,Brooklyn,4,4,0,1,1,Cleveland,Alonzo Gee,114,1,101,6,0,0,2277
2,6,8,0,2012-11-13,9,19,14,14,11/13/2012_Brooklyn_Cleveland,1,Brooklyn,2,34,3,4,4,Cleveland,Kyrie Irving,114,1,101,-1,0,0,2264
0,0,3,0,2012-11-13,16,21,3,3,11/13/2012_Brooklyn_Cleveland,11,Brooklyn,2,35,2,1,18,Cleveland,Anderson Varejao,114,1,101,4,0,0,2249
1,5,2,0,2012-11-13,3,16,1,2,11/13/2012_Brooklyn_Cleveland,0,Brooklyn,2,8,2,2,4,Cleveland,Dion Waiters,114,1,101,-10,0,0,2148
0,0,0,0,2012-11-13,6,11,2,5,11/13/2012_Brooklyn_Cleveland,3,Brooklyn,4,14,1,1,5,Cleveland,Tristan Thompson,114,1,101,-5,0,0,1849
0,1,1,0,2012-11-13,0,1,0,0,11/13/2012_Brooklyn_Cleveland,0,Brooklyn,4,0,1,0,1,Cleveland,Daniel Gibson,114,0,101,-9,0,0,1065
0,0,0,0,2012-11-13,2,7,0,0,11/13/2012_Brooklyn_Cleveland,0,Brooklyn,2,4,0,2,1,Cleveland,Jon Leuer,114,0,101,-13,0,0,1025
0,0,0,0,2012-11-13,0,3,0,0,11/13/2012_Brooklyn_Cleveland,1,Brooklyn,2,0,0,0,1,Cleveland,Samardo Samuels,114,0,101,-12,0,0,637
0,0,0,0,2012-11-13,0,0,0,0,11/13/2012_Brooklyn_Cleveland,0,Brooklyn,3,0,1,0,0,Cleveland,Luke Walton,114,0,101,-8,0,0,357
0,1,0,0,2012-11-13,0,2,2,2,11/13/2012_Brooklyn_Cleveland,0,Brooklyn,0,2,0,0,0,Cleveland,Donald Sloan,114,0,101,-9,0,0,344
0,0,0,0,2012-11-13,0,0,0,0,11/13/2012_Brooklyn_Cleveland,0,Brooklyn,1,0,0,1,0,Cleveland,Omri Casspi,114,0,101,-8,0,0,185
3,9,6,1,2012-11-13,9,16,4,5,11/13/2012_Brooklyn_Cleveland,0,Cleveland,2,25,1,3,5,Brooklyn,Joe Johnson,101,1,114,18,1,1,2317
1,6,10,0,2012-11-13,10,20,5,5,11/13/2012_Brooklyn_Cleveland,1,Cleveland,2,26,1,3,2,Brooklyn,Deron Williams,101,1,114,-7,1,1,2155
0,0,1,4,2012-11-13,10,14,3,5,11/13/2012_Brooklyn_Cleveland,2,Cleveland,4,23,1,2,7,Brooklyn,Brook Lopez,101,1,114,-2,1,1,1727
0,0,1,1,2012-11-13,4,5,4,6,11/13/2012_Brooklyn_Cleveland,3,Cleveland,5,12,0,1,6,Brooklyn,Kris Humphries,101,1,114,4,1,1,1633
0,3,3,0,2012-11-13,0,3,0,0,11/13/2012_Brooklyn_Cleveland,0,Cleveland,1,0,0,1,1,Brooklyn,Keith Bogans,101,1,114,0,1,1,649
1,3,2,0,2012-11-13,2,7,2,2,11/13/2012_Brooklyn_Cleveland,1,Cleveland,3,7,1,0,1,Brooklyn,C.J. Watson,101,0,114,10,1,1,1696
0,0,1,0,2012-11-13,0,0,2,2,11/13/2012_Brooklyn_Cleveland,3,Cleveland,1,2,1,1,8,Brooklyn,Reggie Evans,101,0,114,9,1,1,1247
0,0,1,3,2012-11-13,4,7,5,6,11/13/2012_Brooklyn_Cleveland,1,Cleveland,2,13,0,2,5,Brooklyn,Andray Blatche,101,0,114,15,1,1,1153
0,0,1,1,2012-11-13,1,2,0,0,11/13/2012_Brooklyn_Cleveland,1,Cleveland,1,2,0,0,3,Brooklyn,Josh Childress,101,0,114,6,1,1,901
0,1,1,0,2012-11-13,2,3,0,0,11/13/2012_Brooklyn_Cleveland,0,Cleveland,2,4,0,0,1,Brooklyn,Jerry Stackhouse,101,0,114,10,1,1,892
0,0,0,0,2012-11-13,0,0,0,0,11/13/2012_Brooklyn_Cleveland,0,Cleveland,0,0,0,0,0,Brooklyn,Tornike Shengelia,101,0,114,2,1,1,30
2,8,2,1,2012-11-13,7,18,3,4,11/13/2012_Charlotte_Washington,2,Charlotte,1,19,1,1,6,Washington,Trevor Ariza,92,1,76,-9,0,0,2099
1,7,6,0,2012-11-13,2,12,1,2,11/13/2012_Charlotte_Washington,1,Charlotte,2,6,1,2,3,Washington,A.J. Price,92,1,76,-8,0,0,1974
0,0,3,2,2012-11-13,4,8,0,0,11/13/2012_Charlotte_Washington,4,Charlotte,1,8,1,2,8,Washington,Trevor Booker,92,1,76,-15,0,0,1648
0,0,2,3,2012-11-13,1,2,6,6,11/13/2012_Charlotte_Washington,1,Charlotte,3,8,0,1,9,Washington,Emeka Okafor,92,1,76,-16,0,0,1636
1,6,0,0,2012-11-13,1,11,5,5,11/13/2012_Charlotte_Washington,2,Charlotte,3,8,1,1,3,Washington,Bradley Beal,92,1,76,-2,0,0,1337
0,2,3,1,2012-11-13,3,10,1,3,11/13/2012_Charlotte_Washington,3,Charlotte,3,7,0,5,9,Washington,Jordan Crawford,92,0,76,-15,0,0,1293
0,0,0,2,2012-11-13,2,4,1,2,11/13/2012_Charlotte_Washington,1,Charlotte,3,5,0,1,1,Washington,Kevin Seraphin,92,0,76,2,0,0,924
1,2,1,0,2012-11-13,1,5,3,4,11/13/2012_Charlotte_Washington,2,Charlotte,2,6,0,0,3,Washington,Martell Webster,92,0,76,-7,0,0,781
0,1,0,0,2012-11-13,1,3,0,0,11/13/2012_Charlotte_Washington,0,Charlotte,1,2,0,0,2,Washington,Chris Singleton,92,0,76,-12,0,0,708
0,0,0,1,2012-11-13,0,0,0,4,11/13/2012_Charlotte_Washington,0,Charlotte,3,0,0,0,2,Washington,Jan Vesely,92,0,76,8,0,0,594
0,3,1,0,2012-11-13,0,4,0,0,11/13/2012_Charlotte_Washington,0,Charlotte,0,0,0,2,0,Washington,Jannero Pargo,92,0,76,-6,0,0,579
0,2,0,0,2012-11-13,1,4,0,0,11/13/2012_Charlotte_Washington,0,Charlotte,0,2,1,0,2,Washington,Cartier Martin,92,0,76,-1,0,0,577
0,0,0,0,2012-11-13,2,3,1,2,11/13/2012_Charlotte_Washington,2,Charlotte,2,5,0,2,2,Washington,Earl Barron,92,0,76,1,0,0,250
1,4,2,0,2012-11-13,5,13,6,7,11/13/2012_Charlotte_Washington,0,Washington,2,17,2,0,3,Charlotte,Kemba Walker,76,1,92,25,1,1,2096
0,2,4,1,2012-11-13,2,7,2,2,11/13/2012_Charlotte_Washington,3,Washington,1,6,1,3,6,Charlotte,Jeffery Taylor,76,1,92,7,1,1,1940
0,0,1,1,2012-11-13,4,6,0,0,11/13/2012_Charlotte_Washington,4,Washington,3,8,2,1,11,Charlotte,Brendan Haywood,76,1,92,10,1,1,1857
0,0,2,1,2012-11-13,6,11,3,3,11/13/2012_Charlotte_Washington,2,Washington,5,15,0,2,8,Charlotte,Michael Kidd-Gilchrist,76,1,92,2,1,1,1640
1,3,4,2,2012-11-13,3,8,2,4,11/13/2012_Charlotte_Washington,0,Washington,0,9,2,1,6,Charlotte,Byron Mullens,76,1,92,10,1,1,1614
1,2,2,0,2012-11-13,7,18,6,8,11/13/2012_Charlotte_Washington,1,Washington,1,21,0,2,5,Charlotte,Ramon Sessions,76,0,92,11,1,1,1783
0,0,1,2,2012-11-13,2,7,6,6,11/13/2012_Charlotte_Washington,2,Washington,3,10,0,2,6,Charlotte,Tyrus Thomas,76,0,92,6,1,1,1266
0,2,1,0,2012-11-13,2,4,2,2,11/13/2012_Charlotte_Washington,1,Washington,0,6,0,1,4,Charlotte,Reggie Williams,76,0,92,5,1,1,856
0,0,0,0,2012-11-13,0,1,0,0,11/13/2012_Charlotte_Washington,0,Washington,3,0,0,0,1,Charlotte,Bismack Biyombo,76,0,92,3,1,1,822
0,0,0,0,2012-11-13,0,2,0,0,11/13/2012_Charlotte_Washington,0,Washington,2,0,1,0,0,Charlotte,Cory Higgins,76,0,92,-2,1,1,325
0,0,0,0,2012-11-13,0,1,0,0,11/13/2012_Charlotte_Washington,0,Washington,0,0,0,0,0,Charlotte,DeSagana Diop,76,0,92,3,1,1,201
0,0,0,1,2012-11-13,5,13,5,6,11/13/2012_Indiana_Toronto,1,Indiana,4,15,0,2,5,Toronto,DeMar DeRozan,72,1,74,-2,0,1,2423
2,2,10,0,2012-11-13,5,10,1,1,11/13/2012_Indiana_Toronto,1,Indiana,1,13,0,4,10,Toronto,Jose Calderon,72,1,74,5,0,1,2347
2,6,1,0,2012-11-13,3,13,0,0,11/13/2012_Indiana_Toronto,0,Indiana,3,8,0,1,2,Toronto,Andrea Bargnani,72,1,74,5,0,1,1786
0,0,2,0,2012-11-13,4,8,1,2,11/13/2012_Indiana_Toronto,1,Indiana,2,9,2,1,8,Toronto,Jonas Valanciunas,72,1,74,4,0,1,1327
0,0,0,0,2012-11-13,1,1,0,0,11/13/2012_Indiana_Toronto,2,Indiana,0,2,0,0,4,Toronto,Dominic McGuire,72,1,74,3,0,1,1091
0,1,0,0,2012-11-13,2,9,3,4,11/13/2012_Indiana_Toronto,3,Indiana,4,7,0,1,7,Toronto,Amir Johnson,72,0,74,-4,0,1,1743
0,1,0,0,2012-11-13,2,9,6,6,11/13/2012_Indiana_Toronto,0,Indiana,2,10,0,2,4,Toronto,Linas Kleiza,72,0,74,-2,0,1,1471
0,0,0,0,2012-11-13,0,1,0,0,11/13/2012_Indiana_Toronto,0,Indiana,5,0,0,1,5,Toronto,Ed Davis,72,0,74,-1,0,1,904
1,1,0,0,2012-11-13,3,5,0,0,11/13/2012_Indiana_Toronto,0,Indiana,1,7,1,0,0,Toronto,Terrence Ross,72,0,74,5,0,1,775
1,1,0,0,2012-11-13,1,3,0,0,11/13/2012_Indiana_Toronto,0,Indiana,1,3,1,0,0,Toronto,John Lucas III,72,0,74,-3,0,1,533
2,6,4,0,2012-11-13,3,14,4,4,11/13/2012_Indiana_Toronto,3,Toronto,4,12,3,2,9,Indiana,Paul George,74,1,72,5,1,0,2476
0,4,2,1,2012-11-13,8,20,2,2,11/13/2012_Indiana_Toronto,2,Toronto,2,18,2,3,5,Indiana,George Hill,74,1,72,-3,1,0,2215
0,0,2,2,2012-11-13,3,12,5,8,11/13/2012_Indiana_Toronto,2,Toronto,0,11,0,2,6,Indiana,David West,74,1,72,2,1,0,2209
1,2,3,0,2012-11-13,3,6,0,0,11/13/2012_Indiana_Toronto,0,Toronto,3,7,0,1,3,Indiana,Lance Stephenson,74,1,72,-7,1,0,1624
0,0,1,2,2012-11-13,3,9,0,0,11/13/2012_Indiana_Toronto,3,Toronto,3,6,3,2,9,Indiana,Roy Hibbert,74,1,72,-10,1,0,1459
1,2,0,0,2012-11-13,2,7,1,2,11/13/2012_Indiana_Toronto,2,Toronto,1,6,0,0,5,Indiana,Gerald Green,74,0,72,-2,1,0,1660
0,0,0,0,2012-11-13,0,2,5,6,11/13/2012_Indiana_Toronto,2,Toronto,3,5,0,1,5,Indiana,Tyler Hansbrough,74,0,72,6,1,0,1343
0,0,0,2,2012-11-13,1,3,1,2,11/13/2012_Indiana_Toronto,0,Toronto,0,3,0,0,6,Indiana,Ian Mahinmi,74,0,72,-2,1,0,749
1,1,2,0,2012-11-13,1,2,1,1,11/13/2012_Indiana_Toronto,0,Toronto,0,4,0,1,1,Indiana,D.J. Augustin,74,0,72,1,1,0,665
0,0,4,4,2012-11-13,9,19,0,2,11/13/2012_LA Lakers_San Antonio,1,LA Lakers,4,18,0,0,9,San Antonio,Tim Duncan,82,1,84,9,0,1,2195
0,0,7,0,2012-11-13,8,18,3,3,11/13/2012_LA Lakers_San Antonio,1,LA Lakers,2,19,0,1,4,San Antonio,Tony Parker,82,1,84,-8,0,1,2042
3,7,1,0,2012-11-13,4,12,0,0,11/13/2012_LA Lakers_San Antonio,2,LA Lakers,1,11,3,0,5,San Antonio,Danny Green,82,1,84,-5,0,1,1826
0,0,2,1,2012-11-13,4,8,1,2,11/13/2012_LA Lakers_San Antonio,6,LA Lakers,2,9,2,1,9,San Antonio,Tiago Splitter,82,1,84,-9,0,1,1755
1,2,2,0,2012-11-13,3,6,0,0,11/13/2012_LA Lakers_San Antonio,0,LA Lakers,2,7,1,2,4,San Antonio,Kawhi Leonard,82,1,84,1,0,1,1571
2,4,0,0,2012-11-13,2,7,0,0,11/13/2012_LA Lakers_San Antonio,0,LA Lakers,2,6,2,0,1,San Antonio,Stephen Jackson,82,0,84,3,0,1,1405
0,4,3,0,2012-11-13,1,8,1,2,11/13/2012_LA Lakers_San Antonio,0,LA Lakers,2,3,0,2,1,San Antonio,Manu Ginobili,82,0,84,3,0,1,1124
1,1,0,0,2012-11-13,1,2,0,0,11/13/2012_LA Lakers_San Antonio,0,LA Lakers,1,3,1,0,1,San Antonio,Boris Diaw,82,0,84,-6,0,1,897
0,0,2,0,2012-11-13,2,4,2,2,11/13/2012_LA Lakers_San Antonio,0,LA Lakers,1,6,2,1,2,San Antonio,DeJuan Blair,82,0,84,12,0,1,756
0,2,1,0,2012-11-13,0,3,0,0,11/13/2012_LA Lakers_San Antonio,1,LA Lakers,0,0,1,1,2,San Antonio,Gary Neal,82,0,84,4,0,1,472
0,0,0,0,2012-11-13,1,3,0,0,11/13/2012_LA Lakers_San Antonio,0,LA Lakers,0,2,1,0,0,San Antonio,Patty Mills,82,0,84,6,0,1,357
0,0,1,3,2012-11-13,5,9,3,6,11/13/2012_LA Lakers_San Antonio,2,San Antonio,5,13,1,6,15,LA Lakers,Dwight Howard,84,1,82,-1,1,0,2450
2,4,8,0,2012-11-13,12,19,2,2,11/13/2012_LA Lakers_San Antonio,0,San Antonio,0,28,1,2,4,LA Lakers,Kobe Bryant,84,1,82,10,1,0,2285
0,1,5,2,2012-11-13,3,10,4,4,11/13/2012_LA Lakers_San Antonio,2,San Antonio,2,10,0,1,10,LA Lakers,Pau Gasol,84,1,82,-4,1,0,2215
2,8,0,1,2012-11-13,4,14,2,2,11/13/2012_LA Lakers_San Antonio,2,San Antonio,1,12,0,1,4,LA Lakers,Metta World Peace,84,1,82,6,1,0,2202
0,2,1,0,2012-11-13,0,5,1,4,11/13/2012_LA Lakers_San Antonio,2,San Antonio,1,1,0,0,2,LA Lakers,Darius Morris,84,1,82,1,1,0,1246
1,2,3,0,2012-11-13,2,4,0,0,11/13/2012_LA Lakers_San Antonio,1,San Antonio,3,5,0,2,2,LA Lakers,Chris Duhon,84,0,82,-3,1,0,1163
1,2,0,0,2012-11-13,2,4,0,0,11/13/2012_LA Lakers_San Antonio,0,San Antonio,0,5,0,1,3,LA Lakers,Antawn Jamison,84,0,82,-8,1,0,1149
0,0,0,3,2012-11-13,3,8,2,4,11/13/2012_LA Lakers_San Antonio,3,San Antonio,2,8,1,1,6,LA Lakers,Jordan Hill,84,0,82,1,1,0,1095
0,1,0,0,2012-11-13,0,1,0,0,11/13/2012_LA Lakers_San Antonio,1,San Antonio,0,0,2,3,2,LA Lakers,Jodie Meeks,84,0,82,-12,1,0,595
1,4,2,0,2012-11-13,11,22,2,3,11/13/2012_Orlando_New York,1,Orlando,2,25,1,3,8,New York,Carmelo Anthony,89,1,99,7,0,1,2551
3,7,5,0,2012-11-13,9,23,0,0,11/13/2012_Orlando_New York,1,Orlando,2,21,1,2,3,New York,Raymond Felton,89,1,99,4,0,1,2247
0,0,1,0,2012-11-13,4,6,4,4,11/13/2012_Orlando_New York,1,Orlando,3,12,2,1,6,New York,Tyson Chandler,89,1,99,19,0,1,2007
1,2,2,0,2012-11-13,2,4,0,0,11/13/2012_Orlando_New York,0,Orlando,1,5,2,1,1,New York,Jason Kidd,89,1,99,6,0,1,1913
0,1,1,0,2012-11-13,1,3,1,2,11/13/2012_Orlando_New York,1,Orlando,1,3,0,1,3,New York,Ronnie Brewer,89,1,99,0,0,1,1048
2,2,3,0,2012-11-13,9,14,1,2,11/13/2012_Orlando_New York,1,Orlando,2,21,2,1,4,New York,J.R. Smith,89,0,99,9,0,1,1922
1,2,0,0,2012-11-13,1,2,0,0,11/13/2012_Orlando_New York,0,Orlando,1,3,1,0,2,New York,Steve Novak,89,0,99,4,0,1,1196
0,5,0,1,2012-11-13,2,7,0,0,11/13/2012_Orlando_New York,1,Orlando,1,4,1,0,4,New York,Rasheed Wallace,89,0,99,0,0,1,867
1,1,1,0,2012-11-13,2,3,0,0,11/13/2012_Orlando_New York,0,Orlando,1,5,1,0,0,New York,Pablo Prigioni,89,0,99,1,0,1,419
0,0,0,0,2012-11-13,0,0,0,0,11/13/2012_Orlando_New York,0,Orlando,0,0,0,0,0,New York,Marcus Camby,89,0,99,0,0,1,230
2,6,8,1,2012-11-13,5,14,0,0,11/13/2012_Orlando_New York,0,New York,0,12,0,0,3,Orlando,E'Twaun Moore,99,1,89,-5,1,0,2340
2,4,5,0,2012-11-13,4,14,3,5,11/13/2012_Orlando_New York,0,New York,4,13,1,7,4,Orlando,Arron Afflalo,99,1,89,-13,1,0,2309
1,3,7,0,2012-11-13,7,13,3,4,11/13/2012_Orlando_New York,1,New York,0,18,1,4,4,Orlando,J.J. Redick,99,1,89,-5,1,0,2290
0,0,2,0,2012-11-13,6,10,0,0,11/13/2012_Orlando_New York,1,New York,1,12,2,4,10,Orlando,Nikola Vucevic,99,1,89,-8,1,0,2185
0,0,3,0,2012-11-13,5,5,0,0,11/13/2012_Orlando_New York,1,New York,2,10,1,2,6,Orlando,Glen Davis,99,1,89,-4,1,0,1848
0,0,0,4,2012-11-13,5,7,0,2,11/13/2012_Orlando_New York,4,New York,0,10,0,1,7,Orlando,Maurice Harkless,99,0,89,-2,1,0,1161
0,0,2,0,2012-11-13,1,2,1,2,11/13/2012_Orlando_New York,1,New York,1,3,0,0,6,Orlando,Josh McRoberts,99,0,89,-6,1,0,1001
0,0,0,0,2012-11-13,4,7,3,4,11/13/2012_Orlando_New York,1,New York,0,11,1,1,2,Orlando,Andrew Nicholson,99,0,89,1,1,0,587
0,1,0,0,2012-11-13,0,2,0,0,11/13/2012_Orlando_New York,0,New York,1,0,1,0,0,Orlando,Ish Smith,99,0,89,-5,1,0,540
0,0,1,0,2012-11-13,0,1,0,0,11/13/2012_Orlando_New York,0,New York,0,0,0,1,0,Orlando,Gustavo Ayon,99,0,89,-3,1,0,139
0,0,2,2,2012-11-13,5,14,9,10,11/13/2012_Sacramento_Portland,1,Sacramento,1,19,1,2,5,Portland,LaMarcus Aldridge,86,1,103,15,0,1,2195
2,3,1,1,2012-11-13,6,9,4,4,11/13/2012_Sacramento_Portland,1,Sacramento,2,18,1,1,4,Portland,Wesley Matthews,86,1,103,24,0,1,2172
5,6,9,0,2012-11-13,7,10,3,4,11/13/2012_Sacramento_Portland,1,Sacramento,2,22,0,4,2,Portland,Damian Lillard,86,1,103,24,0,1,2110
0,0,0,0,2012-11-13,5,10,0,0,11/13/2012_Sacramento_Portland,4,Sacramento,1,10,0,1,13,Portland,J.J. Hickson,86,1,103,25,0,1,2014
2,8,5,1,2012-11-13,6,13,1,2,11/13/2012_Sacramento_Portland,2,Sacramento,0,15,3,2,7,Portland,Nicolas Batum,86,1,103,23,0,1,2000
2,3,2,0,2012-11-13,3,5,0,0,11/13/2012_Sacramento_Portland,1,Sacramento,2,8,2,2,6,Portland,Ronnie Price,86,0,103,-5,0,1,1228
2,4,0,0,2012-11-13,2,4,0,0,11/13/2012_Sacramento_Portland,0,Sacramento,3,6,1,0,2,Portland,Sasha Pavlovic,86,0,103,-6,0,1,880
0,0,0,1,2012-11-13,0,2,0,0,11/13/2012_Sacramento_Portland,0,Sacramento,3,0,0,1,0,Portland,Jared Jeffries,86,0,103,18,0,1,562
0,0,0,0,2012-11-13,0,0,2,2,11/13/2012_Sacramento_Portland,1,Sacramento,0,2,0,0,2,Portland,Meyers Leonard,86,0,103,-13,0,1,554
0,0,0,0,2012-11-13,0,2,0,0,11/13/2012_Sacramento_Portland,0,Sacramento,1,0,0,1,1,Portland,Joel Freeland,86,0,103,-7,0,1,304
1,2,0,0,2012-11-13,1,2,0,0,11/13/2012_Sacramento_Portland,0,Sacramento,0,3,0,1,0,Portland,Nolan Smith,86,0,103,-4,0,1,151
0,1,1,0,2012-11-13,0,1,0,0,11/13/2012_Sacramento_Portland,0,Sacramento,3,0,1,0,1,Portland,Luke Babbitt,86,0,103,-4,0,1,131
0,0,0,0,2012-11-13,0,0,0,0,11/13/2012_Sacramento_Portland,0,Sacramento,0,0,0,0,1,Portland,Victor Claver,86,0,103,-5,0,1,99
0,1,0,2,2012-11-13,7,13,2,3,11/13/2012_Sacramento_Portland,0,Portland,3,16,1,2,2,Sacramento,James Johnson,103,1,86,-21,1,0,1956
0,0,0,2,2012-11-13,3,9,2,2,11/13/2012_Sacramento_Portland,2,Portland,3,8,0,2,11,Sacramento,Jason Thompson,103,1,86,-15,1,0,1883
0,0,6,0,2012-11-13,3,7,0,0,11/13/2012_Sacramento_Portland,3,Portland,4,6,0,1,8,Sacramento,Chuck Hayes,103,1,86,-7,1,0,1834
0,2,4,0,2012-11-13,4,8,2,4,11/13/2012_Sacramento_Portland,0,Portland,2,10,1,2,1,Sacramento,Tyreke Evans,103,1,86,-20,1,0,1778
0,1,0,0,2012-11-13,0,1,0,0,11/13/2012_Sacramento_Portland,0,Portland,0,0,0,0,0,Sacramento,Aaron Brooks,103,1,86,-10,1,0,425
0,3,0,0,2012-11-13,6,14,2,2,11/13/2012_Sacramento_Portland,3,Portland,4,14,1,1,5,Sacramento,Marcus Thornton,103,0,86,-14,1,0,1927
