3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,name,opp_score,started,team_score,+/-,is_Home,Team_Win,time_played_(s)
2,9,6,0,2012-10-30,2,13,1,1,10/30/2012_Cleveland_Washington,1,Cleveland,1,7,0,1,2,Washington,A.J. Price,94,1,84,-11,0,0,1764
0,0,0,4,2012-10-30,4,10,2,4,10/30/2012_Cleveland_Washington,5,Cleveland,1,10,0,1,7,Washington,Emeka Okafor,94,1,84,-5,0,0,1475
2,4,4,2,2012-10-30,3,8,1,2,10/30/2012_Cleveland_Washington,1,Cleveland,0,9,3,0,3,Washington,Trevor Ariza,94,1,84,-9,0,0,1475
2,4,3,0,2012-10-30,2,8,2,2,10/30/2012_Cleveland_Washington,0,Cleveland,1,8,1,2,3,Washington,Bradley Beal,94,1,84,-16,0,0,1293
0,1,1,1,2012-10-30,2,9,0,0,10/30/2012_Cleveland_Washington,1,Cleveland,4,4,1,4,1,Washington,Trevor Booker,94,1,84,-15,0,0,1005
0,6,5,1,2012-10-30,4,13,3,4,10/30/2012_Cleveland_Washington,1,Cleveland,1,11,1,1,3,Washington,Jordan Crawford,94,0,84,0,0,0,1722
1,3,1,0,2012-10-30,4,6,0,0,10/30/2012_Cleveland_Washington,0,Cleveland,1,9,2,0,3,Washington,Martell Webster,94,0,84,-1,0,0,1405
0,0,1,1,2012-10-30,3,4,1,4,10/30/2012_Cleveland_Washington,3,Cleveland,3,7,0,1,4,Washington,Jan Vesely,94,0,84,-2,0,0,1274
0,1,2,0,2012-10-30,2,7,0,0,10/30/2012_Cleveland_Washington,2,Cleveland,2,4,2,1,4,Washington,Chris Singleton,94,0,84,1,0,0,1031
1,4,3,0,2012-10-30,2,6,2,2,10/30/2012_Cleveland_Washington,0,Cleveland,3,7,0,1,1,Washington,Jannero Pargo,94,0,84,7,0,0,981
0,0,0,1,2012-10-30,4,6,0,1,10/30/2012_Cleveland_Washington,4,Cleveland,2,8,1,0,8,Washington,Earl Barron,94,0,84,1,0,0,975
0,0,9,2,2012-10-30,3,7,3,3,10/30/2012_Cleveland_Washington,12,Washington,4,9,0,1,23,Cleveland,Anderson Varejao,84,1,94,7,1,1,2242
3,6,3,1,2012-10-30,11,20,4,5,10/30/2012_Cleveland_Washington,0,Washington,4,29,0,4,6,Cleveland,Kyrie Irving,84,1,94,23,1,1,2074
0,2,2,0,2012-10-30,2,9,0,0,10/30/2012_Cleveland_Washington,2,Washington,5,4,2,3,3,Cleveland,Alonzo Gee,84,1,94,14,1,1,2033
0,0,5,0,2012-10-30,5,8,2,4,10/30/2012_Cleveland_Washington,3,Washington,2,12,1,2,10,Cleveland,Tristan Thompson,84,1,94,20,1,1,1891
2,5,0,0,2012-10-30,6,14,3,4,10/30/2012_Cleveland_Washington,0,Washington,0,17,3,3,2,Cleveland,Dion Waiters,84,1,94,13,1,1,1694
0,1,1,0,2012-10-30,1,5,0,0,10/30/2012_Cleveland_Washington,0,Washington,0,2,0,3,4,Cleveland,C.J. Miles,84,0,94,2,1,1,1062
2,4,1,1,2012-10-30,3,5,2,4,10/30/2012_Cleveland_Washington,1,Washington,2,10,0,0,3,Cleveland,Daniel Gibson,84,0,94,-9,1,1,971
0,0,0,1,2012-10-30,2,4,1,2,10/30/2012_Cleveland_Washington,0,Washington,2,5,1,0,2,Cleveland,Tyler Zeller,84,0,94,4,1,1,893
0,1,1,0,2012-10-30,2,5,0,0,10/30/2012_Cleveland_Washington,0,Washington,2,4,0,2,0,Cleveland,Donald Sloan,84,0,94,-13,1,1,806
0,1,0,0,2012-10-30,1,2,0,0,10/30/2012_Cleveland_Washington,0,Washington,0,2,0,2,1,Cleveland,Luke Walton,84,0,94,-11,1,1,734
0,0,2,1,2012-10-30,3,10,2,2,10/30/2012_LA Lakers_Dallas,2,LA Lakers,4,8,1,0,11,Dallas,Elton Brand,91,1,99,7,0,1,2172
0,0,4,1,2012-10-30,5,11,1,1,10/30/2012_LA Lakers_Dallas,2,LA Lakers,4,11,1,2,9,Dallas,Shawn Marion,91,1,99,-2,0,1,1973
0,1,4,0,2012-10-30,8,12,1,2,10/30/2012_LA Lakers_Dallas,0,LA Lakers,2,17,3,2,2,Dallas,Darren Collison,91,1,99,0,0,1,1920
2,4,3,0,2012-10-30,4,13,2,2,10/30/2012_LA Lakers_Dallas,1,LA Lakers,0,12,1,2,1,Dallas,O.J. Mayo,91,1,99,-1,0,1,1870
0,0,0,3,2012-10-30,5,5,4,5,10/30/2012_LA Lakers_Dallas,1,LA Lakers,3,14,0,3,5,Dallas,Brandan Wright,91,1,99,4,0,1,1171
0,4,2,0,2012-10-30,5,12,1,2,10/30/2012_LA Lakers_Dallas,0,LA Lakers,3,11,1,1,4,Dallas,Vince Carter,91,0,99,13,0,1,1610
2,4,2,0,2012-10-30,3,7,0,0,10/30/2012_LA Lakers_Dallas,0,LA Lakers,1,8,1,0,3,Dallas,Jae Crowder,91,0,99,2,0,1,1170
1,2,5,0,2012-10-30,4,8,2,2,10/30/2012_LA Lakers_Dallas,1,LA Lakers,2,11,1,0,1,Dallas,Rodrigue Beaubois,91,0,99,9,0,1,1010
0,0,0,0,2012-10-30,3,7,1,2,10/30/2012_LA Lakers_Dallas,2,LA Lakers,4,7,0,1,4,Dallas,Eddy Curry,91,0,99,6,0,1,1004
0,0,0,0,2012-10-30,0,0,0,0,10/30/2012_LA Lakers_Dallas,0,LA Lakers,2,0,0,0,0,Dallas,Dahntay Jones,91,0,99,2,0,1,502
1,1,6,3,2012-10-30,8,19,6,8,10/30/2012_LA Lakers_Dallas,4,Dallas,2,23,0,2,13,LA Lakers,Pau Gasol,99,1,91,3,1,0,2419
0,0,2,1,2012-10-30,8,12,3,14,10/30/2012_LA Lakers_Dallas,4,Dallas,6,19,0,3,10,LA Lakers,Dwight Howard,99,1,91,-13,1,0,2279
0,3,4,0,2012-10-30,1,8,1,2,10/30/2012_LA Lakers_Dallas,2,Dallas,1,3,3,3,8,LA Lakers,Metta World Peace,99,1,91,-5,1,0,2189
0,0,0,0,2012-10-30,11,14,0,0,10/30/2012_LA Lakers_Dallas,0,Dallas,3,22,1,2,1,LA Lakers,Kobe Bryant,99,1,91,-1,1,0,2092
1,4,4,1,2012-10-30,3,9,0,0,10/30/2012_LA Lakers_Dallas,0,Dallas,1,7,0,1,2,LA Lakers,Steve Nash,99,1,91,-3,1,0,2049
0,1,2,0,2012-10-30,2,4,1,1,10/30/2012_LA Lakers_Dallas,1,Dallas,3,5,1,0,5,LA Lakers,Antawn Jamison,99,0,91,0,1,0,902
0,0,0,0,2012-10-30,4,6,1,6,10/30/2012_LA Lakers_Dallas,4,Dallas,2,9,0,1,5,LA Lakers,Jordan Hill,99,0,91,-9,1,0,855
0,1,6,0,2012-10-30,0,2,0,0,10/30/2012_LA Lakers_Dallas,0,Dallas,2,0,1,1,0,LA Lakers,Steve Blake,99,0,91,-5,1,0,831
1,3,0,0,2012-10-30,1,3,0,0,10/30/2012_LA Lakers_Dallas,0,Dallas,1,3,0,1,2,LA Lakers,Jodie Meeks,99,0,91,-7,1,0,784
0,2,13,0,2012-10-30,9,14,2,4,10/30/2012_Miami_Boston,0,Miami,4,20,0,4,7,Boston,Rajon Rondo,120,1,107,-13,0,0,2613
2,4,5,0,2012-10-30,6,15,9,9,10/30/2012_Miami_Boston,0,Miami,3,23,2,0,5,Boston,Paul Pierce,120,1,107,-17,0,0,2434
0,0,2,2,2012-10-30,4,8,1,1,10/30/2012_Miami_Boston,1,Miami,4,9,0,5,12,Boston,Kevin Garnett,120,1,107,-4,0,0,1903
0,0,1,0,2012-10-30,6,11,3,4,10/30/2012_Miami_Boston,6,Miami,2,15,0,1,11,Boston,Brandon Bass,120,1,107,-8,0,0,1699
1,1,1,0,2012-10-30,5,6,0,0,10/30/2012_Miami_Boston,0,Miami,5,11,0,1,1,Boston,Courtney Lee,120,1,107,-7,0,0,1440
0,3,1,0,2012-10-30,2,7,4,4,10/30/2012_Miami_Boston,0,Miami,3,8,1,3,0,Boston,Jason Terry,120,0,107,-10,0,0,1491
0,0,0,0,2012-10-30,0,4,3,4,10/30/2012_Miami_Boston,0,Miami,0,3,1,1,3,Boston,Jeff Green,120,0,107,-7,0,0,1384
3,3,1,0,2012-10-30,6,8,1,2,10/30/2012_Miami_Boston,0,Miami,1,16,0,0,1,Boston,Leandro Barbosa,120,0,107,4,0,0,950
0,0,0,0,2012-10-30,1,2,0,0,10/30/2012_Miami_Boston,0,Miami,1,2,0,0,1,Boston,Jared Sullinger,120,0,107,-3,0,0,486
0,1,1,3,2012-10-30,8,15,3,4,10/30/2012_Miami_Boston,2,Boston,3,19,0,1,10,Miami,Chris Bosh,107,1,120,15,1,1,2217
0,1,11,0,2012-10-30,3,7,2,2,10/30/2012_Miami_Boston,0,Boston,3,8,3,1,1,Miami,Mario Chalmers,107,1,120,11,1,1,2189
0,0,4,1,2012-10-30,10,22,9,11,10/30/2012_Miami_Boston,2,Boston,3,29,2,4,3,Miami,Dwyane Wade,107,1,120,-6,1,1,2107
2,3,1,0,2012-10-30,2,4,0,0,10/30/2012_Miami_Boston,0,Boston,3,6,1,0,2,Miami,Shane Battier,107,1,120,12,1,1,1745
2,4,3,0,2012-10-30,10,16,4,5,10/30/2012_Miami_Boston,1,Boston,2,26,2,0,10,Miami,LeBron James,107,1,120,12,1,1,1732
2,3,2,0,2012-10-30,5,7,7,8,10/30/2012_Miami_Boston,0,Boston,1,19,0,0,2,Miami,Ray Allen,107,0,120,9,1,1,1835
1,2,1,1,2012-10-30,4,5,1,2,10/30/2012_Miami_Boston,0,Boston,1,10,0,0,5,Miami,Rashard Lewis,107,0,120,1,1,1,1135
0,0,0,0,2012-10-30,0,1,0,0,10/30/2012_Miami_Boston,0,Boston,1,0,0,1,3,Miami,Udonis Haslem,107,0,120,-2,1,1,663
0,0,1,0,2012-10-30,0,0,0,0,10/30/2012_Miami_Boston,0,Boston,1,0,0,0,0,Miami,Mike Miller,107,0,120,8,1,1,396
1,2,1,0,2012-10-30,1,2,0,0,10/30/2012_Miami_Boston,0,Boston,2,3,0,1,0,Miami,Norris Cole,107,0,120,5,1,1,381
1,2,3,1,2012-10-31,8,13,4,4,10/31/2012_Chicago_Sacramento,1,Chicago,3,21,0,2,8,Sacramento,Tyreke Evans,93,1,87,1,0,0,2345
0,0,2,1,2012-10-31,3,6,2,2,10/31/2012_Chicago_Sacramento,3,Chicago,4,8,0,0,8,Sacramento,Jason Thompson,93,1,87,-2,0,0,1655
0,0,1,2,2012-10-31,7,14,0,0,10/31/2012_Chicago_Sacramento,3,Chicago,4,14,3,7,7,Sacramento,DeMarcus Cousins,93,1,87,-12,0,0,1502
2,3,1,0,2012-10-31,3,8,2,2,10/31/2012_Chicago_Sacramento,0,Chicago,1,10,0,3,0,Sacramento,Isaiah Thomas,93,1,87,-6,0,0,1483
0,1,1,0,2012-10-31,1,8,0,0,10/31/2012_Chicago_Sacramento,2,Chicago,3,2,3,4,3,Sacramento,James Johnson,93,1,87,-13,0,0,1288
1,6,2,0,2012-10-31,5,15,4,5,10/31/2012_Chicago_Sacramento,0,Chicago,1,15,1,0,4,Sacramento,Marcus Thornton,93,0,87,1,0,0,1908
1,3,1,0,2012-10-31,3,10,0,1,10/31/2012_Chicago_Sacramento,0,Chicago,6,7,1,0,3,Sacramento,Aaron Brooks,93,0,87,0,0,0,1397
0,0,0,0,2012-10-31,1,5,1,2,10/31/2012_Chicago_Sacramento,1,Chicago,3,3,1,3,3,Sacramento,Thomas Robinson,93,0,87,1,0,0,1293
0,0,3,1,2012-10-31,1,2,0,0,10/31/2012_Chicago_Sacramento,1,Chicago,3,2,1,0,3,Sacramento,Chuck Hayes,93,0,87,-2,0,0,1063
1,2,0,0,2012-10-31,2,3,0,0,10/31/2012_Chicago_Sacramento,0,Chicago,1,5,0,0,1,Sacramento,Francisco Garcia,93,0,87,0,0,0,460
0,0,0,0,2012-10-31,0,0,0,0,10/31/2012_Chicago_Sacramento,0,Chicago,0,0,0,0,0,Sacramento,Jimmer Fredette,93,0,87,2,0,0,6
0,4,2,1,2012-10-31,3,13,1,3,10/31/2012_Chicago_Sacramento,5,Sacramento,3,7,0,4,12,Chicago,Luol Deng,87,1,93,6,1,1,2493
0,0,3,3,2012-10-31,6,12,11,12,10/31/2012_Chicago_Sacramento,5,Sacramento,2,23,5,2,10,Chicago,Joakim Noah,87,1,93,6,1,1,2401
0,0,2,1,2012-10-31,8,13,2,5,10/31/2012_Chicago_Sacramento,1,Sacramento,3,18,1,3,8,Chicago,Carlos Boozer,87,1,93,5,1,1,2005
0,1,3,0,2012-10-31,7,16,5,5,10/31/2012_Chicago_Sacramento,0,Sacramento,1,19,2,3,1,Chicago,Richard Hamilton,87,1,93,6,1,1,1863
0,1,7,0,2012-10-31,1,7,1,3,10/31/2012_Chicago_Sacramento,1,Sacramento,2,3,0,2,3,Chicago,Kirk Hinrich,87,1,93,5,1,1,1763
1,2,1,0,2012-10-31,3,8,0,0,10/31/2012_Chicago_Sacramento,0,Sacramento,2,7,0,3,5,Chicago,Nate Robinson,87,0,93,1,1,1,1185
0,0,0,4,2012-10-31,2,6,0,0,10/31/2012_Chicago_Sacramento,1,Sacramento,1,4,0,0,5,Chicago,Taj Gibson,87,0,93,-1,1,1,1154
1,1,3,0,2012-10-31,1,2,3,3,10/31/2012_Chicago_Sacramento,0,Sacramento,0,6,0,1,0,Chicago,Marco Belinelli,87,0,93,7,1,1,702
0,0,0,0,2012-10-31,1,1,2,2,10/31/2012_Chicago_Sacramento,0,Sacramento,3,4,0,0,1,Chicago,Jimmy Butler,87,0,93,-5,1,1,670
0,0,0,1,2012-10-31,1,1,0,0,10/31/2012_Chicago_Sacramento,1,Sacramento,2,2,0,0,1,Chicago,Nazr Mohammed,87,0,93,0,1,1,164
4,10,12,1,2012-10-31,14,25,5,6,10/31/2012_Detroit_Houston,1,Detroit,2,37,4,4,6,Houston,James Harden,96,1,105,18,0,1,2644
1,4,6,0,2012-10-31,3,9,4,5,10/31/2012_Detroit_Houston,2,Detroit,3,11,0,3,7,Houston,Chandler Parsons,96,1,105,9,0,1,2546
0,2,8,0,2012-10-31,5,12,2,2,10/31/2012_Detroit_Houston,0,Detroit,4,12,4,4,4,Houston,Jeremy Lin,96,1,105,23,0,1,2127
0,0,0,2,2012-10-31,5,6,2,6,10/31/2012_Detroit_Houston,2,Detroit,2,12,1,3,9,Houston,Omer Asik,96,1,105,3,0,1,1982
0,2,1,0,2012-10-31,3,10,0,0,10/31/2012_Detroit_Houston,4,Detroit,3,6,0,2,7,Houston,Marcus Morris,96,1,105,-3,0,1,1536
5,6,0,0,2012-10-31,5,6,0,0,10/31/2012_Detroit_Houston,1,Detroit,3,15,1,3,7,Houston,Carlos Delfino,96,0,105,8,0,1,1436
0,0,0,0,2012-10-31,4,4,2,2,10/31/2012_Detroit_Houston,2,Detroit,5,10,2,0,5,Houston,Greg Smith,96,0,105,4,0,1,1022
0,2,1,0,2012-10-31,0,5,2,2,10/31/2012_Detroit_Houston,0,Detroit,1,2,0,1,0,Houston,Toney Douglas,96,0,105,-14,0,1,753
0,1,0,0,2012-10-31,0,2,0,0,10/31/2012_Detroit_Houston,0,Detroit,1,0,0,0,0,Houston,Daequan Cook,96,0,105,-3,0,1,354
0,3,6,0,2012-10-31,1,10,7,8,10/31/2012_Detroit_Houston,0,Houston,0,9,1,0,2,Detroit,Rodney Stuckey,105,1,96,-19,1,0,2207
1,4,4,0,2012-10-31,5,15,4,6,10/31/2012_Detroit_Houston,0,Houston,0,15,1,2,4,Detroit,Brandon Knight,105,1,96,-12,1,0,2205
0,0,4,0,2012-10-31,7,13,0,3,10/31/2012_Detroit_Houston,2,Houston,4,14,3,4,8,Detroit,Greg Monroe,105,1,96,-9,1,0,2107
0,1,1,0,2012-10-31,4,9,4,4,10/31/2012_Detroit_Houston,0,Houston,0,12,1,1,4,Detroit,Tayshaun Prince,105,1,96,-8,1,0,1942
0,0,0,2,2012-10-31,4,7,2,2,10/31/2012_Detroit_Houston,4,Houston,2,10,0,2,8,Detroit,Jason Maxiell,105,1,96,4,1,0,1440
0,1,1,0,2012-10-31,2,7,3,3,10/31/2012_Detroit_Houston,4,Houston,2,7,1,0,4,Detroit,Jonas Jerebko,105,0,96,-10,1,0,1172
2,2,0,1,2012-10-31,4,5,0,0,10/31/2012_Detroit_Houston,0,Houston,0,10,0,1,2,Detroit,Kyle Singler,105,0,96,-1,1,0,938
2,4,3,0,2012-10-31,3,6,0,0,10/31/2012_Detroit_Houston,0,Houston,1,8,2,1,0,Detroit,Kim English,105,0,96,8,1,0,827
1,1,2,0,2012-10-31,4,6,0,0,10/31/2012_Detroit_Houston,0,Houston,4,9,1,3,2,Detroit,Will Bynum,105,0,96,2,1,0,789
0,0,0,1,2012-10-31,1,1,0,0,10/31/2012_Detroit_Houston,0,Houston,2,2,2,2,2,Detroit,Andre Drummond,105,0,96,0,1,0,773
0,0,3,1,2012-10-31,5,15,5,9,10/31/2012_LA Clippers_Memphis,7,LA Clippers,3,15,1,4,16,Memphis,Zach Randolph,101,1,92,-25,0,0,2371
0,0,5,1,2012-10-31,8,13,4,4,10/31/2012_LA Clippers_Memphis,3,LA Clippers,3,20,1,2,7,Memphis,Marc Gasol,101,1,92,0,0,0,2331
0,1,3,1,2012-10-31,11,21,3,4,10/31/2012_LA Clippers_Memphis,3,LA Clippers,2,25,2,3,7,Memphis,Rudy Gay,101,1,92,1,0,0,2298
1,4,5,0,2012-10-31,2,10,2,2,10/31/2012_LA Clippers_Memphis,1,LA Clippers,3,7,3,6,3,Memphis,Mike Conley,101,1,92,-4,0,0,2065
0,1,1,0,2012-10-31,2,6,4,4,10/31/2012_LA Clippers_Memphis,1,LA Clippers,3,8,3,1,5,Memphis,Tony Allen,101,1,92,-11,0,0,1710
0,0,0,0,2012-10-31,2,4,3,3,10/31/2012_LA Clippers_Memphis,0,LA Clippers,4,7,1,0,2,Memphis,Marreese Speights,101,0,92,7,0,0,1025
0,2,0,0,2012-10-31,2,5,0,0,10/31/2012_LA Clippers_Memphis,1,LA Clippers,2,4,0,0,2,Memphis,Wayne Ellington,101,0,92,3,0,0,931
1,3,4,1,2012-10-31,1,8,3,4,10/31/2012_LA Clippers_Memphis,0,LA Clippers,3,6,1,1,1,Memphis,Jerryd Bayless,101,0,92,-6,0,0,920
0,3,3,0,2012-10-31,0,4,0,0,10/31/2012_LA Clippers_Memphis,1,LA Clippers,2,0,2,1,1,Memphis,Quincy Pondexter,101,0,92,-10,0,0,748
0,2,1,0,2012-10-31,5,12,0,0,10/31/2012_LA Clippers_Memphis,0,Memphis,3,10,1,1,2,LA Clippers,Caron Butler,92,1,101,-7,1,1,2065
0,2,12,0,2012-10-31,4,10,4,6,10/31/2012_LA Clippers_Memphis,0,Memphis,2,12,4,2,4,LA Clippers,Chris Paul,92,1,101,-1,1,1,2054
0,0,2,1,2012-10-31,4,10,3,5,10/31/2012_LA Clippers_Memphis,2,Memphis,4,11,0,4,7,LA Clippers,Blake Griffin,92,1,101,4,1,1,1929
2,2,1,1,2012-10-31,2,7,1,2,10/31/2012_LA Clippers_Memphis,0,Memphis,2,7,0,0,4,LA Clippers,Willie Green,92,1,101,21,1,1,1733
0,0,1,1,2012-10-31,6,8,0,0,10/31/2012_LA Clippers_Memphis,3,Memphis,4,12,2,9,7,LA Clippers,DeAndre Jordan,92,1,101,7,1,1,1403
3,7,1,0,2012-10-31,10,14,6,8,10/31/2012_LA Clippers_Memphis,1,Memphis,1,29,1,1,2,LA Clippers,Jamal Crawford,92,0,101,5,1,1,1791
0,1,4,0,2012-10-31,5,8,3,4,10/31/2012_LA Clippers_Memphis,1,Memphis,1,13,0,1,4,LA Clippers,Eric Bledsoe,92,0,101,9,1,1,1031
0,1,2,4,2012-10-31,1,2,0,0,10/31/2012_LA Clippers_Memphis,0,Memphis,2,2,2,3,6,LA Clippers,Lamar Odom,92,0,101,7,1,1,996
0,0,1,1,2012-10-31,0,1,3,4,10/31/2012_LA Clippers_Memphis,0,Memphis,3,3,2,0,0,LA Clippers,Ronny Turiaf,92,0,101,10,1,1,932
0,0,0,1,2012-10-31,1,2,0,0,10/31/2012_LA Clippers_Memphis,1,Memphis,5,2,0,1,3,LA Clippers,Ryan Hollins,92,0,101,-10,1,1,468
1,1,6,0,2012-10-31,9,19,4,6,10/31/2012_New Orleans_San Antonio,0,New Orleans,2,23,0,0,3,San Antonio,Tony Parker,95,1,99,12,0,1,2125
0,0,3,3,2012-10-31,10,15,4,5,10/31/2012_New Orleans_San Antonio,2,New Orleans,3,24,0,5,11,San Antonio,Tim Duncan,95,1,99,13,0,1,2062
3,6,1,0,2012-10-31,6,13,4,4,10/31/2012_New Orleans_San Antonio,1,New Orleans,5,19,5,2,7,San Antonio,Kawhi Leonard,95,1,99,12,0,1,2057
1,5,0,2,2012-10-31,4,11,0,0,10/31/2012_New Orleans_San Antonio,0,New Orleans,1,9,1,1,3,San Antonio,Danny Green,95,1,99,-4,0,1,1957
0,1,6,1,2012-10-31,2,3,0,0,10/31/2012_New Orleans_San Antonio,2,New Orleans,1,4,2,2,4,San Antonio,Boris Diaw,95,1,99,13,0,1,1789
0,3,1,0,2012-10-31,2,6,3,6,10/31/2012_New Orleans_San Antonio,1,New Orleans,5,7,1,0,5,San Antonio,Stephen Jackson,95,0,99,-4,0,1,1485
0,2,3,0,2012-10-31,1,5,0,1,10/31/2012_New Orleans_San Antonio,1,New Orleans,1,2,0,1,3,San Antonio,Gary Neal,95,0,99,-3,0,1,1040
0,0,1,0,2012-10-31,3,5,1,2,10/31/2012_New Orleans_San Antonio,3,New Orleans,1,7,0,1,6,San Antonio,Tiago Splitter,95,0,99,-9,0,1,950
1,2,0,1,2012-10-31,1,3,0,0,10/31/2012_New Orleans_San Antonio,0,New Orleans,2,3,0,1,0,San Antonio,Matt Bonner,95,0,99,-6,0,1,572
0,0,1,1,2012-10-31,0,0,1,2,10/31/2012_New Orleans_San Antonio,0,New Orleans,0,1,0,2,1,San Antonio,Patty Mills,95,0,99,-4,0,1,363
0,3,13,0,2012-10-31,4,8,0,0,10/31/2012_New Orleans_San Antonio,0,San Antonio,3,8,1,2,6,New Orleans,Greivis Vasquez,99,1,95,-5,1,0,2248
0,1,3,3,2012-10-31,8,16,1,2,10/31/2012_New Orleans_San Antonio,0,San Antonio,2,17,2,3,7,New Orleans,Al-Farouq Aminu,99,1,95,-17,1,0,2226
0,0,0,1,2012-10-31,6,12,9,9,10/31/2012_New Orleans_San Antonio,3,San Antonio,0,21,1,0,7,New Orleans,Anthony Davis,99,1,95,-20,1,0,1744
0,0,3,1,2012-10-31,4,10,0,0,10/31/2012_New Orleans_San Antonio,3,San Antonio,2,8,0,2,9,New Orleans,Robin Lopez,99,1,95,-15,1,0,1532
0,2,2,0,2012-10-31,1,9,5,6,10/31/2012_New Orleans_San Antonio,0,San Antonio,3,7,0,3,1,New Orleans,Austin Rivers,99,1,95,-2,1,0,1446
1,5,0,0,2012-10-31,3,10,4,4,10/31/2012_New Orleans_San Antonio,0,San Antonio,2,11,0,0,5,New Orleans,Ryan Anderson,99,0,95,16,1,0,1731
2,4,2,0,2012-10-31,3,7,0,0,10/31/2012_New Orleans_San Antonio,0,San Antonio,5,8,0,0,1,New Orleans,Roger Mason,99,0,95,-1,1,0,1623
0,0,1,1,2012-10-31,5,6,2,2,10/31/2012_New Orleans_San Antonio,3,San Antonio,1,12,1,1,6,New Orleans,Jason Smith,99,0,95,12,1,0,994
1,2,2,0,2012-10-31,1,2,0,0,10/31/2012_New Orleans_San Antonio,0,San Antonio,2,3,2,2,1,New Orleans,Darius Miller,99,0,95,15,1,0,848
0,0,0,0,2012-10-31,0,0,0,0,10/31/2012_New Orleans_San Antonio,0,San Antonio,0,0,0,0,0,New Orleans,Brian Roberts,99,0,95,-3,1,0,9
1,2,7,0,2012-10-31,7,17,1,2,10/31/2012_Philadelphia_Denver,1,Philadelphia,4,16,2,0,5,Denver,Ty Lawson,84,1,75,-3,0,0,2198
0,4,4,1,2012-10-31,5,13,1,3,10/31/2012_Philadelphia_Denver,1,Philadelphia,0,11,2,4,4,Denver,Andre Iguodala,84,1,75,-19,0,0,2088
0,0,0,1,2012-10-31,2,3,2,4,10/31/2012_Philadelphia_Denver,4,Philadelphia,3,6,1,1,9,Denver,Kosta Koufos,84,1,75,0,0,0,1780
0,0,0,0,2012-10-31,3,9,0,0,10/31/2012_Philadelphia_Denver,5,Philadelphia,2,6,1,2,7,Denver,Kenneth Faried,84,1,75,-7,0,0,1027
0,2,2,0,2012-10-31,2,5,0,0,10/31/2012_Philadelphia_Denver,0,Philadelphia,2,4,0,0,6,Denver,Jordan Hamilton,84,1,75,-5,0,0,771
0,1,5,0,2012-10-31,5,15,0,0,10/31/2012_Philadelphia_Denver,1,Philadelphia,2,10,2,3,7,Denver,Andre Miller,84,0,75,0,0,0,1941
2,6,0,0,2012-10-31,3,9,0,0,10/31/2012_Philadelphia_Denver,0,Philadelphia,4,8,1,5,6,Denver,Corey Brewer,84,0,75,0,0,0,1642
0,1,0,0,2012-10-31,2,8,1,2,10/31/2012_Philadelphia_Denver,0,Philadelphia,4,5,0,1,3,Denver,Wilson Chandler,84,0,75,-7,0,0,1234
0,0,0,3,2012-10-31,2,5,0,0,10/31/2012_Philadelphia_Denver,4,Philadelphia,0,4,0,3,7,Denver,JaVale McGee,84,0,75,-9,0,0,1100
1,2,1,0,2012-10-31,2,4,0,0,10/31/2012_Philadelphia_Denver,0,Philadelphia,1,5,0,1,0,Denver,Evan Fournier,84,0,75,5,0,0,619
0,3,11,0,2012-10-31,5,16,4,5,10/31/2012_Philadelphia_Denver,2,Denver,3,14,2,3,6,Philadelphia,Jrue Holiday,75,1,84,8,1,1,2484
2,7,2,3,2012-10-31,4,13,0,0,10/31/2012_Philadelphia_Denver,2,Denver,3,10,4,0,4,Philadelphia,Jason Richardson,75,1,84,7,1,1,2191
0,0,1,1,2012-10-31,6,12,1,3,10/31/2012_Philadelphia_Denver,1,Denver,2,13,2,1,5,Philadelphia,Thaddeus Young,75,1,84,18,1,1,2187
0,1,2,0,2012-10-31,2,7,1,1,10/31/2012_Philadelphia_Denver,0,Denver,4,5,0,3,6,Philadelphia,Evan Turner,75,1,84,10,1,1,1708
0,0,0,1,2012-10-31,1,5,1,2,10/31/2012_Philadelphia_Denver,4,Denver,0,3,0,1,4,Philadelphia,Lavoy Allen,75,1,84,-1,1,1,1018
2,3,2,5,2012-10-31,6,11,2,2,10/31/2012_Philadelphia_Denver,3,Denver,1,16,2,3,12,Philadelphia,Spencer Hawes,75,0,84,10,1,1,1862
2,8,0,1,2012-10-31,3,12,6,6,10/31/2012_Philadelphia_Denver,2,Denver,1,14,2,2,7,Philadelphia,Dorell Wright,75,0,84,-1,1,1,1658
1,3,0,0,2012-10-31,3,9,2,2,10/31/2012_Philadelphia_Denver,0,Denver,0,9,1,1,3,Philadelphia,Nick Young,75,0,84,-6,1,1,1121
0,0,0,0,2012-10-31,0,0,0,0,10/31/2012_Philadelphia_Denver,0,Denver,0,0,0,1,0,Philadelphia,Maalik Wayns,75,0,84,0,1,1,151
0,0,0,0,2012-10-31,0,0,0,0,10/31/2012_Philadelphia_Denver,0,Denver,0,0,0,0,0,Philadelphia,Damien Wilkins,75,0,84,0,1,1,20
0,0,3,1,2012-10-31,2,16,2,2,10/31/2012_Phoenix_Golden State,3,Phoenix,4,6,0,1,9,Golden State,David Lee,85,1,87,3,0,1,2355
4,7,1,0,2012-10-31,6,16,0,0,10/31/2012_Phoenix_Golden State,2,Phoenix,2,16,0,4,8,Golden State,Klay Thompson,85,1,87,-10,0,1,2025
