3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,name,opp_score,started,team_score,+/-,is_Home,Team_Win,time_played_(s)
4,6,5,1,2011-12-25,9,13,0,0,12/25/2011_LA Lakers_Chicago,0,LA Lakers,1,22,0,5,1,Chicago,Derrick Rose,87,1,88,7,0,1,2119
0,0,2,1,2011-12-25,7,13,1,4,12/25/2011_LA Lakers_Chicago,1,LA Lakers,3,15,1,2,6,Chicago,Carlos Boozer,87,1,88,2,0,1,1952
0,0,2,0,2011-12-25,3,12,0,0,12/25/2011_LA Lakers_Chicago,5,LA Lakers,5,6,3,2,9,Chicago,Joakim Noah,87,1,88,4,0,1,1707
0,0,3,0,2011-12-25,3,8,0,0,12/25/2011_LA Lakers_Chicago,1,LA Lakers,5,6,2,0,2,Chicago,Richard Hamilton,87,1,88,0,0,1,1386
0,0,2,0,2011-12-25,3,6,0,1,12/25/2011_LA Lakers_Chicago,0,LA Lakers,3,6,1,2,3,Chicago,Ronnie Brewer,87,0,88,1,0,1,1494
0,0,0,0,2011-12-25,1,5,1,1,12/25/2011_LA Lakers_Chicago,4,LA Lakers,0,3,1,2,8,Chicago,Omer Asik,87,0,88,-3,0,1,1173
0,0,2,1,2011-12-25,1,4,1,2,12/25/2011_LA Lakers_Chicago,2,LA Lakers,1,3,0,0,3,Chicago,Taj Gibson,87,0,88,-1,0,1,928
2,3,2,0,2011-12-25,2,6,0,0,12/25/2011_LA Lakers_Chicago,0,LA Lakers,1,6,2,1,1,Chicago,C.J. Watson,87,0,88,-6,0,1,761
0,2,0,0,2011-12-25,0,3,0,0,12/25/2011_LA Lakers_Chicago,0,LA Lakers,0,0,0,0,1,Chicago,Kyle Korver,87,0,88,-12,0,1,587
0,2,3,3,2011-12-25,6,14,2,6,12/25/2011_LA Lakers_Chicago,2,Chicago,4,14,0,1,8,LA Lakers,Pau Gasol,88,1,87,5,1,0,2257
0,1,6,0,2011-12-25,11,23,6,7,12/25/2011_LA Lakers_Chicago,0,Chicago,3,28,2,8,7,LA Lakers,Kobe Bryant,88,1,87,-7,1,0,2124
0,0,2,2,2011-12-25,3,6,0,2,12/25/2011_LA Lakers_Chicago,3,Chicago,3,6,0,2,8,LA Lakers,Josh McRoberts,88,1,87,-5,1,0,2120
0,2,3,2,2011-12-25,1,5,0,0,12/25/2011_LA Lakers_Chicago,0,Chicago,3,2,2,3,3,LA Lakers,Derek Fisher,88,1,87,6,1,0,1403
0,0,2,0,2011-12-25,4,5,0,0,12/25/2011_LA Lakers_Chicago,0,Chicago,1,8,0,0,1,LA Lakers,Devin Ebanks,88,1,87,6,1,0,1390
2,6,2,0,2011-12-25,4,9,2,3,12/25/2011_LA Lakers_Chicago,1,Chicago,2,12,0,1,3,LA Lakers,Steve Blake,88,0,87,-9,1,0,1497
0,1,3,0,2011-12-25,2,6,0,0,12/25/2011_LA Lakers_Chicago,0,Chicago,0,4,2,0,2,LA Lakers,Metta World Peace,88,0,87,-7,1,0,1490
0,1,1,1,2011-12-25,3,5,1,2,12/25/2011_LA Lakers_Chicago,5,Chicago,4,7,0,1,8,LA Lakers,Troy Murphy,88,0,87,0,1,0,1363
2,3,0,0,2011-12-25,2,3,0,0,12/25/2011_LA Lakers_Chicago,1,Chicago,0,6,0,1,2,LA Lakers,Andrew Goudelock,88,0,87,6,1,0,756
0,1,13,0,2011-12-25,11,19,9,12,12/25/2011_New York_Boston,1,New York,2,31,5,5,5,Boston,Rajon Rondo,106,1,104,3,0,0,2476
2,3,3,0,2011-12-25,7,12,4,4,12/25/2011_New York_Boston,3,New York,1,20,0,4,4,Boston,Ray Allen,106,1,104,6,0,0,2262
0,0,3,1,2011-12-25,6,13,3,6,12/25/2011_New York_Boston,1,New York,5,15,0,3,8,Boston,Kevin Garnett,106,1,104,-4,0,0,2223
0,0,0,2,2011-12-25,2,5,2,3,12/25/2011_New York_Boston,0,New York,5,6,0,1,2,Boston,Jermaine O'Neal,106,1,104,5,0,0,1031
0,0,1,0,2011-12-25,0,0,0,0,12/25/2011_New York_Boston,0,New York,4,0,0,0,1,Boston,Sasha Pavlovic,106,1,104,-4,0,0,907
0,1,5,1,2011-12-25,2,8,0,0,12/25/2011_New York_Boston,1,New York,5,4,1,0,6,Boston,Marquis Daniels,106,0,104,-2,0,0,1788
0,0,0,0,2011-12-25,9,13,2,2,12/25/2011_New York_Boston,5,New York,3,20,1,1,11,Boston,Brandon Bass,106,0,104,-1,0,0,1656
0,0,0,1,2011-12-25,2,3,0,0,12/25/2011_New York_Boston,2,New York,1,4,0,1,3,Boston,Chris Wilcox,106,0,104,-4,0,0,843
0,0,3,0,2011-12-25,0,1,4,4,12/25/2011_New York_Boston,0,New York,2,4,0,2,1,Boston,Keyon Dooling,106,0,104,-4,0,0,683
0,0,0,0,2011-12-25,0,2,0,0,12/25/2011_New York_Boston,0,New York,0,0,0,1,0,Boston,Avery Bradley,106,0,104,-5,0,0,529
0,0,0,0,2011-12-25,0,0,0,0,12/25/2011_New York_Boston,0,New York,0,0,0,0,0,Boston,E'Twaun Moore,106,0,104,0,0,0,4
0,0,2,6,2011-12-25,1,2,5,8,12/25/2011_New York_Boston,2,Boston,2,7,0,0,3,New York,Tyson Chandler,104,1,106,-5,1,1,2208
2,6,4,0,2011-12-25,8,19,1,2,12/25/2011_New York_Boston,0,Boston,4,19,3,2,2,New York,Toney Douglas,104,1,106,12,1,1,2104
2,2,2,2,2011-12-25,8,11,3,4,12/25/2011_New York_Boston,0,Boston,2,21,2,1,6,New York,Amar'e Stoudemire,104,1,106,-3,1,1,2082
1,3,3,0,2011-12-25,3,7,0,0,12/25/2011_New York_Boston,1,Boston,3,7,2,2,2,New York,Landry Fields,104,1,106,-11,1,1,2032
4,7,3,1,2011-12-25,10,17,13,15,12/25/2011_New York_Boston,1,Boston,4,37,2,5,8,New York,Carmelo Anthony,104,1,106,15,1,1,2015
0,1,1,0,2011-12-25,3,13,5,5,12/25/2011_New York_Boston,1,Boston,2,11,0,2,4,New York,Iman Shumpert,104,0,106,-10,1,1,1322
0,1,0,0,2011-12-25,0,1,0,0,12/25/2011_New York_Boston,0,Boston,4,0,0,3,0,New York,Henry Walker,104,0,106,-5,1,1,883
0,0,0,1,2011-12-25,1,3,0,0,12/25/2011_New York_Boston,1,Boston,2,2,0,0,1,New York,Jared Jeffries,104,0,106,3,1,1,750
0,0,1,1,2011-12-25,0,0,0,0,12/25/2011_New York_Boston,0,Boston,0,0,0,1,2,New York,Josh Harrellson,104,0,106,9,1,1,543
0,0,1,0,2011-12-25,1,1,0,0,12/25/2011_New York_Boston,2,Boston,2,2,0,0,3,New York,Renaldo Balkman,104,0,106,5,1,1,461
0,1,0,2,2011-12-25,4,12,3,8,12/25/2011_Oklahoma City_Orlando,4,Oklahoma City,4,11,1,3,15,Orlando,Dwight Howard,97,1,89,-4,0,0,2307
6,12,1,0,2011-12-25,9,17,1,1,12/25/2011_Oklahoma City_Orlando,4,Oklahoma City,4,25,2,2,10,Orlando,Ryan Anderson,97,1,89,-7,0,0,2015
0,2,6,0,2011-12-25,7,13,4,4,12/25/2011_Oklahoma City_Orlando,1,Oklahoma City,4,18,0,4,1,Orlando,Jameer Nelson,97,1,89,9,0,0,1837
2,5,4,0,2011-12-25,3,10,0,0,12/25/2011_Oklahoma City_Orlando,2,Oklahoma City,3,8,2,2,3,Orlando,Hedo Turkoglu,97,1,89,-2,0,0,1761
0,4,2,0,2011-12-25,1,10,0,0,12/25/2011_Oklahoma City_Orlando,0,Oklahoma City,2,2,0,3,3,Orlando,Jason Richardson,97,1,89,-8,0,0,1734
0,2,1,0,2011-12-25,0,3,8,8,12/25/2011_Oklahoma City_Orlando,0,Oklahoma City,1,8,0,0,3,Orlando,J.J. Redick,97,0,89,-7,0,0,1363
0,1,0,1,2011-12-25,3,9,0,0,12/25/2011_Oklahoma City_Orlando,0,Oklahoma City,4,6,1,2,5,Orlando,Glen Davis,97,0,89,-8,0,0,1143
0,1,4,0,2011-12-25,0,2,0,0,12/25/2011_Oklahoma City_Orlando,1,Oklahoma City,2,0,1,1,2,Orlando,Chris Duhon,97,0,89,-17,0,0,1043
0,0,0,0,2011-12-25,2,2,5,5,12/25/2011_Oklahoma City_Orlando,0,Oklahoma City,0,9,0,0,0,Orlando,Von Wafer,97,0,89,11,0,0,551
0,0,0,1,2011-12-25,1,3,0,0,12/25/2011_Oklahoma City_Orlando,2,Oklahoma City,0,2,0,1,3,Orlando,Earl Clark,97,0,89,-10,0,0,365
0,0,0,0,2011-12-25,0,0,0,0,12/25/2011_Oklahoma City_Orlando,0,Oklahoma City,1,0,0,0,0,Orlando,Quentin Richardson,97,0,89,3,0,0,281
2,4,6,0,2011-12-25,11,19,6,11,12/25/2011_Oklahoma City_Orlando,1,Orlando,1,30,2,4,5,Oklahoma City,Kevin Durant,89,1,97,1,1,1,2222
1,2,6,0,2011-12-25,6,17,1,1,12/25/2011_Oklahoma City_Orlando,1,Orlando,5,14,3,7,7,Oklahoma City,Russell Westbrook,89,1,97,-5,1,1,2044
0,0,1,1,2011-12-25,2,2,2,2,12/25/2011_Oklahoma City_Orlando,1,Orlando,4,6,0,1,4,Oklahoma City,Kendrick Perkins,89,1,97,-1,1,1,1792
0,0,0,2,2011-12-25,0,1,0,0,12/25/2011_Oklahoma City_Orlando,2,Orlando,3,0,1,1,6,Oklahoma City,Serge Ibaka,89,1,97,-10,1,1,1387
2,2,0,0,2011-12-25,3,5,0,0,12/25/2011_Oklahoma City_Orlando,0,Orlando,1,8,0,0,3,Oklahoma City,Thabo Sefolosha,89,1,97,-3,1,1,1254
1,4,3,0,2011-12-25,4,11,10,12,12/25/2011_Oklahoma City_Orlando,0,Orlando,3,19,0,0,6,Oklahoma City,James Harden,89,0,97,8,1,1,1921
0,0,1,0,2011-12-25,2,3,0,0,12/25/2011_Oklahoma City_Orlando,0,Orlando,2,4,1,2,2,Oklahoma City,Nick Collison,89,0,97,18,1,1,1309
0,0,0,2,2011-12-25,1,4,0,0,12/25/2011_Oklahoma City_Orlando,2,Orlando,2,2,0,0,7,Oklahoma City,Nazr Mohammed,89,0,97,12,1,1,977
2,3,3,0,2011-12-25,3,5,0,0,12/25/2011_Oklahoma City_Orlando,0,Orlando,1,8,0,1,2,Oklahoma City,Eric Maynor,89,0,97,13,1,1,836
2,4,1,0,2011-12-25,2,5,0,0,12/25/2011_Oklahoma City_Orlando,0,Orlando,0,6,1,0,1,Oklahoma City,Daequan Cook,89,0,97,7,1,1,658
3,8,3,0,2011-12-26,3,12,4,4,12/26/2011_Charlotte_Milwaukee,1,Charlotte,1,13,0,2,3,Milwaukee,Mike Dunleavy,96,1,95,3,0,0,2257
0,0,2,1,2011-12-26,7,14,3,4,12/26/2011_Charlotte_Milwaukee,2,Charlotte,1,17,2,1,9,Milwaukee,Andrew Bogut,96,1,95,5,0,0,2251
3,6,4,0,2011-12-26,8,21,3,3,12/26/2011_Charlotte_Milwaukee,1,Charlotte,3,22,0,0,3,Milwaukee,Brandon Jennings,96,1,95,-4,0,0,2231
0,0,0,0,2011-12-26,1,4,0,0,12/26/2011_Charlotte_Milwaukee,2,Charlotte,0,2,2,1,9,Milwaukee,Ersan Ilyasova,96,1,95,-9,0,0,1600
1,4,1,0,2011-12-26,1,5,3,3,12/26/2011_Charlotte_Milwaukee,0,Charlotte,6,6,1,3,1,Milwaukee,Stephen Jackson,96,1,95,0,0,0,1037
0,0,6,0,2011-12-26,6,10,2,3,12/26/2011_Charlotte_Milwaukee,2,Charlotte,2,14,1,2,4,Milwaukee,Shaun Livingston,96,0,95,1,0,0,2084
1,4,3,0,2011-12-26,5,12,2,4,12/26/2011_Charlotte_Milwaukee,0,Charlotte,2,13,0,1,1,Milwaukee,Beno Udrih,96,0,95,4,0,0,1360
0,1,2,1,2011-12-26,1,4,2,2,12/26/2011_Charlotte_Milwaukee,0,Charlotte,1,4,0,1,5,Milwaukee,Drew Gooden,96,0,95,-3,0,0,827
0,0,0,0,2011-12-26,2,2,0,0,12/26/2011_Charlotte_Milwaukee,0,Charlotte,4,4,0,1,4,Milwaukee,Larry Sanders,96,0,95,0,0,0,675
0,0,0,0,2011-12-26,0,0,0,0,12/26/2011_Charlotte_Milwaukee,0,Charlotte,0,0,0,0,0,Milwaukee,Jon Leuer,96,0,95,-2,0,0,78
1,2,0,1,2011-12-26,7,14,3,3,12/26/2011_Charlotte_Milwaukee,4,Milwaukee,3,18,0,4,9,Charlotte,Gerald Henderson,95,1,96,1,1,1,2333
0,2,2,0,2011-12-26,6,15,0,1,12/26/2011_Charlotte_Milwaukee,1,Milwaukee,4,12,1,6,7,Charlotte,Corey Maggette,95,1,96,1,1,1,2320
2,8,8,0,2011-12-26,7,16,3,4,12/26/2011_Charlotte_Milwaukee,1,Milwaukee,2,19,0,2,2,Charlotte,D.J. Augustin,95,1,96,0,1,1,1836
1,2,9,2,2011-12-26,4,9,0,0,12/26/2011_Charlotte_Milwaukee,3,Milwaukee,3,9,0,1,11,Charlotte,Boris Diaw,95,1,96,1,1,1,1801
0,0,1,1,2011-12-26,3,6,2,2,12/26/2011_Charlotte_Milwaukee,0,Milwaukee,0,8,0,0,5,Charlotte,D.J. White,95,1,96,5,1,1,1301
0,2,3,0,2011-12-26,3,10,7,7,12/26/2011_Charlotte_Milwaukee,2,Milwaukee,1,13,1,0,7,Charlotte,Kemba Walker,95,0,96,5,1,1,1237
0,0,0,1,2011-12-26,5,7,0,0,12/26/2011_Charlotte_Milwaukee,2,Milwaukee,2,10,0,1,2,Charlotte,Byron Mullens,95,0,96,6,1,1,1185
0,0,1,1,2011-12-26,0,3,0,0,12/26/2011_Charlotte_Milwaukee,2,Milwaukee,1,0,1,0,8,Charlotte,DeSagana Diop,95,0,96,1,1,1,970
0,3,1,0,2011-12-26,2,5,1,2,12/26/2011_Charlotte_Milwaukee,0,Milwaukee,3,5,0,1,0,Charlotte,Matt Carroll,95,0,96,0,1,1,547
0,0,2,0,2011-12-26,1,1,0,2,12/26/2011_Charlotte_Milwaukee,0,Milwaukee,1,2,0,0,1,Charlotte,Derrick Brown,95,0,96,-8,1,1,502
0,0,0,0,2011-12-26,0,0,0,0,12/26/2011_Charlotte_Milwaukee,0,Milwaukee,0,0,0,1,0,Charlotte,Bismack Biyombo,95,0,96,-7,1,1,368
0,0,3,3,2011-12-26,5,7,3,4,12/26/2011_Cleveland_Toronto,4,Cleveland,4,13,1,3,13,Toronto,Amir Johnson,96,1,104,8,0,1,1953
3,5,11,0,2011-12-26,5,9,2,2,12/26/2011_Cleveland_Toronto,2,Cleveland,2,15,0,1,6,Toronto,Jose Calderon,96,1,104,12,0,1,1825
1,4,2,0,2011-12-26,5,12,2,2,12/26/2011_Cleveland_Toronto,0,Cleveland,2,13,0,0,6,Toronto,Andrea Bargnani,96,1,104,9,0,1,1806
0,1,2,0,2011-12-26,7,13,1,2,12/26/2011_Cleveland_Toronto,0,Cleveland,0,15,1,0,2,Toronto,DeMar DeRozan,96,1,104,14,0,1,1551
1,4,2,0,2011-12-26,1,4,0,0,12/26/2011_Cleveland_Toronto,0,Cleveland,3,3,0,0,1,Toronto,Rasual Butler,96,1,104,2,0,1,714
1,1,5,3,2011-12-26,2,4,0,0,12/26/2011_Cleveland_Toronto,0,Cleveland,1,5,2,4,6,Toronto,James Johnson,96,0,104,6,0,1,2166
1,3,4,0,2011-12-26,5,14,3,3,12/26/2011_Cleveland_Toronto,0,Cleveland,4,14,0,2,0,Toronto,Leandro Barbosa,96,0,104,-6,0,1,1329
0,0,2,2,2011-12-26,7,7,0,0,12/26/2011_Cleveland_Toronto,4,Cleveland,3,14,0,0,7,Toronto,Ed Davis,96,0,104,-1,0,1,1074
2,3,3,0,2011-12-26,4,8,0,0,12/26/2011_Cleveland_Toronto,0,Cleveland,1,10,0,1,1,Toronto,Jerryd Bayless,96,0,104,-4,0,1,1055
0,0,1,1,2011-12-26,1,1,0,0,12/26/2011_Cleveland_Toronto,1,Cleveland,2,2,0,1,3,Toronto,Jamaal Magloire,96,0,104,0,0,1,927
0,0,1,0,2011-12-26,6,12,2,3,12/26/2011_Cleveland_Toronto,7,Toronto,3,14,1,1,10,Cleveland,Anderson Varejao,104,1,96,-11,1,0,1951
0,4,2,0,2011-12-26,6,20,3,6,12/26/2011_Cleveland_Toronto,3,Toronto,1,15,0,0,7,Cleveland,Antawn Jamison,104,1,96,-11,1,0,1843
1,5,7,0,2011-12-26,2,12,1,1,12/26/2011_Cleveland_Toronto,0,Toronto,2,6,1,1,3,Cleveland,Kyrie Irving,104,1,96,-10,1,0,1561
2,2,0,0,2011-12-26,3,3,0,0,12/26/2011_Cleveland_Toronto,0,Toronto,2,8,0,0,2,Cleveland,Anthony Parker,104,1,96,-6,1,0,1554
0,3,2,0,2011-12-26,0,4,2,2,12/26/2011_Cleveland_Toronto,0,Toronto,2,2,1,1,1,Cleveland,Omri Casspi,104,1,96,-9,1,0,1233
1,2,3,0,2011-12-26,5,7,4,5,12/26/2011_Cleveland_Toronto,2,Toronto,2,15,3,2,3,Cleveland,Alonzo Gee,104,0,96,-1,1,0,1679
2,4,6,0,2011-12-26,6,12,4,5,12/26/2011_Cleveland_Toronto,1,Toronto,0,18,1,1,4,Cleveland,Ramon Sessions,104,0,96,2,1,0,1319
0,0,0,0,2011-12-26,3,6,0,0,12/26/2011_Cleveland_Toronto,0,Toronto,2,6,0,0,1,Cleveland,Daniel Gibson,104,0,96,0,1,0,1294
0,0,0,0,2011-12-26,4,6,4,6,12/26/2011_Cleveland_Toronto,2,Toronto,2,12,0,0,5,Cleveland,Tristan Thompson,104,0,96,3,1,0,1037
0,0,0,1,2011-12-26,0,3,0,0,12/26/2011_Cleveland_Toronto,0,Toronto,0,0,0,1,1,Cleveland,Ryan Hollins,104,0,96,3,1,0,929
3,6,4,0,2011-12-26,10,15,4,4,12/26/2011_Dallas_Denver,1,Dallas,0,27,3,2,4,Denver,Ty Lawson,93,1,115,23,0,1,1913
1,2,2,0,2011-12-26,4,8,2,2,12/26/2011_Dallas_Denver,0,Dallas,2,11,2,0,1,Denver,Arron Afflalo,93,1,115,5,0,1,1678
1,5,3,1,2011-12-26,4,10,6,6,12/26/2011_Dallas_Denver,1,Dallas,2,15,1,1,7,Denver,Danilo Gallinari,93,1,115,26,0,1,1575
0,0,2,1,2011-12-26,4,8,0,0,12/26/2011_Dallas_Denver,0,Dallas,2,8,0,3,7,Denver,Nene Hilario,93,1,115,26,0,1,1406
0,0,0,0,2011-12-26,0,1,1,2,12/26/2011_Dallas_Denver,0,Dallas,1,1,0,0,3,Denver,Timofey Mozgov,93,1,115,2,0,1,836
1,7,2,0,2011-12-26,2,8,3,6,12/26/2011_Dallas_Denver,1,Dallas,2,8,3,2,4,Denver,Rudy Fernandez,93,0,115,15,0,1,1780
2,2,5,1,2011-12-26,6,8,4,4,12/26/2011_Dallas_Denver,2,Dallas,1,18,3,3,5,Denver,Andre Miller,93,0,115,14,0,1,1637
2,5,0,0,2011-12-26,7,13,2,2,12/26/2011_Dallas_Denver,2,Dallas,3,18,1,2,5,Denver,Al Harrington,93,0,115,10,0,1,1303
