3P,3PA,AST,BLK,Date,FG,FGA,FT,FTA,Game_Id,ORB,Opponent,PF,PTS,STL,TOV,TRB,Team,name,opp_score,started,team_score,+/-,is_Home,Team_Win,time_played_(s)
1,4,5,0,2012-01-11,9,24,8,8,1/11/2012_New York_Philadelphia,4,Philadelphia,3,27,3,5,9,New York,Carmelo Anthony,79,1,85,5,1,1,2211
0,0,0,1,2012-01-11,0,1,3,4,1/11/2012_New York_Philadelphia,3,Philadelphia,2,3,0,4,13,New York,Tyson Chandler,79,1,85,8,1,1,2109
0,2,2,0,2012-01-11,2,5,0,0,1/11/2012_New York_Philadelphia,0,Philadelphia,1,4,3,3,3,New York,Landry Fields,79,1,85,-5,1,1,2106
3,5,2,1,2012-01-11,5,10,0,0,1/11/2012_New York_Philadelphia,0,Philadelphia,2,13,0,1,1,New York,Josh Harrellson,79,0,85,12,1,1,1402
1,2,0,0,2012-01-11,2,5,0,0,1/11/2012_New York_Philadelphia,0,Philadelphia,2,5,1,2,2,New York,Toney Douglas,79,0,85,16,1,1,1038
1,3,1,0,2012-01-11,1,3,0,0,1/11/2012_New York_Philadelphia,0,Philadelphia,2,3,0,0,4,New York,Henry Walker,79,0,85,8,1,1,1003
0,0,4,0,2012-01-11,5,9,3,12,1/11/2012_Portland_Orlando,2,Portland,1,13,0,4,13,Orlando,Dwight Howard,104,1,107,6,0,1,2333
4,6,6,1,2012-01-11,6,11,0,0,1/11/2012_Portland_Orlando,1,Portland,1,16,0,1,3,Orlando,Hedo Turkoglu,104,1,107,2,0,1,2143
2,4,1,0,2012-01-11,6,9,1,2,1/11/2012_Portland_Orlando,0,Portland,2,15,0,1,2,Orlando,Jason Richardson,104,1,107,0,0,1,2038
2,2,5,0,2012-01-11,7,9,0,0,1/11/2012_Portland_Orlando,0,Portland,0,16,1,5,4,Orlando,Jameer Nelson,104,1,107,4,0,1,1893
4,7,1,0,2012-01-11,6,11,0,0,1/11/2012_Portland_Orlando,2,Portland,2,16,1,2,9,Orlando,Ryan Anderson,104,1,107,13,0,1,1742
3,7,4,0,2012-01-11,5,11,4,4,1/11/2012_Portland_Orlando,0,Portland,1,17,0,1,4,Orlando,J.J. Redick,104,0,107,-6,0,1,1624
0,0,1,0,2012-01-11,5,9,1,1,1/11/2012_Portland_Orlando,1,Portland,2,11,0,2,6,Orlando,Glen Davis,104,0,107,-9,0,1,1449
1,1,2,0,2012-01-11,1,1,0,0,1/11/2012_Portland_Orlando,0,Portland,3,3,0,1,1,Orlando,Chris Duhon,104,0,107,-1,0,1,987
0,0,1,0,2012-01-11,0,0,0,0,1/11/2012_Portland_Orlando,0,Portland,3,0,0,1,0,Orlando,Von Wafer,104,0,107,6,0,1,191
1,1,2,0,2012-01-11,10,17,2,2,1/11/2012_Portland_Orlando,2,Orlando,5,23,2,0,8,Portland,LaMarcus Aldridge,107,1,104,4,1,0,2405
1,4,5,0,2012-01-11,6,12,2,2,1/11/2012_Portland_Orlando,1,Orlando,1,15,3,2,4,Portland,Gerald Wallace,107,1,104,0,1,0,2239
2,7,0,0,2012-01-11,7,13,1,2,1/11/2012_Portland_Orlando,0,Orlando,1,17,2,1,1,Portland,Wesley Matthews,107,1,104,2,1,0,2161
1,3,8,0,2012-01-11,2,11,2,2,1/11/2012_Portland_Orlando,0,Orlando,1,7,0,2,2,Portland,Raymond Felton,107,1,104,-14,1,0,1805
0,0,1,0,2012-01-11,1,4,0,0,1/11/2012_Portland_Orlando,1,Orlando,3,2,0,2,4,Portland,Marcus Camby,107,1,104,-20,1,0,796
2,3,2,0,2012-01-11,4,8,4,4,1/11/2012_Portland_Orlando,3,Orlando,2,14,0,0,4,Portland,Nicolas Batum,107,0,104,17,1,0,2084
3,6,5,0,2012-01-11,10,17,1,1,1/11/2012_Portland_Orlando,0,Orlando,1,24,0,0,3,Portland,Jamal Crawford,107,0,104,6,1,0,1794
0,0,0,0,2012-01-11,1,2,0,0,1/11/2012_Portland_Orlando,0,Orlando,1,2,0,0,3,Portland,Kurt Thomas,107,0,104,-9,1,0,691
0,1,0,0,2012-01-11,0,1,0,0,1/11/2012_Portland_Orlando,0,Orlando,0,0,0,0,3,Portland,Luke Babbitt,107,0,104,3,1,0,265
0,0,0,0,2012-01-11,0,1,0,0,1/11/2012_Portland_Orlando,0,Orlando,1,0,0,0,0,Portland,Craig Smith,107,0,104,-4,1,0,160
0,5,1,0,2012-01-11,7,15,4,4,1/11/2012_San Antonio_Houston,1,San Antonio,1,18,0,0,6,Houston,Kevin Martin,101,1,95,-8,0,0,2630
3,6,7,0,2012-01-11,8,19,3,4,1/11/2012_San Antonio_Houston,2,San Antonio,1,22,3,4,6,Houston,Kyle Lowry,101,1,95,-7,0,0,2615
0,1,3,0,2012-01-11,9,21,2,2,1/11/2012_San Antonio_Houston,1,San Antonio,5,20,1,2,5,Houston,Luis Scola,101,1,95,-8,0,0,2272
0,5,4,1,2012-01-11,4,10,0,0,1/11/2012_San Antonio_Houston,2,San Antonio,4,8,3,0,6,Houston,Chandler Parsons,101,1,95,-4,0,0,1963
0,0,0,3,2012-01-11,3,7,0,0,1/11/2012_San Antonio_Houston,2,San Antonio,3,6,0,1,5,Houston,Samuel Dalembert,101,1,95,1,0,0,1350
0,2,3,0,2012-01-11,3,6,1,2,1/11/2012_San Antonio_Houston,0,San Antonio,4,7,0,0,1,Houston,Goran Dragic,101,0,95,-4,0,0,1864
0,0,1,0,2012-01-11,5,11,0,0,1/11/2012_San Antonio_Houston,4,San Antonio,3,10,1,2,7,Houston,Patrick Patterson,101,0,95,-2,0,0,1352
0,1,0,0,2012-01-11,2,6,0,0,1/11/2012_San Antonio_Houston,3,San Antonio,2,4,0,2,8,Houston,Jordan Hill,101,0,95,1,0,0,1070
0,1,0,0,2012-01-11,0,1,0,0,1/11/2012_San Antonio_Houston,0,San Antonio,1,0,0,0,4,Houston,Chase Budinger,101,0,95,1,0,0,784
0,0,8,0,2012-01-11,12,22,4,4,1/11/2012_San Antonio_Houston,0,Houston,0,28,1,2,5,San Antonio,Tony Parker,95,1,101,13,1,1,2718
0,0,5,2,2012-01-11,7,17,3,6,1/11/2012_San Antonio_Houston,5,Houston,0,17,3,4,11,San Antonio,Tim Duncan,95,1,101,8,1,1,2288
0,0,0,2,2012-01-11,5,12,1,2,1/11/2012_San Antonio_Houston,3,Houston,1,11,0,1,8,San Antonio,Kawhi Leonard,95,1,101,13,1,1,2264
3,6,4,0,2012-01-11,3,8,0,0,1/11/2012_San Antonio_Houston,1,Houston,2,9,1,0,2,San Antonio,Richard Jefferson,95,1,101,3,1,1,2216
0,0,0,1,2012-01-11,4,6,1,1,1/11/2012_San Antonio_Houston,2,Houston,3,9,1,2,3,San Antonio,DeJuan Blair,95,1,101,1,1,1,987
0,0,1,3,2012-01-11,3,5,2,2,1/11/2012_San Antonio_Houston,0,Houston,4,8,1,0,4,San Antonio,Tiago Splitter,95,0,101,-2,1,1,1436
1,3,1,0,2012-01-11,3,6,0,0,1/11/2012_San Antonio_Houston,1,Houston,0,7,1,0,4,San Antonio,Matt Bonner,95,0,101,-1,1,1,1363
0,3,2,0,2012-01-11,3,10,1,2,1/11/2012_San Antonio_Houston,0,Houston,0,7,0,0,1,San Antonio,Gary Neal,95,0,101,-5,1,1,1286
1,4,1,1,2012-01-11,2,6,0,0,1/11/2012_San Antonio_Houston,1,Houston,2,5,0,1,4,San Antonio,Danny Green,95,0,101,0,1,1,1115
0,0,1,0,2012-01-11,0,0,0,0,1/11/2012_San Antonio_Houston,0,Houston,0,0,0,1,0,San Antonio,James Anderson,95,0,101,0,1,1,227
1,4,3,0,2012-01-11,7,22,14,14,1/11/2012_Toronto_Sacramento,1,Toronto,1,29,2,1,7,Sacramento,Tyreke Evans,91,1,98,8,0,1,2725
0,0,0,1,2012-01-11,6,11,9,11,1/11/2012_Toronto_Sacramento,5,Toronto,4,21,1,5,19,Sacramento,DeMarcus Cousins,91,1,98,11,0,1,2351
0,1,2,0,2012-01-11,3,7,0,0,1/11/2012_Toronto_Sacramento,1,Toronto,2,6,3,2,2,Sacramento,John Salmons,91,1,98,-2,0,1,1850
2,6,0,0,2012-01-11,3,10,2,2,1/11/2012_Toronto_Sacramento,1,Toronto,1,10,0,2,2,Sacramento,Jimmer Fredette,91,1,98,-5,0,1,1637
0,0,0,1,2012-01-11,3,10,0,0,1/11/2012_Toronto_Sacramento,6,Toronto,1,6,0,4,9,Sacramento,J.J. Hickson,91,1,98,7,0,1,1478
1,5,1,1,2012-01-11,2,6,1,2,1/11/2012_Toronto_Sacramento,0,Toronto,2,6,0,0,5,Sacramento,Donte Greene,91,0,98,-1,0,1,1524
3,6,6,0,2012-01-11,6,12,5,5,1/11/2012_Toronto_Sacramento,0,Toronto,2,20,1,2,3,Sacramento,Isaiah Thomas,91,0,98,10,0,1,1421
0,2,0,0,2012-01-11,0,2,0,0,1/11/2012_Toronto_Sacramento,0,Toronto,1,0,1,0,1,Sacramento,Francisco Garcia,91,0,98,10,0,1,1023
0,0,1,0,2012-01-11,0,1,0,0,1/11/2012_Toronto_Sacramento,0,Toronto,1,0,0,0,0,Sacramento,Jason Thompson,91,0,98,-3,0,1,391
2,4,10,0,2012-01-11,5,12,1,1,1/11/2012_Toronto_Sacramento,0,Sacramento,3,13,2,1,6,Toronto,Jose Calderon,98,1,91,-5,1,0,2018
0,1,1,0,2012-01-11,5,9,3,3,1/11/2012_Toronto_Sacramento,0,Sacramento,5,13,0,3,3,Toronto,DeMar DeRozan,98,1,91,-6,1,0,1745
0,3,0,0,2012-01-11,2,13,6,6,1/11/2012_Toronto_Sacramento,1,Sacramento,0,10,0,2,10,Toronto,Andrea Bargnani,98,1,91,-2,1,0,1698
1,1,1,0,2012-01-11,4,7,0,0,1/11/2012_Toronto_Sacramento,2,Sacramento,6,9,1,1,6,Toronto,Amir Johnson,98,1,91,0,1,0,1687
1,3,0,1,2012-01-11,1,5,0,0,1/11/2012_Toronto_Sacramento,0,Sacramento,3,3,0,0,2,Toronto,Rasual Butler,98,1,91,-6,1,0,801
0,1,4,2,2012-01-11,0,4,0,0,1/11/2012_Toronto_Sacramento,1,Sacramento,1,0,1,1,5,Toronto,James Johnson,98,0,91,0,1,0,1829
2,5,2,0,2012-01-11,11,18,0,0,1/11/2012_Toronto_Sacramento,0,Sacramento,3,24,1,2,1,Toronto,Leandro Barbosa,98,0,91,-5,1,0,1731
0,0,1,1,2012-01-11,0,2,3,4,1/11/2012_Toronto_Sacramento,0,Sacramento,1,3,1,2,1,Toronto,Anthony Carter,98,0,91,-2,1,0,873
0,2,1,0,2012-01-11,3,6,4,5,1/11/2012_Toronto_Sacramento,0,Sacramento,2,10,0,1,3,Toronto,Linas Kleiza,98,0,91,-1,1,0,868
0,0,0,0,2012-01-11,3,4,0,0,1/11/2012_Toronto_Sacramento,4,Sacramento,3,6,1,1,6,Toronto,Ed Davis,98,0,91,-2,1,0,842
0,0,0,0,2012-01-11,0,0,0,2,1/11/2012_Toronto_Sacramento,1,Sacramento,1,0,0,0,1,Toronto,Jamaal Magloire,98,0,91,-6,1,0,307
1,1,1,0,2012-01-11,5,14,3,4,1/11/2012_Utah_LA Lakers,3,Utah,1,14,0,5,11,LA Lakers,Pau Gasol,87,1,90,9,0,1,2810
1,3,4,1,2012-01-11,14,31,11,11,1/11/2012_Utah_LA Lakers,1,Utah,3,40,1,3,8,LA Lakers,Kobe Bryant,87,1,90,10,0,1,2557
0,0,2,5,2012-01-11,5,13,2,4,1/11/2012_Utah_LA Lakers,3,Utah,1,12,1,3,9,LA Lakers,Andrew Bynum,87,1,90,3,0,1,2381
0,1,7,0,2012-01-11,1,5,0,0,1/11/2012_Utah_LA Lakers,0,Utah,2,2,0,0,2,LA Lakers,Derek Fisher,87,1,90,14,0,1,2182
1,1,1,0,2012-01-11,5,6,0,0,1/11/2012_Utah_LA Lakers,1,Utah,5,11,1,2,7,LA Lakers,Matt Barnes,87,1,90,6,0,1,1662
1,1,0,0,2012-01-11,1,2,0,0,1/11/2012_Utah_LA Lakers,0,Utah,2,3,1,0,2,LA Lakers,Steve Blake,87,0,90,-2,0,1,1137
0,2,0,0,2012-01-11,1,6,0,0,1/11/2012_Utah_LA Lakers,0,Utah,1,2,1,1,2,LA Lakers,Metta World Peace,87,0,90,-7,0,1,941
0,0,0,0,2012-01-11,1,3,0,0,1/11/2012_Utah_LA Lakers,0,Utah,1,2,0,1,4,LA Lakers,Luke Walton,87,0,90,-9,0,1,886
0,0,2,0,2012-01-11,2,2,0,0,1/11/2012_Utah_LA Lakers,0,Utah,2,4,0,2,1,LA Lakers,Darius Morris,87,0,90,-7,0,1,785
0,0,0,0,2012-01-11,0,0,0,0,1/11/2012_Utah_LA Lakers,0,Utah,0,0,0,0,0,LA Lakers,Devin Ebanks,87,0,90,-2,0,1,559
0,0,1,3,2012-01-11,5,17,1,2,1/11/2012_Utah_LA Lakers,2,LA Lakers,2,11,1,1,11,Utah,Al Jefferson,90,1,87,-5,1,0,2598
0,0,1,0,2012-01-11,14,24,1,2,1/11/2012_Utah_LA Lakers,2,LA Lakers,2,29,3,1,9,Utah,Paul Millsap,90,1,87,-3,1,0,2473
1,2,3,0,2012-01-11,3,4,0,0,1/11/2012_Utah_LA Lakers,0,LA Lakers,6,7,0,1,1,Utah,Raja Bell,90,1,87,-8,1,0,2009
1,4,5,0,2012-01-11,1,7,0,0,1/11/2012_Utah_LA Lakers,1,LA Lakers,1,3,0,1,2,Utah,Devin Harris,90,1,87,-14,1,0,1841
0,2,5,0,2012-01-11,1,7,0,0,1/11/2012_Utah_LA Lakers,0,LA Lakers,1,2,0,2,2,Utah,Gordon Hayward,90,1,87,-5,1,0,1221
2,3,2,0,2012-01-11,6,14,4,5,1/11/2012_Utah_LA Lakers,0,LA Lakers,5,18,1,3,4,Utah,Josh Howard,90,0,87,0,1,0,2032
0,2,4,0,2012-01-11,0,4,4,4,1/11/2012_Utah_LA Lakers,0,LA Lakers,3,4,0,0,3,Utah,Earl Watson,90,0,87,11,1,0,1339
0,1,1,0,2012-01-11,2,6,0,1,1/11/2012_Utah_LA Lakers,0,LA Lakers,0,4,1,1,2,Utah,C.J. Miles,90,0,87,7,1,0,931
0,0,0,0,2012-01-11,2,5,0,0,1/11/2012_Utah_LA Lakers,1,LA Lakers,0,4,1,1,5,Utah,Derrick Favors,90,0,87,0,1,0,707
0,0,0,1,2012-01-11,1,1,1,2,1/11/2012_Utah_LA Lakers,2,LA Lakers,2,3,0,0,4,Utah,Enes Kanter,90,0,87,2,1,0,581
0,0,0,0,2012-01-11,1,4,0,0,1/11/2012_Utah_LA Lakers,2,LA Lakers,0,2,0,0,3,Utah,Alec Burks,90,0,87,0,1,0,168
0,1,2,1,2012-01-12,7,13,2,2,1/12/2012_Atlanta_Charlotte,1,Atlanta,1,16,1,2,4,Charlotte,Gerald Henderson,111,1,81,-24,0,0,1996
0,0,0,0,2012-01-12,8,16,5,6,1/12/2012_Atlanta_Charlotte,0,Atlanta,2,21,0,0,4,Charlotte,Byron Mullens,111,1,81,-26,0,0,1977
0,0,0,3,2012-01-12,3,6,3,3,1/12/2012_Atlanta_Charlotte,0,Atlanta,4,9,0,1,0,Charlotte,Tyrus Thomas,111,1,81,-12,0,0,1555
0,2,4,1,2012-01-12,0,3,0,0,1/12/2012_Atlanta_Charlotte,0,Atlanta,2,0,0,2,6,Charlotte,Boris Diaw,111,1,81,-7,0,0,1555
0,2,8,0,2012-01-12,4,9,0,0,1/12/2012_Atlanta_Charlotte,0,Atlanta,0,8,2,2,1,Charlotte,D.J. Augustin,111,1,81,-12,0,0,1554
1,3,2,0,2012-01-12,2,9,1,2,1/12/2012_Atlanta_Charlotte,0,Atlanta,1,6,0,1,3,Charlotte,Kemba Walker,111,0,81,-18,0,0,1326
0,0,2,0,2012-01-12,2,5,0,0,1/12/2012_Atlanta_Charlotte,0,Atlanta,4,4,0,2,2,Charlotte,D.J. White,111,0,81,-23,0,0,1325
0,0,2,0,2012-01-12,3,4,0,0,1/12/2012_Atlanta_Charlotte,1,Atlanta,1,6,0,0,2,Charlotte,Derrick Brown,111,0,81,-11,0,0,1166
0,0,1,0,2012-01-12,3,6,0,0,1/12/2012_Atlanta_Charlotte,0,Atlanta,0,6,0,0,2,Charlotte,Cory Higgins,111,0,81,-4,0,0,746
0,0,0,1,2012-01-12,1,5,0,0,1/12/2012_Atlanta_Charlotte,2,Atlanta,4,2,0,1,5,Charlotte,Bismack Biyombo,111,0,81,-8,0,0,705
0,0,0,0,2012-01-12,0,1,3,3,1/12/2012_Atlanta_Charlotte,0,Atlanta,0,3,0,1,0,Charlotte,Matt Carroll,111,0,81,-9,0,0,297
0,0,0,0,2012-01-12,0,1,0,0,1/12/2012_Atlanta_Charlotte,0,Atlanta,0,0,0,0,1,Charlotte,DeSagana Diop,111,0,81,4,0,0,198
0,0,3,0,2012-01-12,14,22,2,6,1/12/2012_Atlanta_Charlotte,4,Charlotte,3,30,1,1,13,Atlanta,Josh Smith,81,1,111,23,1,1,2361
1,4,3,1,2012-01-12,3,7,0,0,1/12/2012_Atlanta_Charlotte,3,Charlotte,1,7,1,1,8,Atlanta,Vladimir Radmanovic,81,1,111,18,1,1,2147
2,8,8,0,2012-01-12,7,18,7,8,1/12/2012_Atlanta_Charlotte,3,Charlotte,1,23,1,2,7,Atlanta,Joe Johnson,81,1,111,30,1,1,2135
2,4,7,1,2012-01-12,7,16,0,0,1/12/2012_Atlanta_Charlotte,2,Charlotte,1,16,1,1,6,Atlanta,Jeff Teague,81,1,111,26,1,1,2065
0,0,4,1,2012-01-12,2,5,6,7,1/12/2012_Atlanta_Charlotte,3,Charlotte,1,10,0,2,10,Atlanta,Zaza Pachulia,81,1,111,19,1,1,1908
1,3,0,0,2012-01-12,4,8,2,2,1/12/2012_Atlanta_Charlotte,1,Charlotte,1,11,3,1,3,Atlanta,Willie Green,81,0,111,8,1,1,1277
0,0,0,1,2012-01-12,4,9,4,5,1/12/2012_Atlanta_Charlotte,4,Charlotte,6,12,0,1,7,Atlanta,Ivan Johnson,81,0,111,3,1,1,1250
0,0,1,0,2012-01-12,0,1,0,0,1/12/2012_Atlanta_Charlotte,0,Charlotte,1,0,0,0,1,Atlanta,Jannero Pargo,81,0,111,-4,1,1,610
0,0,1,0,2012-01-12,1,2,0,0,1/12/2012_Atlanta_Charlotte,0,Charlotte,0,2,0,0,0,Atlanta,Jerry Stackhouse,81,0,111,12,1,1,264
0,0,2,0,2012-01-12,0,2,0,0,1/12/2012_Atlanta_Charlotte,0,Charlotte,1,0,1,0,0,Atlanta,Donald Sloan,81,0,111,8,1,1,205
0,0,0,0,2012-01-12,0,0,0,0,1/12/2012_Atlanta_Charlotte,0,Charlotte,0,0,0,0,0,Atlanta,Jason Collins,81,0,111,7,1,1,178
0,0,3,2,2012-01-12,12,21,21,39,1/12/2012_Golden State_Orlando,7,Golden State,2,45,4,3,23,Orlando,Dwight Howard,109,1,117,12,0,1,2617
3,7,9,0,2012-01-12,5,12,7,8,1/12/2012_Golden State_Orlando,0,Golden State,3,20,0,1,4,Orlando,Hedo Turkoglu,109,1,117,4,0,1,2220
1,4,6,0,2012-01-12,4,8,0,0,1/12/2012_Golden State_Orlando,0,Golden State,1,9,3,2,2,Orlando,Jameer Nelson,109,1,117,11,0,1,2002
3,3,1,0,2012-01-12,3,4,2,2,1/12/2012_Golden State_Orlando,2,Golden State,2,11,0,1,5,Orlando,Ryan Anderson,109,1,117,14,0,1,1389
1,4,0,1,2012-01-12,3,7,0,0,1/12/2012_Golden State_Orlando,0,Golden State,0,7,1,1,1,Orlando,Jason Richardson,109,1,117,-4,0,1,1216
1,3,3,0,2012-01-12,3,7,6,6,1/12/2012_Golden State_Orlando,0,Golden State,4,13,0,0,3,Orlando,J.J. Redick,109,0,117,10,0,1,2067
2,2,3,0,2012-01-12,3,5,0,0,1/12/2012_Golden State_Orlando,0,Golden State,0,8,0,1,2,Orlando,Von Wafer,109,0,117,6,0,1,1079
0,0,0,1,2012-01-12,2,4,0,0,1/12/2012_Golden State_Orlando,0,Golden State,3,4,0,0,2,Orlando,Glen Davis,109,0,117,-10,0,1,880
0,0,2,0,2012-01-12,0,0,0,0,1/12/2012_Golden State_Orlando,0,Golden State,1,0,1,1,0,Orlando,Chris Duhon,109,0,117,-3,0,1,878
0,0,0,0,2012-01-12,0,0,0,0,1/12/2012_Golden State_Orlando,0,Golden State,0,0,0,0,1,Orlando,Earl Clark,109,0,117,0,0,1,52
3,8,11,0,2012-01-12,12,23,3,4,1/12/2012_Golden State_Orlando,1,Orlando,3,30,1,4,2,Golden State,Monta Ellis,117,1,109,-2,1,0,2558
0,0,4,0,2012-01-12,11,17,4,6,1/12/2012_Golden State_Orlando,2,Orlando,6,26,2,5,12,Golden State,David Lee,117,1,109,-8,1,0,2501
3,6,3,0,2012-01-12,4,8,1,2,1/12/2012_Golden State_Orlando,0,Orlando,3,12,0,2,4,Golden State,Brandon Rush,117,1,109,4,1,0,2376
0,0,0,2,2012-01-12,1,1,0,0,1/12/2012_Golden State_Orlando,1,Orlando,6,2,1,0,8,Golden State,Andris Biedrins,117,1,109,4,1,0,1244
0,0,3,0,2012-01-12,4,7,0,0,1/12/2012_Golden State_Orlando,0,Orlando,2,8,1,0,1,Golden State,Charles Jenkins,117,1,109,0,1,0,761
0,4,3,0,2012-01-12,5,13,4,5,1/12/2012_Golden State_Orlando,1,Orlando,3,14,1,0,5,Golden State,Nate Robinson,117,0,109,-8,1,0,2119
4,5,1,0,2012-01-12,5,8,0,0,1/12/2012_Golden State_Orlando,0,Orlando,5,14,1,2,3,Golden State,Klay Thompson,117,0,109,-16,1,0,1403
0,0,0,0,2012-01-12,0,3,1,2,1/12/2012_Golden State_Orlando,1,Orlando,5,1,0,0,2,Golden State,Ekpe Udoh,117,0,109,4,1,0,872
0,0,2,0,2012-01-12,1,2,0,0,1/12/2012_Golden State_Orlando,0,Orlando,2,2,0,1,1,Golden State,Dominic McGuire,117,0,109,-13,1,0,493
0,0,0,0,2012-01-12,0,0,0,0,1/12/2012_Golden State_Orlando,0,Orlando,1,0,0,0,0,Golden State,Jeremy Tyler,117,0,109,-5,1,0,72
0,0,2,0,2012-01-12,1,3,0,0,1/12/2012_Memphis_New York,4,Memphis,1,2,0,1,11,New York,Tyson Chandler,94,1,83,-22,0,0,1792
1,4,3,1,2012-01-12,5,20,1,1,1/12/2012_Memphis_New York,0,Memphis,2,12,4,6,2,New York,Iman Shumpert,94,1,83,-11,0,0,1734
1,1,2,0,2012-01-12,3,5,2,2,1/12/2012_Memphis_New York,1,Memphis,2,9,2,3,6,New York,Landry Fields,94,1,83,9,0,0,1591
1,1,2,0,2012-01-12,6,11,1,1,1/12/2012_Memphis_New York,0,Memphis,2,14,0,1,3,New York,Carmelo Anthony,94,1,83,-12,0,0,1187
0,0,1,0,2012-01-12,1,7,4,4,1/12/2012_Memphis_New York,1,Memphis,4,6,0,2,3,New York,Amar'e Stoudemire,94,1,83,-12,0,0,1176
2,4,1,1,2012-01-12,3,5,0,0,1/12/2012_Memphis_New York,0,Memphis,3,8,0,1,7,New York,Josh Harrellson,94,0,83,1,0,0,1704
1,5,4,0,2012-01-12,3,13,1,1,1/12/2012_Memphis_New York,1,Memphis,1,8,1,3,2,New York,Toney Douglas,94,0,83,-6,0,0,1463
4,7,1,1,2012-01-12,5,8,0,0,1/12/2012_Memphis_New York,0,Memphis,4,14,1,0,3,New York,Henry Walker,94,0,83,2,0,0,1282
0,2,3,0,2012-01-12,1,4,0,0,1/12/2012_Memphis_New York,1,Memphis,2,2,0,1,2,New York,Mike Bibby,94,0,83,-14,0,0,1156
1,2,0,0,2012-01-12,2,4,0,0,1/12/2012_Memphis_New York,0,Memphis,0,5,0,0,1,New York,Steve Novak,94,0,83,12,0,0,678
0,0,0,0,2012-01-12,1,3,1,2,1/12/2012_Memphis_New York,0,Memphis,2,3,0,0,1,New York,Renaldo Balkman,94,0,83,-2,0,0,637
0,0,5,4,2012-01-12,3,7,4,6,1/12/2012_Memphis_New York,1,New York,3,10,1,2,12,Memphis,Marc Gasol,83,1,94,21,1,1,2390
1,2,2,1,2012-01-12,11,16,3,4,1/12/2012_Memphis_New York,1,New York,0,26,1,2,5,Memphis,Rudy Gay,83,1,94,14,1,1,2076
0,0,7,0,2012-01-12,3,9,3,4,1/12/2012_Memphis_New York,0,New York,1,9,1,1,1,Memphis,Mike Conley,83,1,94,12,1,1,1988
0,0,1,1,2012-01-12,5,8,2,2,1/12/2012_Memphis_New York,2,New York,1,12,5,1,5,Memphis,Tony Allen,83,1,94,17,1,1,1573
0,0,1,0,2012-01-12,0,6,2,2,1/12/2012_Memphis_New York,1,New York,2,2,0,1,9,Memphis,Marreese Speights,83,1,94,2,1,1,1341
0,0,2,0,2012-01-12,3,7,2,4,1/12/2012_Memphis_New York,2,New York,1,8,1,1,3,Memphis,Dante Cunningham,83,0,94,7,1,1,1495
4,7,0,0,2012-01-12,7,12,0,0,1/12/2012_Memphis_New York,0,New York,0,18,0,3,8,Memphis,O.J. Mayo,83,0,94,-1,1,1,1235
1,1,2,0,2012-01-12,2,3,4,4,1/12/2012_Memphis_New York,0,New York,0,9,0,3,2,Memphis,Josh Selby,83,0,94,-1,1,1,892
0,1,0,0,2012-01-12,0,3,0,4,1/12/2012_Memphis_New York,1,New York,3,0,0,1,2,Memphis,Quincy Pondexter,83,0,94,-5,1,1,595
0,1,0,0,2012-01-12,0,3,0,0,1/12/2012_Memphis_New York,0,New York,0,0,0,1,1,Memphis,Sam Young,83,0,94,-1,1,1,467
0,0,0,0,2012-01-12,0,0,0,0,1/12/2012_Memphis_New York,0,New York,0,0,0,0,0,Memphis,Josh Davis,83,0,94,-5,1,1,174
0,0,0,0,2012-01-12,0,1,0,0,1/12/2012_Memphis_New York,0,New York,0,0,0,0,0,Memphis,Jeremy Pargo,83,0,94,-5,1,1,174
0,1,4,0,2012-01-12,3,14,3,3,1/12/2012_Milwaukee_Detroit,0,Milwaukee,4,9,0,3,1,Detroit,Ben Gordon,102,1,93,-8,0,0,2423
0,0,2,1,2012-01-12,12,16,8,8,1/12/2012_Milwaukee_Detroit,4,Milwaukee,4,32,2,2,16,Detroit,Greg Monroe,102,1,93,-9,0,0,2382
1,2,4,0,2012-01-12,6,17,0,0,1/12/2012_Milwaukee_Detroit,0,Milwaukee,1,13,0,0,1,Detroit,Tayshaun Prince,102,1,93,-19,0,0,2175
2,2,3,1,2012-01-12,7,9,4,4,1/12/2012_Milwaukee_Detroit,0,Milwaukee,4,20,0,5,2,Detroit,Brandon Knight,102,1,93,-10,0,0,2129
0,0,0,0,2012-01-12,2,4,0,0,1/12/2012_Milwaukee_Detroit,0,Milwaukee,5,4,0,2,2,Detroit,Jonas Jerebko,102,1,93,-2,0,0,1361
0,0,1,0,2012-01-12,1,5,0,0,1/12/2012_Milwaukee_Detroit,3,Milwaukee,1,2,2,0,5,Detroit,Jason Maxiell,102,0,93,1,0,0,1359
0,0,4,1,2012-01-12,2,7,7,7,1/12/2012_Milwaukee_Detroit,2,Milwaukee,1,11,0,2,3,Detroit,Rodney Stuckey,102,0,93,0,0,0,1215
0,0,0,0,2012-01-12,0,2,2,2,1/12/2012_Milwaukee_Detroit,0,Milwaukee,0,2,1,2,1,Detroit,Damien Wilkins,102,0,93,10,0,0,705
0,0,0,0,2012-01-12,0,0,0,0,1/12/2012_Milwaukee_Detroit,1,Milwaukee,1,0,1,0,4,Detroit,Ben Wallace,102,0,93,-5,0,0,649
0,0,0,0,2012-01-12,0,0,0,0,1/12/2012_Milwaukee_Detroit,0,Milwaukee,0,0,0,0,0,Detroit,Will Bynum,102,0,93,-3,0,0,3
