,3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,Team,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,opponent,Game_Id
1195,11.0,28.0,21.0,9.0,52.0,97.0,17.0,21.0,13.0,17.0,132.0,7.0,8.0,49.0,1,1,Brooklyn,17.0,36.0,26.0,1.0,40.0,86.0,16.0,20.0,113.0,4.0,5.0,16.0,11.0,Toronto,1/13/2017_Toronto_Brooklyn
1196,6.0,17.0,15.0,4.0,30.0,76.0,11.0,16.0,3.0,16.0,77.0,5.0,13.0,35.0,0,0,Utah,16.0,31.0,22.0,6.0,43.0,80.0,8.0,13.0,110.0,7.0,10.0,14.0,12.0,Detroit,1/13/2017_Utah_Detroit
1197,16.0,31.0,22.0,6.0,43.0,80.0,8.0,13.0,7.0,14.0,110.0,10.0,12.0,47.0,1,1,Detroit,6.0,17.0,15.0,4.0,30.0,76.0,11.0,16.0,77.0,3.0,5.0,16.0,13.0,Utah,1/13/2017_Utah_Detroit
1198,7.0,23.0,27.0,6.0,39.0,84.0,14.0,21.0,6.0,19.0,99.0,3.0,11.0,42.0,0,0,Chicago,8.0,20.0,22.0,6.0,43.0,101.0,13.0,23.0,107.0,21.0,10.0,20.0,10.0,New Orleans,1/14/2017_Chicago_New Orleans
1199,8.0,20.0,22.0,6.0,43.0,101.0,13.0,23.0,21.0,20.0,107.0,10.0,10.0,63.0,1,1,New Orleans,7.0,23.0,27.0,6.0,39.0,84.0,14.0,21.0,99.0,6.0,3.0,19.0,11.0,Chicago,1/14/2017_Chicago_New Orleans
1200,10.0,21.0,21.0,2.0,36.0,80.0,15.0,27.0,6.0,20.0,97.0,3.0,14.0,40.0,0,0,LA Clippers,10.0,28.0,28.0,6.0,48.0,92.0,7.0,8.0,113.0,7.0,6.0,24.0,7.0,LA Lakers,1/14/2017_LA Clippers_LA Lakers
1201,10.0,28.0,28.0,6.0,48.0,92.0,7.0,8.0,7.0,24.0,113.0,6.0,7.0,42.0,1,1,LA Lakers,10.0,21.0,21.0,2.0,36.0,80.0,15.0,27.0,97.0,6.0,3.0,20.0,14.0,LA Clippers,1/14/2017_LA Clippers_LA Lakers
1202,9.0,20.0,15.0,1.0,36.0,71.0,24.0,34.0,6.0,18.0,105.0,8.0,16.0,33.0,0,0,Phoenix,8.0,21.0,18.0,0.0,39.0,85.0,22.0,24.0,108.0,15.0,10.0,30.0,15.0,San Antonio,1/14/2017_Phoenix_San Antonio
1203,8.0,21.0,18.0,0.0,39.0,85.0,22.0,24.0,15.0,30.0,108.0,10.0,15.0,45.0,1,1,San Antonio,9.0,20.0,15.0,1.0,36.0,71.0,24.0,34.0,105.0,6.0,8.0,18.0,16.0,Phoenix,1/14/2017_Phoenix_San Antonio
1204,12.0,34.0,23.0,2.0,38.0,82.0,19.0,27.0,7.0,28.0,107.0,10.0,14.0,40.0,0,0,Utah,7.0,26.0,28.0,2.0,41.0,83.0,25.0,36.0,114.0,9.0,6.0,20.0,13.0,Orlando,1/14/2017_Utah_Orlando
1205,7.0,26.0,28.0,2.0,41.0,83.0,25.0,36.0,9.0,20.0,114.0,6.0,13.0,44.0,1,1,Orlando,12.0,34.0,23.0,2.0,38.0,82.0,19.0,27.0,107.0,7.0,10.0,28.0,14.0,Utah,1/14/2017_Utah_Orlando
1206,10.0,31.0,20.0,2.0,36.0,87.0,11.0,21.0,15.0,19.0,93.0,6.0,16.0,49.0,0,0,Washington,8.0,17.0,18.0,2.0,44.0,91.0,13.0,18.0,109.0,12.0,9.0,18.0,11.0,Philadelphia,1/14/2017_Washington_Philadelphia
1207,8.0,17.0,18.0,2.0,44.0,91.0,13.0,18.0,12.0,18.0,109.0,9.0,11.0,50.0,1,1,Philadelphia,10.0,31.0,20.0,2.0,36.0,87.0,11.0,21.0,93.0,15.0,6.0,19.0,16.0,Washington,1/14/2017_Washington_Philadelphia
1208,6.0,19.0,25.0,4.0,39.0,79.0,14.0,18.0,13.0,25.0,98.0,11.0,16.0,36.0,0,0,Atlanta,13.0,26.0,29.0,4.0,42.0,80.0,14.0,18.0,111.0,14.0,9.0,20.0,19.0,Milwaukee,1/15/2017_Atlanta_Milwaukee
1209,13.0,26.0,29.0,4.0,42.0,80.0,14.0,18.0,14.0,20.0,111.0,9.0,19.0,37.0,1,1,Milwaukee,6.0,19.0,25.0,4.0,39.0,79.0,14.0,18.0,98.0,13.0,11.0,25.0,16.0,Atlanta,1/15/2017_Atlanta_Milwaukee
1210,21.0,44.0,30.0,3.0,46.0,92.0,24.0,32.0,13.0,21.0,137.0,9.0,13.0,52.0,0,1,Brooklyn,15.0,44.0,29.0,5.0,41.0,93.0,15.0,19.0,112.0,9.0,9.0,25.0,16.0,Houston,1/15/2017_Brooklyn_Houston
1211,15.0,44.0,29.0,5.0,41.0,93.0,15.0,19.0,9.0,25.0,112.0,9.0,16.0,38.0,1,0,Houston,21.0,44.0,30.0,3.0,46.0,92.0,24.0,32.0,137.0,13.0,9.0,21.0,13.0,Brooklyn,1/15/2017_Brooklyn_Houston
1212,5.0,21.0,20.0,1.0,35.0,80.0,12.0,18.0,10.0,16.0,87.0,7.0,12.0,44.0,0,0,Dallas,12.0,29.0,21.0,8.0,36.0,77.0,14.0,19.0,98.0,6.0,8.0,18.0,11.0,Minnesota,1/15/2017_Dallas_Minnesota
1213,12.0,29.0,21.0,8.0,36.0,77.0,14.0,19.0,6.0,18.0,98.0,8.0,11.0,41.0,1,1,Minnesota,5.0,21.0,20.0,1.0,35.0,80.0,12.0,18.0,87.0,10.0,7.0,16.0,12.0,Dallas,1/15/2017_Dallas_Minnesota
1214,9.0,25.0,24.0,6.0,41.0,95.0,11.0,16.0,10.0,22.0,102.0,6.0,7.0,46.0,0,1,LA Lakers,6.0,26.0,19.0,4.0,36.0,83.0,19.0,24.0,97.0,9.0,2.0,18.0,14.0,Detroit,1/15/2017_LA Lakers_Detroit
1215,6.0,26.0,19.0,4.0,36.0,83.0,19.0,24.0,9.0,18.0,97.0,2.0,14.0,50.0,1,0,Detroit,9.0,25.0,24.0,6.0,41.0,95.0,11.0,16.0,102.0,10.0,6.0,22.0,7.0,LA Lakers,1/15/2017_LA Lakers_Detroit
1216,4.0,17.0,18.0,5.0,40.0,78.0,24.0,35.0,6.0,14.0,108.0,8.0,12.0,47.0,0,1,Memphis,11.0,32.0,24.0,3.0,40.0,95.0,13.0,13.0,104.0,13.0,6.0,22.0,10.0,Chicago,1/15/2017_Memphis_Chicago
1217,11.0,32.0,24.0,3.0,40.0,95.0,13.0,13.0,13.0,22.0,104.0,6.0,10.0,50.0,1,0,Chicago,4.0,17.0,18.0,5.0,40.0,78.0,24.0,35.0,108.0,6.0,8.0,14.0,12.0,Memphis,1/15/2017_Memphis_Chicago
1218,9.0,28.0,20.0,4.0,40.0,90.0,33.0,41.0,17.0,28.0,122.0,14.0,19.0,44.0,0,1,Sacramento,9.0,25.0,24.0,6.0,37.0,81.0,35.0,40.0,118.0,14.0,13.0,29.0,22.0,Oklahoma City,1/15/2017_Sacramento_Oklahoma City
1219,9.0,25.0,24.0,6.0,37.0,81.0,35.0,40.0,14.0,29.0,118.0,13.0,22.0,44.0,1,0,Oklahoma City,9.0,28.0,20.0,4.0,40.0,90.0,33.0,41.0,122.0,17.0,14.0,28.0,19.0,Sacramento,1/15/2017_Sacramento_Oklahoma City
1220,12.0,29.0,21.0,7.0,35.0,84.0,19.0,27.0,11.0,16.0,101.0,7.0,14.0,41.0,0,0,Toronto,8.0,22.0,21.0,4.0,44.0,89.0,20.0,23.0,116.0,10.0,9.0,20.0,10.0,New York,1/15/2017_Toronto_New York
1221,8.0,22.0,21.0,4.0,44.0,89.0,20.0,23.0,10.0,20.0,116.0,9.0,10.0,42.0,1,1,New York,12.0,29.0,21.0,7.0,35.0,84.0,19.0,27.0,101.0,11.0,7.0,16.0,14.0,Toronto,1/15/2017_Toronto_New York
1222,8.0,25.0,25.0,4.0,38.0,86.0,14.0,17.0,10.0,15.0,98.0,4.0,11.0,42.0,0,0,Boston,15.0,39.0,29.0,3.0,42.0,84.0,9.0,10.0,108.0,8.0,6.0,11.0,12.0,Charlotte,1/16/2017_Boston_Charlotte
1223,15.0,39.0,29.0,3.0,42.0,84.0,9.0,10.0,8.0,11.0,108.0,6.0,12.0,44.0,1,1,Charlotte,8.0,25.0,25.0,4.0,38.0,86.0,14.0,17.0,98.0,10.0,4.0,15.0,11.0,Boston,1/16/2017_Boston_Charlotte
1224,8.0,25.0,28.0,1.0,45.0,88.0,14.0,18.0,7.0,10.0,112.0,6.0,14.0,34.0,0,0,Denver,9.0,27.0,33.0,3.0,52.0,89.0,12.0,15.0,125.0,9.0,11.0,17.0,14.0,Orlando,1/16/2017_Denver_Orlando
1225,9.0,27.0,33.0,3.0,52.0,89.0,12.0,15.0,9.0,17.0,125.0,11.0,14.0,39.0,1,1,Orlando,8.0,25.0,28.0,1.0,45.0,88.0,14.0,18.0,112.0,7.0,6.0,10.0,14.0,Denver,1/16/2017_Denver_Orlando
1226,9.0,34.0,11.0,4.0,31.0,88.0,20.0,27.0,7.0,21.0,91.0,7.0,15.0,35.0,0,0,Golden State,15.0,34.0,37.0,11.0,46.0,91.0,19.0,24.0,126.0,11.0,10.0,22.0,16.0,Cleveland,1/16/2017_Golden State_Cleveland
1227,15.0,34.0,37.0,11.0,46.0,91.0,19.0,24.0,11.0,22.0,126.0,10.0,16.0,58.0,1,1,Cleveland,9.0,34.0,11.0,4.0,31.0,88.0,20.0,27.0,91.0,7.0,7.0,21.0,15.0,Golden State,1/16/2017_Golden State_Cleveland
1228,10.0,25.0,18.0,6.0,36.0,83.0,13.0,18.0,8.0,17.0,95.0,7.0,14.0,38.0,0,0,Indiana,5.0,19.0,26.0,6.0,41.0,81.0,11.0,16.0,98.0,5.0,11.0,18.0,16.0,New Orleans,1/16/2017_Indiana_New Orleans
1229,5.0,19.0,26.0,6.0,41.0,81.0,11.0,16.0,5.0,18.0,98.0,11.0,16.0,45.0,1,1,New Orleans,10.0,25.0,18.0,6.0,36.0,83.0,13.0,18.0,95.0,8.0,7.0,17.0,14.0,Indiana,1/16/2017_Indiana_New Orleans
1230,10.0,30.0,18.0,4.0,36.0,85.0,16.0,19.0,9.0,15.0,98.0,10.0,15.0,36.0,0,0,LA Clippers,12.0,28.0,27.0,5.0,45.0,82.0,18.0,22.0,120.0,10.0,9.0,15.0,15.0,Oklahoma City,1/16/2017_LA Clippers_Oklahoma City
1231,12.0,28.0,27.0,5.0,45.0,82.0,18.0,22.0,10.0,15.0,120.0,9.0,15.0,47.0,1,1,Oklahoma City,10.0,30.0,18.0,4.0,36.0,85.0,16.0,19.0,98.0,9.0,10.0,15.0,15.0,LA Clippers,1/16/2017_LA Clippers_Oklahoma City
1232,14.0,37.0,25.0,9.0,35.0,78.0,29.0,36.0,13.0,23.0,113.0,8.0,18.0,51.0,0,1,Milwaukee,5.0,14.0,23.0,5.0,42.0,89.0,15.0,22.0,104.0,10.0,8.0,23.0,12.0,Philadelphia,1/16/2017_Milwaukee_Philadelphia
1233,5.0,14.0,23.0,5.0,42.0,89.0,15.0,22.0,10.0,23.0,104.0,8.0,12.0,38.0,1,0,Philadelphia,14.0,37.0,25.0,9.0,35.0,78.0,29.0,36.0,113.0,13.0,8.0,23.0,18.0,Milwaukee,1/16/2017_Milwaukee_Philadelphia
1234,12.0,32.0,26.0,3.0,40.0,87.0,16.0,23.0,8.0,15.0,108.0,11.0,10.0,36.0,0,1,New York,8.0,26.0,21.0,3.0,42.0,85.0,15.0,23.0,107.0,15.0,8.0,22.0,18.0,Atlanta,1/16/2017_New York_Atlanta
1235,8.0,26.0,21.0,3.0,42.0,85.0,15.0,23.0,15.0,22.0,107.0,8.0,18.0,53.0,1,0,Atlanta,12.0,32.0,26.0,3.0,40.0,87.0,16.0,23.0,108.0,8.0,11.0,15.0,10.0,New York,1/16/2017_New York_Atlanta
1236,8.0,23.0,22.0,6.0,41.0,89.0,16.0,24.0,14.0,16.0,106.0,4.0,8.0,46.0,0,1,Phoenix,5.0,22.0,13.0,5.0,40.0,81.0,16.0,17.0,101.0,6.0,4.0,21.0,9.0,Utah,1/16/2017_Phoenix_Utah
1237,5.0,22.0,13.0,5.0,40.0,81.0,16.0,17.0,6.0,21.0,101.0,4.0,9.0,39.0,1,0,Utah,8.0,23.0,22.0,6.0,41.0,89.0,16.0,24.0,106.0,14.0,4.0,16.0,8.0,Phoenix,1/16/2017_Phoenix_Utah
1238,8.0,26.0,22.0,5.0,37.0,88.0,19.0,25.0,14.0,20.0,101.0,6.0,15.0,45.0,0,0,Washington,13.0,23.0,26.0,5.0,42.0,86.0,23.0,25.0,120.0,12.0,10.0,18.0,12.0,Portland,1/16/2017_Washington_Portland
1239,13.0,23.0,26.0,5.0,42.0,86.0,23.0,25.0,12.0,18.0,120.0,10.0,12.0,51.0,1,1,Portland,8.0,26.0,22.0,5.0,37.0,88.0,19.0,25.0,101.0,14.0,6.0,20.0,15.0,Washington,1/16/2017_Washington_Portland
1240,10.0,19.0,18.0,6.0,48.0,92.0,13.0,16.0,10.0,19.0,119.0,8.0,9.0,44.0,0,1,Brooklyn,7.0,26.0,20.0,6.0,40.0,89.0,22.0,24.0,109.0,11.0,7.0,19.0,13.0,Toronto,1/17/2017_Brooklyn_Toronto
1241,7.0,26.0,20.0,6.0,40.0,89.0,22.0,24.0,11.0,19.0,109.0,7.0,13.0,41.0,1,0,Toronto,10.0,19.0,18.0,6.0,48.0,92.0,13.0,16.0,119.0,10.0,8.0,19.0,9.0,Brooklyn,1/17/2017_Brooklyn_Toronto
1242,11.0,28.0,27.0,2.0,37.0,78.0,14.0,18.0,6.0,21.0,99.0,5.0,12.0,36.0,0,1,Chicago,6.0,14.0,23.0,3.0,37.0,82.0,18.0,22.0,98.0,11.0,6.0,22.0,13.0,Dallas,1/17/2017_Chicago_Dallas
1243,6.0,14.0,23.0,3.0,37.0,82.0,18.0,22.0,11.0,22.0,98.0,6.0,13.0,43.0,1,0,Dallas,11.0,28.0,27.0,2.0,37.0,78.0,14.0,18.0,99.0,6.0,5.0,21.0,12.0,Chicago,1/17/2017_Chicago_Dallas
1244,11.0,26.0,29.0,9.0,50.0,88.0,16.0,26.0,13.0,17.0,127.0,5.0,17.0,45.0,0,1,LA Lakers,11.0,30.0,28.0,5.0,47.0,108.0,16.0,18.0,121.0,20.0,11.0,21.0,12.0,Denver,1/17/2017_LA Lakers_Denver
1245,11.0,30.0,28.0,5.0,47.0,108.0,16.0,18.0,20.0,21.0,121.0,11.0,12.0,43.0,1,0,Denver,11.0,26.0,29.0,9.0,50.0,88.0,16.0,26.0,127.0,13.0,5.0,17.0,17.0,LA Lakers,1/17/2017_LA Lakers_Denver
1246,9.0,39.0,21.0,3.0,36.0,90.0,22.0,28.0,11.0,16.0,103.0,8.0,17.0,49.0,0,0,Miami,9.0,29.0,21.0,1.0,42.0,90.0,16.0,24.0,109.0,11.0,11.0,24.0,15.0,Houston,1/17/2017_Miami_Houston
1247,9.0,29.0,21.0,1.0,42.0,90.0,16.0,24.0,11.0,24.0,109.0,11.0,15.0,52.0,1,1,Houston,9.0,39.0,21.0,3.0,36.0,90.0,22.0,28.0,103.0,11.0,8.0,16.0,17.0,Miami,1/17/2017_Miami_Houston
1248,6.0,13.0,26.0,6.0,36.0,73.0,36.0,41.0,6.0,22.0,114.0,5.0,18.0,39.0,0,0,San Antonio,8.0,18.0,27.0,3.0,43.0,84.0,28.0,35.0,122.0,6.0,9.0,29.0,7.0,Minnesota,1/17/2017_San Antonio_Minnesota
1249,8.0,18.0,27.0,3.0,43.0,84.0,28.0,35.0,6.0,29.0,122.0,9.0,7.0,34.0,1,1,Minnesota,6.0,13.0,26.0,6.0,36.0,73.0,36.0,41.0,114.0,6.0,5.0,22.0,18.0,San Antonio,1/17/2017_San Antonio_Minnesota
1250,10.0,25.0,27.0,8.0,46.0,91.0,15.0,18.0,18.0,24.0,117.0,2.0,14.0,57.0,0,1,Boston,9.0,33.0,25.0,8.0,35.0,91.0,27.0,29.0,106.0,9.0,8.0,15.0,3.0,New York,1/18/2017_Boston_New York
1251,9.0,33.0,25.0,8.0,35.0,91.0,27.0,29.0,9.0,15.0,106.0,8.0,3.0,33.0,1,0,New York,10.0,25.0,27.0,8.0,46.0,91.0,15.0,18.0,117.0,18.0,2.0,24.0,14.0,Boston,1/18/2017_Boston_New York
1252,8.0,31.0,18.0,12.0,33.0,94.0,11.0,11.0,15.0,11.0,85.0,10.0,15.0,50.0,0,0,Charlotte,11.0,26.0,28.0,7.0,41.0,87.0,14.0,17.0,107.0,8.0,11.0,13.0,12.0,Portland,1/18/2017_Charlotte_Portland
1253,11.0,26.0,28.0,7.0,41.0,87.0,14.0,17.0,8.0,13.0,107.0,11.0,12.0,51.0,1,1,Portland,8.0,31.0,18.0,12.0,33.0,94.0,11.0,11.0,85.0,15.0,10.0,11.0,15.0,Charlotte,1/18/2017_Charlotte_Portland
1254,6.0,25.0,22.0,4.0,30.0,78.0,29.0,37.0,8.0,21.0,95.0,1.0,12.0,32.0,0,0,Detroit,10.0,25.0,27.0,0.0,45.0,91.0,18.0,28.0,118.0,18.0,6.0,29.0,12.0,Atlanta,1/18/2017_Detroit_Atlanta
1255,10.0,25.0,27.0,0.0,45.0,91.0,18.0,28.0,18.0,29.0,118.0,6.0,12.0,60.0,1,1,Atlanta,6.0,25.0,22.0,4.0,30.0,78.0,29.0,37.0,95.0,8.0,1.0,21.0,12.0,Detroit,1/18/2017_Detroit_Atlanta
1256,8.0,28.0,23.0,6.0,38.0,90.0,16.0,19.0,13.0,22.0,100.0,11.0,18.0,36.0,0,0,Golden State,10.0,21.0,35.0,8.0,46.0,85.0,19.0,27.0,121.0,11.0,11.0,16.0,18.0,Oklahoma City,1/18/2017_Golden State_Oklahoma City
1257,10.0,21.0,35.0,8.0,46.0,85.0,19.0,27.0,11.0,16.0,121.0,11.0,18.0,46.0,1,1,Oklahoma City,8.0,28.0,23.0,6.0,38.0,90.0,16.0,19.0,100.0,13.0,11.0,22.0,18.0,Golden State,1/18/2017_Golden State_Oklahoma City
1258,7.0,28.0,26.0,8.0,37.0,93.0,11.0,14.0,15.0,14.0,92.0,8.0,18.0,50.0,0,0,Houston,14.0,44.0,25.0,12.0,43.0,95.0,11.0,15.0,111.0,13.0,9.0,17.0,10.0,Milwaukee,1/18/2017_Houston_Milwaukee
1259,14.0,44.0,25.0,12.0,43.0,95.0,11.0,15.0,13.0,17.0,111.0,9.0,10.0,46.0,1,1,Milwaukee,7.0,28.0,26.0,8.0,37.0,93.0,11.0,14.0,92.0,15.0,8.0,14.0,18.0,Houston,1/18/2017_Houston_Milwaukee
1260,11.0,32.0,18.0,5.0,39.0,88.0,9.0,11.0,4.0,14.0,98.0,6.0,18.0,47.0,0,0,New Orleans,15.0,36.0,28.0,5.0,46.0,93.0,11.0,15.0,118.0,6.0,11.0,13.0,8.0,Orlando,1/18/2017_New Orleans_Orlando
1261,15.0,36.0,28.0,5.0,46.0,93.0,11.0,15.0,6.0,13.0,118.0,11.0,8.0,45.0,1,1,Orlando,11.0,32.0,18.0,5.0,39.0,88.0,9.0,11.0,98.0,4.0,6.0,14.0,18.0,New Orleans,1/18/2017_New Orleans_Orlando
1262,6.0,24.0,17.0,2.0,34.0,86.0,15.0,23.0,12.0,24.0,89.0,10.0,9.0,43.0,0,0,Philadelphia,8.0,24.0,20.0,7.0,31.0,69.0,24.0,32.0,94.0,5.0,5.0,21.0,22.0,Toronto,1/18/2017_Philadelphia_Toronto
1263,8.0,24.0,20.0,7.0,31.0,69.0,24.0,32.0,5.0,21.0,94.0,5.0,22.0,46.0,1,1,Toronto,6.0,24.0,17.0,2.0,34.0,86.0,15.0,23.0,89.0,12.0,10.0,24.0,9.0,Philadelphia,1/18/2017_Philadelphia_Toronto
1264,7.0,21.0,22.0,3.0,39.0,75.0,21.0,25.0,8.0,21.0,106.0,11.0,14.0,32.0,0,1,Sacramento,9.0,21.0,28.0,5.0,35.0,72.0,21.0,27.0,100.0,10.0,9.0,22.0,21.0,Indiana,1/18/2017_Sacramento_Indiana
1265,9.0,21.0,28.0,5.0,35.0,72.0,21.0,27.0,10.0,22.0,100.0,9.0,21.0,36.0,1,0,Indiana,7.0,21.0,22.0,3.0,39.0,75.0,21.0,25.0,106.0,8.0,11.0,21.0,14.0,Sacramento,1/18/2017_Sacramento_Indiana
1266,8.0,25.0,20.0,1.0,33.0,83.0,27.0,34.0,17.0,20.0,101.0,8.0,12.0,45.0,0,0,Washington,8.0,29.0,27.0,3.0,36.0,80.0,24.0,26.0,104.0,12.0,7.0,25.0,11.0,Memphis,1/18/2017_Washington_Memphis
1267,8.0,29.0,27.0,3.0,36.0,80.0,24.0,26.0,12.0,25.0,104.0,7.0,11.0,45.0,1,1,Memphis,8.0,25.0,20.0,1.0,33.0,83.0,27.0,34.0,101.0,17.0,8.0,20.0,12.0,Washington,1/18/2017_Washington_Memphis
1268,4.0,19.0,23.0,4.0,37.0,85.0,25.0,31.0,15.0,22.0,103.0,10.0,14.0,46.0,0,0,Cleveland,19.0,42.0,29.0,6.0,43.0,85.0,13.0,19.0,118.0,4.0,7.0,24.0,12.0,Phoenix,1/19/2017_Cleveland_Phoenix
1269,19.0,42.0,29.0,6.0,43.0,85.0,13.0,19.0,4.0,24.0,118.0,7.0,12.0,36.0,1,1,Phoenix,4.0,19.0,23.0,4.0,37.0,85.0,25.0,31.0,103.0,15.0,10.0,22.0,14.0,Cleveland,1/19/2017_Cleveland_Phoenix
1270,5.0,16.0,25.0,2.0,40.0,84.0,19.0,25.0,13.0,21.0,104.0,3.0,13.0,43.0,0,1,LA Clippers,4.0,22.0,24.0,6.0,42.0,87.0,13.0,24.0,101.0,14.0,9.0,21.0,11.0,Minnesota,1/19/2017_LA Clippers_Minnesota
1271,4.0,22.0,24.0,6.0,42.0,87.0,13.0,24.0,14.0,21.0,101.0,9.0,11.0,41.0,1,0,Minnesota,5.0,16.0,25.0,2.0,40.0,84.0,19.0,25.0,104.0,13.0,3.0,21.0,13.0,LA Clippers,1/19/2017_LA Clippers_Minnesota
1272,14.0,36.0,17.0,3.0,37.0,82.0,7.0,11.0,5.0,20.0,95.0,4.0,9.0,33.0,0,0,Miami,9.0,20.0,16.0,1.0,35.0,73.0,20.0,29.0,99.0,6.0,4.0,15.0,13.0,Dallas,1/19/2017_Miami_Dallas
1273,9.0,20.0,16.0,1.0,35.0,73.0,20.0,29.0,6.0,15.0,99.0,4.0,13.0,40.0,1,1,Dallas,14.0,36.0,17.0,3.0,37.0,82.0,7.0,11.0,95.0,5.0,4.0,20.0,9.0,Miami,1/19/2017_Miami_Dallas
1274,13.0,32.0,29.0,5.0,44.0,88.0,12.0,14.0,10.0,19.0,113.0,7.0,15.0,40.0,0,1,New York,7.0,24.0,20.0,4.0,42.0,90.0,19.0,22.0,110.0,14.0,7.0,14.0,10.0,Washington,1/19/2017_New York_Washington
1275,7.0,24.0,20.0,4.0,42.0,90.0,19.0,22.0,14.0,14.0,110.0,7.0,10.0,41.0,1,0,Washington,13.0,32.0,29.0,5.0,44.0,88.0,12.0,14.0,113.0,10.0,7.0,19.0,15.0,New York,1/19/2017_New York_Washington
1276,10.0,31.0,27.0,7.0,37.0,91.0,20.0,26.0,11.0,19.0,104.0,5.0,15.0,43.0,0,0,San Antonio,9.0,22.0,28.0,5.0,44.0,86.0,21.0,25.0,118.0,6.0,12.0,19.0,7.0,Denver,1/19/2017_San Antonio_Denver
1277,9.0,22.0,28.0,5.0,44.0,86.0,21.0,25.0,6.0,19.0,118.0,12.0,7.0,43.0,1,1,Denver,10.0,31.0,27.0,7.0,37.0,91.0,20.0,26.0,104.0,11.0,5.0,19.0,15.0,San Antonio,1/19/2017_San Antonio_Denver
1278,7.0,28.0,18.0,5.0,34.0,81.0,18.0,19.0,12.0,17.0,93.0,12.0,24.0,41.0,0,0,Atlanta,9.0,22.0,23.0,3.0,39.0,82.0,15.0,19.0,102.0,10.0,16.0,19.0,19.0,Chicago,1/20/2017_Atlanta_Chicago
1279,9.0,22.0,23.0,3.0,39.0,82.0,15.0,19.0,10.0,19.0,102.0,16.0,19.0,40.0,1,1,Chicago,7.0,28.0,18.0,5.0,34.0,81.0,18.0,19.0,93.0,12.0,12.0,17.0,24.0,Atlanta,1/20/2017_Atlanta_Chicago
1280,7.0,30.0,10.0,5.0,29.0,86.0,13.0,14.0,8.0,20.0,78.0,7.0,12.0,33.0,0,0,Charlotte,12.0,25.0,24.0,4.0,40.0,80.0,21.0,25.0,113.0,11.0,9.0,13.0,14.0,Toronto,1/20/2017_Charlotte_Toronto
1281,12.0,25.0,24.0,4.0,40.0,80.0,21.0,25.0,11.0,13.0,113.0,9.0,14.0,51.0,1,1,Toronto,7.0,30.0,10.0,5.0,29.0,86.0,13.0,14.0,78.0,8.0,7.0,20.0,12.0,Charlotte,1/20/2017_Charlotte_Toronto
1282,8.0,23.0,17.0,5.0,38.0,82.0,28.0,39.0,15.0,26.0,112.0,8.0,15.0,53.0,0,1,Dallas,8.0,23.0,21.0,2.0,39.0,87.0,21.0,28.0,107.0,9.0,5.0,26.0,12.0,Utah,1/20/2017_Dallas_Utah
1283,8.0,23.0,21.0,2.0,39.0,87.0,21.0,28.0,9.0,26.0,107.0,5.0,12.0,42.0,1,0,Utah,8.0,23.0,17.0,5.0,38.0,82.0,28.0,39.0,112.0,15.0,8.0,26.0,15.0,Dallas,1/20/2017_Dallas_Utah
1284,15.0,38.0,30.0,7.0,47.0,89.0,16.0,21.0,8.0,18.0,125.0,8.0,14.0,41.0,0,1,Houston,7.0,35.0,26.0,3.0,43.0,96.0,15.0,18.0,108.0,13.0,8.0,17.0,14.0,Golden State,1/20/2017_Houston_Golden State
1285,7.0,35.0,26.0,3.0,43.0,96.0,15.0,18.0,13.0,17.0,108.0,8.0,14.0,41.0,1,0,Golden State,15.0,38.0,30.0,7.0,47.0,89.0,16.0,21.0,125.0,8.0,8.0,18.0,14.0,Houston,1/20/2017_Houston_Golden State
1286,9.0,23.0,24.0,6.0,34.0,80.0,18.0,25.0,8.0,12.0,95.0,17.0,20.0,37.0,0,0,LA Lakers,14.0,33.0,27.0,3.0,41.0,87.0,12.0,15.0,108.0,16.0,15.0,20.0,23.0,Indiana,1/20/2017_LA Lakers_Indiana
1287,14.0,33.0,27.0,3.0,41.0,87.0,12.0,15.0,16.0,20.0,108.0,15.0,23.0,51.0,1,1,Indiana,9.0,23.0,24.0,6.0,34.0,80.0,18.0,25.0,95.0,8.0,17.0,12.0,20.0,LA Lakers,1/20/2017_LA Lakers_Indiana
1288,6.0,29.0,18.0,6.0,31.0,76.0,23.0,32.0,5.0,21.0,91.0,9.0,10.0,35.0,0,0,Memphis,11.0,28.0,21.0,4.0,38.0,83.0,20.0,25.0,107.0,15.0,6.0,24.0,15.0,Sacramento,1/20/2017_Memphis_Sacramento
1289,11.0,28.0,21.0,4.0,38.0,83.0,20.0,25.0,15.0,24.0,107.0,6.0,15.0,58.0,1,1,Sacramento,6.0,29.0,18.0,6.0,31.0,76.0,23.0,32.0,91.0,5.0,9.0,21.0,10.0,Memphis,1/20/2017_Memphis_Sacramento
1290,15.0,30.0,24.0,6.0,48.0,83.0,32.0,35.0,9.0,20.0,143.0,5.0,16.0,52.0,0,1,New Orleans,11.0,34.0,21.0,8.0,43.0,105.0,17.0,23.0,114.0,18.0,8.0,24.0,9.0,Brooklyn,1/20/2017_New Orleans_Brooklyn
