3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,opponent,opp_TRB,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,Team,Game_Id
15.0,39.0,29.0,3.0,42.0,84.0,9.0,10.0,8.0,11.0,108.0,6.0,12.0,44.0,1,1,Charlotte,42.0,8.0,25.0,25.0,4.0,38.0,86.0,14.0,17.0,98.0,10.0,4.0,15.0,11.0,Boston,1/16/2017_Boston_Charlotte
8.0,25.0,28.0,1.0,45.0,88.0,14.0,18.0,7.0,10.0,112.0,6.0,14.0,34.0,0,0,Denver,39.0,9.0,27.0,33.0,3.0,52.0,89.0,12.0,15.0,125.0,9.0,11.0,17.0,14.0,Orlando,1/16/2017_Denver_Orlando
9.0,27.0,33.0,3.0,52.0,89.0,12.0,15.0,9.0,17.0,125.0,11.0,14.0,39.0,1,1,Orlando,34.0,8.0,25.0,28.0,1.0,45.0,88.0,14.0,18.0,112.0,7.0,6.0,10.0,14.0,Denver,1/16/2017_Denver_Orlando
9.0,34.0,11.0,4.0,31.0,88.0,20.0,27.0,7.0,21.0,91.0,7.0,15.0,35.0,0,0,Golden State,58.0,15.0,34.0,37.0,11.0,46.0,91.0,19.0,24.0,126.0,11.0,10.0,22.0,16.0,Cleveland,1/16/2017_Golden State_Cleveland
15.0,34.0,37.0,11.0,46.0,91.0,19.0,24.0,11.0,22.0,126.0,10.0,16.0,58.0,1,1,Cleveland,35.0,9.0,34.0,11.0,4.0,31.0,88.0,20.0,27.0,91.0,7.0,7.0,21.0,15.0,Golden State,1/16/2017_Golden State_Cleveland
10.0,25.0,18.0,6.0,36.0,83.0,13.0,18.0,8.0,17.0,95.0,7.0,14.0,38.0,0,0,Indiana,45.0,5.0,19.0,26.0,6.0,41.0,81.0,11.0,16.0,98.0,5.0,11.0,18.0,16.0,New Orleans,1/16/2017_Indiana_New Orleans
5.0,19.0,26.0,6.0,41.0,81.0,11.0,16.0,5.0,18.0,98.0,11.0,16.0,45.0,1,1,New Orleans,38.0,10.0,25.0,18.0,6.0,36.0,83.0,13.0,18.0,95.0,8.0,7.0,17.0,14.0,Indiana,1/16/2017_Indiana_New Orleans
10.0,30.0,18.0,4.0,36.0,85.0,16.0,19.0,9.0,15.0,98.0,10.0,15.0,36.0,0,0,LA Clippers,47.0,12.0,28.0,27.0,5.0,45.0,82.0,18.0,22.0,120.0,10.0,9.0,15.0,15.0,Oklahoma City,1/16/2017_LA Clippers_Oklahoma City
12.0,28.0,27.0,5.0,45.0,82.0,18.0,22.0,10.0,15.0,120.0,9.0,15.0,47.0,1,1,Oklahoma City,36.0,10.0,30.0,18.0,4.0,36.0,85.0,16.0,19.0,98.0,9.0,10.0,15.0,15.0,LA Clippers,1/16/2017_LA Clippers_Oklahoma City
14.0,37.0,25.0,9.0,35.0,78.0,29.0,36.0,13.0,23.0,113.0,8.0,18.0,51.0,0,1,Milwaukee,38.0,5.0,14.0,23.0,5.0,42.0,89.0,15.0,22.0,104.0,10.0,8.0,23.0,12.0,Philadelphia,1/16/2017_Milwaukee_Philadelphia
5.0,14.0,23.0,5.0,42.0,89.0,15.0,22.0,10.0,23.0,104.0,8.0,12.0,38.0,1,0,Philadelphia,51.0,14.0,37.0,25.0,9.0,35.0,78.0,29.0,36.0,113.0,13.0,8.0,23.0,18.0,Milwaukee,1/16/2017_Milwaukee_Philadelphia
12.0,32.0,26.0,3.0,40.0,87.0,16.0,23.0,8.0,15.0,108.0,11.0,10.0,36.0,0,1,New York,53.0,8.0,26.0,21.0,3.0,42.0,85.0,15.0,23.0,107.0,15.0,8.0,22.0,18.0,Atlanta,1/16/2017_New York_Atlanta
8.0,26.0,21.0,3.0,42.0,85.0,15.0,23.0,15.0,22.0,107.0,8.0,18.0,53.0,1,0,Atlanta,36.0,12.0,32.0,26.0,3.0,40.0,87.0,16.0,23.0,108.0,8.0,11.0,15.0,10.0,New York,1/16/2017_New York_Atlanta
8.0,23.0,22.0,6.0,41.0,89.0,16.0,24.0,14.0,16.0,106.0,4.0,8.0,46.0,0,1,Phoenix,39.0,5.0,22.0,13.0,5.0,40.0,81.0,16.0,17.0,101.0,6.0,4.0,21.0,9.0,Utah,1/16/2017_Phoenix_Utah
5.0,22.0,13.0,5.0,40.0,81.0,16.0,17.0,6.0,21.0,101.0,4.0,9.0,39.0,1,0,Utah,46.0,8.0,23.0,22.0,6.0,41.0,89.0,16.0,24.0,106.0,14.0,4.0,16.0,8.0,Phoenix,1/16/2017_Phoenix_Utah
8.0,26.0,22.0,5.0,37.0,88.0,19.0,25.0,14.0,20.0,101.0,6.0,15.0,45.0,0,0,Washington,51.0,13.0,23.0,26.0,5.0,42.0,86.0,23.0,25.0,120.0,12.0,10.0,18.0,12.0,Portland,1/16/2017_Washington_Portland
13.0,23.0,26.0,5.0,42.0,86.0,23.0,25.0,12.0,18.0,120.0,10.0,12.0,51.0,1,1,Portland,45.0,8.0,26.0,22.0,5.0,37.0,88.0,19.0,25.0,101.0,14.0,6.0,20.0,15.0,Washington,1/16/2017_Washington_Portland
10.0,19.0,18.0,6.0,48.0,92.0,13.0,16.0,10.0,19.0,119.0,8.0,9.0,44.0,0,1,Brooklyn,41.0,7.0,26.0,20.0,6.0,40.0,89.0,22.0,24.0,109.0,11.0,7.0,19.0,13.0,Toronto,1/17/2017_Brooklyn_Toronto
7.0,26.0,20.0,6.0,40.0,89.0,22.0,24.0,11.0,19.0,109.0,7.0,13.0,41.0,1,0,Toronto,44.0,10.0,19.0,18.0,6.0,48.0,92.0,13.0,16.0,119.0,10.0,8.0,19.0,9.0,Brooklyn,1/17/2017_Brooklyn_Toronto
11.0,28.0,27.0,2.0,37.0,78.0,14.0,18.0,6.0,21.0,99.0,5.0,12.0,36.0,0,1,Chicago,43.0,6.0,14.0,23.0,3.0,37.0,82.0,18.0,22.0,98.0,11.0,6.0,22.0,13.0,Dallas,1/17/2017_Chicago_Dallas
6.0,14.0,23.0,3.0,37.0,82.0,18.0,22.0,11.0,22.0,98.0,6.0,13.0,43.0,1,0,Dallas,36.0,11.0,28.0,27.0,2.0,37.0,78.0,14.0,18.0,99.0,6.0,5.0,21.0,12.0,Chicago,1/17/2017_Chicago_Dallas
11.0,26.0,29.0,9.0,50.0,88.0,16.0,26.0,13.0,17.0,127.0,5.0,17.0,45.0,0,1,LA Lakers,43.0,11.0,30.0,28.0,5.0,47.0,108.0,16.0,18.0,121.0,20.0,11.0,21.0,12.0,Denver,1/17/2017_LA Lakers_Denver
11.0,30.0,28.0,5.0,47.0,108.0,16.0,18.0,20.0,21.0,121.0,11.0,12.0,43.0,1,0,Denver,45.0,11.0,26.0,29.0,9.0,50.0,88.0,16.0,26.0,127.0,13.0,5.0,17.0,17.0,LA Lakers,1/17/2017_LA Lakers_Denver
9.0,39.0,21.0,3.0,36.0,90.0,22.0,28.0,11.0,16.0,103.0,8.0,17.0,49.0,0,0,Miami,52.0,9.0,29.0,21.0,1.0,42.0,90.0,16.0,24.0,109.0,11.0,11.0,24.0,15.0,Houston,1/17/2017_Miami_Houston
9.0,29.0,21.0,1.0,42.0,90.0,16.0,24.0,11.0,24.0,109.0,11.0,15.0,52.0,1,1,Houston,49.0,9.0,39.0,21.0,3.0,36.0,90.0,22.0,28.0,103.0,11.0,8.0,16.0,17.0,Miami,1/17/2017_Miami_Houston
6.0,13.0,26.0,6.0,36.0,73.0,36.0,41.0,6.0,22.0,114.0,5.0,18.0,39.0,0,0,San Antonio,34.0,8.0,18.0,27.0,3.0,43.0,84.0,28.0,35.0,122.0,6.0,9.0,29.0,7.0,Minnesota,1/17/2017_San Antonio_Minnesota
8.0,18.0,27.0,3.0,43.0,84.0,28.0,35.0,6.0,29.0,122.0,9.0,7.0,34.0,1,1,Minnesota,39.0,6.0,13.0,26.0,6.0,36.0,73.0,36.0,41.0,114.0,6.0,5.0,22.0,18.0,San Antonio,1/17/2017_San Antonio_Minnesota
10.0,25.0,27.0,8.0,46.0,91.0,15.0,18.0,18.0,24.0,117.0,2.0,14.0,57.0,0,1,Boston,33.0,9.0,33.0,25.0,8.0,35.0,91.0,27.0,29.0,106.0,9.0,8.0,15.0,3.0,New York,1/18/2017_Boston_New York
9.0,33.0,25.0,8.0,35.0,91.0,27.0,29.0,9.0,15.0,106.0,8.0,3.0,33.0,1,0,New York,57.0,10.0,25.0,27.0,8.0,46.0,91.0,15.0,18.0,117.0,18.0,2.0,24.0,14.0,Boston,1/18/2017_Boston_New York
8.0,31.0,18.0,12.0,33.0,94.0,11.0,11.0,15.0,11.0,85.0,10.0,15.0,50.0,0,0,Charlotte,51.0,11.0,26.0,28.0,7.0,41.0,87.0,14.0,17.0,107.0,8.0,11.0,13.0,12.0,Portland,1/18/2017_Charlotte_Portland
11.0,26.0,28.0,7.0,41.0,87.0,14.0,17.0,8.0,13.0,107.0,11.0,12.0,51.0,1,1,Portland,50.0,8.0,31.0,18.0,12.0,33.0,94.0,11.0,11.0,85.0,15.0,10.0,11.0,15.0,Charlotte,1/18/2017_Charlotte_Portland
6.0,25.0,22.0,4.0,30.0,78.0,29.0,37.0,8.0,21.0,95.0,1.0,12.0,32.0,0,0,Detroit,60.0,10.0,25.0,27.0,0.0,45.0,91.0,18.0,28.0,118.0,18.0,6.0,29.0,12.0,Atlanta,1/18/2017_Detroit_Atlanta
10.0,25.0,27.0,0.0,45.0,91.0,18.0,28.0,18.0,29.0,118.0,6.0,12.0,60.0,1,1,Atlanta,32.0,6.0,25.0,22.0,4.0,30.0,78.0,29.0,37.0,95.0,8.0,1.0,21.0,12.0,Detroit,1/18/2017_Detroit_Atlanta
8.0,28.0,23.0,6.0,38.0,90.0,16.0,19.0,13.0,22.0,100.0,11.0,18.0,36.0,0,0,Golden State,46.0,10.0,21.0,35.0,8.0,46.0,85.0,19.0,27.0,121.0,11.0,11.0,16.0,18.0,Oklahoma City,1/18/2017_Golden State_Oklahoma City
10.0,21.0,35.0,8.0,46.0,85.0,19.0,27.0,11.0,16.0,121.0,11.0,18.0,46.0,1,1,Oklahoma City,36.0,8.0,28.0,23.0,6.0,38.0,90.0,16.0,19.0,100.0,13.0,11.0,22.0,18.0,Golden State,1/18/2017_Golden State_Oklahoma City
7.0,28.0,26.0,8.0,37.0,93.0,11.0,14.0,15.0,14.0,92.0,8.0,18.0,50.0,0,0,Houston,46.0,14.0,44.0,25.0,12.0,43.0,95.0,11.0,15.0,111.0,13.0,9.0,17.0,10.0,Milwaukee,1/18/2017_Houston_Milwaukee
14.0,44.0,25.0,12.0,43.0,95.0,11.0,15.0,13.0,17.0,111.0,9.0,10.0,46.0,1,1,Milwaukee,50.0,7.0,28.0,26.0,8.0,37.0,93.0,11.0,14.0,92.0,15.0,8.0,14.0,18.0,Houston,1/18/2017_Houston_Milwaukee
11.0,32.0,18.0,5.0,39.0,88.0,9.0,11.0,4.0,14.0,98.0,6.0,18.0,47.0,0,0,New Orleans,45.0,15.0,36.0,28.0,5.0,46.0,93.0,11.0,15.0,118.0,6.0,11.0,13.0,8.0,Orlando,1/18/2017_New Orleans_Orlando
15.0,36.0,28.0,5.0,46.0,93.0,11.0,15.0,6.0,13.0,118.0,11.0,8.0,45.0,1,1,Orlando,47.0,11.0,32.0,18.0,5.0,39.0,88.0,9.0,11.0,98.0,4.0,6.0,14.0,18.0,New Orleans,1/18/2017_New Orleans_Orlando
6.0,24.0,17.0,2.0,34.0,86.0,15.0,23.0,12.0,24.0,89.0,10.0,9.0,43.0,0,0,Philadelphia,46.0,8.0,24.0,20.0,7.0,31.0,69.0,24.0,32.0,94.0,5.0,5.0,21.0,22.0,Toronto,1/18/2017_Philadelphia_Toronto
8.0,24.0,20.0,7.0,31.0,69.0,24.0,32.0,5.0,21.0,94.0,5.0,22.0,46.0,1,1,Toronto,43.0,6.0,24.0,17.0,2.0,34.0,86.0,15.0,23.0,89.0,12.0,10.0,24.0,9.0,Philadelphia,1/18/2017_Philadelphia_Toronto
7.0,21.0,22.0,3.0,39.0,75.0,21.0,25.0,8.0,21.0,106.0,11.0,14.0,32.0,0,1,Sacramento,36.0,9.0,21.0,28.0,5.0,35.0,72.0,21.0,27.0,100.0,10.0,9.0,22.0,21.0,Indiana,1/18/2017_Sacramento_Indiana
9.0,21.0,28.0,5.0,35.0,72.0,21.0,27.0,10.0,22.0,100.0,9.0,21.0,36.0,1,0,Indiana,32.0,7.0,21.0,22.0,3.0,39.0,75.0,21.0,25.0,106.0,8.0,11.0,21.0,14.0,Sacramento,1/18/2017_Sacramento_Indiana
8.0,25.0,20.0,1.0,33.0,83.0,27.0,34.0,17.0,20.0,101.0,8.0,12.0,45.0,0,0,Washington,45.0,8.0,29.0,27.0,3.0,36.0,80.0,24.0,26.0,104.0,12.0,7.0,25.0,11.0,Memphis,1/18/2017_Washington_Memphis
8.0,29.0,27.0,3.0,36.0,80.0,24.0,26.0,12.0,25.0,104.0,7.0,11.0,45.0,1,1,Memphis,45.0,8.0,25.0,20.0,1.0,33.0,83.0,27.0,34.0,101.0,17.0,8.0,20.0,12.0,Washington,1/18/2017_Washington_Memphis
4.0,19.0,23.0,4.0,37.0,85.0,25.0,31.0,15.0,22.0,103.0,10.0,14.0,46.0,0,0,Cleveland,36.0,19.0,42.0,29.0,6.0,43.0,85.0,13.0,19.0,118.0,4.0,7.0,24.0,12.0,Phoenix,1/19/2017_Cleveland_Phoenix
19.0,42.0,29.0,6.0,43.0,85.0,13.0,19.0,4.0,24.0,118.0,7.0,12.0,36.0,1,1,Phoenix,46.0,4.0,19.0,23.0,4.0,37.0,85.0,25.0,31.0,103.0,15.0,10.0,22.0,14.0,Cleveland,1/19/2017_Cleveland_Phoenix
5.0,16.0,25.0,2.0,40.0,84.0,19.0,25.0,13.0,21.0,104.0,3.0,13.0,43.0,0,1,LA Clippers,41.0,4.0,22.0,24.0,6.0,42.0,87.0,13.0,24.0,101.0,14.0,9.0,21.0,11.0,Minnesota,1/19/2017_LA Clippers_Minnesota
4.0,22.0,24.0,6.0,42.0,87.0,13.0,24.0,14.0,21.0,101.0,9.0,11.0,41.0,1,0,Minnesota,43.0,5.0,16.0,25.0,2.0,40.0,84.0,19.0,25.0,104.0,13.0,3.0,21.0,13.0,LA Clippers,1/19/2017_LA Clippers_Minnesota
14.0,36.0,17.0,3.0,37.0,82.0,7.0,11.0,5.0,20.0,95.0,4.0,9.0,33.0,0,0,Miami,40.0,9.0,20.0,16.0,1.0,35.0,73.0,20.0,29.0,99.0,6.0,4.0,15.0,13.0,Dallas,1/19/2017_Miami_Dallas
9.0,20.0,16.0,1.0,35.0,73.0,20.0,29.0,6.0,15.0,99.0,4.0,13.0,40.0,1,1,Dallas,33.0,14.0,36.0,17.0,3.0,37.0,82.0,7.0,11.0,95.0,5.0,4.0,20.0,9.0,Miami,1/19/2017_Miami_Dallas
13.0,32.0,29.0,5.0,44.0,88.0,12.0,14.0,10.0,19.0,113.0,7.0,15.0,40.0,0,1,New York,41.0,7.0,24.0,20.0,4.0,42.0,90.0,19.0,22.0,110.0,14.0,7.0,14.0,10.0,Washington,1/19/2017_New York_Washington
7.0,24.0,20.0,4.0,42.0,90.0,19.0,22.0,14.0,14.0,110.0,7.0,10.0,41.0,1,0,Washington,40.0,13.0,32.0,29.0,5.0,44.0,88.0,12.0,14.0,113.0,10.0,7.0,19.0,15.0,New York,1/19/2017_New York_Washington
10.0,31.0,27.0,7.0,37.0,91.0,20.0,26.0,11.0,19.0,104.0,5.0,15.0,43.0,0,0,San Antonio,43.0,9.0,22.0,28.0,5.0,44.0,86.0,21.0,25.0,118.0,6.0,12.0,19.0,7.0,Denver,1/19/2017_San Antonio_Denver
9.0,22.0,28.0,5.0,44.0,86.0,21.0,25.0,6.0,19.0,118.0,12.0,7.0,43.0,1,1,Denver,43.0,10.0,31.0,27.0,7.0,37.0,91.0,20.0,26.0,104.0,11.0,5.0,19.0,15.0,San Antonio,1/19/2017_San Antonio_Denver
7.0,28.0,18.0,5.0,34.0,81.0,18.0,19.0,12.0,17.0,93.0,12.0,24.0,41.0,0,0,Atlanta,40.0,9.0,22.0,23.0,3.0,39.0,82.0,15.0,19.0,102.0,10.0,16.0,19.0,19.0,Chicago,1/20/2017_Atlanta_Chicago
9.0,22.0,23.0,3.0,39.0,82.0,15.0,19.0,10.0,19.0,102.0,16.0,19.0,40.0,1,1,Chicago,41.0,7.0,28.0,18.0,5.0,34.0,81.0,18.0,19.0,93.0,12.0,12.0,17.0,24.0,Atlanta,1/20/2017_Atlanta_Chicago
7.0,30.0,10.0,5.0,29.0,86.0,13.0,14.0,8.0,20.0,78.0,7.0,12.0,33.0,0,0,Charlotte,51.0,12.0,25.0,24.0,4.0,40.0,80.0,21.0,25.0,113.0,11.0,9.0,13.0,14.0,Toronto,1/20/2017_Charlotte_Toronto
12.0,25.0,24.0,4.0,40.0,80.0,21.0,25.0,11.0,13.0,113.0,9.0,14.0,51.0,1,1,Toronto,33.0,7.0,30.0,10.0,5.0,29.0,86.0,13.0,14.0,78.0,8.0,7.0,20.0,12.0,Charlotte,1/20/2017_Charlotte_Toronto
8.0,23.0,17.0,5.0,38.0,82.0,28.0,39.0,15.0,26.0,112.0,8.0,15.0,53.0,0,1,Dallas,42.0,8.0,23.0,21.0,2.0,39.0,87.0,21.0,28.0,107.0,9.0,5.0,26.0,12.0,Utah,1/20/2017_Dallas_Utah
8.0,23.0,21.0,2.0,39.0,87.0,21.0,28.0,9.0,26.0,107.0,5.0,12.0,42.0,1,0,Utah,53.0,8.0,23.0,17.0,5.0,38.0,82.0,28.0,39.0,112.0,15.0,8.0,26.0,15.0,Dallas,1/20/2017_Dallas_Utah
15.0,38.0,30.0,7.0,47.0,89.0,16.0,21.0,8.0,18.0,125.0,8.0,14.0,41.0,0,1,Houston,41.0,7.0,35.0,26.0,3.0,43.0,96.0,15.0,18.0,108.0,13.0,8.0,17.0,14.0,Golden State,1/20/2017_Houston_Golden State
7.0,35.0,26.0,3.0,43.0,96.0,15.0,18.0,13.0,17.0,108.0,8.0,14.0,41.0,1,0,Golden State,41.0,15.0,38.0,30.0,7.0,47.0,89.0,16.0,21.0,125.0,8.0,8.0,18.0,14.0,Houston,1/20/2017_Houston_Golden State
9.0,23.0,24.0,6.0,34.0,80.0,18.0,25.0,8.0,12.0,95.0,17.0,20.0,37.0,0,0,LA Lakers,51.0,14.0,33.0,27.0,3.0,41.0,87.0,12.0,15.0,108.0,16.0,15.0,20.0,23.0,Indiana,1/20/2017_LA Lakers_Indiana
14.0,33.0,27.0,3.0,41.0,87.0,12.0,15.0,16.0,20.0,108.0,15.0,23.0,51.0,1,1,Indiana,37.0,9.0,23.0,24.0,6.0,34.0,80.0,18.0,25.0,95.0,8.0,17.0,12.0,20.0,LA Lakers,1/20/2017_LA Lakers_Indiana
6.0,29.0,18.0,6.0,31.0,76.0,23.0,32.0,5.0,21.0,91.0,9.0,10.0,35.0,0,0,Memphis,58.0,11.0,28.0,21.0,4.0,38.0,83.0,20.0,25.0,107.0,15.0,6.0,24.0,15.0,Sacramento,1/20/2017_Memphis_Sacramento
11.0,28.0,21.0,4.0,38.0,83.0,20.0,25.0,15.0,24.0,107.0,6.0,15.0,58.0,1,1,Sacramento,35.0,6.0,29.0,18.0,6.0,31.0,76.0,23.0,32.0,91.0,5.0,9.0,21.0,10.0,Memphis,1/20/2017_Memphis_Sacramento
15.0,30.0,24.0,6.0,48.0,83.0,32.0,35.0,9.0,20.0,143.0,5.0,16.0,52.0,0,1,New Orleans,47.0,11.0,34.0,21.0,8.0,43.0,105.0,17.0,23.0,114.0,18.0,8.0,24.0,9.0,Brooklyn,1/20/2017_New Orleans_Brooklyn
11.0,34.0,21.0,8.0,43.0,105.0,17.0,23.0,18.0,24.0,114.0,8.0,9.0,47.0,1,0,Brooklyn,52.0,15.0,30.0,24.0,6.0,48.0,83.0,32.0,35.0,143.0,9.0,5.0,20.0,16.0,New Orleans,1/20/2017_New Orleans_Brooklyn
10.0,25.0,21.0,3.0,34.0,83.0,18.0,26.0,10.0,25.0,96.0,6.0,12.0,40.0,0,0,Orlando,53.0,8.0,28.0,25.0,6.0,40.0,87.0,24.0,31.0,112.0,14.0,9.0,24.0,9.0,Milwaukee,1/20/2017_Orlando_Milwaukee
8.0,28.0,25.0,6.0,40.0,87.0,24.0,31.0,14.0,24.0,112.0,9.0,9.0,53.0,1,1,Milwaukee,40.0,10.0,25.0,21.0,3.0,34.0,83.0,18.0,26.0,96.0,10.0,6.0,25.0,12.0,Orlando,1/20/2017_Orlando_Milwaukee
6.0,19.0,16.0,6.0,33.0,89.0,20.0,28.0,12.0,20.0,92.0,8.0,13.0,46.0,0,0,Philadelphia,53.0,12.0,29.0,25.0,8.0,36.0,92.0,9.0,16.0,93.0,13.0,6.0,21.0,19.0,Portland,1/20/2017_Philadelphia_Portland
12.0,29.0,25.0,8.0,36.0,92.0,9.0,16.0,13.0,21.0,93.0,6.0,19.0,53.0,1,1,Portland,46.0,6.0,19.0,16.0,6.0,33.0,89.0,20.0,28.0,92.0,12.0,8.0,20.0,13.0,Philadelphia,1/20/2017_Philadelphia_Portland
12.0,29.0,27.0,6.0,33.0,78.0,15.0,18.0,7.0,19.0,93.0,8.0,22.0,39.0,0,0,Atlanta,47.0,7.0,20.0,24.0,5.0,45.0,91.0,13.0,23.0,110.0,11.0,8.0,18.0,13.0,Philadelphia,1/21/2017_Atlanta_Philadelphia
7.0,20.0,24.0,5.0,45.0,91.0,13.0,23.0,11.0,18.0,110.0,8.0,13.0,47.0,1,1,Philadelphia,39.0,12.0,29.0,27.0,6.0,33.0,78.0,15.0,18.0,93.0,7.0,8.0,19.0,22.0,Atlanta,1/21/2017_Atlanta_Philadelphia
10.0,25.0,26.0,4.0,43.0,92.0,31.0,36.0,9.0,26.0,127.0,12.0,14.0,37.0,0,1,Boston,47.0,13.0,35.0,26.0,2.0,42.0,92.0,26.0,31.0,123.0,14.0,6.0,29.0,21.0,Portland,1/21/2017_Boston_Portland
13.0,35.0,26.0,2.0,42.0,92.0,26.0,31.0,14.0,29.0,123.0,6.0,21.0,47.0,1,0,Portland,37.0,10.0,25.0,26.0,4.0,43.0,92.0,31.0,36.0,127.0,9.0,12.0,26.0,14.0,Boston,1/21/2017_Boston_Portland
9.0,26.0,20.0,5.0,37.0,84.0,16.0,21.0,9.0,23.0,99.0,7.0,9.0,40.0,0,0,Chicago,48.0,6.0,17.0,22.0,7.0,34.0,83.0,28.0,33.0,102.0,14.0,7.0,18.0,11.0,Sacramento,1/21/2017_Chicago_Sacramento
6.0,17.0,22.0,7.0,34.0,83.0,28.0,33.0,14.0,18.0,102.0,7.0,11.0,48.0,1,1,Sacramento,40.0,9.0,26.0,20.0,5.0,37.0,84.0,16.0,21.0,99.0,9.0,7.0,23.0,9.0,Chicago,1/21/2017_Chicago_Sacramento
17.0,41.0,30.0,3.0,38.0,88.0,12.0,15.0,4.0,17.0,105.0,9.0,12.0,40.0,0,0,Charlotte,46.0,14.0,30.0,26.0,4.0,39.0,82.0,20.0,22.0,112.0,6.0,7.0,18.0,13.0,Brooklyn,1/21/2017_Charlotte_Brooklyn
14.0,30.0,26.0,4.0,39.0,82.0,20.0,22.0,6.0,18.0,112.0,7.0,13.0,46.0,1,1,Brooklyn,40.0,17.0,41.0,30.0,3.0,38.0,88.0,12.0,15.0,105.0,4.0,9.0,17.0,12.0,Charlotte,1/21/2017_Charlotte_Brooklyn
10.0,26.0,32.0,6.0,48.0,96.0,12.0,14.0,10.0,22.0,118.0,6.0,13.0,46.0,0,1,Cleveland,47.0,13.0,34.0,25.0,1.0,45.0,91.0,12.0,22.0,115.0,11.0,7.0,16.0,18.0,San Antonio,1/21/2017_Cleveland_San Antonio
13.0,34.0,25.0,1.0,45.0,91.0,12.0,22.0,11.0,16.0,115.0,7.0,18.0,47.0,1,0,San Antonio,46.0,10.0,26.0,32.0,6.0,48.0,96.0,12.0,14.0,118.0,10.0,6.0,22.0,13.0,Cleveland,1/21/2017_Cleveland_San Antonio
10.0,32.0,23.0,2.0,40.0,96.0,8.0,8.0,10.0,23.0,98.0,5.0,7.0,35.0,0,0,Denver,46.0,10.0,24.0,30.0,0.0,46.0,87.0,21.0,26.0,123.0,11.0,4.0,16.0,10.0,LA Clippers,1/21/2017_Denver_LA Clippers
10.0,24.0,30.0,0.0,46.0,87.0,21.0,26.0,11.0,16.0,123.0,4.0,10.0,46.0,1,1,LA Clippers,35.0,10.0,32.0,23.0,2.0,40.0,96.0,8.0,8.0,98.0,10.0,5.0,23.0,7.0,Denver,1/21/2017_Denver_LA Clippers
8.0,26.0,23.0,3.0,39.0,91.0,26.0,33.0,13.0,22.0,112.0,12.0,11.0,47.0,0,0,Detroit,49.0,11.0,28.0,25.0,4.0,43.0,87.0,16.0,22.0,113.0,13.0,9.0,27.0,20.0,Washington,1/21/2017_Detroit_Washington
11.0,28.0,25.0,4.0,43.0,87.0,16.0,22.0,13.0,27.0,113.0,9.0,20.0,49.0,1,1,Washington,47.0,8.0,26.0,23.0,3.0,39.0,91.0,26.0,33.0,112.0,13.0,12.0,22.0,11.0,Detroit,1/21/2017_Detroit_Washington
16.0,42.0,27.0,6.0,41.0,80.0,21.0,25.0,6.0,25.0,119.0,11.0,12.0,46.0,0,1,Memphis,41.0,9.0,34.0,19.0,4.0,33.0,89.0,20.0,28.0,95.0,14.0,10.0,17.0,12.0,Houston,1/21/2017_Memphis_Houston
9.0,34.0,19.0,4.0,33.0,89.0,20.0,28.0,14.0,17.0,95.0,10.0,12.0,41.0,1,0,Houston,46.0,16.0,42.0,27.0,6.0,41.0,80.0,21.0,25.0,119.0,6.0,11.0,25.0,12.0,Memphis,1/21/2017_Memphis_Houston
6.0,18.0,17.0,2.0,33.0,79.0,25.0,32.0,12.0,18.0,97.0,6.0,11.0,41.0,0,0,Miami,39.0,13.0,30.0,18.0,3.0,41.0,77.0,14.0,22.0,109.0,5.0,8.0,24.0,11.0,Milwaukee,1/21/2017_Miami_Milwaukee
13.0,30.0,18.0,3.0,41.0,77.0,14.0,22.0,5.0,24.0,109.0,8.0,11.0,39.0,1,1,Milwaukee,41.0,6.0,18.0,17.0,2.0,33.0,79.0,25.0,32.0,97.0,12.0,6.0,18.0,11.0,Miami,1/21/2017_Miami_Milwaukee
9.0,24.0,15.0,4.0,37.0,85.0,24.0,27.0,14.0,18.0,107.0,9.0,13.0,44.0,0,1,New York,46.0,11.0,21.0,20.0,3.0,40.0,89.0,14.0,16.0,105.0,15.0,6.0,20.0,12.0,Phoenix,1/21/2017_New York_Phoenix
11.0,21.0,20.0,3.0,40.0,89.0,14.0,16.0,15.0,20.0,105.0,6.0,12.0,46.0,1,0,Phoenix,44.0,9.0,24.0,15.0,4.0,37.0,85.0,24.0,27.0,107.0,14.0,9.0,18.0,13.0,New York,1/21/2017_New York_Phoenix
10.0,20.0,17.0,3.0,39.0,77.0,12.0,17.0,4.0,23.0,100.0,10.0,16.0,36.0,0,0,Utah,42.0,6.0,24.0,24.0,3.0,39.0,84.0,25.0,32.0,109.0,10.0,11.0,15.0,14.0,Indiana,1/21/2017_Utah_Indiana
6.0,24.0,24.0,3.0,39.0,84.0,25.0,32.0,10.0,15.0,109.0,11.0,14.0,42.0,1,1,Indiana,36.0,10.0,20.0,17.0,3.0,39.0,77.0,12.0,17.0,100.0,4.0,10.0,23.0,16.0,Utah,1/21/2017_Utah_Indiana
