3P,3PA,AST,BLK,FG,FGA,FT,FTA,ORB,PF,PTS,STL,TOV,TRB,is_Home,Team_Win,opponent,opp_TRB,opp_3P,opp_3PA,opp_AST,opp_BLK,opp_FG,opp_FGA,opp_FT,opp_FTA,opp_PTS,opp_ORB,opp_STL,opp_PF,opp_TOV,Team,Game_Id
17.0,29.0,28.0,3.0,48.0,89.0,8.0,12.0,11.0,15.0,121.0,4.0,15.0,54.0,0,1,Atlanta,32.0,6.0,24.0,22.0,2.0,32.0,88.0,15.0,20.0,85.0,6.0,6.0,12.0,7.0,Detroit,12/2/2016_Atlanta_Detroit
6.0,24.0,22.0,2.0,32.0,88.0,15.0,20.0,6.0,12.0,85.0,6.0,7.0,32.0,1,0,Detroit,54.0,17.0,29.0,28.0,3.0,48.0,89.0,8.0,12.0,121.0,11.0,4.0,15.0,15.0,Atlanta,12/2/2016_Atlanta_Detroit
6.0,26.0,22.0,10.0,33.0,88.0,20.0,25.0,14.0,16.0,92.0,9.0,14.0,51.0,0,0,Boston,45.0,11.0,28.0,25.0,9.0,36.0,88.0,14.0,15.0,97.0,11.0,10.0,22.0,13.0,Sacramento,12/2/2016_Boston_Sacramento
11.0,28.0,25.0,9.0,36.0,88.0,14.0,15.0,11.0,22.0,97.0,10.0,13.0,45.0,1,1,Sacramento,51.0,6.0,26.0,22.0,10.0,33.0,88.0,20.0,25.0,92.0,14.0,9.0,16.0,14.0,Boston,12/2/2016_Boston_Sacramento
10.0,26.0,30.0,1.0,45.0,83.0,5.0,10.0,6.0,15.0,105.0,5.0,18.0,33.0,0,0,Chicago,49.0,3.0,18.0,31.0,4.0,47.0,96.0,14.0,17.0,111.0,16.0,11.0,16.0,12.0,Cleveland,12/2/2016_Chicago_Cleveland
3.0,18.0,31.0,4.0,47.0,96.0,14.0,17.0,16.0,16.0,111.0,11.0,12.0,49.0,1,1,Cleveland,33.0,10.0,26.0,30.0,1.0,45.0,83.0,5.0,10.0,105.0,6.0,5.0,15.0,18.0,Chicago,12/2/2016_Chicago_Cleveland
17.0,37.0,25.0,7.0,45.0,88.0,21.0,25.0,10.0,14.0,128.0,11.0,11.0,41.0,0,1,Denver,54.0,9.0,31.0,22.0,4.0,46.0,104.0,9.0,16.0,110.0,24.0,5.0,20.0,16.0,Houston,12/2/2016_Denver_Houston
9.0,31.0,22.0,4.0,46.0,104.0,9.0,16.0,24.0,20.0,110.0,5.0,16.0,54.0,1,0,Houston,41.0,17.0,37.0,25.0,7.0,45.0,88.0,21.0,25.0,128.0,10.0,11.0,14.0,11.0,Denver,12/2/2016_Denver_Houston
10.0,24.0,27.0,7.0,45.0,88.0,14.0,16.0,12.0,18.0,114.0,6.0,9.0,47.0,0,1,New Orleans,40.0,5.0,20.0,21.0,4.0,39.0,85.0,13.0,21.0,96.0,10.0,5.0,14.0,11.0,LA Clippers,12/2/2016_New Orleans_LA Clippers
5.0,20.0,21.0,4.0,39.0,85.0,13.0,21.0,10.0,14.0,96.0,5.0,11.0,40.0,1,0,LA Clippers,47.0,10.0,24.0,27.0,7.0,45.0,88.0,14.0,16.0,114.0,12.0,6.0,18.0,9.0,New Orleans,12/2/2016_New Orleans_LA Clippers
10.0,28.0,25.0,6.0,41.0,88.0,22.0,24.0,13.0,25.0,114.0,6.0,14.0,43.0,0,0,New York,43.0,12.0,31.0,26.0,6.0,41.0,86.0,24.0,30.0,118.0,11.0,9.0,18.0,15.0,Minnesota,12/2/2016_New York_Minnesota
12.0,31.0,26.0,6.0,41.0,86.0,24.0,30.0,11.0,18.0,118.0,9.0,15.0,43.0,1,1,Minnesota,43.0,10.0,28.0,25.0,6.0,41.0,88.0,22.0,24.0,114.0,13.0,6.0,25.0,14.0,New York,12/2/2016_New York_Minnesota
13.0,26.0,24.0,3.0,37.0,78.0,18.0,26.0,7.0,20.0,105.0,8.0,10.0,47.0,0,1,Philadelphia,46.0,9.0,32.0,24.0,6.0,36.0,95.0,7.0,10.0,88.0,15.0,3.0,18.0,10.0,Orlando,12/2/2016_Philadelphia_Orlando
9.0,32.0,24.0,6.0,36.0,95.0,7.0,10.0,15.0,18.0,88.0,3.0,10.0,46.0,1,0,Orlando,47.0,13.0,26.0,24.0,3.0,37.0,78.0,18.0,26.0,105.0,7.0,8.0,20.0,10.0,Philadelphia,12/2/2016_Philadelphia_Orlando
7.0,11.0,25.0,3.0,41.0,81.0,16.0,18.0,9.0,26.0,105.0,13.0,18.0,43.0,0,0,San Antonio,37.0,8.0,20.0,27.0,4.0,39.0,80.0,21.0,33.0,107.0,12.0,11.0,17.0,15.0,Washington,12/2/2016_San Antonio_Washington
8.0,20.0,27.0,4.0,39.0,80.0,21.0,33.0,12.0,17.0,107.0,11.0,15.0,37.0,1,1,Washington,43.0,7.0,11.0,25.0,3.0,41.0,81.0,16.0,18.0,105.0,9.0,13.0,26.0,18.0,San Antonio,12/2/2016_San Antonio_Washington
6.0,26.0,16.0,2.0,32.0,93.0,10.0,17.0,19.0,18.0,80.0,6.0,16.0,46.0,0,0,Toronto,44.0,12.0,29.0,25.0,5.0,45.0,83.0,11.0,13.0,113.0,7.0,8.0,18.0,10.0,LA Lakers,12/2/2016_Toronto_LA Lakers
12.0,29.0,25.0,5.0,45.0,83.0,11.0,13.0,7.0,18.0,113.0,8.0,10.0,44.0,1,1,LA Lakers,46.0,6.0,26.0,16.0,2.0,32.0,93.0,10.0,17.0,80.0,19.0,6.0,18.0,16.0,Toronto,12/2/2016_Toronto_LA Lakers
10.0,27.0,32.0,10.0,48.0,106.0,19.0,22.0,14.0,19.0,125.0,10.0,10.0,51.0,0,1,Charlotte,50.0,14.0,36.0,30.0,8.0,44.0,101.0,18.0,26.0,120.0,13.0,6.0,16.0,14.0,Minnesota,12/3/2016_Charlotte_Minnesota
14.0,36.0,30.0,8.0,44.0,101.0,18.0,26.0,13.0,16.0,120.0,6.0,14.0,50.0,1,0,Minnesota,51.0,10.0,27.0,32.0,10.0,48.0,106.0,19.0,22.0,125.0,14.0,10.0,19.0,10.0,Charlotte,12/3/2016_Charlotte_Minnesota
3.0,13.0,9.0,5.0,32.0,71.0,15.0,21.0,11.0,22.0,82.0,4.0,20.0,43.0,0,0,Dallas,42.0,13.0,31.0,31.0,2.0,40.0,87.0,14.0,18.0,107.0,13.0,11.0,19.0,10.0,Chicago,12/3/2016_Dallas_Chicago
13.0,31.0,31.0,2.0,40.0,87.0,14.0,18.0,13.0,19.0,107.0,11.0,10.0,42.0,1,1,Chicago,43.0,3.0,13.0,9.0,5.0,32.0,71.0,15.0,21.0,82.0,11.0,4.0,22.0,20.0,Dallas,12/3/2016_Dallas_Chicago
11.0,32.0,24.0,2.0,41.0,91.0,16.0,21.0,14.0,29.0,109.0,8.0,14.0,36.0,0,0,Golden State,38.0,14.0,21.0,37.0,5.0,49.0,78.0,26.0,34.0,138.0,6.0,9.0,19.0,17.0,Phoenix,12/3/2016_Golden State_Phoenix
14.0,21.0,37.0,5.0,49.0,78.0,26.0,34.0,6.0,19.0,138.0,9.0,17.0,38.0,1,1,Phoenix,36.0,11.0,32.0,24.0,2.0,41.0,91.0,16.0,21.0,109.0,14.0,8.0,29.0,14.0,Golden State,12/3/2016_Golden State_Phoenix
7.0,21.0,16.0,4.0,35.0,81.0,23.0,29.0,14.0,18.0,100.0,7.0,18.0,44.0,0,0,Memphis,43.0,10.0,30.0,32.0,7.0,41.0,88.0,11.0,15.0,103.0,14.0,13.0,19.0,11.0,LA Lakers,12/3/2016_Memphis_LA Lakers
10.0,30.0,32.0,7.0,41.0,88.0,11.0,15.0,14.0,19.0,103.0,13.0,11.0,43.0,1,1,LA Lakers,44.0,7.0,21.0,16.0,4.0,35.0,81.0,23.0,29.0,100.0,14.0,7.0,18.0,18.0,Memphis,12/3/2016_Memphis_LA Lakers
11.0,41.0,21.0,5.0,34.0,91.0,24.0,33.0,10.0,26.0,103.0,6.0,14.0,46.0,0,0,Milwaukee,46.0,6.0,24.0,25.0,10.0,40.0,85.0,26.0,36.0,112.0,7.0,9.0,24.0,11.0,Brooklyn,12/3/2016_Milwaukee_Brooklyn
6.0,24.0,25.0,10.0,40.0,85.0,26.0,36.0,7.0,24.0,112.0,9.0,11.0,46.0,1,1,Brooklyn,46.0,11.0,41.0,21.0,5.0,34.0,91.0,24.0,33.0,103.0,10.0,6.0,26.0,14.0,Milwaukee,12/3/2016_Milwaukee_Brooklyn
8.0,26.0,22.0,3.0,38.0,76.0,23.0,29.0,6.0,21.0,107.0,5.0,10.0,37.0,0,1,Philadelphia,38.0,15.0,33.0,20.0,3.0,35.0,76.0,21.0,26.0,106.0,8.0,5.0,23.0,15.0,Boston,12/3/2016_Philadelphia_Boston
15.0,33.0,20.0,3.0,35.0,76.0,21.0,26.0,8.0,23.0,106.0,5.0,15.0,38.0,1,0,Boston,37.0,8.0,26.0,22.0,3.0,38.0,76.0,23.0,29.0,107.0,6.0,5.0,21.0,10.0,Philadelphia,12/3/2016_Philadelphia_Boston
6.0,22.0,23.0,6.0,38.0,86.0,10.0,15.0,8.0,14.0,92.0,6.0,13.0,46.0,0,0,Portland,47.0,9.0,24.0,19.0,9.0,36.0,89.0,18.0,24.0,99.0,12.0,6.0,17.0,8.0,Miami,12/3/2016_Portland_Miami
9.0,24.0,19.0,9.0,36.0,89.0,18.0,24.0,12.0,17.0,99.0,6.0,8.0,47.0,1,1,Miami,46.0,6.0,22.0,23.0,6.0,38.0,86.0,10.0,15.0,92.0,8.0,6.0,14.0,13.0,Portland,12/3/2016_Portland_Miami
7.0,28.0,21.0,5.0,35.0,88.0,7.0,14.0,13.0,13.0,84.0,7.0,18.0,38.0,0,0,Toronto,48.0,13.0,24.0,28.0,7.0,53.0,92.0,9.0,11.0,128.0,12.0,14.0,17.0,12.0,Atlanta,12/3/2016_Toronto_Atlanta
13.0,24.0,28.0,7.0,53.0,92.0,9.0,11.0,12.0,17.0,128.0,14.0,12.0,48.0,1,1,Atlanta,38.0,7.0,28.0,21.0,5.0,35.0,88.0,7.0,14.0,84.0,13.0,7.0,13.0,18.0,Toronto,12/3/2016_Toronto_Atlanta
13.0,24.0,19.0,5.0,37.0,83.0,11.0,14.0,7.0,21.0,98.0,7.0,14.0,37.0,0,0,Utah,40.0,9.0,25.0,20.0,3.0,35.0,78.0,26.0,28.0,105.0,7.0,8.0,13.0,9.0,Denver,12/3/2016_Utah_Denver
9.0,25.0,20.0,3.0,35.0,78.0,26.0,28.0,7.0,13.0,105.0,8.0,9.0,40.0,1,1,Denver,37.0,13.0,24.0,19.0,5.0,37.0,83.0,11.0,14.0,98.0,7.0,7.0,21.0,14.0,Utah,12/3/2016_Utah_Denver
7.0,23.0,23.0,7.0,42.0,79.0,7.0,14.0,4.0,11.0,98.0,8.0,10.0,39.0,0,1,Detroit,44.0,10.0,27.0,16.0,3.0,38.0,86.0,6.0,13.0,92.0,10.0,8.0,12.0,12.0,Orlando,12/4/2016_Detroit_Orlando
10.0,27.0,16.0,3.0,38.0,86.0,6.0,13.0,10.0,12.0,92.0,8.0,12.0,44.0,1,0,Orlando,39.0,7.0,23.0,23.0,7.0,42.0,79.0,7.0,14.0,98.0,4.0,8.0,11.0,10.0,Detroit,12/4/2016_Detroit_Orlando
5.0,14.0,21.0,2.0,39.0,79.0,28.0,35.0,5.0,24.0,111.0,9.0,9.0,36.0,0,1,LA Clippers,51.0,10.0,30.0,19.0,7.0,36.0,81.0,20.0,28.0,102.0,16.0,5.0,24.0,20.0,Indiana,12/4/2016_LA Clippers_Indiana
10.0,30.0,19.0,7.0,36.0,81.0,20.0,28.0,16.0,24.0,102.0,5.0,20.0,51.0,1,0,Indiana,36.0,5.0,14.0,21.0,2.0,39.0,79.0,28.0,35.0,111.0,5.0,9.0,24.0,9.0,LA Clippers,12/4/2016_LA Clippers_Indiana
9.0,28.0,18.0,5.0,31.0,97.0,27.0,31.0,18.0,17.0,98.0,13.0,11.0,51.0,0,0,New York,58.0,11.0,29.0,20.0,10.0,39.0,88.0,17.0,24.0,106.0,14.0,5.0,25.0,18.0,Sacramento,12/4/2016_New York_Sacramento
11.0,29.0,20.0,10.0,39.0,88.0,17.0,24.0,14.0,25.0,106.0,5.0,18.0,58.0,1,1,Sacramento,51.0,9.0,28.0,18.0,5.0,31.0,97.0,27.0,31.0,98.0,18.0,13.0,17.0,11.0,New York,12/4/2016_New York_Sacramento
6.0,28.0,15.0,6.0,36.0,98.0,14.0,19.0,12.0,22.0,92.0,8.0,11.0,51.0,0,0,Oklahoma City,59.0,6.0,28.0,24.0,5.0,41.0,89.0,13.0,26.0,101.0,11.0,7.0,15.0,15.0,New Orleans,12/4/2016_Oklahoma City_New Orleans
6.0,28.0,24.0,5.0,41.0,89.0,13.0,26.0,11.0,15.0,101.0,7.0,15.0,59.0,1,1,New Orleans,51.0,6.0,28.0,15.0,6.0,36.0,98.0,14.0,19.0,92.0,12.0,8.0,22.0,11.0,Oklahoma City,12/4/2016_Oklahoma City_New Orleans
10.0,31.0,26.0,5.0,37.0,80.0,18.0,28.0,8.0,27.0,102.0,9.0,19.0,43.0,0,1,Atlanta,36.0,7.0,22.0,26.0,3.0,34.0,77.0,24.0,32.0,99.0,7.0,13.0,24.0,18.0,Oklahoma City,12/5/2016_Atlanta_Oklahoma City
7.0,22.0,26.0,3.0,34.0,77.0,24.0,32.0,7.0,24.0,99.0,13.0,18.0,36.0,1,0,Oklahoma City,43.0,10.0,31.0,26.0,5.0,37.0,80.0,18.0,28.0,102.0,8.0,9.0,27.0,19.0,Atlanta,12/5/2016_Atlanta_Oklahoma City
14.0,34.0,26.0,5.0,45.0,92.0,14.0,18.0,8.0,22.0,118.0,17.0,10.0,35.0,0,1,Brooklyn,50.0,11.0,27.0,25.0,3.0,40.0,81.0,22.0,30.0,113.0,13.0,5.0,15.0,21.0,Washington,12/5/2016_Brooklyn_Washington
11.0,27.0,25.0,3.0,40.0,81.0,22.0,30.0,13.0,15.0,113.0,5.0,21.0,50.0,1,0,Washington,35.0,14.0,34.0,26.0,5.0,45.0,92.0,14.0,18.0,118.0,8.0,17.0,22.0,10.0,Brooklyn,12/5/2016_Brooklyn_Washington
9.0,24.0,25.0,8.0,45.0,93.0,13.0,18.0,10.0,27.0,112.0,9.0,9.0,38.0,0,1,Chicago,50.0,7.0,23.0,16.0,11.0,35.0,83.0,33.0,38.0,110.0,15.0,8.0,17.0,15.0,Portland,12/5/2016_Chicago_Portland
7.0,23.0,16.0,11.0,35.0,83.0,33.0,38.0,15.0,17.0,110.0,8.0,15.0,50.0,1,0,Portland,38.0,9.0,24.0,25.0,8.0,45.0,93.0,13.0,18.0,112.0,10.0,9.0,27.0,9.0,Chicago,12/5/2016_Chicago_Portland
3.0,18.0,21.0,5.0,40.0,79.0,26.0,28.0,9.0,19.0,109.0,2.0,12.0,53.0,0,1,Dallas,35.0,13.0,36.0,23.0,2.0,37.0,89.0,14.0,18.0,101.0,9.0,4.0,19.0,7.0,Charlotte,12/5/2016_Dallas_Charlotte
13.0,36.0,23.0,2.0,37.0,89.0,14.0,18.0,9.0,19.0,101.0,4.0,7.0,35.0,1,0,Charlotte,53.0,3.0,18.0,21.0,5.0,40.0,79.0,26.0,28.0,109.0,9.0,2.0,19.0,12.0,Dallas,12/5/2016_Dallas_Charlotte
3.0,15.0,20.0,5.0,35.0,85.0,33.0,35.0,9.0,21.0,106.0,10.0,14.0,40.0,0,0,Golden State,54.0,14.0,37.0,45.0,13.0,54.0,104.0,20.0,26.0,142.0,16.0,12.0,22.0,11.0,Indiana,12/5/2016_Golden State_Indiana
14.0,37.0,45.0,13.0,54.0,104.0,20.0,26.0,16.0,22.0,142.0,12.0,11.0,54.0,1,1,Indiana,40.0,3.0,15.0,20.0,5.0,35.0,85.0,33.0,35.0,106.0,9.0,10.0,21.0,14.0,Golden State,12/5/2016_Golden State_Indiana
11.0,32.0,27.0,4.0,42.0,99.0,11.0,12.0,10.0,20.0,106.0,7.0,11.0,42.0,0,0,Houston,46.0,12.0,38.0,20.0,7.0,34.0,76.0,27.0,31.0,107.0,7.0,8.0,14.0,16.0,Boston,12/5/2016_Houston_Boston
12.0,38.0,20.0,7.0,34.0,76.0,27.0,31.0,7.0,14.0,107.0,8.0,16.0,46.0,1,1,Boston,42.0,11.0,32.0,27.0,4.0,42.0,99.0,11.0,12.0,106.0,10.0,7.0,20.0,11.0,Houston,12/5/2016_Houston_Boston
13.0,32.0,26.0,7.0,38.0,80.0,18.0,29.0,11.0,18.0,107.0,5.0,12.0,39.0,0,1,LA Lakers,43.0,5.0,14.0,15.0,1.0,39.0,87.0,18.0,23.0,101.0,15.0,8.0,23.0,10.0,Utah,12/5/2016_LA Lakers_Utah
5.0,14.0,15.0,1.0,39.0,87.0,18.0,23.0,15.0,23.0,101.0,8.0,10.0,43.0,1,0,Utah,39.0,13.0,32.0,26.0,7.0,38.0,80.0,18.0,29.0,107.0,11.0,5.0,18.0,12.0,LA Lakers,12/5/2016_LA Lakers_Utah
8.0,28.0,26.0,5.0,40.0,93.0,9.0,14.0,12.0,22.0,97.0,6.0,14.0,46.0,0,1,Milwaukee,43.0,6.0,24.0,16.0,7.0,30.0,73.0,30.0,34.0,96.0,7.0,4.0,16.0,14.0,San Antonio,12/5/2016_Milwaukee_San Antonio
6.0,24.0,16.0,7.0,30.0,73.0,30.0,34.0,7.0,16.0,96.0,4.0,14.0,43.0,1,0,San Antonio,46.0,8.0,28.0,26.0,5.0,40.0,93.0,9.0,14.0,97.0,12.0,6.0,22.0,14.0,Milwaukee,12/5/2016_Milwaukee_San Antonio
13.0,34.0,23.0,4.0,42.0,104.0,13.0,21.0,13.0,22.0,110.0,8.0,14.0,61.0,0,1,New Orleans,54.0,10.0,32.0,21.0,7.0,39.0,99.0,20.0,21.0,108.0,6.0,7.0,15.0,11.0,Memphis,12/5/2016_New Orleans_Memphis
10.0,32.0,21.0,7.0,39.0,99.0,20.0,21.0,6.0,15.0,108.0,7.0,11.0,54.0,1,0,Memphis,61.0,13.0,34.0,23.0,4.0,42.0,104.0,13.0,21.0,110.0,13.0,8.0,22.0,14.0,New Orleans,12/5/2016_New Orleans_Memphis
10.0,27.0,17.0,8.0,35.0,76.0,26.0,34.0,10.0,20.0,106.0,13.0,19.0,45.0,0,1,Philadelphia,44.0,11.0,31.0,20.0,10.0,35.0,86.0,17.0,23.0,98.0,12.0,12.0,25.0,17.0,Denver,12/5/2016_Philadelphia_Denver
11.0,31.0,20.0,10.0,35.0,86.0,17.0,23.0,12.0,25.0,98.0,12.0,17.0,44.0,1,0,Denver,45.0,10.0,27.0,17.0,8.0,35.0,76.0,26.0,34.0,106.0,10.0,13.0,20.0,19.0,Philadelphia,12/5/2016_Philadelphia_Denver
14.0,32.0,21.0,3.0,40.0,84.0,22.0,27.0,13.0,21.0,116.0,4.0,14.0,48.0,0,1,Toronto,33.0,13.0,32.0,22.0,5.0,38.0,88.0,23.0,27.0,112.0,10.0,8.0,22.0,7.0,Cleveland,12/5/2016_Toronto_Cleveland
13.0,32.0,22.0,5.0,38.0,88.0,23.0,27.0,10.0,22.0,112.0,8.0,7.0,33.0,1,0,Cleveland,48.0,14.0,32.0,21.0,3.0,40.0,84.0,22.0,27.0,116.0,13.0,4.0,21.0,14.0,Toronto,12/5/2016_Toronto_Cleveland
2.0,15.0,15.0,7.0,33.0,75.0,23.0,32.0,9.0,20.0,91.0,6.0,14.0,45.0,0,0,Detroit,44.0,8.0,21.0,24.0,5.0,40.0,88.0,14.0,21.0,102.0,9.0,10.0,23.0,9.0,Chicago,12/6/2016_Detroit_Chicago
8.0,21.0,24.0,5.0,40.0,88.0,14.0,21.0,9.0,23.0,102.0,10.0,9.0,44.0,1,1,Chicago,45.0,2.0,15.0,15.0,7.0,33.0,75.0,23.0,32.0,91.0,9.0,6.0,20.0,14.0,Detroit,12/6/2016_Detroit_Chicago
14.0,41.0,21.0,7.0,32.0,82.0,13.0,26.0,9.0,27.0,91.0,5.0,16.0,45.0,0,0,Memphis,53.0,2.0,17.0,18.0,5.0,33.0,86.0,28.0,35.0,96.0,12.0,8.0,25.0,13.0,Philadelphia,12/6/2016_Memphis_Philadelphia
2.0,17.0,18.0,5.0,33.0,86.0,28.0,35.0,12.0,25.0,96.0,8.0,13.0,53.0,1,1,Philadelphia,45.0,14.0,41.0,21.0,7.0,32.0,82.0,13.0,26.0,91.0,9.0,5.0,27.0,16.0,Memphis,12/6/2016_Memphis_Philadelphia
7.0,25.0,22.0,6.0,48.0,98.0,11.0,16.0,18.0,18.0,114.0,6.0,10.0,53.0,0,1,Miami,46.0,11.0,25.0,21.0,4.0,38.0,89.0,16.0,27.0,103.0,16.0,8.0,16.0,10.0,New York,12/6/2016_Miami_New York
11.0,25.0,21.0,4.0,38.0,89.0,16.0,27.0,16.0,16.0,103.0,8.0,10.0,46.0,1,0,New York,53.0,7.0,25.0,22.0,6.0,48.0,98.0,11.0,16.0,114.0,18.0,6.0,18.0,10.0,Miami,12/6/2016_Miami_New York
11.0,24.0,21.0,3.0,39.0,74.0,16.0,19.0,3.0,20.0,105.0,8.0,11.0,35.0,0,1,Minnesota,41.0,7.0,20.0,19.0,2.0,36.0,82.0,12.0,18.0,91.0,11.0,4.0,20.0,15.0,San Antonio,12/6/2016_Minnesota_San Antonio
7.0,20.0,19.0,2.0,36.0,82.0,12.0,18.0,11.0,20.0,91.0,4.0,15.0,41.0,1,0,San Antonio,35.0,11.0,24.0,21.0,3.0,39.0,74.0,16.0,19.0,105.0,3.0,8.0,20.0,11.0,Minnesota,12/6/2016_Minnesota_San Antonio
6.0,18.0,14.0,0.0,39.0,84.0,21.0,25.0,12.0,28.0,105.0,5.0,17.0,41.0,0,0,Utah,35.0,12.0,27.0,23.0,7.0,36.0,73.0,28.0,32.0,112.0,6.0,7.0,23.0,15.0,Phoenix,12/6/2016_Utah_Phoenix
12.0,27.0,23.0,7.0,36.0,73.0,28.0,32.0,6.0,23.0,112.0,7.0,15.0,35.0,1,1,Phoenix,41.0,6.0,18.0,14.0,0.0,39.0,84.0,21.0,25.0,105.0,12.0,5.0,28.0,17.0,Utah,12/6/2016_Utah_Phoenix
12.0,26.0,24.0,12.0,43.0,83.0,26.0,36.0,8.0,18.0,124.0,7.0,11.0,43.0,0,1,Washington,42.0,11.0,23.0,20.0,2.0,44.0,93.0,17.0,24.0,116.0,10.0,5.0,25.0,10.0,Orlando,12/6/2016_Washington_Orlando
11.0,23.0,20.0,2.0,44.0,93.0,17.0,24.0,10.0,25.0,116.0,5.0,10.0,42.0,1,0,Orlando,43.0,12.0,26.0,24.0,12.0,43.0,83.0,26.0,36.0,124.0,8.0,7.0,18.0,11.0,Washington,12/6/2016_Washington_Orlando
11.0,27.0,20.0,6.0,34.0,80.0,16.0,20.0,8.0,16.0,95.0,6.0,16.0,33.0,0,0,Atlanta,47.0,4.0,19.0,27.0,9.0,43.0,88.0,13.0,15.0,103.0,14.0,9.0,20.0,14.0,Miami,12/7/2016_Atlanta_Miami
4.0,19.0,27.0,9.0,43.0,88.0,13.0,15.0,14.0,20.0,103.0,9.0,14.0,47.0,1,1,Miami,33.0,11.0,27.0,20.0,6.0,34.0,80.0,16.0,20.0,95.0,8.0,6.0,16.0,16.0,Atlanta,12/7/2016_Atlanta_Miami
11.0,37.0,18.0,2.0,42.0,105.0,16.0,21.0,26.0,24.0,111.0,7.0,17.0,58.0,0,0,Brooklyn,42.0,9.0,26.0,18.0,5.0,41.0,85.0,25.0,31.0,116.0,10.0,11.0,19.0,15.0,Denver,12/7/2016_Brooklyn_Denver
9.0,26.0,18.0,5.0,41.0,85.0,25.0,31.0,10.0,19.0,116.0,11.0,15.0,42.0,1,1,Denver,58.0,11.0,37.0,18.0,2.0,42.0,105.0,16.0,21.0,111.0,26.0,7.0,24.0,17.0,Brooklyn,12/7/2016_Brooklyn_Denver
4.0,27.0,21.0,8.0,34.0,89.0,5.0,8.0,7.0,18.0,77.0,3.0,12.0,57.0,0,0,Charlotte,51.0,6.0,21.0,13.0,2.0,30.0,88.0,21.0,29.0,87.0,5.0,7.0,11.0,5.0,Detroit,12/7/2016_Charlotte_Detroit
6.0,21.0,13.0,2.0,30.0,88.0,21.0,29.0,5.0,11.0,87.0,7.0,5.0,51.0,1,1,Detroit,57.0,4.0,27.0,21.0,8.0,34.0,89.0,5.0,8.0,77.0,7.0,3.0,18.0,12.0,Charlotte,12/7/2016_Charlotte_Detroit
10.0,22.0,28.0,3.0,47.0,84.0,16.0,21.0,6.0,23.0,120.0,10.0,14.0,40.0,0,1,Dallas,40.0,10.0,30.0,17.0,5.0,32.0,78.0,15.0,20.0,89.0,9.0,7.0,22.0,20.0,Sacramento,12/7/2016_Dallas_Sacramento
10.0,30.0,17.0,5.0,32.0,78.0,15.0,20.0,9.0,22.0,89.0,7.0,20.0,40.0,1,0,Sacramento,40.0,10.0,22.0,28.0,3.0,47.0,84.0,16.0,21.0,120.0,6.0,10.0,23.0,14.0,Dallas,12/7/2016_Dallas_Sacramento
5.0,20.0,14.0,4.0,34.0,87.0,22.0,27.0,14.0,22.0,95.0,13.0,27.0,39.0,0,0,Houston,52.0,15.0,36.0,35.0,2.0,51.0,94.0,17.0,21.0,134.0,15.0,20.0,22.0,20.0,LA Lakers,12/7/2016_Houston_LA Lakers
15.0,36.0,35.0,2.0,51.0,94.0,17.0,21.0,15.0,22.0,134.0,20.0,20.0,52.0,1,1,LA Lakers,39.0,5.0,20.0,14.0,4.0,34.0,87.0,22.0,27.0,95.0,14.0,13.0,22.0,27.0,Houston,12/7/2016_Houston_LA Lakers
7.0,31.0,32.0,5.0,42.0,89.0,24.0,29.0,12.0,24.0,115.0,11.0,10.0,46.0,0,1,LA Clippers,47.0,8.0,26.0,15.0,2.0,36.0,92.0,18.0,24.0,98.0,17.0,3.0,24.0,13.0,Golden State,12/7/2016_LA Clippers_Golden State
8.0,26.0,15.0,2.0,36.0,92.0,18.0,24.0,17.0,24.0,98.0,3.0,13.0,47.0,1,0,Golden State,46.0,7.0,31.0,32.0,5.0,42.0,89.0,24.0,29.0,115.0,12.0,11.0,24.0,10.0,LA Clippers,12/7/2016_LA Clippers_Golden State
17.0,40.0,25.0,4.0,37.0,85.0,16.0,19.0,10.0,22.0,107.0,7.0,15.0,44.0,0,0,Milwaukee,41.0,10.0,24.0,19.0,7.0,40.0,77.0,25.0,37.0,115.0,5.0,8.0,13.0,10.0,Portland,12/7/2016_Milwaukee_Portland
10.0,24.0,19.0,7.0,40.0,77.0,25.0,37.0,5.0,13.0,115.0,8.0,10.0,41.0,1,1,Portland,44.0,17.0,40.0,25.0,4.0,37.0,85.0,16.0,19.0,107.0,10.0,7.0,22.0,15.0,Milwaukee,12/7/2016_Milwaukee_Portland
22.0,40.0,23.0,4.0,39.0,80.0,26.0,31.0,10.0,18.0,126.0,11.0,12.0,46.0,0,1,New York,43.0,11.0,31.0,22.0,3.0,35.0,87.0,13.0,15.0,94.0,13.0,6.0,22.0,16.0,Cleveland,12/7/2016_New York_Cleveland
11.0,31.0,22.0,3.0,35.0,87.0,13.0,15.0,13.0,22.0,94.0,6.0,16.0,43.0,1,0,Cleveland,46.0,22.0,40.0,23.0,4.0,39.0,80.0,26.0,31.0,126.0,10.0,11.0,18.0,12.0,New York,12/7/2016_New York_Cleveland
7.0,26.0,29.0,4.0,43.0,84.0,24.0,29.0,11.0,19.0,117.0,7.0,10.0,49.0,0,1,Orlando,37.0,11.0,26.0,20.0,1.0,30.0,81.0,16.0,24.0,87.0,8.0,7.0,26.0,12.0,Boston,12/7/2016_Orlando_Boston
